Orthogroup	Auxenochlorella_protothecoides	Chlorella_KRBP
OG0003644	RMZ54330.1 hypothetical protein APUTEX25_001488_ partial [Auxenochlorella protothecoides]	QAXK01008360.1_3542-5458
OG0003666	RMZ54510.1 hypothetical protein APUTEX25_002086_ partial [Auxenochlorella protothecoides]	QAXK01003616.1_6090-7285
OG0003671	RMZ54532.1 hypothetical protein APUTEX25_001704 [Auxenochlorella protothecoides]	QAXK01000459.1_9787-9028
OG0003672	RMZ54544.1 hypothetical protein APUTEX25_002119 [Auxenochlorella protothecoides]	QAXK01004402.1_2407-3301
OG0003677	RMZ54581.1 hypothetical protein APUTEX25_002167 [Auxenochlorella protothecoides]	QAXK01010442.1_6499-5620
OG0003687	RMZ54644.1 hypothetical protein APUTEX25_003022 [Auxenochlorella protothecoides]	QAXK01006494.1_1594-1032
OG0003693	RMZ54680.1 hypothetical protein APUTEX25_003058_ partial [Auxenochlorella protothecoides]	QAXK01003706.1_3896-8573
OG0003697	RMZ54712.1 hypothetical protein APUTEX25_003090 [Auxenochlorella protothecoides]	QAXK01004373.1_28195-25392
OG0003713	RMZ54836.1 hypothetical protein APUTEX25_000353 [Auxenochlorella protothecoides]	QAXK01002432.1_4248-4930
OG0003731	RMZ54946.1 hypothetical protein APUTEX25_000463 [Auxenochlorella protothecoides]	QAXK01017356.1_2411-500
OG0003744	RMZ55061.1 hypothetical protein APUTEX25_005687 [Auxenochlorella protothecoides]	QAXK01009613.1_9396-10310
OG0003746	RMZ55078.1 hypothetical protein APUTEX25_005704_ partial [Auxenochlorella protothecoides]	QAXK01004123.1_13625-15399
OG0003755	RMZ55112.1 hypothetical protein APUTEX25_005390_ partial [Auxenochlorella protothecoides]	QAXK01002565.1_12559-10828
OG0003771	RMZ55279.1 hypothetical protein APUTEX25_005557 [Auxenochlorella protothecoides]	QAXK01010052.1_3190-4640
OG0003773	RMZ55316.1 hypothetical protein APUTEX25_003454 [Auxenochlorella protothecoides]	QAXK01014932.1_4139-2485
OG0003784	RMZ55422.1 hypothetical protein APUTEX25_003546 [Auxenochlorella protothecoides]	QAXK01007229.1_11545-10178
OG0003794	RMZ55517.1 hypothetical protein APUTEX25_000100_ partial [Auxenochlorella protothecoides]	QAXK01000557.1_206-3811
OG0003801	RMZ55548.1 hypothetical protein APUTEX25_000131 [Auxenochlorella protothecoides]	QAXK01000515.1_19189-19853
OG0003813	RMZ55639.1 hypothetical protein APUTEX25_000222 [Auxenochlorella protothecoides]	QAXK01000036.1_13891-8955
OG0003824	RMZ55710.1 hypothetical protein APUTEX25_005751 [Auxenochlorella protothecoides]	QAXK01001158.1_26014-28604
OG0003826	RMZ55716.1 hypothetical protein APUTEX25_005757 [Auxenochlorella protothecoides]	QAXK01015643.1_1434-3404
OG0003838	RMZ55784.1 hypothetical protein APUTEX25_005825 [Auxenochlorella protothecoides]	QAXK01001081.1_3765-5510
OG0003841	RMZ55795.1 hypothetical protein APUTEX25_005836 [Auxenochlorella protothecoides]	QAXK01006012.1_2971-2223
OG0003847	RMZ55831.1 hypothetical protein APUTEX25_003797 [Auxenochlorella protothecoides]	QAXK01000325.1_43378-42220
OG0003849	RMZ55842.1 hypothetical protein APUTEX25_003808 [Auxenochlorella protothecoides]	QAXK01010227.1_9762-8151
OG0003850	RMZ55843.1 hypothetical protein APUTEX25_003809 [Auxenochlorella protothecoides]	QAXK01003563.1_5026-2636
OG0003861	RMZ55926.1 hypothetical protein APUTEX25_004350 [Auxenochlorella protothecoides]	QAXK01001160.1_34552-35942
OG0003904	RMZ56265.1 hypothetical protein APUTEX25_002455 [Auxenochlorella protothecoides]	QAXK01003852.1_2138-563
OG0003944	RMZ56541.1 hypothetical protein APUTEX25_001388 [Auxenochlorella protothecoides]	QAXK01005846.1_7514-8614
OG0003947	RMZ56565.1 hypothetical protein APUTEX25_001412 [Auxenochlorella protothecoides]	QAXK01000042.1_9232-7900
OG0003954	RMZ56592.1 hypothetical protein APUTEX25_004756 [Auxenochlorella protothecoides]	QAXK01004732.1_20335-21271
OG0003958	RMZ56648.1 hypothetical protein APUTEX25_002737 [Auxenochlorella protothecoides]	QAXK01001698.1_16624-15571
OG0003964	RMZ56679.1 hypothetical protein APUTEX25_002768 [Auxenochlorella protothecoides]	QAXK01001551.1_63875-64499
OG0003973	RMZ56747.1 hypothetical protein APUTEX25_002836 [Auxenochlorella protothecoides]	QAXK01005150.1_10239-11440
OG0003976	RMZ56773.1 hypothetical protein APUTEX25_002862 [Auxenochlorella protothecoides]	QAXK01008391.1_3155-4981
OG0003980	RMZ56804.1 hypothetical protein APUTEX25_002893 [Auxenochlorella protothecoides]	QAXK01001710.1_16426-15281
OG0003985	RMZ56822.1 hypothetical protein APUTEX25_002911 [Auxenochlorella protothecoides]	QAXK01006679.1_5844-7981
OG0003999	RMZ56935.1 hypothetical protein APUTEX25_004997_ partial [Auxenochlorella protothecoides]	QAXK01017848.1_6990-5867
OG0004036	RMZ57186.1 hypothetical protein APUTEX25_004020 [Auxenochlorella protothecoides]	QAXK01001182.1_6681-8037
OG0004052	RMZ57305.1 hypothetical protein APUTEX25_004139 [Auxenochlorella protothecoides]	QAXK01018827.1_2147-2783
OG0004423	RMZ52107.1 hypothetical protein APUTEX25_001301 [Auxenochlorella protothecoides]	QAXK01000899.1_12678-10778
OG0004476	RMZ52735.1 hypothetical protein APUTEX25_000854 [Auxenochlorella protothecoides]	QAXK01005761.1_5110-4061
OG0004571	RMZ53819.1 hypothetical protein APUTEX25_003958 [Auxenochlorella protothecoides]	QAXK01000171.1_2716-3341
OG0004581	RMZ53921.1 hypothetical protein APUTEX25_004946_ partial [Auxenochlorella protothecoides]	QAXK01003359.1_6916-7635
OG0004622	RMZ54349.1 hypothetical protein APUTEX25_001925 [Auxenochlorella protothecoides]	QAXK01002638.1_6633-6327
OG0004656	RMZ54718.1 hypothetical protein APUTEX25_003096 [Auxenochlorella protothecoides]	QAXK01006388.1_12359-10899
OG0004681	RMZ55057.1 hypothetical protein APUTEX25_005683_ partial [Auxenochlorella protothecoides]	QAXK01001495.1_31486-30283
OG0004710	RMZ55374.1 hypothetical protein APUTEX25_004689_ partial [Auxenochlorella protothecoides]	QAXK01006037.1_46307-44794
OG0004743	RMZ55881.1 hypothetical protein APUTEX25_003847_ partial [Auxenochlorella protothecoides]	QAXK01002841.1_2718-1158
OG0004765	RMZ56276.1 hypothetical protein APUTEX25_002466 [Auxenochlorella protothecoides]	QAXK01013662.1_15761-16601
OG0004825	RMZ57064.1 hypothetical protein APUTEX25_002296_ partial [Auxenochlorella protothecoides]	QAXK01012785.1_94-624
OG0005364	RMZ53680.1 hypothetical protein APUTEX25_003214 [Auxenochlorella protothecoides]	QAXK01008706.1_11935-11020
OG0005372	RMZ53906.1 hypothetical protein APUTEX25_004749 [Auxenochlorella protothecoides]	QAXK01012603.1_2052-3066
OG0005404	RMZ54603.1 hypothetical protein APUTEX25_002189 [Auxenochlorella protothecoides]	QAXK01000570.1_1207-4057
