Orthogroup	Auxenochlorella_protothecoides	Chlorella_A99
OG0000151	RMZ55015.1 hypothetical protein APUTEX25_005641 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2128 [Chlorella sp. A99]
OG0000152	RMZ55975.1 hypothetical protein APUTEX25_004399 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1426 [Chlorella sp. A99], PCFQ01000002.1 g643 [Chlorella sp. A99]
OG0000153	RMZ56343.1 hypothetical protein APUTEX25_004700_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g138 [Chlorella sp. A99]
OG0000153	RMZ56128.1 hypothetical protein APUTEX25_004552 [Auxenochlorella protothecoides]	PCFQ01000058.1 g91 [Chlorella sp. A99]
OG0000154	RMZ56482.1 hypothetical protein APUTEX25_001329 [Auxenochlorella protothecoides]	PCFQ01000007.1 g1228 [Chlorella sp. A99]
OG0000155	RMZ57319.1 hypothetical protein APUTEX25_004153 [Auxenochlorella protothecoides]	PCFQ01000058.1 g83 [Chlorella sp. A99]
OG0000162	RMZ52254.1 hypothetical protein APUTEX25_001644 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2163 [Chlorella sp. A99]
OG0000163	RMZ52287.1 hypothetical protein APUTEX25_001677 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1345 [Chlorella sp. A99]
OG0000164	RMZ52296.1 hypothetical protein APUTEX25_001686 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2498 [Chlorella sp. A99]
OG0000165	RMZ54827.1 hypothetical protein APUTEX25_000344 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2876 [Chlorella sp. A99]
OG0000166	RMZ54380.1 hypothetical protein APUTEX25_001956 [Auxenochlorella protothecoides], RMZ52661.1 hypothetical protein APUTEX25_000780 [Auxenochlorella protothecoides]	PCFQ01000005.1 g849 [Chlorella sp. A99]
OG0000167	RMZ52731.1 hypothetical protein APUTEX25_000850_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2134 [Chlorella sp. A99]
OG0000168	RMZ53908.1 hypothetical protein APUTEX25_004612 [Auxenochlorella protothecoides]	PCFQ01000082.1 g598 [Chlorella sp. A99]
OG0000168	RMZ52893.1 hypothetical protein APUTEX25_001012_ partial [Auxenochlorella protothecoides]	PCFQ01000018.1 g418 [Chlorella sp. A99]
OG0000169	RMZ53895.1 hypothetical protein APUTEX25_005577_ partial [Auxenochlorella protothecoides]	PCFQ01000005.1 g844 [Chlorella sp. A99]
OG0000169	RMZ54161.1 hypothetical protein APUTEX25_005317_ partial [Auxenochlorella protothecoides]	PCFQ01000005.1 g769 [Chlorella sp. A99]
OG0000169	RMZ53670.1 hypothetical protein APUTEX25_003204 [Auxenochlorella protothecoides]	PCFQ01000005.1 g766 [Chlorella sp. A99]
OG0000170	RMZ57229.1 hypothetical protein APUTEX25_004063 [Auxenochlorella protothecoides], RMZ57032.1 hypothetical protein APUTEX25_002264_ partial [Auxenochlorella protothecoides]	PCFQ01000081.1 g1646 [Chlorella sp. A99]
OG0000170	RMZ53686.1 hypothetical protein APUTEX25_003220_ partial [Auxenochlorella protothecoides]	PCFQ01000081.1 g1644 [Chlorella sp. A99]
OG0000171	RMZ55346.1 hypothetical protein APUTEX25_003484 [Auxenochlorella protothecoides]	PCFQ01000009.1 g1701 [Chlorella sp. A99]
OG0000172	RMZ55974.1 hypothetical protein APUTEX25_004398 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2759 [Chlorella sp. A99]
OG0000173	RMZ54595.1 hypothetical protein APUTEX25_002181 [Auxenochlorella protothecoides]	PCFQ01000015.1 g2976 [Chlorella sp. A99]
OG0000174	RMZ55156.1 hypothetical protein APUTEX25_005434 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2370 [Chlorella sp. A99]
OG0000175	RMZ56765.1 hypothetical protein APUTEX25_002854 [Auxenochlorella protothecoides], RMZ56829.1 hypothetical protein APUTEX25_002918 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2399 [Chlorella sp. A99]
OG0000183	RMZ52035.1 hypothetical protein APUTEX25_001229 [Auxenochlorella protothecoides]	PCFQ01000046.1 g1850 [Chlorella sp. A99]
OG0000184	RMZ55987.1 hypothetical protein APUTEX25_004411_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g94 [Chlorella sp. A99]
OG0000187	RMZ54155.1 hypothetical protein APUTEX25_005311_ partial [Auxenochlorella protothecoides]	PCFQ01000001.1 g994 [Chlorella sp. A99]
OG0000187	RMZ52453.1 hypothetical protein APUTEX25_000032_ partial [Auxenochlorella protothecoides]	PCFQ01000002.1 g636 [Chlorella sp. A99]
OG0000189	RMZ52678.1 hypothetical protein APUTEX25_000797 [Auxenochlorella protothecoides], RMZ52787.1 hypothetical protein APUTEX25_000906 [Auxenochlorella protothecoides], RMZ53070.1 hypothetical protein APUTEX25_001189 [Auxenochlorella protothecoides]	PCFQ01000007.1 g1198 [Chlorella sp. A99]
OG0000190	RMZ52717.1 hypothetical protein APUTEX25_000836_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2860 [Chlorella sp. A99]
OG0000191	RMZ54251.1 hypothetical protein APUTEX25_000602 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1453 [Chlorella sp. A99]
OG0000191	RMZ52888.1 hypothetical protein APUTEX25_001007 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3318 [Chlorella sp. A99]
OG0000192	RMZ57057.1 hypothetical protein APUTEX25_002289 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3216 [Chlorella sp. A99]
OG0000193	RMZ53970.1 hypothetical protein APUTEX25_002547 [Auxenochlorella protothecoides]	PCFQ01000005.1 g805 [Chlorella sp. A99]
OG0000195	RMZ54432.1 hypothetical protein APUTEX25_002008_ partial [Auxenochlorella protothecoides]	PCFQ01000003.1 g1062 [Chlorella sp. A99]
OG0000198	RMZ57148.1 hypothetical protein APUTEX25_003605 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1553 [Chlorella sp. A99]
OG0000199	RMZ54657.1 hypothetical protein APUTEX25_003035_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g27 [Chlorella sp. A99]
OG0000200	RMZ54752.1 hypothetical protein APUTEX25_003130 [Auxenochlorella protothecoides]	PCFQ01000058.1 g64 [Chlorella sp. A99]
OG0000201	RMZ54777.1 hypothetical protein APUTEX25_000294 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2928 [Chlorella sp. A99]
OG0000201	RMZ57240.1 hypothetical protein APUTEX25_004074 [Auxenochlorella protothecoides]	PCFQ01000002.1 g657 [Chlorella sp. A99]
OG0000202	RMZ54825.1 hypothetical protein APUTEX25_000342 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1529 [Chlorella sp. A99]
OG0000203	RMZ55010.1 hypothetical protein APUTEX25_005636 [Auxenochlorella protothecoides], RMZ57555.1 hypothetical protein APUTEX25_001755 [Auxenochlorella protothecoides], RMZ57568.1 hypothetical protein APUTEX25_001768 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2681 [Chlorella sp. A99]
OG0000205	RMZ56498.1 hypothetical protein APUTEX25_001345_ partial [Auxenochlorella protothecoides]	PCFQ01000010.1 g332 [Chlorella sp. A99]
OG0000206	RMZ56709.1 hypothetical protein APUTEX25_002798 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2710 [Chlorella sp. A99], PCFQ01000037.1 g2446 [Chlorella sp. A99]
OG0000216	RMZ57116.1 hypothetical protein APUTEX25_002348 [Auxenochlorella protothecoides]	PCFQ01000003.1 g1057 [Chlorella sp. A99]
OG0000217	RMZ52426.1 hypothetical protein APUTEX25_000005 [Auxenochlorella protothecoides]	PCFQ01000058.1 g236 [Chlorella sp. A99]
OG0000219	RMZ53419.1 hypothetical protein APUTEX25_004907 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2597 [Chlorella sp. A99]
OG0000221	RMZ52596.1 hypothetical protein APUTEX25_000715_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2526 [Chlorella sp. A99], PCFQ01000004.1 g2589 [Chlorella sp. A99]
OG0000222	RMZ52628.1 hypothetical protein APUTEX25_000747_ partial [Auxenochlorella protothecoides]	PCFQ01000082.1 g555 [Chlorella sp. A99]
OG0000223	RMZ57093.1 hypothetical protein APUTEX25_002325 [Auxenochlorella protothecoides]	PCFQ01000010.1 g336 [Chlorella sp. A99]
OG0000223	RMZ52719.1 hypothetical protein APUTEX25_000838 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1384 [Chlorella sp. A99]
OG0000224	RMZ53106.1 hypothetical protein APUTEX25_002515 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2431 [Chlorella sp. A99]
OG0000224	RMZ52986.1 hypothetical protein APUTEX25_001105 [Auxenochlorella protothecoides]	PCFQ01000012.1 g1833 [Chlorella sp. A99]
OG0000225	RMZ53161.1 hypothetical protein APUTEX25_005150_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2764 [Chlorella sp. A99]
OG0000227	RMZ54784.1 hypothetical protein APUTEX25_000301 [Auxenochlorella protothecoides]	PCFQ01000001.1 g976 [Chlorella sp. A99]
OG0000227	RMZ53615.1 hypothetical protein APUTEX25_003149 [Auxenochlorella protothecoides]	PCFQ01000058.1 g247 [Chlorella sp. A99]
OG0000228	RMZ53773.1 hypothetical protein APUTEX25_003912 [Auxenochlorella protothecoides], RMZ54692.1 hypothetical protein APUTEX25_003070 [Auxenochlorella protothecoides], RMZ54670.1 hypothetical protein APUTEX25_003048_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g163 [Chlorella sp. A99]
OG0000229	RMZ57162.1 hypothetical protein APUTEX25_003996 [Auxenochlorella protothecoides]	PCFQ01000073.1 g1959 [Chlorella sp. A99]
OG0000230	RMZ54267.1 hypothetical protein APUTEX25_000618 [Auxenochlorella protothecoides], RMZ55612.1 hypothetical protein APUTEX25_000195 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1362 [Chlorella sp. A99], PCFQ01000079.1 g1360 [Chlorella sp. A99]
OG0000232	RMZ56728.1 hypothetical protein APUTEX25_002817_ partial [Auxenochlorella protothecoides]	PCFQ01000082.1 g507 [Chlorella sp. A99]
OG0000232	RMZ56480.1 hypothetical protein APUTEX25_001327_ partial [Auxenochlorella protothecoides]	PCFQ01000018.1 g471 [Chlorella sp. A99]
OG0000233	RMZ56801.1 hypothetical protein APUTEX25_002890 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2080 [Chlorella sp. A99]
OG0000234	RMZ57622.1 hypothetical protein APUTEX25_001822 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2744 [Chlorella sp. A99]
OG0000234	RMZ57328.1 hypothetical protein APUTEX25_004162 [Auxenochlorella protothecoides]	PCFQ01000013.1 g3308 [Chlorella sp. A99]
OG0000235	RMZ57579.1 hypothetical protein APUTEX25_001779_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g13 [Chlorella sp. A99], PCFQ01000058.1 g12 [Chlorella sp. A99]
OG0000240	RMZ53458.1 hypothetical protein APUTEX25_003280 [Auxenochlorella protothecoides]	PCFQ01000020.1 g930 [Chlorella sp. A99]
OG0000240	RMZ52021.1 hypothetical protein APUTEX25_001215_ partial [Auxenochlorella protothecoides]	PCFQ01000008.1 g1135 [Chlorella sp. A99]
OG0000241	RMZ52109.1 hypothetical protein APUTEX25_001303 [Auxenochlorella protothecoides]	PCFQ01000058.1 g56 [Chlorella sp. A99]
OG0000242	RMZ54265.1 hypothetical protein APUTEX25_000616 [Auxenochlorella protothecoides], RMZ53074.1 hypothetical protein APUTEX25_001193 [Auxenochlorella protothecoides], RMZ52229.1 hypothetical protein APUTEX25_001619_ partial [Auxenochlorella protothecoides]	PCFQ01000082.1 g603 [Chlorella sp. A99]
OG0000243	RMZ52320.1 hypothetical protein APUTEX25_005073 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1256 [Chlorella sp. A99]
OG0000243	RMZ53256.1 hypothetical protein APUTEX25_005245 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2774 [Chlorella sp. A99]
OG0000246	RMZ52488.1 hypothetical protein APUTEX25_003631_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2373 [Chlorella sp. A99]
OG0000247	RMZ56550.1 hypothetical protein APUTEX25_001397_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2474 [Chlorella sp. A99]
OG0000250	RMZ52848.1 hypothetical protein APUTEX25_000967_ partial [Auxenochlorella protothecoides]	PCFQ01000001.1 g965 [Chlorella sp. A99]
OG0000250	RMZ55796.1 hypothetical protein APUTEX25_005837 [Auxenochlorella protothecoides]	PCFQ01000001.1 g964 [Chlorella sp. A99]
OG0000251	RMZ53861.1 hypothetical protein APUTEX25_005607_ partial [Auxenochlorella protothecoides], RMZ52895.1 hypothetical protein APUTEX25_001014 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2116 [Chlorella sp. A99]
OG0000252	RMZ53390.1 hypothetical protein APUTEX25_004878 [Auxenochlorella protothecoides]	PCFQ01000005.1 g764 [Chlorella sp. A99]
OG0000252	RMZ53673.1 hypothetical protein APUTEX25_003207 [Auxenochlorella protothecoides]	PCFQ01000005.1 g763 [Chlorella sp. A99]
OG0000254	RMZ53476.1 hypothetical protein APUTEX25_003298 [Auxenochlorella protothecoides]	PCFQ01000003.1 g1024 [Chlorella sp. A99]
OG0000255	RMZ53756.1 hypothetical protein APUTEX25_003895 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1346 [Chlorella sp. A99]
OG0000259	RMZ54571.1 hypothetical protein APUTEX25_002146_ partial [Auxenochlorella protothecoides]	PCFQ01000077.1 g1744 [Chlorella sp. A99]
OG0000260	RMZ55007.1 hypothetical protein APUTEX25_000524 [Auxenochlorella protothecoides]	PCFQ01000007.1 g1216 [Chlorella sp. A99]
OG0000261	RMZ55037.1 hypothetical protein APUTEX25_005663_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1417 [Chlorella sp. A99]
OG0000262	RMZ57102.1 hypothetical protein APUTEX25_002334 [Auxenochlorella protothecoides], RMZ55345.1 hypothetical protein APUTEX25_003483 [Auxenochlorella protothecoides]	PCFQ01000009.1 g1669 [Chlorella sp. A99]
OG0000263	RMZ55393.1 hypothetical protein APUTEX25_003517 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2579 [Chlorella sp. A99]
OG0000264	RMZ55583.1 hypothetical protein APUTEX25_000166_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1441 [Chlorella sp. A99]
OG0000266	RMZ55614.1 hypothetical protein APUTEX25_000197 [Auxenochlorella protothecoides], RMZ56334.1 hypothetical protein APUTEX25_003494_ partial [Auxenochlorella protothecoides]	PCFQ01000005.1 g839 [Chlorella sp. A99]
OG0000267	RMZ55628.1 hypothetical protein APUTEX25_000211_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2856 [Chlorella sp. A99]
OG0000268	RMZ55826.1 hypothetical protein APUTEX25_003792 [Auxenochlorella protothecoides]	PCFQ01000010.1 g340 [Chlorella sp. A99]
OG0000269	RMZ55908.1 hypothetical protein APUTEX25_004332 [Auxenochlorella protothecoides], RMZ55963.1 hypothetical protein APUTEX25_004387 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1105 [Chlorella sp. A99]
OG0000270	RMZ55924.1 hypothetical protein APUTEX25_004348 [Auxenochlorella protothecoides]	PCFQ01000058.1 g198 [Chlorella sp. A99]
OG0000273	RMZ56698.1 hypothetical protein APUTEX25_002787_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1421 [Chlorella sp. A99]
OG0000274	RMZ57257.1 hypothetical protein APUTEX25_004091_ partial [Auxenochlorella protothecoides]	PCFQ01000013.1 g3357 [Chlorella sp. A99]
OG0000276	RMZ57398.1 hypothetical protein APUTEX25_004232_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3220 [Chlorella sp. A99]
OG0000285	RMZ52333.1 hypothetical protein APUTEX25_005086 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1578 [Chlorella sp. A99], PCFQ01000001.1 g986 [Chlorella sp. A99], PCFQ01000001.1 g984 [Chlorella sp. A99], PCFQ01000037.1 g2435 [Chlorella sp. A99], PCFQ01000011.1 g2893 [Chlorella sp. A99], PCFQ01000011.1 g2826 [Chlorella sp. A99]
OG0000287	RMZ56196.1 hypothetical protein APUTEX25_002386 [Auxenochlorella protothecoides]	PCFQ01000012.1 g1838 [Chlorella sp. A99]
OG0000287	RMZ52611.1 hypothetical protein APUTEX25_000730 [Auxenochlorella protothecoides]	PCFQ01000012.1 g1834 [Chlorella sp. A99]
OG0000288	RMZ52756.1 hypothetical protein APUTEX25_000875 [Auxenochlorella protothecoides]	PCFQ01000020.1 g899 [Chlorella sp. A99], PCFQ01000082.1 g597 [Chlorella sp. A99]
OG0000289	RMZ52761.1 hypothetical protein APUTEX25_000880 [Auxenochlorella protothecoides], RMZ53457.1 hypothetical protein APUTEX25_003279 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2795 [Chlorella sp. A99]
OG0000291	RMZ55210.1 hypothetical protein APUTEX25_005488 [Auxenochlorella protothecoides]	PCFQ01000020.1 g913 [Chlorella sp. A99]
OG0000292	RMZ55562.1 hypothetical protein APUTEX25_000145 [Auxenochlorella protothecoides], RMZ57686.1 hypothetical protein APUTEX25_001886_ partial [Auxenochlorella protothecoides], RMZ52969.1 hypothetical protein APUTEX25_001088_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2171 [Chlorella sp. A99]
OG0000293	RMZ52997.1 hypothetical protein APUTEX25_001116_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2170 [Chlorella sp. A99]
OG0000296	RMZ56149.1 hypothetical protein APUTEX25_004573 [Auxenochlorella protothecoides]	PCFQ01000058.1 g194 [Chlorella sp. A99]
OG0000296	RMZ53154.1 hypothetical protein APUTEX25_005143 [Auxenochlorella protothecoides]	PCFQ01000010.1 g290 [Chlorella sp. A99]
OG0000297	RMZ53301.1 hypothetical protein APUTEX25_004789 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2670 [Chlorella sp. A99]
OG0000299	RMZ53432.1 hypothetical protein APUTEX25_004920_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g145 [Chlorella sp. A99]
OG0000300	RMZ53487.1 hypothetical protein APUTEX25_003309 [Auxenochlorella protothecoides], RMZ54645.1 hypothetical protein APUTEX25_003023 [Auxenochlorella protothecoides]	PCFQ01000015.1 g2975 [Chlorella sp. A99]
OG0000301	RMZ57016.1 hypothetical protein APUTEX25_002248_ partial [Auxenochlorella protothecoides]	PCFQ01000080.1 g1949 [Chlorella sp. A99]
OG0000302	RMZ55097.1 hypothetical protein APUTEX25_005723_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1392 [Chlorella sp. A99]
OG0000302	RMZ53675.1 hypothetical protein APUTEX25_003209 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2902 [Chlorella sp. A99]
OG0000303	RMZ53685.1 hypothetical protein APUTEX25_003219 [Auxenochlorella protothecoides]	PCFQ01000073.1 g1969 [Chlorella sp. A99]
OG0000303	RMZ55991.1 hypothetical protein APUTEX25_004415 [Auxenochlorella protothecoides]	PCFQ01000005.1 g828 [Chlorella sp. A99]
OG0000304	RMZ54339.1 hypothetical protein APUTEX25_001497 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2208 [Chlorella sp. A99]
OG0000305	RMZ54467.1 hypothetical protein APUTEX25_002043 [Auxenochlorella protothecoides]	PCFQ01000053.1 g2547 [Chlorella sp. A99]
OG0000305	RMZ53768.1 hypothetical protein APUTEX25_003907 [Auxenochlorella protothecoides]	PCFQ01000019.1 g1793 [Chlorella sp. A99]
OG0000306	RMZ53984.1 hypothetical protein APUTEX25_002561 [Auxenochlorella protothecoides]	PCFQ01000019.1 g1805 [Chlorella sp. A99]
OG0000307	RMZ54062.1 hypothetical protein APUTEX25_002639 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1493 [Chlorella sp. A99]
OG0000308	RMZ57563.1 hypothetical protein APUTEX25_001763 [Auxenochlorella protothecoides], RMZ54121.1 hypothetical protein APUTEX25_002698 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3114 [Chlorella sp. A99]
OG0000310	RMZ54372.1 hypothetical protein APUTEX25_001948 [Auxenochlorella protothecoides]	PCFQ01000053.1 g2545 [Chlorella sp. A99]
OG0000310	RMZ56953.1 hypothetical protein APUTEX25_005015 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1300 [Chlorella sp. A99]
OG0000311	RMZ54663.1 hypothetical protein APUTEX25_003041 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1138 [Chlorella sp. A99], PCFQ01000037.1 g2350 [Chlorella sp. A99]
OG0000312	RMZ54951.1 hypothetical protein APUTEX25_000468 [Auxenochlorella protothecoides]	PCFQ01000082.1 g530 [Chlorella sp. A99]
OG0000313	RMZ55080.1 hypothetical protein APUTEX25_005706_ partial [Auxenochlorella protothecoides]	PCFQ01000005.1 g790 [Chlorella sp. A99]
OG0000313	RMZ55176.1 hypothetical protein APUTEX25_005454_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2418 [Chlorella sp. A99]
OG0000314	RMZ55292.1 hypothetical protein APUTEX25_003430 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1538 [Chlorella sp. A99]
OG0000315	RMZ55539.1 hypothetical protein APUTEX25_000122 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1446 [Chlorella sp. A99]
OG0000316	RMZ55571.1 hypothetical protein APUTEX25_000154 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2607 [Chlorella sp. A99]
OG0000316	RMZ56868.1 hypothetical protein APUTEX25_002957_ partial [Auxenochlorella protothecoides]	PCFQ01000004.1 g2667 [Chlorella sp. A99]
OG0000317	RMZ55600.1 hypothetical protein APUTEX25_000183 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1381 [Chlorella sp. A99]
OG0000317	RMZ57048.1 hypothetical protein APUTEX25_002280_ partial [Auxenochlorella protothecoides]	PCFQ01000082.1 g500 [Chlorella sp. A99]
OG0000318	RMZ56220.1 hypothetical protein APUTEX25_002410 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3260 [Chlorella sp. A99], PCFQ01000002.1 g718 [Chlorella sp. A99], PCFQ01000002.1 g715 [Chlorella sp. A99]
