Orthogroup	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169
OG0000051	KAI3433740.1 hypothetical protein D9Q98_003547 [Chlorella vulgaris], KAI3424145.1 hypothetical protein D9Q98_009505 [Chlorella vulgaris], KAI3429547.1 hypothetical protein D9Q98_005635 [Chlorella vulgaris], KAI3428258.1 hypothetical protein D9Q98_006637 [Chlorella vulgaris]	EIE25012.1 MATE efflux family protein [Coccomyxa subellipsoidea C-169]
OG0000052	KAI3426265.1 hypothetical protein D9Q98_008640 [Chlorella vulgaris]	EIE22213.1 hypothetical protein COCSUDRAFT_16438 [Coccomyxa subellipsoidea C-169]
OG0000053	KAI3424726.1 hypothetical protein D9Q98_008115 [Chlorella vulgaris]	EIE27332.1 DUF1295-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE22535.1 DUF1295-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000054	KAI3427182.1 hypothetical protein D9Q98_007119 [Chlorella vulgaris], KAI3425325.1 hypothetical protein D9Q98_009089 [Chlorella vulgaris]	EIE26070.1 exostosin-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE25364.1 exostosin-like glycosyltransferase [Coccomyxa subellipsoidea C-169]
OG0000054	KAI3432332.1 hypothetical protein D9Q98_003890 [Chlorella vulgaris], KAI3432331.1 hypothetical protein D9Q98_003890 [Chlorella vulgaris], KAI3432330.1 hypothetical protein D9Q98_003889 [Chlorella vulgaris], KAI3432349.1 hypothetical protein D9Q98_003906 [Chlorella vulgaris], KAI3425328.1 hypothetical protein D9Q98_009092 [Chlorella vulgaris]	EIE25250.1 hypothetical protein COCSUDRAFT_40557 [Coccomyxa subellipsoidea C-169]
OG0000055	KAI3428351.1 hypothetical protein D9Q98_006731 [Chlorella vulgaris]	EIE25181.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0000055	KAI3425256.1 hypothetical protein D9Q98_009024 [Chlorella vulgaris]	EIE22781.1 hypothetical protein COCSUDRAFT_47692 [Coccomyxa subellipsoidea C-169]
OG0000055	KAI3436207.1 hypothetical protein D9Q98_002261 [Chlorella vulgaris]	EIE21414.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0000059	KAI3430825.1 hypothetical protein D9Q98_009236 [Chlorella vulgaris]	EIE19800.1 cobW-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000059	KAI3439001.1 hypothetical protein D9Q98_001413 [Chlorella vulgaris], KAI3428122.1 hypothetical protein D9Q98_006505 [Chlorella vulgaris]	EIE25747.1 cobW-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000060	KAI3433447.1 hypothetical protein D9Q98_003261 [Chlorella vulgaris]	EIE21790.1 hypothetical protein COCSUDRAFT_7070_ partial [Coccomyxa subellipsoidea C-169], EIE24815.1 hypothetical protein COCSUDRAFT_46955 [Coccomyxa subellipsoidea C-169]
OG0000060	KAI3430812.1 hypothetical protein D9Q98_009223 [Chlorella vulgaris]	EIE21877.1 putative zinc finger protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000062	KAI3425838.1 hypothetical protein D9Q98_007812 [Chlorella vulgaris], KAI3426145.1 hypothetical protein D9Q98_008522 [Chlorella vulgaris], KAI3426144.1 hypothetical protein D9Q98_008522 [Chlorella vulgaris]	EIE22227.1 EF-hand [Coccomyxa subellipsoidea C-169]
OG0000062	KAI3426120.1 hypothetical protein D9Q98_008499 [Chlorella vulgaris]	EIE22210.1 hypothetical protein COCSUDRAFT_55906 [Coccomyxa subellipsoidea C-169]
OG0000063	KAI3434646.1 hypothetical protein D9Q98_002711 [Chlorella vulgaris], KAI3426836.1 hypothetical protein D9Q98_006783 [Chlorella vulgaris]	EIE19534.1 hypothetical protein COCSUDRAFT_48772 [Coccomyxa subellipsoidea C-169]
OG0000064	KAI3434468.1 hypothetical protein D9Q98_002545 [Chlorella vulgaris]	EIE20444.1 Cullin-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000064	KAI3430253.1 hypothetical protein D9Q98_004849 [Chlorella vulgaris]	EIE18972.1 Cullin-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000065	KAI3424962.1 hypothetical protein D9Q98_008343 [Chlorella vulgaris]	EIE24448.1 hypothetical protein COCSUDRAFT_65361 [Coccomyxa subellipsoidea C-169], EIE19959.1 hypothetical protein COCSUDRAFT_44355 [Coccomyxa subellipsoidea C-169]
OG0000066	KAI3428731.1 hypothetical protein D9Q98_007555 [Chlorella vulgaris], KAI3428732.1 hypothetical protein D9Q98_007556 [Chlorella vulgaris]	EIE21898.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE21899.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE24952.1 MFS general substrate transporter_ partial [Coccomyxa subellipsoidea C-169]
OG0000066	KAI3437905.1 hypothetical protein D9Q98_000350 [Chlorella vulgaris]	EIE20526.1 MFS general substrate transporter_ partial [Coccomyxa subellipsoidea C-169]
OG0000069	KAI3426981.1 hypothetical protein D9Q98_006925 [Chlorella vulgaris]	EIE18559.1 HSP90-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000069	KAI3424311.1 hypothetical protein D9Q98_009864 [Chlorella vulgaris]	EIE19325.1 heat shock protein Hsp90 [Coccomyxa subellipsoidea C-169]
OG0000069	KAI3433912.1 hypothetical protein D9Q98_003714 [Chlorella vulgaris]	EIE27138.1 heat shock protein Hsp90 [Coccomyxa subellipsoidea C-169]
OG0000070	KAI3427231.1 hypothetical protein D9Q98_007166 [Chlorella vulgaris], KAI3437808.1 hypothetical protein D9Q98_000255 [Chlorella vulgaris], KAI3427256.1 hypothetical protein D9Q98_007190 [Chlorella vulgaris]	EIE19387.1 hypothetical protein COCSUDRAFT_58675 [Coccomyxa subellipsoidea C-169]
OG0000070	KAI3437586.1 hypothetical protein D9Q98_000039 [Chlorella vulgaris], KAI3434901.1 hypothetical protein D9Q98_002955 [Chlorella vulgaris]	EIE20416.1 voltage-gated potassium channel [Coccomyxa subellipsoidea C-169]
OG0000071	KAI3424158.1 hypothetical protein D9Q98_009517 [Chlorella vulgaris]	EIE19137.1 Pkinase-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000073	KAI3428260.1 hypothetical protein D9Q98_006639 [Chlorella vulgaris], KAI3428261.1 hypothetical protein D9Q98_006640 [Chlorella vulgaris], KAI3424943.1 hypothetical protein D9Q98_008325 [Chlorella vulgaris]	EIE22545.1 hypothetical protein COCSUDRAFT_63696 [Coccomyxa subellipsoidea C-169]
OG0000074	KAI3424079.1 hypothetical protein D9Q98_009442 [Chlorella vulgaris]	EIE19122.1 hypothetical protein COCSUDRAFT_38365 [Coccomyxa subellipsoidea C-169]
OG0000075	KAI3437937.1 hypothetical protein D9Q98_000381 [Chlorella vulgaris]	EIE24329.1 hypothetical protein COCSUDRAFT_53293 [Coccomyxa subellipsoidea C-169]
OG0000076	KAI3430457.1 hypothetical protein D9Q98_005052 [Chlorella vulgaris], KAI3434845.1 hypothetical protein D9Q98_002899 [Chlorella vulgaris], KAI3434846.1 hypothetical protein D9Q98_002900 [Chlorella vulgaris], KAI3431471.1 hypothetical protein D9Q98_004523 [Chlorella vulgaris], KAI3438687.1 hypothetical protein D9Q98_001107 [Chlorella vulgaris]	EIE23603.1 hypothetical protein COCSUDRAFT_41793 [Coccomyxa subellipsoidea C-169]
OG0000078	KAI3437917.1 hypothetical protein D9Q98_000362 [Chlorella vulgaris]	EIE27764.1 phosphofructokinase family protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000078	KAI3432447.1 hypothetical protein D9Q98_003998 [Chlorella vulgaris], KAI3432446.1 hypothetical protein D9Q98_003998 [Chlorella vulgaris]	EIE26511.1 phosphofructokinase family protein [Coccomyxa subellipsoidea C-169]
OG0000079	KAI3428104.1 hypothetical protein D9Q98_006487 [Chlorella vulgaris], KAI3434525.1 hypothetical protein D9Q98_002598 [Chlorella vulgaris]	EIE19893.1 heat shock protein 70 [Coccomyxa subellipsoidea C-169], EIE18906.1 heat shock protein 70 [Coccomyxa subellipsoidea C-169]
OG0000079	KAI3433911.1 hypothetical protein D9Q98_003713 [Chlorella vulgaris]	EIE27137.1 binding protein 1 [Coccomyxa subellipsoidea C-169]
OG0000080	KAI3427441.1 hypothetical protein D9Q98_010356 [Chlorella vulgaris], KAI3427152.1 hypothetical protein D9Q98_007089 [Chlorella vulgaris], KAI3427443.1 hypothetical protein D9Q98_010358 [Chlorella vulgaris], KAI3431786.1 hypothetical protein D9Q98_010539 [Chlorella vulgaris], KAI3429846.1 hypothetical protein D9Q98_010158 [Chlorella vulgaris], KAI3429845.1 hypothetical protein D9Q98_010157 [Chlorella vulgaris], KAI3428273.1 hypothetical protein D9Q98_006652 [Chlorella vulgaris], KAI3428272.1 hypothetical protein D9Q98_006651 [Chlorella vulgaris], KAI3429844.1 hypothetical protein D9Q98_010156 [Chlorella vulgaris]	EIE26869.1 hypothetical protein COCSUDRAFT_59376 [Coccomyxa subellipsoidea C-169]
OG0000081	KAI3428120.1 hypothetical protein D9Q98_006503 [Chlorella vulgaris]	EIE25078.1 acetyl-CoA synthetase-like protein [Coccomyxa subellipsoidea C-169]
OG0000081	KAI3438931.1 hypothetical protein D9Q98_001345 [Chlorella vulgaris], KAI3433601.1 hypothetical protein D9Q98_003411 [Chlorella vulgaris]	EIE23221.1 BASS family transporter_ sodium ion/bile acid_ partial [Coccomyxa subellipsoidea C-169], EIE25677.1 hypothetical protein COCSUDRAFT_35343 [Coccomyxa subellipsoidea C-169], EIE20487.1 hypothetical protein COCSUDRAFT_43922 [Coccomyxa subellipsoidea C-169]
OG0000081	KAI3428113.1 hypothetical protein D9Q98_006496 [Chlorella vulgaris]	EIE25220.1 hypothetical protein COCSUDRAFT_46640 [Coccomyxa subellipsoidea C-169]
OG0000083	KAI3436451.1 hypothetical protein D9Q98_005868 [Chlorella vulgaris]	EIE24754.1 aminopeptidase N_ partial [Coccomyxa subellipsoidea C-169]
OG0000083	KAI3436454.1 hypothetical protein D9Q98_005871 [Chlorella vulgaris], KAI3436457.1 hypothetical protein D9Q98_005874 [Chlorella vulgaris], KAI3436452.1 hypothetical protein D9Q98_005869 [Chlorella vulgaris]	EIE27787.1 hypothetical protein COCSUDRAFT_64386 [Coccomyxa subellipsoidea C-169]
OG0000084	KAI3426243.1 hypothetical protein D9Q98_008619 [Chlorella vulgaris]	EIE20906.1 cysteine synthase [Coccomyxa subellipsoidea C-169]
OG0000084	KAI3428091.1 hypothetical protein D9Q98_006474 [Chlorella vulgaris]	EIE25216.1 cysteine synthase A [Coccomyxa subellipsoidea C-169]
OG0000085	KAI3425327.1 hypothetical protein D9Q98_009091 [Chlorella vulgaris]	EIE21692.1 DUF498-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000087	KAI3437713.1 hypothetical protein D9Q98_000161 [Chlorella vulgaris]	EIE19175.1 hypothetical protein COCSUDRAFT_67996 [Coccomyxa subellipsoidea C-169], EIE25316.1 hypothetical protein COCSUDRAFT_40598 [Coccomyxa subellipsoidea C-169], EIE24943.1 hypothetical protein COCSUDRAFT_65606 [Coccomyxa subellipsoidea C-169], EIE25412.1 hypothetical protein COCSUDRAFT_65236 [Coccomyxa subellipsoidea C-169]
OG0000087	KAI3424452.1 hypothetical protein D9Q98_010004 [Chlorella vulgaris]	EIE26463.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE25599.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]
OG0000088	KAI3436255.1 hypothetical protein D9Q98_002308 [Chlorella vulgaris], KAI3434822.1 hypothetical protein D9Q98_002878 [Chlorella vulgaris], KAI3434821.1 hypothetical protein D9Q98_002878 [Chlorella vulgaris]	EIE21536.1 Phosphoenolpyruvate/pyruvate domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000088	KAI3434834.1 hypothetical protein D9Q98_002889 [Chlorella vulgaris]	EIE23527.1 pyruvate kinase [Coccomyxa subellipsoidea C-169]
OG0000089	KAI3436057.1 hypothetical protein D9Q98_002116 [Chlorella vulgaris]	EIE21642.1 hypothetical protein COCSUDRAFT_48200 [Coccomyxa subellipsoidea C-169]
OG0000089	KAI3427956.1 hypothetical protein D9Q98_006346 [Chlorella vulgaris]	EIE18314.1 hypothetical protein COCSUDRAFT_60284 [Coccomyxa subellipsoidea C-169]
OG0000089	KAI3433897.1 hypothetical protein D9Q98_003699 [Chlorella vulgaris], KAI3425074.1 hypothetical protein D9Q98_008452 [Chlorella vulgaris]	EIE20580.1 hypothetical protein COCSUDRAFT_48569 [Coccomyxa subellipsoidea C-169], EIE27157.1 hypothetical protein COCSUDRAFT_64095 [Coccomyxa subellipsoidea C-169]
OG0000090	KAI3428724.1 hypothetical protein D9Q98_007548 [Chlorella vulgaris]	EIE25492.1 serine O-acetyltransferase [Coccomyxa subellipsoidea C-169]
OG0000090	KAI3432388.1 hypothetical protein D9Q98_003944 [Chlorella vulgaris]	EIE26347.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0000091	KAI3429373.1 hypothetical protein D9Q98_005468 [Chlorella vulgaris]	EIE24477.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0000091	KAI3424357.1 hypothetical protein D9Q98_009910 [Chlorella vulgaris]	EIE19094.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0000091	KAI3434562.1 hypothetical protein D9Q98_002635 [Chlorella vulgaris]	EIE19973.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0000092	KAI3437791.1 hypothetical protein D9Q98_000238 [Chlorella vulgaris], KAI3429492.1 hypothetical protein D9Q98_005581 [Chlorella vulgaris]	EIE25766.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0000093	KAI3434593.1 hypothetical protein D9Q98_002662 [Chlorella vulgaris], KAI3433844.1 hypothetical protein D9Q98_003647 [Chlorella vulgaris]	EIE26079.1 hypothetical protein COCSUDRAFT_61074 [Coccomyxa subellipsoidea C-169], EIE26077.1 hypothetical protein COCSUDRAFT_64969 [Coccomyxa subellipsoidea C-169]
OG0000095	KAI3438528.1 hypothetical protein D9Q98_000956 [Chlorella vulgaris]	EIE20398.1 DUF1253-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000095	KAI3428704.1 hypothetical protein D9Q98_007528 [Chlorella vulgaris]	EIE19833.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000095	KAI3428469.1 hypothetical protein D9Q98_007294 [Chlorella vulgaris]	EIE23231.1 amine oxidase [Coccomyxa subellipsoidea C-169]
OG0000096	KAI3435788.1 hypothetical protein D9Q98_001846 [Chlorella vulgaris]	EIE24526.1 half-size ABC transporter [Coccomyxa subellipsoidea C-169]
OG0000096	KAI3430797.1 hypothetical protein D9Q98_009209 [Chlorella vulgaris]	EIE21885.1 hypothetical protein COCSUDRAFT_56332 [Coccomyxa subellipsoidea C-169]
OG0000097	KAI3436175.1 hypothetical protein D9Q98_002230 [Chlorella vulgaris]	EIE23021.1 hypothetical protein COCSUDRAFT_6458_ partial [Coccomyxa subellipsoidea C-169]
OG0000097	KAI3428646.1 hypothetical protein D9Q98_007469 [Chlorella vulgaris]	EIE23134.1 hypothetical protein COCSUDRAFT_42072 [Coccomyxa subellipsoidea C-169]
OG0000097	KAI3436172.1 hypothetical protein D9Q98_002228 [Chlorella vulgaris], KAI3436173.1 hypothetical protein D9Q98_002228 [Chlorella vulgaris]	EIE21411.1 hypothetical protein COCSUDRAFT_66872 [Coccomyxa subellipsoidea C-169]
OG0000098	KAI3432628.1 hypothetical protein D9Q98_004174 [Chlorella vulgaris]	EIE25121.1 malate dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0000098	KAI3429685.1 hypothetical protein D9Q98_005770 [Chlorella vulgaris]	EIE24005.1 malate dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0000098	KAI3435570.1 hypothetical protein D9Q98_001635 [Chlorella vulgaris]	EIE20588.1 mitochondrial malate dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0000099	KAI3430666.1 hypothetical protein D9Q98_005258 [Chlorella vulgaris], KAI3425705.1 hypothetical protein D9Q98_007681 [Chlorella vulgaris], KAI3427940.1 hypothetical protein D9Q98_006330 [Chlorella vulgaris], KAI3435873.1 hypothetical protein D9Q98_001931 [Chlorella vulgaris]	EIE24867.1 glycoside hydrolase_ partial [Coccomyxa subellipsoidea C-169]
OG0000100	KAI3432619.1 hypothetical protein D9Q98_004165 [Chlorella vulgaris]	EIE25271.1 hypothetical protein COCSUDRAFT_13722_ partial [Coccomyxa subellipsoidea C-169]
OG0000100	KAI3432569.1 hypothetical protein D9Q98_004118 [Chlorella vulgaris]	EIE19865.1 chaperonin 60A [Coccomyxa subellipsoidea C-169]
OG0000100	KAI3432618.1 hypothetical protein D9Q98_004164 [Chlorella vulgaris]	EIE22901.1 chaperonin 60B2 [Coccomyxa subellipsoidea C-169]
OG0000101	KAI3432837.1 hypothetical protein D9Q98_010421 [Chlorella vulgaris]	EIE24424.1 hypothetical protein COCSUDRAFT_28166 [Coccomyxa subellipsoidea C-169]
OG0000101	KAI3438148.1 hypothetical protein D9Q98_000589 [Chlorella vulgaris]	EIE27350.1 ATP-dependent Clp protease ATPase subunit [Coccomyxa subellipsoidea C-169]
OG0000102	KAI3428153.1 hypothetical protein D9Q98_006537 [Chlorella vulgaris]	EIE25370.1 ferredoxin-dependent glutamate synthase [Coccomyxa subellipsoidea C-169]
OG0000102	KAI3429699.1 hypothetical protein D9Q98_005784 [Chlorella vulgaris]	EIE24001.1 glutamate synthase_ NADH-dependent [Coccomyxa subellipsoidea C-169]
OG0000104	KAI3433611.1 hypothetical protein D9Q98_003420 [Chlorella vulgaris]	EIE25010.1 hypothetical protein COCSUDRAFT_65061 [Coccomyxa subellipsoidea C-169]
OG0000104	KAI3433600.1 hypothetical protein D9Q98_003410 [Chlorella vulgaris]	EIE25771.1 hypothetical protein COCSUDRAFT_40047 [Coccomyxa subellipsoidea C-169]
OG0000104	KAI3433618.1 hypothetical protein D9Q98_003427 [Chlorella vulgaris]	EIE21323.1 hypothetical protein COCSUDRAFT_56546 [Coccomyxa subellipsoidea C-169]
OG0000104	KAI3433613.1 hypothetical protein D9Q98_003422 [Chlorella vulgaris]	EIE19790.1 CP12-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000105	KAI3432720.1 hypothetical protein D9Q98_004263 [Chlorella vulgaris], KAI3432721.1 hypothetical protein D9Q98_004263 [Chlorella vulgaris]	EIE26288.1 gamma heavy chain subunit of outer-arm dynein_ partial [Coccomyxa subellipsoidea C-169]
OG0000105	KAI3428256.1 hypothetical protein D9Q98_006635 [Chlorella vulgaris]	EIE25538.1 hypothetical protein COCSUDRAFT_40751 [Coccomyxa subellipsoidea C-169]
OG0000106	KAI3429252.1 hypothetical protein D9Q98_005349 [Chlorella vulgaris]	EIE24632.1 aldose 1-epimerase [Coccomyxa subellipsoidea C-169], EIE18881.1 aldose 1-epimerase [Coccomyxa subellipsoidea C-169]
OG0000106	KAI3429253.1 hypothetical protein D9Q98_005350 [Chlorella vulgaris]	EIE26900.1 farnesyl-diphosphate farnesyltransferase [Coccomyxa subellipsoidea C-169]
OG0000107	KAI3434710.1 hypothetical protein D9Q98_002771 [Chlorella vulgaris]	EIE25866.1 hypothetical protein COCSUDRAFT_60876 [Coccomyxa subellipsoidea C-169]
OG0000107	KAI3434709.1 hypothetical protein D9Q98_002770 [Chlorella vulgaris]	EIE21886.1 hypothetical protein COCSUDRAFT_42915 [Coccomyxa subellipsoidea C-169]
OG0000111	KAI3434988.1 hypothetical protein D9Q98_003040 [Chlorella vulgaris], KAI3434987.1 hypothetical protein D9Q98_003039 [Chlorella vulgaris], KAI3434897.1 hypothetical protein D9Q98_002951 [Chlorella vulgaris], KAI3434996.1 hypothetical protein D9Q98_003048 [Chlorella vulgaris], KAI3436013.1 hypothetical protein D9Q98_002070 [Chlorella vulgaris], KAI3436010.1 hypothetical protein D9Q98_002067 [Chlorella vulgaris], KAI3426367.1 hypothetical protein D9Q98_008739 [Chlorella vulgaris], KAI3436012.1 hypothetical protein D9Q98_002069 [Chlorella vulgaris]	EIE20987.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0000113	KAI3423900.1 hypothetical protein D9Q98_009734 [Chlorella vulgaris]	EIE23956.1 amino acid transporter [Coccomyxa subellipsoidea C-169]
OG0000114	KAI3435626.1 hypothetical protein D9Q98_001686 [Chlorella vulgaris]	EIE21088.1 Metallo-hydrolase/oxidoreductase_ partial [Coccomyxa subellipsoidea C-169]
OG0000114	KAI3426475.1 hypothetical protein D9Q98_008841 [Chlorella vulgaris], KAI3435627.1 hypothetical protein D9Q98_001687 [Chlorella vulgaris]	EIE26661.1 hypothetical protein COCSUDRAFT_46179 [Coccomyxa subellipsoidea C-169]
OG0000115	KAI3428425.1 hypothetical protein D9Q98_007252 [Chlorella vulgaris]	EIE23251.1 hypothetical protein COCSUDRAFT_66237 [Coccomyxa subellipsoidea C-169]
OG0000115	KAI3437633.1 hypothetical protein D9Q98_000085 [Chlorella vulgaris]	EIE27745.1 class I RPD3 type histone deacetylase protein [Coccomyxa subellipsoidea C-169]
OG0000115	KAI3428482.1 hypothetical protein D9Q98_007307 [Chlorella vulgaris]	EIE22949.1 histone deacetylase 3 [Coccomyxa subellipsoidea C-169]
OG0000116	KAI3437889.1 hypothetical protein D9Q98_000334 [Chlorella vulgaris]	EIE27567.1 ferredoxin_ partial [Coccomyxa subellipsoidea C-169]
