Orthogroup	Chlorella_Vulgaris2111P	Chlorella_Sorokiniana1602
OG0000031	KAI3438694.1 hypothetical protein D9Q98_001114 [Chlorella vulgaris]	PRW50749.1 cytochrome P450 [Chlorella sorokiniana]
OG0000032	KAI3438051.1 hypothetical protein D9Q98_000494 [Chlorella vulgaris]	PRW57195.1 hypothetical protein C2E21_4079 [Chlorella sorokiniana]
OG0000032	KAI3430824.1 hypothetical protein D9Q98_009235 [Chlorella vulgaris]	PRW59320.1 hypothetical protein C2E21_2437 [Chlorella sorokiniana]
OG0000035	KAI3435762.1 hypothetical protein D9Q98_001820 [Chlorella vulgaris]	PRW59728.1 3-ketoacyl- synthase 11 isoform A [Chlorella sorokiniana]
OG0000035	KAI3432775.1 hypothetical protein D9Q98_004315 [Chlorella vulgaris], KAI3432777.1 hypothetical protein D9Q98_004315 [Chlorella vulgaris], KAI3432776.1 hypothetical protein D9Q98_004315 [Chlorella vulgaris]	PRW61324.1 3-ketoacyl- synthase 4-like [Chlorella sorokiniana]
OG0000036	KAI3426335.1 hypothetical protein D9Q98_008708 [Chlorella vulgaris]	PRW33642.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
OG0000036	KAI3432747.1 hypothetical protein D9Q98_004288 [Chlorella vulgaris]	PRW61610.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
OG0000036	KAI3434780.1 hypothetical protein D9Q98_002840 [Chlorella vulgaris]	PRW58034.1 kinase [Chlorella sorokiniana]
OG0000036	KAI3432748.1 hypothetical protein D9Q98_004289 [Chlorella vulgaris]	PRW61254.1 kinase [Chlorella sorokiniana]
OG0000036	KAI3431777.1 hypothetical protein D9Q98_010532 [Chlorella vulgaris]	PRW51042.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
OG0000036	KAI3432880.1 hypothetical protein D9Q98_010463 [Chlorella vulgaris], KAI3432881.1 hypothetical protein D9Q98_010463 [Chlorella vulgaris]	PRW61026.1 kinase [Chlorella sorokiniana]
OG0000037	KAI3435703.1 hypothetical protein D9Q98_001761 [Chlorella vulgaris], KAI3435702.1 hypothetical protein D9Q98_001760 [Chlorella vulgaris]	PRW60030.1 Chlorophyll a-b binding of LHCII type chloroplastic [Chlorella sorokiniana]
OG0000037	KAI3434541.1 hypothetical protein D9Q98_002614 [Chlorella vulgaris]	PRW20612.1 chlorophyll a b-binding [Chlorella sorokiniana]
OG0000038	KAI3428200.1 hypothetical protein D9Q98_006580 [Chlorella vulgaris]	PRW50834.1 Transcription initiation factor TFIID subunit 13 [Chlorella sorokiniana]
OG0000038	KAI3431710.1 hypothetical protein D9Q98_004755 [Chlorella vulgaris]	PRW33249.1 Transcription initiation factor TFIID subunit 13 isoform A [Chlorella sorokiniana], PRW33248.1 Transcription initiation factor TFIID subunit 13 isoform B [Chlorella sorokiniana]
OG0000038	KAI3427440.1 hypothetical protein D9Q98_010355 [Chlorella vulgaris]	PRW05940.1 beta-1_6-N-acetylglucosaminyltransferase enzyme [Chlorella sorokiniana]
OG0000038	KAI3427437.1 hypothetical protein D9Q98_010352 [Chlorella vulgaris]	PRW05935.1 beta-1_6-N-acetylglucosaminyltransferase enzyme [Chlorella sorokiniana]
OG0000038	KAI3423835.1 hypothetical protein D9Q98_009671 [Chlorella vulgaris]	PRW32548.1 Transcription initiation factor TFIID subunit 13 [Chlorella sorokiniana]
OG0000038	KAI3426374.1 hypothetical protein D9Q98_008746 [Chlorella vulgaris]	PRW45079.1 Transcription initiation factor TFIID subunit 13 [Chlorella sorokiniana]
OG0000039	KAI3437679.1 hypothetical protein D9Q98_000129 [Chlorella vulgaris], KAI3437680.1 hypothetical protein D9Q98_000129 [Chlorella vulgaris], KAI3437678.1 hypothetical protein D9Q98_000128 [Chlorella vulgaris]	PRW56247.1 band 7 [Chlorella sorokiniana]
OG0000039	KAI3431571.1 hypothetical protein D9Q98_004621 [Chlorella vulgaris]	PRW58679.1 band 7 [Chlorella sorokiniana], PRW33721.1 band 7 [Chlorella sorokiniana]
OG0000039	KAI3436419.1 hypothetical protein D9Q98_005836 [Chlorella vulgaris]	PRW56123.1 band 7 [Chlorella sorokiniana]
OG0000040	KAI3433853.1 hypothetical protein D9Q98_003656 [Chlorella vulgaris], KAI3433943.1 hypothetical protein D9Q98_003745 [Chlorella vulgaris]	PRW56127.1 Zinc finger domain-containing MYND finger domain [Chlorella sorokiniana], PRW59997.1 Zinc finger MYND domain-containing 19 Q7TSV3 [Chlorella sorokiniana]
OG0000040	KAI3431794.1 hypothetical protein D9Q98_010547 [Chlorella vulgaris]	PRW21076.1 transcriptional regulator [Chlorella sorokiniana], PRW55939.1 ubiquitin carboxyl-terminal hydrolase 18-like [Chlorella sorokiniana]
OG0000042	KAI3431269.1 hypothetical protein D9Q98_004330 [Chlorella vulgaris]	PRW39173.1 sodium phosphate symporter [Chlorella sorokiniana]
OG0000042	KAI3430490.1 hypothetical protein D9Q98_005085 [Chlorella vulgaris]	PRW33027.1 phosphate-repressible phosphate permease [Chlorella sorokiniana], PRW32920.1 phosphate transporter [Chlorella sorokiniana]
OG0000042	KAI3429392.1 hypothetical protein D9Q98_005487 [Chlorella vulgaris]	PRW60515.1 phosphate-repressible phosphate permease [Chlorella sorokiniana]
OG0000042	KAI3436359.1 hypothetical protein D9Q98_002412 [Chlorella vulgaris]	PRW33684.1 2_3-bisphosphoglycerate-independent phosphoglycerate mutase isoform D [Chlorella sorokiniana]
OG0000043	KAI3424775.1 hypothetical protein D9Q98_008163 [Chlorella vulgaris]	PRW45699.1 alpha-glucosidase isoform B [Chlorella sorokiniana], PRW45700.1 alpha-glucosidase isoform A [Chlorella sorokiniana]
OG0000043	KAI3426380.1 hypothetical protein D9Q98_008751 [Chlorella vulgaris]	PRW44983.1 Glycosyl hydrolases family 31 isoform 1 [Chlorella sorokiniana]
OG0000044	KAI3438166.1 hypothetical protein D9Q98_000603 [Chlorella vulgaris]	PRW56980.1 ARM repeat-containing [Chlorella sorokiniana]
OG0000045	KAI3429571.1 hypothetical protein D9Q98_005658 [Chlorella vulgaris]	PRW60778.1 ATP-binding cassette transporter [Chlorella sorokiniana]
OG0000045	KAI3433548.1 hypothetical protein D9Q98_003359 [Chlorella vulgaris]	PRW58352.1 ATP-binding cassette transporter [Chlorella sorokiniana]
OG0000045	KAI3429335.1 hypothetical protein D9Q98_005430 [Chlorella vulgaris]	PRW58636.1 pleiotropic drug resistance 1-like [Chlorella sorokiniana], PRW60703.1 Pleiotropic drug resistance 1 [Chlorella sorokiniana], PRW60808.1 Pleiotropic drug resistance 1 [Chlorella sorokiniana], PRW33630.1 Pleiotropic drug resistance 1 [Chlorella sorokiniana]
OG0000046	KAI3433944.1 hypothetical protein D9Q98_003746 [Chlorella vulgaris], KAI3423962.1 hypothetical protein D9Q98_009796 [Chlorella vulgaris], KAI3427363.1 hypothetical protein D9Q98_010279 [Chlorella vulgaris]	PRW58688.1 Amino acid permease 2 [Chlorella sorokiniana]
OG0000046	KAI3424711.1 hypothetical protein D9Q98_008100 [Chlorella vulgaris]	PRW58712.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana], PRW58414.1 serine threonine- kinase [Chlorella sorokiniana]
OG0000047	KAI3427390.1 hypothetical protein D9Q98_010305 [Chlorella vulgaris], KAI3427391.1 hypothetical protein D9Q98_010306 [Chlorella vulgaris], KAI3427416.1 hypothetical protein D9Q98_010331 [Chlorella vulgaris], KAI3427424.1 hypothetical protein D9Q98_010339 [Chlorella vulgaris], KAI3427388.1 hypothetical protein D9Q98_010303 [Chlorella vulgaris], KAI3427385.1 hypothetical protein D9Q98_010300 [Chlorella vulgaris], KAI3427413.1 hypothetical protein D9Q98_010328 [Chlorella vulgaris], KAI3427378.1 hypothetical protein D9Q98_010294 [Chlorella vulgaris], KAI3427386.1 hypothetical protein D9Q98_010301 [Chlorella vulgaris], KAI3427387.1 hypothetical protein D9Q98_010302 [Chlorella vulgaris], KAI3427377.1 hypothetical protein D9Q98_010293 [Chlorella vulgaris], KAI3427414.1 hypothetical protein D9Q98_010329 [Chlorella vulgaris], KAI3427395.1 hypothetical protein D9Q98_010310 [Chlorella vulgaris], KAI3427396.1 hypothetical protein D9Q98_010311 [Chlorella vulgaris], KAI3427402.1 hypothetical protein D9Q98_010317 [Chlorella vulgaris], KAI3427404.1 hypothetical protein D9Q98_010319 [Chlorella vulgaris], KAI3427405.1 hypothetical protein D9Q98_010320 [Chlorella vulgaris], KAI3427409.1 hypothetical protein D9Q98_010324 [Chlorella vulgaris], KAI3427406.1 hypothetical protein D9Q98_010321 [Chlorella vulgaris], KAI3427403.1 hypothetical protein D9Q98_010318 [Chlorella vulgaris], KAI3427399.1 hypothetical protein D9Q98_010314 [Chlorella vulgaris], KAI3427398.1 hypothetical protein D9Q98_010313 [Chlorella vulgaris], KAI3427400.1 hypothetical protein D9Q98_010315 [Chlorella vulgaris], KAI3427438.1 hypothetical protein D9Q98_010353 [Chlorella vulgaris], KAI3427420.1 hypothetical protein D9Q98_010335 [Chlorella vulgaris], KAI3427418.1 hypothetical protein D9Q98_010333 [Chlorella vulgaris]	PRW05902.1 16S rRNA methyltransferase G [Chlorella sorokiniana], PRW05921.1 hypothetical protein C2E21_9392 [Chlorella sorokiniana], PRW05910.1 RNA polymerase subunit sigma [Chlorella sorokiniana]
OG0000048	KAI3431829.1 hypothetical protein D9Q98_010582 [Chlorella vulgaris]	PRW33180.1 oxygen evolving enhancer 3 isoform B [Chlorella sorokiniana], PRW33181.1 oxygen evolving enhancer 3 isoform C [Chlorella sorokiniana], PRW33182.1 oxygen evolving enhancer 3 isoform A [Chlorella sorokiniana]
OG0000048	KAI3427123.1 hypothetical protein D9Q98_007060 [Chlorella vulgaris], KAI3427135.1 hypothetical protein D9Q98_007072 [Chlorella vulgaris]	PRW50814.1 hypothetical protein C2E21_5439 [Chlorella sorokiniana]
OG0000048	KAI3426208.1 hypothetical protein D9Q98_008585 [Chlorella vulgaris], KAI3433673.1 hypothetical protein D9Q98_003482 [Chlorella vulgaris]	PRW33015.1 hypothetical protein C2E21_8112 [Chlorella sorokiniana]
OG0000049	KAI3438841.1 hypothetical protein D9Q98_001258 [Chlorella vulgaris]	PRW58828.1 putative ubiquitin-like-specific protease 2B isoform X1 [Chlorella sorokiniana]
OG0000049	KAI3436640.1 hypothetical protein D9Q98_006056 [Chlorella vulgaris]	PRW55925.1 translation initiation factor fusion with methylthioribose kinase [Chlorella sorokiniana]
OG0000050	KAI3425144.1 hypothetical protein D9Q98_008915 [Chlorella vulgaris], KAI3425150.1 hypothetical protein D9Q98_008921 [Chlorella vulgaris], KAI3425146.1 hypothetical protein D9Q98_008917 [Chlorella vulgaris]	PRW33726.1 UPF0187 chloroplastic [Chlorella sorokiniana]
OG0000050	KAI3423972.1 hypothetical protein D9Q98_009806 [Chlorella vulgaris]	PRW32665.1 UPF0187 chloroplastic [Chlorella sorokiniana]
OG0000050	KAI3434870.1 hypothetical protein D9Q98_002924 [Chlorella vulgaris]	PRW33245.1 UPF0187 chloroplastic [Chlorella sorokiniana]
OG0000050	KAI3424164.1 hypothetical protein D9Q98_009523 [Chlorella vulgaris]	PRW20392.1 UPF0187 chloroplastic [Chlorella sorokiniana]
OG0000050	KAI3427099.1 hypothetical protein D9Q98_007038 [Chlorella vulgaris]	PRW51063.1 UPF0187 chloroplastic [Chlorella sorokiniana]
OG0000051	KAI3433740.1 hypothetical protein D9Q98_003547 [Chlorella vulgaris]	PRW58610.1 DETOXIFICATION 16-like [Chlorella sorokiniana]
OG0000051	KAI3424145.1 hypothetical protein D9Q98_009505 [Chlorella vulgaris]	PRW56350.1 MATE efflux family [Chlorella sorokiniana]
OG0000051	KAI3428258.1 hypothetical protein D9Q98_006637 [Chlorella vulgaris]	PRW56780.1 DETOXIFICATION 16-like [Chlorella sorokiniana]
OG0000052	KAI3426265.1 hypothetical protein D9Q98_008640 [Chlorella vulgaris]	PRW45252.1 zinc finger protein [Chlorella sorokiniana]
OG0000053	KAI3424726.1 hypothetical protein D9Q98_008115 [Chlorella vulgaris]	PRW45586.1 hypothetical protein C2E21_6086 [Chlorella sorokiniana]
OG0000054	KAI3432332.1 hypothetical protein D9Q98_003890 [Chlorella vulgaris], KAI3432331.1 hypothetical protein D9Q98_003890 [Chlorella vulgaris], KAI3432330.1 hypothetical protein D9Q98_003889 [Chlorella vulgaris], KAI3432349.1 hypothetical protein D9Q98_003906 [Chlorella vulgaris], KAI3425328.1 hypothetical protein D9Q98_009092 [Chlorella vulgaris], KAI3429872.1 hypothetical protein D9Q98_010183 [Chlorella vulgaris], KAI3432296.1 hypothetical protein D9Q98_003856 [Chlorella vulgaris]	PRW60973.1 exostosin-like glycosyltransferase [Chlorella sorokiniana]
OG0000055	KAI3428351.1 hypothetical protein D9Q98_006731 [Chlorella vulgaris]	PRW56793.1 Pentatricopeptide repeat-containing isoform A [Chlorella sorokiniana], PRW56794.1 Pentatricopeptide repeat-containing isoform B [Chlorella sorokiniana]
OG0000055	KAI3425256.1 hypothetical protein D9Q98_009024 [Chlorella vulgaris]	PRW33527.1 Pentatricopeptide repeat-containing [Chlorella sorokiniana]
OG0000055	KAI3436207.1 hypothetical protein D9Q98_002261 [Chlorella vulgaris]	PRW59967.1 Pentatricopeptide repeat-containing [Chlorella sorokiniana]
OG0000057	KAI3434528.1 hypothetical protein D9Q98_002601 [Chlorella vulgaris]	PRW20711.1 polyketide synthase [Chlorella sorokiniana]
OG0000059	KAI3430825.1 hypothetical protein D9Q98_009236 [Chlorella vulgaris]	PRW21133.1 putative GTP-binding -like isoform B [Chlorella sorokiniana], PRW21134.1 putative GTP-binding -like isoform A [Chlorella sorokiniana]
OG0000059	KAI3439001.1 hypothetical protein D9Q98_001413 [Chlorella vulgaris]	PRW59349.1 cobalamin biosynthesis [Chlorella sorokiniana]
OG0000059	KAI3428122.1 hypothetical protein D9Q98_006505 [Chlorella vulgaris]	PRW58648.1 cobalamin biosynthesis [Chlorella sorokiniana]
OG0000059	KAI3430446.1 hypothetical protein D9Q98_005041 [Chlorella vulgaris]	PRW32945.1 zinc metalloprotease [Chlorella sorokiniana]
OG0000060	KAI3433447.1 hypothetical protein D9Q98_003261 [Chlorella vulgaris]	PRW58431.1 LOV domain-containing [Chlorella sorokiniana]
OG0000062	KAI3425838.1 hypothetical protein D9Q98_007812 [Chlorella vulgaris], KAI3426145.1 hypothetical protein D9Q98_008522 [Chlorella vulgaris], KAI3426144.1 hypothetical protein D9Q98_008522 [Chlorella vulgaris]	PRW57843.1 sorcin-like [Chlorella sorokiniana]
OG0000062	KAI3426143.1 hypothetical protein D9Q98_008521 [Chlorella vulgaris], KAI3426142.1 hypothetical protein D9Q98_008521 [Chlorella vulgaris]	PRW45037.1 hypothetical protein C2E21_6480 [Chlorella sorokiniana]
OG0000062	KAI3426120.1 hypothetical protein D9Q98_008499 [Chlorella vulgaris]	PRW44943.1 Coiled-coil domain-containing 40 isoform B [Chlorella sorokiniana], PRW44942.1 Coiled-coil domain-containing 40 isoform A [Chlorella sorokiniana], PRW44941.1 Coiled-coil domain-containing 40 isoform C [Chlorella sorokiniana]
OG0000063	KAI3426836.1 hypothetical protein D9Q98_006783 [Chlorella vulgaris]	PRW50752.1 peroxisomal membrane PEX14-like isoform X1 [Chlorella sorokiniana]
OG0000064	KAI3434468.1 hypothetical protein D9Q98_002545 [Chlorella vulgaris]	PRW20747.1 Cullin-4 [Chlorella sorokiniana]
OG0000064	KAI3430253.1 hypothetical protein D9Q98_004849 [Chlorella vulgaris]	PRW20452.1 cullin family [Chlorella sorokiniana]
OG0000065	KAI3425227.1 hypothetical protein D9Q98_008995 [Chlorella vulgaris], KAI3425222.1 hypothetical protein D9Q98_008990 [Chlorella vulgaris]	PRW20917.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana], PRW50851.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana], PRW50880.1 GPR1 FUN34 family [Chlorella sorokiniana], PRW33699.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana], PRW33593.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana]
OG0000065	KAI3427112.1 hypothetical protein D9Q98_007049 [Chlorella vulgaris]	PRW50916.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana]
OG0000066	KAI3428732.1 hypothetical protein D9Q98_007556 [Chlorella vulgaris]	PRW44580.1 MFS general substrate transporter [Chlorella sorokiniana]
OG0000066	KAI3437905.1 hypothetical protein D9Q98_000350 [Chlorella vulgaris]	PRW57472.1 major facilitator family [Chlorella sorokiniana]
OG0000069	KAI3426981.1 hypothetical protein D9Q98_006925 [Chlorella vulgaris]	PRW51017.1 heat shock 83 isoform A [Chlorella sorokiniana], PRW51016.1 heat shock 83 isoform B [Chlorella sorokiniana], PRW51015.1 heat shock 83 isoform C [Chlorella sorokiniana]
OG0000069	KAI3424311.1 hypothetical protein D9Q98_009864 [Chlorella vulgaris]	PRW20326.1 heat shock 90C isoform B [Chlorella sorokiniana], PRW20328.1 heat shock 90C isoform C [Chlorella sorokiniana], PRW20327.1 heat shock 90C isoform A [Chlorella sorokiniana]
OG0000069	KAI3433912.1 hypothetical protein D9Q98_003714 [Chlorella vulgaris]	PRW58127.1 endoplasmin-like protein [Chlorella sorokiniana]
OG0000070	KAI3427231.1 hypothetical protein D9Q98_007166 [Chlorella vulgaris]	PRW51012.1 12-oxophytodienoate reductase 11 isoform B [Chlorella sorokiniana]
OG0000070	KAI3427256.1 hypothetical protein D9Q98_007190 [Chlorella vulgaris]	PRW57808.1 cyclic nucleotide-binding [Chlorella sorokiniana]
OG0000070	KAI3437586.1 hypothetical protein D9Q98_000039 [Chlorella vulgaris]	PRW20924.1 potassium voltage-gated channel subfamily H member 6 isoform X1 [Chlorella sorokiniana]
OG0000070	KAI3434901.1 hypothetical protein D9Q98_002955 [Chlorella vulgaris]	PRW33893.1 Cyclic nucleotide-gated ion channel 1 [Chlorella sorokiniana]
OG0000071	KAI3424232.1 hypothetical protein D9Q98_009588 [Chlorella vulgaris], KAI3424231.1 hypothetical protein D9Q98_009587 [Chlorella vulgaris]	PRW61198.1 Calcium calmodulin-dependent kinase type 1 [Chlorella sorokiniana], PRW61339.1 Pkinase-domain-containing [Chlorella sorokiniana]
OG0000071	KAI3424158.1 hypothetical protein D9Q98_009517 [Chlorella vulgaris]	PRW60879.1 Calcium calmodulin-dependent kinase type 1 [Chlorella sorokiniana]
OG0000072	KAI3433579.1 hypothetical protein D9Q98_003390 [Chlorella vulgaris]	PRW58312.1 beta-Ig-H3 fasciclin [Chlorella sorokiniana]
OG0000072	KAI3433580.1 hypothetical protein D9Q98_003391 [Chlorella vulgaris]	PRW58483.1 beta-Ig-H3 fasciclin [Chlorella sorokiniana], PRW56406.1 beta-Ig-H3 fasciclin [Chlorella sorokiniana]
OG0000073	KAI3428260.1 hypothetical protein D9Q98_006639 [Chlorella vulgaris], KAI3428261.1 hypothetical protein D9Q98_006640 [Chlorella vulgaris]	PRW45604.1 cathepsin H [Chlorella sorokiniana], PRW45530.1 cathepsin h [Chlorella sorokiniana], PRW57488.1 thiol protease aleurain-like [Chlorella sorokiniana], PRW45427.1 thiol protease aleurain-like [Chlorella sorokiniana], PRW45707.1 Cathepsin [Chlorella sorokiniana], PRW56577.1 Cathepsin L [Chlorella sorokiniana], PRW56392.1 papain-like cysteine protease C1 [Chlorella sorokiniana], PRW45737.1 Maternal effect embryo arrest 18 [Chlorella sorokiniana], PRW21008.1 Cathepsin L [Chlorella sorokiniana]
OG0000074	KAI3424079.1 hypothetical protein D9Q98_009442 [Chlorella vulgaris]	PRW20365.1 endonuclease 2 isoform X1 [Chlorella sorokiniana], PRW61163.1 hypothetical protein C2E21_0045 [Chlorella sorokiniana]
OG0000075	KAI3437937.1 hypothetical protein D9Q98_000381 [Chlorella vulgaris]	PRW51076.1 SET and MYND domain-containing [Chlorella sorokiniana], PRW51040.1 histone lysine methyltransferase Set6 [Chlorella sorokiniana], PRW56765.1 HIT MYND zinc finger [Chlorella sorokiniana], PRW33761.1 Ankyrin repeat and MYND domain-containing 2 [Chlorella sorokiniana], PRW39186.1 histone lysine methyltransferase Set6 [Chlorella sorokiniana], PRW60540.1 histone-lysine N-methyltransferase SET domain containing [Chlorella sorokiniana], PRW34056.1 Tudor domain-containing [Chlorella sorokiniana], PRW60245.1 MYND finger domain [Chlorella sorokiniana], PRW33583.1 cre-set-18 [Chlorella sorokiniana], PRW50838.1 ubiquitin carboxyl-terminal hydrolase 18-like [Chlorella sorokiniana], PRW32982.1 MSS51 mitochondrial [Chlorella sorokiniana]
OG0000076	KAI3424362.1 hypothetical protein D9Q98_009915 [Chlorella vulgaris]	PRW20388.1 acyl- --sterol O-acyltransferase 1-like isoform A [Chlorella sorokiniana], PRW20389.1 acyl- --sterol O-acyltransferase 1-like isoform B [Chlorella sorokiniana]
OG0000076	KAI3430457.1 hypothetical protein D9Q98_005052 [Chlorella vulgaris]	PRW60188.1 putative long-chain-alcohol O-fatty-acyltransferase 5 [Chlorella sorokiniana]
OG0000076	KAI3434845.1 hypothetical protein D9Q98_002899 [Chlorella vulgaris], KAI3434846.1 hypothetical protein D9Q98_002900 [Chlorella vulgaris]	PRW59291.1 putative long-chain-alcohol O-fatty-acyltransferase 5 [Chlorella sorokiniana], PRW57820.1 acyl- --sterol O-acyltransferase 1-like [Chlorella sorokiniana]
OG0000076	KAI3431471.1 hypothetical protein D9Q98_004523 [Chlorella vulgaris]	PRW45129.1 Acyl- sterol acyl transferase [Chlorella sorokiniana]
