Orthogroup	Micractinium_SAG24180	Auxenochlorella_protothecoides
OG0000080	PSC67215.1 hypothetical protein C2E20_9098 [Micractinium conductrix], PSC75434.1 sulfotransferase [Micractinium conductrix], PSC75294.1 hypothetical protein C2E20_1071 [Micractinium conductrix], PSC68517.1 sulfotransferase [Micractinium conductrix], PSC68100.1 deacetylase sulfotransferase [Micractinium conductrix], PSC68106.1 sulfotransferase [Micractinium conductrix], PSC68491.1 sulfotransferase [Micractinium conductrix]	RMZ55523.1 hypothetical protein APUTEX25_000106 [Auxenochlorella protothecoides]
OG0000081	PSC72573.1 acyl-activating enzyme 19 [Micractinium conductrix]	RMZ56073.1 hypothetical protein APUTEX25_004497_ partial [Auxenochlorella protothecoides]
OG0000082	PSC73133.1 kinase-like [Micractinium conductrix], PSC75756.1 kinase-like [Micractinium conductrix], PSC77050.1 kinase-like [Micractinium conductrix]	RMZ52693.1 hypothetical protein APUTEX25_000812 [Auxenochlorella protothecoides]
OG0000083	PSC69009.1 puromycin-sensitive aminopeptidase isoform X1 [Micractinium conductrix]	RMZ54832.1 hypothetical protein APUTEX25_000349 [Auxenochlorella protothecoides]
OG0000084	PSC69513.1 cysteine synthase [Micractinium conductrix]	RMZ54449.1 hypothetical protein APUTEX25_002025_ partial [Auxenochlorella protothecoides]
OG0000084	PSC69447.1 cysteine synthase [Micractinium conductrix]	RMZ55442.1 hypothetical protein APUTEX25_003566_ partial [Auxenochlorella protothecoides]
OG0000084	PSC72523.1 cysteine synthase A [Micractinium conductrix]	RMZ56130.1 hypothetical protein APUTEX25_004554 [Auxenochlorella protothecoides]
OG0000087	PSC69542.1 peroxisomal membrane MPV17 PMP22 isoform 2 [Micractinium conductrix]	RMZ52173.1 hypothetical protein APUTEX25_001563 [Auxenochlorella protothecoides]
OG0000087	PSC74706.1 major facilitator superfamily isoform A [Micractinium conductrix]	RMZ55593.1 hypothetical protein APUTEX25_000176 [Auxenochlorella protothecoides]
OG0000088	PSC76511.1 Pyruvate kinase [Micractinium conductrix], PSC73194.1 Pyruvate kinase [Micractinium conductrix]	RMZ55551.1 hypothetical protein APUTEX25_000134 [Auxenochlorella protothecoides]
OG0000088	PSC76198.1 pyruvate kinase [Micractinium conductrix]	RMZ52215.1 hypothetical protein APUTEX25_001605 [Auxenochlorella protothecoides]
OG0000089	PSC69404.1 hypothetical protein C2E20_7081 [Micractinium conductrix]	RMZ52759.1 hypothetical protein APUTEX25_000878 [Auxenochlorella protothecoides]
OG0000090	PSC75874.1 serine acetyltransferase [Micractinium conductrix]	RMZ53227.1 hypothetical protein APUTEX25_005216 [Auxenochlorella protothecoides]
OG0000090	PSC73471.1 serine acetyltransferase 2 [Micractinium conductrix], PSC74834.1 serine acetyltransferase [Micractinium conductrix]	RMZ55739.1 hypothetical protein APUTEX25_005780_ partial [Auxenochlorella protothecoides]
OG0000090	PSC73382.1 S-adenosyl-L-methionine-dependent methyltransferase [Micractinium conductrix]	RMZ55723.1 hypothetical protein APUTEX25_005764 [Auxenochlorella protothecoides]
OG0000091	PSC68154.1 serine threonine-phosphatase 2A catalytic subunit beta isoform [Micractinium conductrix]	RMZ57273.1 hypothetical protein APUTEX25_004107 [Auxenochlorella protothecoides]
OG0000091	PSC68812.1 phytochrome-associated serine threonine-phosphatase 3-like [Micractinium conductrix], PSC74604.1 serine threonine phosphatase 2A [Micractinium conductrix]	RMZ57393.1 hypothetical protein APUTEX25_004227 [Auxenochlorella protothecoides]
OG0000095	PSC73930.1 U3 small nucleolar RNA-associated 25 [Micractinium conductrix]	RMZ52360.1 hypothetical protein APUTEX25_000635_ partial [Auxenochlorella protothecoides]
OG0000096	PSC71845.1 serine threonine kinase [Micractinium conductrix]	RMZ52686.1 hypothetical protein APUTEX25_000805 [Auxenochlorella protothecoides]
OG0000096	PSC71777.1 ATP-binding cassette sub-family B member mitochondrial [Micractinium conductrix]	RMZ56656.1 hypothetical protein APUTEX25_002745_ partial [Auxenochlorella protothecoides]
OG0000098	PSC70533.1 malate mitochondrial isoform B [Micractinium conductrix], PSC70532.1 malate mitochondrial isoform A [Micractinium conductrix]	RMZ53120.1 hypothetical protein APUTEX25_005109 [Auxenochlorella protothecoides]
OG0000098	PSC72606.1 Malate glyoxysomal [Micractinium conductrix]	RMZ55147.1 hypothetical protein APUTEX25_005425 [Auxenochlorella protothecoides]
OG0000099	PSC71286.1 Endoglucanase A [Micractinium conductrix], PSC71377.1 Endoglucanase A [Micractinium conductrix], PSC72455.1 Endoglucanase A [Micractinium conductrix], PSC67746.1 endo-beta-1_4-glucanase 1 [Micractinium conductrix]	RMZ53156.1 hypothetical protein APUTEX25_005145_ partial [Auxenochlorella protothecoides]
OG0000100	PSC70609.1 chaperonin 60B2 [Micractinium conductrix]	RMZ53226.1 hypothetical protein APUTEX25_005215 [Auxenochlorella protothecoides]
OG0000101	PSC73384.1 ATP-dependent Clp protease ATP-binding subunit clpA-like protein chloroplastic-like [Micractinium conductrix]	RMZ53299.1 hypothetical protein APUTEX25_004787 [Auxenochlorella protothecoides]
OG0000101	PSC76879.1 Alpha-galactosidase [Micractinium conductrix]	RMZ55341.1 hypothetical protein APUTEX25_003479 [Auxenochlorella protothecoides]
OG0000101	PSC72295.1 ATP-dependent Clp protease ATP-binding subunit [Micractinium conductrix]	RMZ55334.1 hypothetical protein APUTEX25_003472 [Auxenochlorella protothecoides]
OG0000102	PSC70556.1 ferredoxin-dependent glutamate synthase [Micractinium conductrix]	RMZ53552.1 hypothetical protein APUTEX25_003374_ partial [Auxenochlorella protothecoides]
OG0000102	PSC68918.1 glutamate synthase 1 [NADH] chloroplastic isoform X1 [Micractinium conductrix]	RMZ54043.1 hypothetical protein APUTEX25_002620_ partial [Auxenochlorella protothecoides]
OG0000103	PSC73870.1 fruiting body Sc7 [Micractinium conductrix], PSC71503.1 PR-1 [Micractinium conductrix]	RMZ54608.1 hypothetical protein APUTEX25_002194_ partial [Auxenochlorella protothecoides]
OG0000104	PSC75067.1 hypothetical protein C2E20_1711 [Micractinium conductrix]	RMZ56066.1 hypothetical protein APUTEX25_004490_ partial [Auxenochlorella protothecoides]
OG0000105	PSC73956.1 flagellar outer dynein arm heavy chain gamma [Micractinium conductrix], PSC71616.1 flagellar inner arm dynein 1 heavy chain alpha [Micractinium conductrix]	RMZ56376.1 hypothetical protein APUTEX25_004733_ partial [Auxenochlorella protothecoides]
OG0000106	PSC74817.1 Galactose mutarotase [Micractinium conductrix], PSC67689.1 galactose mutarotase [Micractinium conductrix]	RMZ57268.1 hypothetical protein APUTEX25_004102_ partial [Auxenochlorella protothecoides]
OG0000106	PSC75034.1 Squalene synthase [Micractinium conductrix]	RMZ57423.1 hypothetical protein APUTEX25_004257 [Auxenochlorella protothecoides]
OG0000111	PSC74536.1 Cell surface [Micractinium conductrix]	RMZ54959.1 hypothetical protein APUTEX25_000476 [Auxenochlorella protothecoides]
OG0000111	PSC71031.1 Cell surface [Micractinium conductrix]	RMZ52188.1 hypothetical protein APUTEX25_001578_ partial [Auxenochlorella protothecoides]
OG0000112	PSC72570.1 Prolyl 4-hydroxylase subunit alpha-1 isoform B [Micractinium conductrix], PSC72571.1 Prolyl 4-hydroxylase subunit alpha-1 isoform A [Micractinium conductrix], PSC72823.1 Prolyl 4-hydroxylase subunit alpha-1 [Micractinium conductrix]	RMZ53741.1 hypothetical protein APUTEX25_003880 [Auxenochlorella protothecoides]
OG0000113	PSC76661.1 amino acid permease 4-like [Micractinium conductrix]	RMZ54743.1 hypothetical protein APUTEX25_003121 [Auxenochlorella protothecoides]
OG0000113	PSC75625.1 transmembrane amino acid transporter [Micractinium conductrix]	RMZ57652.1 hypothetical protein APUTEX25_001852 [Auxenochlorella protothecoides]
OG0000114	PSC71405.1 zinc phosphodiesterase ELAC 2-like [Micractinium conductrix]	RMZ53860.1 hypothetical protein APUTEX25_005606_ partial [Auxenochlorella protothecoides]
OG0000114	PSC71237.1 5_10-methylenetetrahydrofolate reductase [Micractinium conductrix]	RMZ52357.1 hypothetical protein APUTEX25_000632 [Auxenochlorella protothecoides]
OG0000115	PSC69941.1 histone deacetylase [Micractinium conductrix]	RMZ52965.1 hypothetical protein APUTEX25_001084 [Auxenochlorella protothecoides]
OG0000115	PSC76205.1 histone deacetylase 9 isoform X1 [Micractinium conductrix]	RMZ52361.1 hypothetical protein APUTEX25_000636 [Auxenochlorella protothecoides]
OG0000115	PSC69949.1 histone deacetylase Rpd3 [Micractinium conductrix]	RMZ57215.1 hypothetical protein APUTEX25_004049_ partial [Auxenochlorella protothecoides]
OG0000116	PSC70743.1 chloroplast precursor [Micractinium conductrix]	RMZ52439.1 hypothetical protein APUTEX25_000018_ partial [Auxenochlorella protothecoides]
OG0000116	PSC70124.1 chloroplast precursor [Micractinium conductrix]	RMZ56203.1 hypothetical protein APUTEX25_002393_ partial [Auxenochlorella protothecoides]
OG0000116	PSC70240.1 ferredoxin [Micractinium conductrix]	RMZ56509.1 hypothetical protein APUTEX25_001356_ partial [Auxenochlorella protothecoides]
OG0000117	PSC67752.1 glucan endo-1_3-beta-D-glucosidase [Micractinium conductrix], PSC76960.1 _1-3_-beta-glucanase [Micractinium conductrix], PSC74883.1 _1-3_-beta-glucanase [Micractinium conductrix]	RMZ52648.1 hypothetical protein APUTEX25_000767_ partial [Auxenochlorella protothecoides]
OG0000118	PSC74938.1 Exosome complex component RRP42 isoform C [Micractinium conductrix], PSC74937.1 Exosome complex component RRP42 isoform A [Micractinium conductrix], PSC74936.1 Exosome complex component RRP42 isoform B [Micractinium conductrix]	RMZ52904.1 hypothetical protein APUTEX25_001023 [Auxenochlorella protothecoides]
OG0000119	PSC68964.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Micractinium conductrix]	RMZ53986.1 hypothetical protein APUTEX25_002563 [Auxenochlorella protothecoides]
OG0000119	PSC75817.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Micractinium conductrix]	RMZ57498.1 hypothetical protein APUTEX25_003741 [Auxenochlorella protothecoides]
OG0000119	PSC75579.1 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 [Micractinium conductrix]	RMZ55071.1 hypothetical protein APUTEX25_005697 [Auxenochlorella protothecoides]
OG0000120	PSC72357.1 translocase subunit chloroplastic [Micractinium conductrix]	RMZ56116.1 hypothetical protein APUTEX25_004540 [Auxenochlorella protothecoides]
OG0000124	PSC70447.1 dnaJ-like protein subfamily B member 1-like [Micractinium conductrix]	RMZ54156.1 hypothetical protein APUTEX25_005312 [Auxenochlorella protothecoides]
OG0000124	PSC73411.1 dnaJ-like protein subfamily B member 1 isoform A [Micractinium conductrix], PSC73412.1 dnaJ-like protein subfamily B member 1 isoform B [Micractinium conductrix]	RMZ52130.1 hypothetical protein APUTEX25_001520 [Auxenochlorella protothecoides]
OG0000125	PSC74895.1 hypothetical protein C2E20_1800 [Micractinium conductrix]	RMZ52898.1 hypothetical protein APUTEX25_001017_ partial [Auxenochlorella protothecoides]
OG0000126	PSC71573.1 pollen-specific SF21-like [Micractinium conductrix]	RMZ54909.1 hypothetical protein APUTEX25_000426 [Auxenochlorella protothecoides]
OG0000126	PSC74099.1 sulfolipid synthase [Micractinium conductrix]	RMZ53251.1 hypothetical protein APUTEX25_005240 [Auxenochlorella protothecoides]
OG0000127	PSC73077.1 alpha beta-hydrolase [Micractinium conductrix]	RMZ53271.1 hypothetical protein APUTEX25_005260 [Auxenochlorella protothecoides]
OG0000128	PSC69883.1 obg-like ATPase 1 [Micractinium conductrix]	RMZ53355.1 hypothetical protein APUTEX25_004843_ partial [Auxenochlorella protothecoides]
OG0000128	PSC76415.1 cysteine protease atg4b [Micractinium conductrix]	RMZ53549.1 hypothetical protein APUTEX25_003371 [Auxenochlorella protothecoides]
OG0000129	PSC74384.1 P-loop containing nucleoside triphosphate hydrolase isoform A [Micractinium conductrix], PSC74385.1 P-loop containing nucleoside triphosphate hydrolase isoform B [Micractinium conductrix]	RMZ53810.1 hypothetical protein APUTEX25_003949_ partial [Auxenochlorella protothecoides]
OG0000130	PSC68632.1 Protease Do-like 9 [Micractinium conductrix]	RMZ53985.1 hypothetical protein APUTEX25_002562 [Auxenochlorella protothecoides]
OG0000130	PSC72431.1 Protease Do-like 9 isoform A [Micractinium conductrix], PSC72432.1 Protease Do-like 9 isoform B [Micractinium conductrix]	RMZ56112.1 hypothetical protein APUTEX25_004536 [Auxenochlorella protothecoides]
OG0000130	PSC74876.1 Protease Do-like 9 [Micractinium conductrix]	RMZ56724.1 hypothetical protein APUTEX25_002813_ partial [Auxenochlorella protothecoides]
OG0000131	PSC70780.1 zygote specific ZYS1 isoform A [Micractinium conductrix], PSC70781.1 zygote specific ZYS1 isoform B [Micractinium conductrix], PSC70702.1 Bromodomain adjacent to zinc finger domain 2A [Micractinium conductrix]	RMZ54361.1 hypothetical protein APUTEX25_001937 [Auxenochlorella protothecoides]
OG0000132	PSC74037.1 hypothetical protein C2E20_2624 [Micractinium conductrix], PSC70804.1 Zinc finger CCCH domain-containing [Micractinium conductrix]	RMZ54456.1 hypothetical protein APUTEX25_002032_ partial [Auxenochlorella protothecoides]
OG0000133	PSC67309.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]	RMZ54609.1 hypothetical protein APUTEX25_002195 [Auxenochlorella protothecoides]
OG0000133	PSC76669.1 ABC-1-like kinase [Micractinium conductrix]	RMZ54619.1 hypothetical protein APUTEX25_002205_ partial [Auxenochlorella protothecoides]
OG0000134	PSC73977.1 synaptotagmin-2-like isoform X1 [Micractinium conductrix]	RMZ55528.1 hypothetical protein APUTEX25_000111_ partial [Auxenochlorella protothecoides]
OG0000135	PSC67310.1 spastin [Micractinium conductrix]	RMZ55836.1 hypothetical protein APUTEX25_003802 [Auxenochlorella protothecoides]
OG0000135	PSC76075.1 fidgetin 1 [Micractinium conductrix]	RMZ56787.1 hypothetical protein APUTEX25_002876 [Auxenochlorella protothecoides]
OG0000136	PSC72663.1 amino-acid permease BAT1-like protein isoform X1 [Micractinium conductrix]	RMZ56802.1 hypothetical protein APUTEX25_002891 [Auxenochlorella protothecoides]
OG0000141	PSC67662.1 barwin-like endoglucanase [Micractinium conductrix]	RMZ52075.1 hypothetical protein APUTEX25_001269 [Auxenochlorella protothecoides]
OG0000142	PSC75719.1 pathogenesis-related genes transcriptional activator [Micractinium conductrix]	RMZ55052.1 hypothetical protein APUTEX25_005678_ partial [Auxenochlorella protothecoides]
OG0000143	PSC71931.1 putative purple acid phosphatase 20 [Micractinium conductrix]	RMZ52918.1 hypothetical protein APUTEX25_001037_ partial [Auxenochlorella protothecoides]
OG0000143	PSC73849.1 purple acid phosphatase 15-like [Micractinium conductrix], PSC76955.1 purple acid phosphatase 15 isoform X2 [Micractinium conductrix]	RMZ55653.1 hypothetical protein APUTEX25_000236_ partial [Auxenochlorella protothecoides]
OG0000144	PSC74663.1 Ethylene-responsive transcription factor RAP2-3 [Micractinium conductrix]	RMZ53824.1 hypothetical protein APUTEX25_003963 [Auxenochlorella protothecoides]
OG0000144	PSC74389.1 ethylene-responsive transcription factor RAP2-12-like isoform X2 [Micractinium conductrix]	RMZ53045.1 hypothetical protein APUTEX25_001164_ partial [Auxenochlorella protothecoides]
OG0000145	PSC70002.1 hypothetical protein C2E20_6489 [Micractinium conductrix], PSC69373.1 hypothetical protein C2E20_7087 [Micractinium conductrix]	RMZ53071.1 hypothetical protein APUTEX25_001190 [Auxenochlorella protothecoides]
OG0000145	PSC71872.1 Carbohydrate binding module family 20 [Micractinium conductrix]	RMZ55567.1 hypothetical protein APUTEX25_000150 [Auxenochlorella protothecoides]
OG0000146	PSC75938.1 acetyl-synthetase [Micractinium conductrix]	RMZ56588.1 hypothetical protein APUTEX25_003498_ partial [Auxenochlorella protothecoides]
OG0000146	PSC74925.1 long chain acyl-synthetase 4-like [Micractinium conductrix], PSC70142.1 Long chain acyl-synthetase 4 [Micractinium conductrix]	RMZ53269.1 hypothetical protein APUTEX25_005258 [Auxenochlorella protothecoides]
OG0000147	PSC75647.1 Triacylglycerol lipase SDP1 [Micractinium conductrix]	RMZ56170.1 hypothetical protein APUTEX25_004594 [Auxenochlorella protothecoides]
OG0000147	PSC72827.1 Triacylglycerol lipase SDP1 [Micractinium conductrix]	RMZ56436.1 hypothetical protein APUTEX25_004659 [Auxenochlorella protothecoides]
OG0000147	PSC75942.1 Triacylglycerol lipase SDP1 isoform C [Micractinium conductrix], PSC75940.1 Triacylglycerol lipase SDP1 isoform B [Micractinium conductrix], PSC75941.1 Triacylglycerol lipase SDP1 isoform A [Micractinium conductrix]	RMZ54065.1 hypothetical protein APUTEX25_002642_ partial [Auxenochlorella protothecoides]
OG0000148	PSC73461.1 DNA N-6-adenine-methyltransferase _Dam_ [Micractinium conductrix]	RMZ54490.1 hypothetical protein APUTEX25_002066_ partial [Auxenochlorella protothecoides]
OG0000149	PSC68285.1 Histone deacetylase 14 [Micractinium conductrix]	RMZ54720.1 hypothetical protein APUTEX25_003098 [Auxenochlorella protothecoides]
OG0000149	PSC68190.1 histone deacetylase 14 isoform X2 [Micractinium conductrix], PSC69032.1 histone deacetylase 14 isoform X1 [Micractinium conductrix]	RMZ54729.1 hypothetical protein APUTEX25_003107 [Auxenochlorella protothecoides]
OG0000150	PSC70086.1 alpha amylase domain [Micractinium conductrix]	RMZ54783.1 hypothetical protein APUTEX25_000300_ partial [Auxenochlorella protothecoides]
OG0000150	PSC74900.1 glycoside hydrolase [Micractinium conductrix]	RMZ54797.1 hypothetical protein APUTEX25_000314 [Auxenochlorella protothecoides]
OG0000150	PSC74941.1 Vam6 Vps39 [Micractinium conductrix]	RMZ54929.1 hypothetical protein APUTEX25_000446 [Auxenochlorella protothecoides]
OG0000151	PSC76014.1 acetyl-coenzyme A chloroplastic glyoxysomal-like [Micractinium conductrix]	RMZ55015.1 hypothetical protein APUTEX25_005641 [Auxenochlorella protothecoides]
