Orthogroup	Micractinium_SAG24180	Chlorella_Vulgaris2111P
OG0000015	PSC74858.1 reverse transcriptase [Micractinium conductrix], PSC71750.1 DNase I [Micractinium conductrix], PSC72806.1 hypothetical protein C2E20_3905 [Micractinium conductrix], PSC72775.1 hypothetical protein C2E20_3906 [Micractinium conductrix]	KAI3427111.1 hypothetical protein D9Q98_007048 [Chlorella vulgaris], KAI3430929.1 hypothetical protein D9Q98_009338 [Chlorella vulgaris], KAI3432715.1 hypothetical protein D9Q98_004258 [Chlorella vulgaris], KAI3428636.1 hypothetical protein D9Q98_007459 [Chlorella vulgaris], KAI3432779.1 hypothetical protein D9Q98_010364 [Chlorella vulgaris], KAI3431293.1 hypothetical protein D9Q98_004352 [Chlorella vulgaris], KAI3428410.1 hypothetical protein D9Q98_007237 [Chlorella vulgaris], KAI3436257.1 hypothetical protein D9Q98_002310 [Chlorella vulgaris], KAI3429902.1 hypothetical protein D9Q98_010213 [Chlorella vulgaris], KAI3437676.1 hypothetical protein D9Q98_000126 [Chlorella vulgaris], KAI3427913.1 hypothetical protein D9Q98_006305 [Chlorella vulgaris], KAI3427912.1 hypothetical protein D9Q98_006305 [Chlorella vulgaris], KAI3428639.1 hypothetical protein D9Q98_007462 [Chlorella vulgaris], KAI3431292.1 hypothetical protein D9Q98_004352 [Chlorella vulgaris], KAI3432286.1 hypothetical protein D9Q98_003846 [Chlorella vulgaris], KAI3432845.1 hypothetical protein D9Q98_010429 [Chlorella vulgaris], KAI3432846.1 hypothetical protein D9Q98_010430 [Chlorella vulgaris], KAI3428641.1 hypothetical protein D9Q98_007464 [Chlorella vulgaris], KAI3428647.1 hypothetical protein D9Q98_007470 [Chlorella vulgaris], KAI3432737.1 hypothetical protein D9Q98_004278 [Chlorella vulgaris], KAI3426105.1 hypothetical protein D9Q98_008484 [Chlorella vulgaris], KAI3429901.1 hypothetical protein D9Q98_010212 [Chlorella vulgaris], KAI3436258.1 hypothetical protein D9Q98_002311 [Chlorella vulgaris], KAI3427110.1 hypothetical protein D9Q98_007048 [Chlorella vulgaris], KAI3428412.1 hypothetical protein D9Q98_007239 [Chlorella vulgaris], KAI3427176.1 hypothetical protein D9Q98_007113 [Chlorella vulgaris], KAI3432843.1 hypothetical protein D9Q98_010427 [Chlorella vulgaris]
OG0000016	PSC75488.1 polyubiquitin [Micractinium conductrix]	KAI3427078.1 hypothetical protein D9Q98_007017 [Chlorella vulgaris], KAI3427077.1 hypothetical protein D9Q98_007017 [Chlorella vulgaris]
OG0000016	PSC71615.1 polyubiquitin-B [Micractinium conductrix]	KAI3436814.1 hypothetical protein D9Q98_006224 [Chlorella vulgaris]
OG0000016	PSC67370.1 bi-major isoform [Micractinium conductrix]	KAI3425284.1 hypothetical protein D9Q98_009051 [Chlorella vulgaris]
OG0000016	PSC68113.1 ubiquitin-60S ribosomal L40 [Micractinium conductrix]	KAI3428307.1 hypothetical protein D9Q98_006686 [Chlorella vulgaris]
OG0000016	PSC72465.1 SDE2-like protein [Micractinium conductrix]	KAI3425029.1 hypothetical protein D9Q98_008407 [Chlorella vulgaris]
OG0000017	PSC72953.1 reverse poly isoform A [Micractinium conductrix]	KAI3437548.1 hypothetical protein D9Q98_000001_ partial [Chlorella vulgaris]
OG0000017	PSC76120.1 Reverse transcriptase-related [Micractinium conductrix], PSC75431.1 RNA-directed DNA polymerase from mobile element jockey [Micractinium conductrix], PSC76992.1 RNA-directed DNA polymerase from mobile element jockey [Micractinium conductrix], PSC72954.1 reverse poly isoform B [Micractinium conductrix], PSC67114.1 hypothetical protein C2E20_9200 [Micractinium conductrix], PSC68936.1 reverse transcriptase [Micractinium conductrix]	KAI3435038.1 hypothetical protein D9Q98_003089 [Chlorella vulgaris], KAI3426835.1 hypothetical protein D9Q98_006782 [Chlorella vulgaris], KAI3428413.1 hypothetical protein D9Q98_007240 [Chlorella vulgaris], KAI3434647.1 hypothetical protein D9Q98_002712 [Chlorella vulgaris], KAI3435037.1 hypothetical protein D9Q98_003089 [Chlorella vulgaris]
OG0000018	PSC71636.1 transcription factor MYB98-like [Micractinium conductrix]	KAI3428238.1 hypothetical protein D9Q98_006618 [Chlorella vulgaris]
OG0000018	PSC74728.1 Myb A [Micractinium conductrix]	KAI3424394.1 hypothetical protein D9Q98_009947 [Chlorella vulgaris]
OG0000018	PSC72450.1 myb-related B-like isoform A [Micractinium conductrix], PSC72449.1 myb-related B-like isoform B [Micractinium conductrix]	KAI3427919.1 hypothetical protein D9Q98_006311 [Chlorella vulgaris]
OG0000020	PSC76169.1 H_+_ hexose cotransporter 2 [Micractinium conductrix]	KAI3433312.1 hypothetical protein D9Q98_003130 [Chlorella vulgaris]
OG0000020	PSC74047.1 H_+_ hexose cotransporter 2 isoform C [Micractinium conductrix], PSC74046.1 H_+_ hexose cotransporter 2 isoform A [Micractinium conductrix], PSC74048.1 H_+_ hexose cotransporter 2 isoform B [Micractinium conductrix]	KAI3425243.1 hypothetical protein D9Q98_009011 [Chlorella vulgaris]
OG0000020	PSC74912.1 H_+_ hexose cotransporter 2 [Micractinium conductrix], PSC76673.1 H_+_ hexose cotransporter 2 [Micractinium conductrix]	KAI3425251.1 hypothetical protein D9Q98_009019 [Chlorella vulgaris]
OG0000022	PSC67696.1 sel1 domain repeat-containing [Micractinium conductrix]	KAI3430317.1 hypothetical protein D9Q98_004913 [Chlorella vulgaris]
OG0000022	PSC73306.1 U-box and intein containing von Willebrand factor type A isoform B [Micractinium conductrix], PSC73305.1 U-box and intein containing von Willebrand factor type A isoform A [Micractinium conductrix], PSC67610.1 ankyrin repeat [Micractinium conductrix]	KAI3424438.1 hypothetical protein D9Q98_009990 [Chlorella vulgaris], KAI3424442.1 hypothetical protein D9Q98_009994 [Chlorella vulgaris], KAI3424461.1 hypothetical protein D9Q98_010012 [Chlorella vulgaris], KAI3424422.1 hypothetical protein D9Q98_009974 [Chlorella vulgaris], KAI3424462.1 hypothetical protein D9Q98_010013 [Chlorella vulgaris]
OG0000023	PSC69922.1 Zn-finger CCCH type [Micractinium conductrix]	KAI3428437.1 hypothetical protein D9Q98_007264 [Chlorella vulgaris]
OG0000023	PSC75384.1 zinc finger CCCH domain-containing 66-like [Micractinium conductrix]	KAI3439065.1 hypothetical protein D9Q98_001475 [Chlorella vulgaris]
OG0000023	PSC76370.1 Prolyl 4-hydroxylase subunit alpha-2 [Micractinium conductrix]	KAI3430482.1 hypothetical protein D9Q98_005077 [Chlorella vulgaris]
OG0000024	PSC74151.1 peptidase S8 [Micractinium conductrix]	KAI3437697.1 hypothetical protein D9Q98_000146 [Chlorella vulgaris]
OG0000024	PSC68481.1 subtilisin-like serine protease [Micractinium conductrix]	KAI3427425.1 hypothetical protein D9Q98_010340 [Chlorella vulgaris]
OG0000024	PSC71482.1 alkaline serine protease [Micractinium conductrix]	KAI3436676.1 hypothetical protein D9Q98_006092 [Chlorella vulgaris]
OG0000024	PSC76977.1 peptidase S8 [Micractinium conductrix]	KAI3437696.1 hypothetical protein D9Q98_000145 [Chlorella vulgaris]
OG0000025	PSC74952.1 PHR1-LIKE 1 [Micractinium conductrix], PSC74956.1 LIM and cysteine-rich domains 1 [Micractinium conductrix]	KAI3431724.1 hypothetical protein D9Q98_004766 [Chlorella vulgaris], KAI3431357.1 hypothetical protein D9Q98_004414 [Chlorella vulgaris], KAI3436539.1 hypothetical protein D9Q98_005956 [Chlorella vulgaris]
OG0000025	PSC72439.1 Myb family transcription factor APL [Micractinium conductrix]	KAI3427962.1 hypothetical protein D9Q98_006352 [Chlorella vulgaris]
OG0000025	PSC71942.1 g2-like myb-family transcription factor [Micractinium conductrix], PSC67158.1 Acyl-[acyl-carrier] desaturase chloroplastic [Micractinium conductrix]	KAI3438452.1 hypothetical protein D9Q98_000881 [Chlorella vulgaris]
OG0000025	PSC69534.1 Two-component response regulator ARR14 isoform 1 [Micractinium conductrix]	KAI3437773.1 hypothetical protein D9Q98_000220 [Chlorella vulgaris]
OG0000026	PSC75324.1 class V aminotransferase [Micractinium conductrix]	KAI3427076.1 hypothetical protein D9Q98_007016 [Chlorella vulgaris]
OG0000026	PSC74002.1 Ccr4p [Micractinium conductrix]	KAI3424157.1 hypothetical protein D9Q98_009516 [Chlorella vulgaris]
OG0000026	PSC74992.1 Sn1-specific diacylglycerol lipase beta [Micractinium conductrix]	KAI3429288.1 hypothetical protein D9Q98_005384 [Chlorella vulgaris], KAI3429289.1 hypothetical protein D9Q98_005385 [Chlorella vulgaris], KAI3429291.1 hypothetical protein D9Q98_005387 [Chlorella vulgaris]
OG0000027	PSC76714.1 serine threonine-kinase [Micractinium conductrix]	KAI3433311.1 hypothetical protein D9Q98_003129 [Chlorella vulgaris]
OG0000027	PSC70082.1 serine threonine-kinase [Micractinium conductrix]	KAI3425130.1 hypothetical protein D9Q98_008902 [Chlorella vulgaris]
OG0000027	PSC68500.1 serine threonine-kinase [Micractinium conductrix]	KAI3429894.1 hypothetical protein D9Q98_010205 [Chlorella vulgaris]
OG0000027	PSC68562.1 serine threonine-kinase [Micractinium conductrix]	KAI3429892.1 hypothetical protein D9Q98_010203 [Chlorella vulgaris]
OG0000028	PSC71672.1 hypothetical protein C2E20_4858 [Micractinium conductrix]	KAI3430771.1 hypothetical protein D9Q98_009183 [Chlorella vulgaris]
OG0000029	PSC75221.1 hypothetical protein C2E20_1964 [Micractinium conductrix]	KAI3429475.1 hypothetical protein D9Q98_005566 [Chlorella vulgaris], KAI3429474.1 hypothetical protein D9Q98_005566 [Chlorella vulgaris]
OG0000029	PSC67656.1 U6 snRNA phosphodiesterase [Micractinium conductrix], PSC67673.1 U6 snRNA phosphodiesterase [Micractinium conductrix], PSC67670.1 U6 snRNA phosphodiesterase [Micractinium conductrix]	KAI3431531.1 hypothetical protein D9Q98_004581 [Chlorella vulgaris], KAI3431536.1 hypothetical protein D9Q98_004586 [Chlorella vulgaris]
OG0000031	PSC71095.1 cytochrome P450 [Micractinium conductrix]	KAI3435993.1 hypothetical protein D9Q98_002050 [Chlorella vulgaris], KAI3435991.1 hypothetical protein D9Q98_002048 [Chlorella vulgaris], KAI3435992.1 hypothetical protein D9Q98_002049 [Chlorella vulgaris]
OG0000031	PSC76428.1 cytochrome P450 isoform A [Micractinium conductrix], PSC76426.1 cytochrome P450 isoform B [Micractinium conductrix], PSC76427.1 cytochrome P450 isoform C [Micractinium conductrix]	KAI3438694.1 hypothetical protein D9Q98_001114 [Chlorella vulgaris]
OG0000032	PSC76701.1 subunit of the ESCRT-III complex [Micractinium conductrix]	KAI3433537.1 hypothetical protein D9Q98_003347 [Chlorella vulgaris]
OG0000032	PSC71071.1 hypothetical protein C2E20_5453 [Micractinium conductrix], PSC71168.1 Histone [Micractinium conductrix], PSC73454.1 CCCH zinc finger [Micractinium conductrix]	KAI3425810.1 hypothetical protein D9Q98_007785 [Chlorella vulgaris], KAI3434627.1 hypothetical protein D9Q98_002694 [Chlorella vulgaris]
OG0000035	PSC68386.1 3-ketoacyl-synthase 11-like [Micractinium conductrix]	KAI3435762.1 hypothetical protein D9Q98_001820 [Chlorella vulgaris]
OG0000035	PSC74991.1 very-long-chain 3-ketoacyl-synthase [Micractinium conductrix], PSC75078.1 3-ketoacyl-synthase 20-like [Micractinium conductrix]	KAI3432775.1 hypothetical protein D9Q98_004315 [Chlorella vulgaris], KAI3432777.1 hypothetical protein D9Q98_004315 [Chlorella vulgaris], KAI3432776.1 hypothetical protein D9Q98_004315 [Chlorella vulgaris]
OG0000036	PSC70418.1 Serine threonine-kinase CTR1 [Micractinium conductrix]	KAI3426335.1 hypothetical protein D9Q98_008708 [Chlorella vulgaris]
OG0000036	PSC73115.1 kinase [Micractinium conductrix]	KAI3434780.1 hypothetical protein D9Q98_002840 [Chlorella vulgaris]
OG0000036	PSC70592.1 kinase [Micractinium conductrix]	KAI3432880.1 hypothetical protein D9Q98_010463 [Chlorella vulgaris], KAI3432881.1 hypothetical protein D9Q98_010463 [Chlorella vulgaris]
OG0000037	PSC70558.1 Chlorophyll a-b binding chloroplastic [Micractinium conductrix]	KAI3432340.1 hypothetical protein D9Q98_003898 [Chlorella vulgaris]
OG0000037	PSC69659.1 Chlorophyll a-b binding of LHCII type chloroplastic [Micractinium conductrix]	KAI3435703.1 hypothetical protein D9Q98_001761 [Chlorella vulgaris], KAI3435702.1 hypothetical protein D9Q98_001760 [Chlorella vulgaris]
OG0000037	PSC74553.1 chlorophyll a b-binding [Micractinium conductrix]	KAI3434541.1 hypothetical protein D9Q98_002614 [Chlorella vulgaris]
OG0000038	PSC71330.1 beta-1_6-N-acetylglucosaminyltransferase enzyme [Micractinium conductrix]	KAI3431710.1 hypothetical protein D9Q98_004755 [Chlorella vulgaris]
OG0000038	PSC67186.1 beta-1_6-N-acetylglucosaminyltransferase enzyme [Micractinium conductrix]	KAI3427440.1 hypothetical protein D9Q98_010355 [Chlorella vulgaris]
OG0000038	PSC67183.1 beta-1_6-N-acetylglucosaminyltransferase enzyme [Micractinium conductrix]	KAI3427437.1 hypothetical protein D9Q98_010352 [Chlorella vulgaris]
OG0000038	PSC73532.1 Transcription initiation factor TFIID subunit 13 [Micractinium conductrix]	KAI3423835.1 hypothetical protein D9Q98_009671 [Chlorella vulgaris], KAI3432241.1 hypothetical protein D9Q98_003802 [Chlorella vulgaris]
OG0000039	PSC75203.1 band 7 [Micractinium conductrix]	KAI3437679.1 hypothetical protein D9Q98_000129 [Chlorella vulgaris], KAI3437680.1 hypothetical protein D9Q98_000129 [Chlorella vulgaris], KAI3437678.1 hypothetical protein D9Q98_000128 [Chlorella vulgaris]
OG0000039	PSC69079.1 band 7 [Micractinium conductrix]	KAI3436419.1 hypothetical protein D9Q98_005836 [Chlorella vulgaris]
OG0000039	PSC69036.1 band 7 [Micractinium conductrix]	KAI3436416.1 hypothetical protein D9Q98_005833 [Chlorella vulgaris]
OG0000040	PSC67560.1 hypothetical protein C2E20_8769 [Micractinium conductrix]	KAI3431794.1 hypothetical protein D9Q98_010547 [Chlorella vulgaris]
OG0000042	PSC76970.1 sodium phosphate symporter [Micractinium conductrix]	KAI3430490.1 hypothetical protein D9Q98_005085 [Chlorella vulgaris]
OG0000042	PSC68171.1 Phosphate-repressible phosphate permease isoform B [Micractinium conductrix], PSC68172.1 Phosphate-repressible phosphate permease isoform A [Micractinium conductrix]	KAI3429392.1 hypothetical protein D9Q98_005487 [Chlorella vulgaris]
OG0000042	PSC75854.1 sodium phosphate symporter [Micractinium conductrix], PSC75765.1 sodium phosphate symporter [Micractinium conductrix]	KAI3436359.1 hypothetical protein D9Q98_002412 [Chlorella vulgaris]
OG0000043	PSC73588.1 putative alpha-glucosidase isoform X1 [Micractinium conductrix]	KAI3424775.1 hypothetical protein D9Q98_008163 [Chlorella vulgaris]
OG0000043	PSC70424.1 alpha-xylosidase 1 [Micractinium conductrix]	KAI3426380.1 hypothetical protein D9Q98_008751 [Chlorella vulgaris]
OG0000044	PSC72258.1 26S proteasome non-ATPase regulatory subunit 5 [Micractinium conductrix]	KAI3438166.1 hypothetical protein D9Q98_000603 [Chlorella vulgaris]
OG0000044	PSC68320.1 retroelement pol poly [Micractinium conductrix]	KAI3424684.1 hypothetical protein D9Q98_008074 [Chlorella vulgaris], KAI3434824.1 hypothetical protein D9Q98_002880 [Chlorella vulgaris], KAI3424683.1 hypothetical protein D9Q98_008073 [Chlorella vulgaris]
OG0000045	PSC69377.1 ATP-binding cassette transporter isoform A [Micractinium conductrix], PSC69376.1 ATP-binding cassette transporter isoform B [Micractinium conductrix]	KAI3429571.1 hypothetical protein D9Q98_005658 [Chlorella vulgaris]
OG0000045	PSC68161.1 Pleiotropic drug resistance 15 [Micractinium conductrix]	KAI3433548.1 hypothetical protein D9Q98_003359 [Chlorella vulgaris]
OG0000045	PSC75525.1 pleiotropic drug resistance 5-like isoform A [Micractinium conductrix], PSC75526.1 pleiotropic drug resistance 5-like isoform B [Micractinium conductrix], PSC69400.1 Pleiotropic drug resistance 1 [Micractinium conductrix]	KAI3429335.1 hypothetical protein D9Q98_005430 [Chlorella vulgaris]
OG0000046	PSC75307.1 Serine threonine-kinase CTR1 [Micractinium conductrix]	KAI3433944.1 hypothetical protein D9Q98_003746 [Chlorella vulgaris]
OG0000046	PSC67144.1 Serine threonine-kinase CTR1 [Micractinium conductrix]	KAI3427363.1 hypothetical protein D9Q98_010279 [Chlorella vulgaris]
OG0000046	PSC76706.1 exostosin-like glycosyltransferase isoform B [Micractinium conductrix], PSC76704.1 exostosin-like glycosyltransferase isoform C [Micractinium conductrix]	KAI3429305.1 hypothetical protein D9Q98_005400 [Chlorella vulgaris]
OG0000047	PSC67495.1 glycerophosphoryl diester phosphodiesterase [Micractinium conductrix]	KAI3427408.1 hypothetical protein D9Q98_010323 [Chlorella vulgaris]
OG0000048	PSC69304.1 protein TPLATE [Micractinium conductrix]	KAI3431829.1 hypothetical protein D9Q98_010582 [Chlorella vulgaris]
OG0000048	PSC75375.1 hypothetical protein C2E20_1285 [Micractinium conductrix]	KAI3427122.1 hypothetical protein D9Q98_007059 [Chlorella vulgaris]
OG0000048	PSC75638.1 hypothetical protein C2E20_1286 [Micractinium conductrix]	KAI3427123.1 hypothetical protein D9Q98_007060 [Chlorella vulgaris], KAI3427135.1 hypothetical protein D9Q98_007072 [Chlorella vulgaris]
OG0000049	PSC75423.1 ubiquitin-like-specific protease 2A [Micractinium conductrix]	KAI3438841.1 hypothetical protein D9Q98_001258 [Chlorella vulgaris]
OG0000049	PSC71619.1 translation initiation factor fusion with methylthioribose kinase [Micractinium conductrix]	KAI3436640.1 hypothetical protein D9Q98_006056 [Chlorella vulgaris]
OG0000050	PSC74666.1 UPF0187 chloroplastic [Micractinium conductrix]	KAI3424312.1 hypothetical protein D9Q98_009865 [Chlorella vulgaris]
OG0000050	PSC76825.1 UPF0187 chloroplastic [Micractinium conductrix]	KAI3423972.1 hypothetical protein D9Q98_009806 [Chlorella vulgaris]
OG0000050	PSC67432.1 UPF0187 chloroplastic [Micractinium conductrix]	KAI3434997.1 hypothetical protein D9Q98_003049 [Chlorella vulgaris]
OG0000050	PSC74369.1 UPF0187 chloroplastic [Micractinium conductrix]	KAI3424164.1 hypothetical protein D9Q98_009523 [Chlorella vulgaris]
OG0000050	PSC75458.1 UPF0187 chloroplastic [Micractinium conductrix]	KAI3427099.1 hypothetical protein D9Q98_007038 [Chlorella vulgaris]
OG0000051	PSC75850.1 MATE efflux family [Micractinium conductrix]	KAI3433740.1 hypothetical protein D9Q98_003547 [Chlorella vulgaris]
OG0000051	PSC70081.1 MATE efflux family [Micractinium conductrix], PSC70154.1 MATE efflux family [Micractinium conductrix]	KAI3429547.1 hypothetical protein D9Q98_005635 [Chlorella vulgaris]
OG0000051	PSC71531.1 MATE efflux family [Micractinium conductrix]	KAI3428258.1 hypothetical protein D9Q98_006637 [Chlorella vulgaris]
OG0000052	PSC70432.1 zinc finger protein [Micractinium conductrix]	KAI3426265.1 hypothetical protein D9Q98_008640 [Chlorella vulgaris]
OG0000053	PSC67318.1 hypothetical protein C2E20_8998 [Micractinium conductrix]	KAI3424726.1 hypothetical protein D9Q98_008115 [Chlorella vulgaris]
OG0000054	PSC76705.1 exostosin-like glycosyltransferase isoform A [Micractinium conductrix], PSC76197.1 exostosin-like glycosyltransferase [Micractinium conductrix]	KAI3427182.1 hypothetical protein D9Q98_007119 [Chlorella vulgaris], KAI3425325.1 hypothetical protein D9Q98_009089 [Chlorella vulgaris]
OG0000054	PSC68519.1 exostosin-like glycosyltransferase [Micractinium conductrix]	KAI3432332.1 hypothetical protein D9Q98_003890 [Chlorella vulgaris], KAI3432331.1 hypothetical protein D9Q98_003890 [Chlorella vulgaris], KAI3432330.1 hypothetical protein D9Q98_003889 [Chlorella vulgaris], KAI3432349.1 hypothetical protein D9Q98_003906 [Chlorella vulgaris], KAI3425328.1 hypothetical protein D9Q98_009092 [Chlorella vulgaris]
OG0000055	PSC69755.1 Pentatricopeptide repeat-containing [Micractinium conductrix]	KAI3428351.1 hypothetical protein D9Q98_006731 [Chlorella vulgaris]
OG0000055	PSC75199.1 Pentatricopeptide repeat-containing [Micractinium conductrix]	KAI3425256.1 hypothetical protein D9Q98_009024 [Chlorella vulgaris]
OG0000055	PSC77032.1 Pentatricopeptide repeat-containing [Micractinium conductrix]	KAI3436207.1 hypothetical protein D9Q98_002261 [Chlorella vulgaris]
OG0000057	PSC67706.1 polyketide synthase [Micractinium conductrix], PSC74592.1 Polyketide synthase isoform A [Micractinium conductrix]	KAI3434528.1 hypothetical protein D9Q98_002601 [Chlorella vulgaris]
OG0000059	PSC71846.1 putative GTP-binding [Micractinium conductrix]	KAI3430825.1 hypothetical protein D9Q98_009236 [Chlorella vulgaris]
OG0000059	PSC69152.1 cobalamin biosynthesis [Micractinium conductrix]	KAI3428122.1 hypothetical protein D9Q98_006505 [Chlorella vulgaris]
OG0000059	PSC73198.1 zinc metalloprotease [Micractinium conductrix]	KAI3430446.1 hypothetical protein D9Q98_005041 [Chlorella vulgaris]
