Orthogroup	Micractinium_SAG24180	Chlorella_VariabilisNC64A
OG0000026	PSC74992.1 Sn1-specific diacylglycerol lipase beta [Micractinium conductrix]	XP_005852300.1 hypothetical protein CHLNCDRAFT_134603_ partial [Chlorella variabilis], XP_005851528.1 hypothetical protein CHLNCDRAFT_137959 [Chlorella variabilis], XP_005846610.1 hypothetical protein CHLNCDRAFT_58154 [Chlorella variabilis], XP_005847755.1 hypothetical protein CHLNCDRAFT_133854_ partial [Chlorella variabilis], XP_005842724.1 expressed protein_ partial [Chlorella variabilis], XP_005846203.1 hypothetical protein CHLNCDRAFT_136239_ partial [Chlorella variabilis], XP_005851426.1 hypothetical protein CHLNCDRAFT_137716 [Chlorella variabilis], XP_005842989.1 hypothetical protein CHLNCDRAFT_141701 [Chlorella variabilis], XP_005845234.1 hypothetical protein CHLNCDRAFT_137502 [Chlorella variabilis], XP_005851404.1 expressed protein [Chlorella variabilis], XP_005848389.1 hypothetical protein CHLNCDRAFT_57694 [Chlorella variabilis], XP_005847915.1 hypothetical protein CHLNCDRAFT_145317 [Chlorella variabilis], XP_005845506.1 expressed protein [Chlorella variabilis], XP_005850394.1 hypothetical protein CHLNCDRAFT_50729 [Chlorella variabilis], XP_005850151.1 hypothetical protein CHLNCDRAFT_50737 [Chlorella variabilis], XP_005851650.1 hypothetical protein CHLNCDRAFT_138230 [Chlorella variabilis], XP_005849864.1 expressed protein [Chlorella variabilis], XP_005845970.1 hypothetical protein CHLNCDRAFT_135995 [Chlorella variabilis], XP_005852086.1 hypothetical protein CHLNCDRAFT_56488 [Chlorella variabilis], XP_005846352.1 expressed protein [Chlorella variabilis], XP_005847661.1 hypothetical protein CHLNCDRAFT_134031_ partial [Chlorella variabilis], XP_005852010.1 hypothetical protein CHLNCDRAFT_132940 [Chlorella variabilis]
OG0000027	PSC76714.1 serine threonine-kinase [Micractinium conductrix]	XP_005851329.1 hypothetical protein CHLNCDRAFT_138200 [Chlorella variabilis]
OG0000027	PSC70082.1 serine threonine-kinase [Micractinium conductrix]	XP_005845820.1 hypothetical protein CHLNCDRAFT_136568 [Chlorella variabilis]
OG0000027	PSC68500.1 serine threonine-kinase [Micractinium conductrix]	XP_005851971.1 hypothetical protein CHLNCDRAFT_49746 [Chlorella variabilis]
OG0000027	PSC68562.1 serine threonine-kinase [Micractinium conductrix]	XP_005851970.1 hypothetical protein CHLNCDRAFT_133695 [Chlorella variabilis]
OG0000027	PSC68117.1 serine threonine-kinase [Micractinium conductrix]	XP_005850397.1 hypothetical protein CHLNCDRAFT_57116 [Chlorella variabilis], XP_005846125.1 hypothetical protein CHLNCDRAFT_136066 [Chlorella variabilis]
OG0000028	PSC71672.1 hypothetical protein C2E20_4858 [Micractinium conductrix]	XP_005844756.1 hypothetical protein CHLNCDRAFT_54290 [Chlorella variabilis]
OG0000028	PSC74578.1 ankyrin repeat domain [Micractinium conductrix]	XP_005845031.1 hypothetical protein CHLNCDRAFT_137260 [Chlorella variabilis]
OG0000029	PSC75221.1 hypothetical protein C2E20_1964 [Micractinium conductrix]	XP_005851767.1 hypothetical protein CHLNCDRAFT_49465 [Chlorella variabilis]
OG0000029	PSC70356.1 hypothetical protein C2E20_6254 [Micractinium conductrix]	XP_005848335.1 hypothetical protein CHLNCDRAFT_51898 [Chlorella variabilis]
OG0000029	PSC67656.1 U6 snRNA phosphodiesterase [Micractinium conductrix], PSC67673.1 U6 snRNA phosphodiesterase [Micractinium conductrix], PSC67670.1 U6 snRNA phosphodiesterase [Micractinium conductrix]	XP_005846208.1 hypothetical protein CHLNCDRAFT_136255 [Chlorella variabilis]
OG0000031	PSC71095.1 cytochrome P450 [Micractinium conductrix]	XP_005846217.1 hypothetical protein CHLNCDRAFT_135475 [Chlorella variabilis]
OG0000031	PSC76428.1 cytochrome P450 isoform A [Micractinium conductrix], PSC76426.1 cytochrome P450 isoform B [Micractinium conductrix], PSC76427.1 cytochrome P450 isoform C [Micractinium conductrix]	XP_005849595.1 hypothetical protein CHLNCDRAFT_34731 [Chlorella variabilis]
OG0000032	PSC67339.1 hypothetical protein C2E20_8969 [Micractinium conductrix]	XP_005848604.1 hypothetical protein CHLNCDRAFT_144102 [Chlorella variabilis], XP_005844350.1 hypothetical protein CHLNCDRAFT_58933 [Chlorella variabilis], XP_005845579.1 expressed protein [Chlorella variabilis]
OG0000032	PSC76701.1 subunit of the ESCRT-III complex [Micractinium conductrix]	XP_005844544.1 hypothetical protein CHLNCDRAFT_138977 [Chlorella variabilis], XP_005849561.1 expressed protein [Chlorella variabilis]
OG0000032	PSC67873.1 hypothetical protein C2E20_8491 [Micractinium conductrix]	XP_005851564.1 hypothetical protein CHLNCDRAFT_138049 [Chlorella variabilis]
OG0000032	PSC69234.1 hypothetical protein C2E20_7279 [Micractinium conductrix]	XP_005844943.1 hypothetical protein CHLNCDRAFT_138290 [Chlorella variabilis]
OG0000032	PSC71116.1 hypothetical protein C2E20_5435 [Micractinium conductrix]	XP_005844824.1 hypothetical protein CHLNCDRAFT_54132 [Chlorella variabilis], XP_005844823.1 hypothetical protein CHLNCDRAFT_138258 [Chlorella variabilis]
OG0000032	PSC74160.1 hypothetical protein C2E20_2632 [Micractinium conductrix]	XP_005843280.1 hypothetical protein CHLNCDRAFT_141322 [Chlorella variabilis]
OG0000032	PSC71071.1 hypothetical protein C2E20_5453 [Micractinium conductrix], PSC71168.1 Histone [Micractinium conductrix], PSC73454.1 CCCH zinc finger [Micractinium conductrix]	XP_005849667.1 expressed protein [Chlorella variabilis], XP_005847758.1 hypothetical protein CHLNCDRAFT_57838 [Chlorella variabilis], XP_005847759.1 hypothetical protein CHLNCDRAFT_52289 [Chlorella variabilis], XP_005844587.1 hypothetical protein CHLNCDRAFT_54430 [Chlorella variabilis], XP_005849421.1 hypothetical protein CHLNCDRAFT_143947 [Chlorella variabilis], XP_005849420.1 hypothetical protein CHLNCDRAFT_143946 [Chlorella variabilis], XP_005849419.1 hypothetical protein CHLNCDRAFT_143945 [Chlorella variabilis]
OG0000035	PSC68386.1 3-ketoacyl-synthase 11-like [Micractinium conductrix]	XP_005846504.1 hypothetical protein CHLNCDRAFT_48950 [Chlorella variabilis]
OG0000035	PSC74991.1 very-long-chain 3-ketoacyl-synthase [Micractinium conductrix], PSC75078.1 3-ketoacyl-synthase 20-like [Micractinium conductrix]	XP_005843528.1 hypothetical protein CHLNCDRAFT_141048 [Chlorella variabilis]
OG0000036	PSC70418.1 Serine threonine-kinase CTR1 [Micractinium conductrix]	XP_005848312.1 hypothetical protein CHLNCDRAFT_144971 [Chlorella variabilis]
OG0000036	PSC70592.1 kinase [Micractinium conductrix]	XP_005844389.1 expressed protein [Chlorella variabilis]
OG0000037	PSC70558.1 Chlorophyll a-b binding chloroplastic [Micractinium conductrix]	XP_005844209.1 hypothetical protein CHLNCDRAFT_32733 [Chlorella variabilis]
OG0000037	PSC69659.1 Chlorophyll a-b binding of LHCII type chloroplastic [Micractinium conductrix]	XP_005846357.1 hypothetical protein CHLNCDRAFT_56227 [Chlorella variabilis], XP_005846356.1 hypothetical protein CHLNCDRAFT_59709 [Chlorella variabilis]
OG0000037	PSC74553.1 chlorophyll a b-binding [Micractinium conductrix]	XP_005845510.1 hypothetical protein CHLNCDRAFT_137219 [Chlorella variabilis], XP_005843949.1 hypothetical protein CHLNCDRAFT_59790 [Chlorella variabilis]
OG0000038	PSC74255.1 pp1a replicase poly [Micractinium conductrix]	XP_005843688.1 hypothetical protein CHLNCDRAFT_55044 [Chlorella variabilis]
OG0000038	PSC71330.1 beta-1_6-N-acetylglucosaminyltransferase enzyme [Micractinium conductrix]	XP_005844847.1 hypothetical protein CHLNCDRAFT_54159 [Chlorella variabilis]
OG0000038	PSC67186.1 beta-1_6-N-acetylglucosaminyltransferase enzyme [Micractinium conductrix]	XP_005843195.1 hypothetical protein CHLNCDRAFT_55340 [Chlorella variabilis]
OG0000038	PSC67183.1 beta-1_6-N-acetylglucosaminyltransferase enzyme [Micractinium conductrix]	XP_005843162.1 hypothetical protein CHLNCDRAFT_141408 [Chlorella variabilis]
OG0000039	PSC75203.1 band 7 [Micractinium conductrix]	XP_005852139.1 hypothetical protein CHLNCDRAFT_133254 [Chlorella variabilis], XP_005851799.1 hypothetical protein CHLNCDRAFT_133242 [Chlorella variabilis], XP_005848147.1 hypothetical protein CHLNCDRAFT_145493 [Chlorella variabilis]
OG0000039	PSC69079.1 band 7 [Micractinium conductrix]	XP_005851040.1 hypothetical protein CHLNCDRAFT_140922_ partial [Chlorella variabilis]
OG0000039	PSC69036.1 band 7 [Micractinium conductrix]	XP_005850760.1 hypothetical protein CHLNCDRAFT_140926 [Chlorella variabilis]
OG0000039	PSC67352.1 band 7 isoform B [Micractinium conductrix], PSC67351.1 band 7 isoform A [Micractinium conductrix]	XP_005850761.1 hypothetical protein CHLNCDRAFT_140927 [Chlorella variabilis]
OG0000040	PSC77018.1 ankyrin repeat and MYND domain-containing [Micractinium conductrix]	XP_005845587.1 hypothetical protein CHLNCDRAFT_136778 [Chlorella variabilis], XP_005845588.1 hypothetical protein CHLNCDRAFT_136779 [Chlorella variabilis]
OG0000040	PSC67560.1 hypothetical protein C2E20_8769 [Micractinium conductrix]	XP_005848711.1 hypothetical protein CHLNCDRAFT_144367 [Chlorella variabilis]
OG0000040	PSC73204.1 hypothetical protein C2E20_3582 [Micractinium conductrix]	XP_005850050.1 hypothetical protein CHLNCDRAFT_142053 [Chlorella variabilis], XP_005851397.1 hypothetical protein CHLNCDRAFT_137646 [Chlorella variabilis], XP_005842620.1 hypothetical protein CHLNCDRAFT_141578 [Chlorella variabilis]
OG0000041	PSC77010.1 leucine-rich repeat containing [Micractinium conductrix]	XP_005843058.1 hypothetical protein CHLNCDRAFT_141643 [Chlorella variabilis]
OG0000042	PSC68171.1 Phosphate-repressible phosphate permease isoform B [Micractinium conductrix], PSC68172.1 Phosphate-repressible phosphate permease isoform A [Micractinium conductrix]	XP_005852067.1 hypothetical protein CHLNCDRAFT_133070 [Chlorella variabilis]
OG0000042	PSC75854.1 sodium phosphate symporter [Micractinium conductrix], PSC75765.1 sodium phosphate symporter [Micractinium conductrix]	XP_005843014.1 hypothetical protein CHLNCDRAFT_141686 [Chlorella variabilis], XP_005843015.1 hypothetical protein CHLNCDRAFT_33297 [Chlorella variabilis]
OG0000043	PSC73588.1 putative alpha-glucosidase isoform X1 [Micractinium conductrix]	XP_005845064.1 hypothetical protein CHLNCDRAFT_26299_ partial [Chlorella variabilis], XP_005843192.1 hypothetical protein CHLNCDRAFT_141480 [Chlorella variabilis]
OG0000043	PSC70424.1 alpha-xylosidase 1 [Micractinium conductrix]	XP_005848336.1 hypothetical protein CHLNCDRAFT_57649 [Chlorella variabilis]
OG0000044	PSC72258.1 26S proteasome non-ATPase regulatory subunit 5 [Micractinium conductrix]	XP_005846909.1 hypothetical protein CHLNCDRAFT_134792_ partial [Chlorella variabilis]
OG0000045	PSC69377.1 ATP-binding cassette transporter isoform A [Micractinium conductrix], PSC69376.1 ATP-binding cassette transporter isoform B [Micractinium conductrix]	XP_005851822.1 hypothetical protein CHLNCDRAFT_133292 [Chlorella variabilis]
OG0000045	PSC68161.1 Pleiotropic drug resistance 15 [Micractinium conductrix]	XP_005851238.1 hypothetical protein CHLNCDRAFT_137957 [Chlorella variabilis]
OG0000045	PSC75525.1 pleiotropic drug resistance 5-like isoform A [Micractinium conductrix], PSC75526.1 pleiotropic drug resistance 5-like isoform B [Micractinium conductrix]	XP_005851131.1 hypothetical protein CHLNCDRAFT_56680 [Chlorella variabilis]
OG0000045	PSC69400.1 Pleiotropic drug resistance 1 [Micractinium conductrix]	XP_005845426.1 hypothetical protein CHLNCDRAFT_58610 [Chlorella variabilis], XP_005845298.1 hypothetical protein CHLNCDRAFT_36538 [Chlorella variabilis]
OG0000046	PSC75307.1 Serine threonine-kinase CTR1 [Micractinium conductrix]	XP_005851084.1 hypothetical protein CHLNCDRAFT_137604 [Chlorella variabilis], XP_005851377.1 hypothetical protein CHLNCDRAFT_137597 [Chlorella variabilis], XP_005845797.1 hypothetical protein CHLNCDRAFT_136507 [Chlorella variabilis]
OG0000046	PSC67144.1 Serine threonine-kinase CTR1 [Micractinium conductrix]	XP_005843209.1 hypothetical protein CHLNCDRAFT_141452 [Chlorella variabilis]
OG0000046	PSC76706.1 exostosin-like glycosyltransferase isoform B [Micractinium conductrix], PSC76704.1 exostosin-like glycosyltransferase isoform C [Micractinium conductrix]	XP_005852017.1 hypothetical protein CHLNCDRAFT_132958 [Chlorella variabilis]
OG0000048	PSC69304.1 protein TPLATE [Micractinium conductrix]	XP_005843234.1 hypothetical protein CHLNCDRAFT_141330 [Chlorella variabilis]
OG0000048	PSC75638.1 hypothetical protein C2E20_1286 [Micractinium conductrix]	XP_005848864.1 hypothetical protein CHLNCDRAFT_144230 [Chlorella variabilis]
OG0000048	PSC75775.1 hypothetical protein C2E20_1281 [Micractinium conductrix]	XP_005850380.1 hypothetical protein CHLNCDRAFT_142251 [Chlorella variabilis], XP_005848675.1 hypothetical protein CHLNCDRAFT_144252 [Chlorella variabilis]
OG0000049	PSC75423.1 ubiquitin-like-specific protease 2A [Micractinium conductrix]	XP_005849919.1 hypothetical protein CHLNCDRAFT_143222 [Chlorella variabilis]
OG0000049	PSC71619.1 translation initiation factor fusion with methylthioribose kinase [Micractinium conductrix]	XP_005850664.1 hypothetical protein CHLNCDRAFT_140697 [Chlorella variabilis]
OG0000050	PSC74666.1 UPF0187 chloroplastic [Micractinium conductrix]	XP_005843733.1 hypothetical protein CHLNCDRAFT_9818_ partial [Chlorella variabilis]
OG0000050	PSC76825.1 UPF0187 chloroplastic [Micractinium conductrix]	XP_005843048.1 hypothetical protein CHLNCDRAFT_141619 [Chlorella variabilis]
OG0000050	PSC67432.1 UPF0187 chloroplastic [Micractinium conductrix]	XP_005849238.1 hypothetical protein CHLNCDRAFT_34835 [Chlorella variabilis]
OG0000050	PSC74369.1 UPF0187 chloroplastic [Micractinium conductrix]	XP_005845524.1 hypothetical protein CHLNCDRAFT_136634 [Chlorella variabilis]
OG0000050	PSC75458.1 UPF0187 chloroplastic [Micractinium conductrix]	XP_005848889.1 hypothetical protein CHLNCDRAFT_21860_ partial [Chlorella variabilis]
OG0000051	PSC75850.1 MATE efflux family [Micractinium conductrix]	XP_005851143.1 hypothetical protein CHLNCDRAFT_19008 [Chlorella variabilis]
OG0000051	PSC70081.1 MATE efflux family [Micractinium conductrix], PSC70154.1 MATE efflux family [Micractinium conductrix]	XP_005851806.1 hypothetical protein CHLNCDRAFT_133260 [Chlorella variabilis]
OG0000051	PSC71531.1 MATE efflux family [Micractinium conductrix]	XP_005845002.1 hypothetical protein CHLNCDRAFT_54230 [Chlorella variabilis], XP_005850390.1 hypothetical protein CHLNCDRAFT_142267 [Chlorella variabilis]
OG0000052	PSC70432.1 zinc finger protein [Micractinium conductrix]	XP_005848473.1 hypothetical protein CHLNCDRAFT_144874 [Chlorella variabilis]
OG0000053	PSC67318.1 hypothetical protein C2E20_8998 [Micractinium conductrix]	XP_005845146.1 hypothetical protein CHLNCDRAFT_137283 [Chlorella variabilis]
OG0000054	PSC76705.1 exostosin-like glycosyltransferase isoform A [Micractinium conductrix], PSC76197.1 exostosin-like glycosyltransferase [Micractinium conductrix]	XP_005848639.1 hypothetical protein CHLNCDRAFT_51514 [Chlorella variabilis], XP_005852081.1 hypothetical protein CHLNCDRAFT_56485 [Chlorella variabilis], XP_005851742.1 hypothetical protein CHLNCDRAFT_133110 [Chlorella variabilis], XP_005844843.1 hypothetical protein CHLNCDRAFT_138314 [Chlorella variabilis]
OG0000054	PSC76549.1 exostosin-like glycosyltransferase [Micractinium conductrix], PSC72923.1 exostosin-like glycosyltransferase [Micractinium conductrix]	XP_005850568.1 hypothetical protein CHLNCDRAFT_140476 [Chlorella variabilis]
OG0000054	PSC76758.1 exostosin-like glycosyltransferase [Micractinium conductrix], PSC69932.1 exostosin-like glycosyltransferase [Micractinium conductrix]	XP_005847469.1 hypothetical protein CHLNCDRAFT_52572 [Chlorella variabilis]
OG0000054	PSC76174.1 exostosin-like glycosyltransferase [Micractinium conductrix]	XP_005844280.1 hypothetical protein CHLNCDRAFT_59023 [Chlorella variabilis], XP_005846949.1 hypothetical protein CHLNCDRAFT_134888 [Chlorella variabilis]
OG0000054	PSC68519.1 exostosin-like glycosyltransferase [Micractinium conductrix]	XP_005849619.1 hypothetical protein CHLNCDRAFT_143109 [Chlorella variabilis]
OG0000055	PSC69755.1 Pentatricopeptide repeat-containing [Micractinium conductrix]	XP_005850181.1 hypothetical protein CHLNCDRAFT_142374 [Chlorella variabilis]
OG0000055	PSC75199.1 Pentatricopeptide repeat-containing [Micractinium conductrix]	XP_005845763.1 hypothetical protein CHLNCDRAFT_58444 [Chlorella variabilis]
OG0000055	PSC77032.1 Pentatricopeptide repeat-containing [Micractinium conductrix]	XP_005845290.1 expressed protein [Chlorella variabilis]
OG0000055	PSC69744.1 collagen alpha-6_VI_ chain-like isoform X2 [Micractinium conductrix]	XP_005843273.1 hypothetical protein CHLNCDRAFT_141309 [Chlorella variabilis], XP_005850183.1 hypothetical protein CHLNCDRAFT_142385 [Chlorella variabilis]
OG0000057	PSC74792.1 Polyketide synthase [Micractinium conductrix]	XP_005843876.1 hypothetical protein CHLNCDRAFT_32900_ partial [Chlorella variabilis], XP_005843883.1 hypothetical protein CHLNCDRAFT_9558_ partial [Chlorella variabilis], XP_005843880.1 hypothetical protein CHLNCDRAFT_27430_ partial [Chlorella variabilis], XP_005843879.1 hypothetical protein CHLNCDRAFT_27686_ partial [Chlorella variabilis]
OG0000057	PSC68804.1 type I polyketide synthase [Micractinium conductrix], PSC74392.1 polyketide synthase [Micractinium conductrix]	XP_005843882.1 hypothetical protein CHLNCDRAFT_27437_ partial [Chlorella variabilis]
OG0000057	PSC67706.1 polyketide synthase [Micractinium conductrix], PSC74592.1 Polyketide synthase isoform A [Micractinium conductrix]	XP_005843875.1 hypothetical protein CHLNCDRAFT_12211_ partial [Chlorella variabilis]
OG0000059	PSC71846.1 putative GTP-binding [Micractinium conductrix]	XP_005842738.1 hypothetical protein CHLNCDRAFT_28926_ partial [Chlorella variabilis], XP_005844783.1 hypothetical protein CHLNCDRAFT_138656 [Chlorella variabilis]
OG0000059	PSC69152.1 cobalamin biosynthesis [Micractinium conductrix]	XP_005850074.1 hypothetical protein CHLNCDRAFT_142112 [Chlorella variabilis]
OG0000059	PSC73198.1 zinc metalloprotease [Micractinium conductrix]	XP_005843349.1 hypothetical protein CHLNCDRAFT_141273 [Chlorella variabilis]
OG0000060	PSC71834.1 LOV domain-containing isoform A [Micractinium conductrix], PSC71833.1 LOV domain-containing isoform B [Micractinium conductrix], PSC73702.1 LOV domain-containing [Micractinium conductrix]	XP_005844701.1 hypothetical protein CHLNCDRAFT_14999_ partial [Chlorella variabilis]
