Orthogroup	Micractinium_SAG24180	Coccomyxa_SubellipsoideaC169
OG0000048	PSC75375.1 hypothetical protein C2E20_1285 [Micractinium conductrix], PSC75638.1 hypothetical protein C2E20_1286 [Micractinium conductrix], PSC75775.1 hypothetical protein C2E20_1281 [Micractinium conductrix]	EIE25390.1 hypothetical protein COCSUDRAFT_40648 [Coccomyxa subellipsoidea C-169], EIE26410.1 hypothetical protein COCSUDRAFT_52327 [Coccomyxa subellipsoidea C-169], EIE25391.1 hypothetical protein COCSUDRAFT_65225 [Coccomyxa subellipsoidea C-169]
OG0000049	PSC75423.1 ubiquitin-like-specific protease 2A [Micractinium conductrix]	EIE23933.1 hypothetical protein COCSUDRAFT_62462 [Coccomyxa subellipsoidea C-169]
OG0000049	PSC71619.1 translation initiation factor fusion with methylthioribose kinase [Micractinium conductrix]	EIE24013.1 hypothetical protein COCSUDRAFT_65695 [Coccomyxa subellipsoidea C-169]
OG0000050	PSC74666.1 UPF0187 chloroplastic [Micractinium conductrix], PSC76825.1 UPF0187 chloroplastic [Micractinium conductrix], PSC67432.1 UPF0187 chloroplastic [Micractinium conductrix], PSC74369.1 UPF0187 chloroplastic [Micractinium conductrix], PSC75582.1 UPF0187 chloroplastic [Micractinium conductrix], PSC75313.1 hypothetical protein C2E20_1391 [Micractinium conductrix], PSC75458.1 UPF0187 chloroplastic [Micractinium conductrix]	EIE19187.1 UPF0187-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000051	PSC75850.1 MATE efflux family [Micractinium conductrix], PSC70081.1 MATE efflux family [Micractinium conductrix], PSC70154.1 MATE efflux family [Micractinium conductrix], PSC71531.1 MATE efflux family [Micractinium conductrix]	EIE25012.1 MATE efflux family protein [Coccomyxa subellipsoidea C-169]
OG0000052	PSC70432.1 zinc finger protein [Micractinium conductrix]	EIE22213.1 hypothetical protein COCSUDRAFT_16438 [Coccomyxa subellipsoidea C-169]
OG0000053	PSC67318.1 hypothetical protein C2E20_8998 [Micractinium conductrix]	EIE27332.1 DUF1295-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE22535.1 DUF1295-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000054	PSC76705.1 exostosin-like glycosyltransferase isoform A [Micractinium conductrix], PSC76197.1 exostosin-like glycosyltransferase [Micractinium conductrix], PSC76549.1 exostosin-like glycosyltransferase [Micractinium conductrix], PSC72923.1 exostosin-like glycosyltransferase [Micractinium conductrix]	EIE26070.1 exostosin-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE25364.1 exostosin-like glycosyltransferase [Coccomyxa subellipsoidea C-169]
OG0000054	PSC68519.1 exostosin-like glycosyltransferase [Micractinium conductrix]	EIE25250.1 hypothetical protein COCSUDRAFT_40557 [Coccomyxa subellipsoidea C-169]
OG0000055	PSC69755.1 Pentatricopeptide repeat-containing [Micractinium conductrix]	EIE25181.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0000055	PSC75199.1 Pentatricopeptide repeat-containing [Micractinium conductrix]	EIE22781.1 hypothetical protein COCSUDRAFT_47692 [Coccomyxa subellipsoidea C-169]
OG0000055	PSC77032.1 Pentatricopeptide repeat-containing [Micractinium conductrix]	EIE21414.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0000055	PSC69744.1 collagen alpha-6_VI_ chain-like isoform X2 [Micractinium conductrix]	EIE21328.1 TPR-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000057	PSC74792.1 Polyketide synthase [Micractinium conductrix]	EIE18326.1 ketoacyl-synt-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000059	PSC71846.1 putative GTP-binding [Micractinium conductrix]	EIE19800.1 cobW-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000059	PSC69152.1 cobalamin biosynthesis [Micractinium conductrix]	EIE25747.1 cobW-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000060	PSC73702.1 LOV domain-containing [Micractinium conductrix]	EIE21790.1 hypothetical protein COCSUDRAFT_7070_ partial [Coccomyxa subellipsoidea C-169], EIE24815.1 hypothetical protein COCSUDRAFT_46955 [Coccomyxa subellipsoidea C-169]
OG0000060	PSC71674.1 hypothetical protein C2E20_4892 [Micractinium conductrix]	EIE21877.1 putative zinc finger protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000062	PSC74407.1 Calcium-dependent kinase 23 isoform 1 [Micractinium conductrix]	EIE22227.1 EF-hand [Coccomyxa subellipsoidea C-169]
OG0000062	PSC67537.1 Coiled-coil domain-containing 40 [Micractinium conductrix]	EIE22210.1 hypothetical protein COCSUDRAFT_55906 [Coccomyxa subellipsoidea C-169]
OG0000063	PSC69773.1 Peroxisomal membrane PEX14 [Micractinium conductrix]	EIE19534.1 hypothetical protein COCSUDRAFT_48772 [Coccomyxa subellipsoidea C-169]
OG0000064	PSC75863.1 translation initiation factor [Micractinium conductrix]	EIE27388.1 initiation factor 2_ partial [Coccomyxa subellipsoidea C-169]
OG0000064	PSC74717.1 cullin 4 [Micractinium conductrix]	EIE20444.1 Cullin-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000064	PSC70166.1 cullin 3 [Micractinium conductrix]	EIE18972.1 Cullin-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000065	PSC72052.1 Inner membrane [Micractinium conductrix], PSC71970.1 Inner membrane [Micractinium conductrix], PSC71926.1 Inner membrane [Micractinium conductrix], PSC68974.1 cation symporter [Micractinium conductrix]	EIE24448.1 hypothetical protein COCSUDRAFT_65361 [Coccomyxa subellipsoidea C-169], EIE19959.1 hypothetical protein COCSUDRAFT_44355 [Coccomyxa subellipsoidea C-169]
OG0000066	PSC75618.1 MFS transporter [Micractinium conductrix]	EIE21898.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE21899.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE24952.1 MFS general substrate transporter_ partial [Coccomyxa subellipsoidea C-169]
OG0000066	PSC74031.1 MFS transporter isoform A [Micractinium conductrix], PSC74030.1 MFS transporter isoform B [Micractinium conductrix]	EIE20526.1 MFS general substrate transporter_ partial [Coccomyxa subellipsoidea C-169]
OG0000069	PSC75952.1 heat shock 83 [Micractinium conductrix]	EIE18559.1 HSP90-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000069	PSC74731.1 heat shock 90C [Micractinium conductrix]	EIE19325.1 heat shock protein Hsp90 [Coccomyxa subellipsoidea C-169]
OG0000069	PSC75445.1 endoplasmin-like protein [Micractinium conductrix]	EIE27138.1 heat shock protein Hsp90 [Coccomyxa subellipsoidea C-169]
OG0000070	PSC73713.1 squamosa promoter-binding 11 [Micractinium conductrix], PSC69450.1 cyclic nucleotide-binding [Micractinium conductrix], PSC68857.1 Potassium channel AKT1 [Micractinium conductrix]	EIE19387.1 hypothetical protein COCSUDRAFT_58675 [Coccomyxa subellipsoidea C-169]
OG0000070	PSC69222.1 dihydrolipoamide succinyltransferase [Micractinium conductrix]	EIE20416.1 voltage-gated potassium channel [Coccomyxa subellipsoidea C-169]
OG0000071	PSC73989.1 CAMK CAMK1 kinase [Micractinium conductrix]	EIE19137.1 Pkinase-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000073	PSC74345.1 Thiol protease aleurain-like [Micractinium conductrix], PSC74018.1 cathepsin L [Micractinium conductrix], PSC74150.1 cathepsin L1D [Micractinium conductrix], PSC67255.1 cathepsin L 1 precursor [Micractinium conductrix], PSC75510.1 oryzain gamma chain [Micractinium conductrix], PSC76854.1 papain family cysteine protease [Micractinium conductrix], PSC68631.1 hypothetical protein C2E20_7797 [Micractinium conductrix]	EIE22545.1 hypothetical protein COCSUDRAFT_63696 [Coccomyxa subellipsoidea C-169]
OG0000074	PSC74182.1 UPF0160 -like [Micractinium conductrix]	EIE19122.1 hypothetical protein COCSUDRAFT_38365 [Coccomyxa subellipsoidea C-169]
OG0000074	PSC69558.1 WD40-like Beta Propeller [Micractinium conductrix]	EIE21908.1 tricorn protease N-terminal domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000075	PSC68948.1 orotidine 5 -phosphate decarboxylase [Micractinium conductrix], PSC73095.1 MYND finger [Micractinium conductrix], PSC71190.1 histone-lysine N-methyltransferase SMYD3-like [Micractinium conductrix], PSC70015.1 tudor domain-containing 1 [Micractinium conductrix], PSC73249.1 hypothetical protein C2E20_3337 [Micractinium conductrix], PSC73066.1 ankyrin [Micractinium conductrix], PSC72948.1 ankyrin [Micractinium conductrix]	EIE24329.1 hypothetical protein COCSUDRAFT_53293 [Coccomyxa subellipsoidea C-169]
OG0000076	PSC73168.1 hypothetical protein C2E20_3736 [Micractinium conductrix], PSC70830.1 acyl-sterol O-acyltransferase 1-like [Micractinium conductrix], PSC74393.1 acyl-sterol O-acyltransferase 1-like [Micractinium conductrix]	EIE23603.1 hypothetical protein COCSUDRAFT_41793 [Coccomyxa subellipsoidea C-169]
OG0000078	PSC70696.1 phosphofructokinase family [Micractinium conductrix]	EIE27764.1 phosphofructokinase family protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000078	PSC73510.1 phosphofructokinase family [Micractinium conductrix]	EIE26511.1 phosphofructokinase family protein [Coccomyxa subellipsoidea C-169]
OG0000079	PSC74693.1 heat shock 70 [Micractinium conductrix]	EIE19893.1 heat shock protein 70 [Coccomyxa subellipsoidea C-169], EIE18906.1 heat shock protein 70 [Coccomyxa subellipsoidea C-169]
OG0000079	PSC75643.1 luminal-binding 5 [Micractinium conductrix]	EIE27137.1 binding protein 1 [Coccomyxa subellipsoidea C-169]
OG0000080	PSC67215.1 hypothetical protein C2E20_9098 [Micractinium conductrix], PSC75434.1 sulfotransferase [Micractinium conductrix], PSC75294.1 hypothetical protein C2E20_1071 [Micractinium conductrix], PSC68517.1 sulfotransferase [Micractinium conductrix], PSC68100.1 deacetylase sulfotransferase [Micractinium conductrix], PSC68106.1 sulfotransferase [Micractinium conductrix], PSC68491.1 sulfotransferase [Micractinium conductrix]	EIE26869.1 hypothetical protein COCSUDRAFT_59376 [Coccomyxa subellipsoidea C-169]
OG0000081	PSC72573.1 acyl-activating enzyme 19 [Micractinium conductrix]	EIE25078.1 acetyl-CoA synthetase-like protein [Coccomyxa subellipsoidea C-169]
OG0000081	PSC68872.1 BASS family transporter_ sodium ion bile [Micractinium conductrix], PSC76757.1 BASS family transporter_ sodium ion bile [Micractinium conductrix], PSC73541.1 sodium Bile acid symporter family [Micractinium conductrix]	EIE23221.1 BASS family transporter_ sodium ion/bile acid_ partial [Coccomyxa subellipsoidea C-169], EIE25677.1 hypothetical protein COCSUDRAFT_35343 [Coccomyxa subellipsoidea C-169], EIE20487.1 hypothetical protein COCSUDRAFT_43922 [Coccomyxa subellipsoidea C-169]
OG0000083	PSC69009.1 puromycin-sensitive aminopeptidase isoform X1 [Micractinium conductrix]	EIE24754.1 aminopeptidase N_ partial [Coccomyxa subellipsoidea C-169]
OG0000084	PSC70307.1 cysteine synthase [Micractinium conductrix]	EIE20906.1 cysteine synthase [Coccomyxa subellipsoidea C-169]
OG0000084	PSC69447.1 cysteine synthase [Micractinium conductrix]	EIE25691.1 cysteine synthase [Coccomyxa subellipsoidea C-169]
OG0000084	PSC72523.1 cysteine synthase A [Micractinium conductrix]	EIE25216.1 cysteine synthase A [Coccomyxa subellipsoidea C-169]
OG0000085	PSC74374.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 [Micractinium conductrix], PSC74894.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3-like [Micractinium conductrix], PSC67035.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC69051.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC67335.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC67165.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC76837.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC72148.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC68864.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC70759.1 hypothetical protein C2E20_5837 [Micractinium conductrix], PSC68264.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC72179.1 NLR family member X1 isoform X1 [Micractinium conductrix], PSC67265.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC67479.1 xylose [Micractinium conductrix], PSC67767.1 isochorismate synthase [Micractinium conductrix], PSC76296.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC69708.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC68954.1 hypothetical protein C2E20_7492 [Micractinium conductrix], PSC71430.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC76086.1 serine threonine [Micractinium conductrix], PSC68887.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC71951.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC76423.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC68475.1 Tcr1 transposon ORF2 [Micractinium conductrix]	EIE21692.1 DUF498-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000087	PSC69542.1 peroxisomal membrane MPV17 PMP22 isoform 2 [Micractinium conductrix]	EIE19175.1 hypothetical protein COCSUDRAFT_67996 [Coccomyxa subellipsoidea C-169], EIE25316.1 hypothetical protein COCSUDRAFT_40598 [Coccomyxa subellipsoidea C-169], EIE24943.1 hypothetical protein COCSUDRAFT_65606 [Coccomyxa subellipsoidea C-169], EIE25412.1 hypothetical protein COCSUDRAFT_65236 [Coccomyxa subellipsoidea C-169]
OG0000087	PSC74706.1 major facilitator superfamily isoform A [Micractinium conductrix]	EIE26463.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE25599.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]
OG0000088	PSC76511.1 Pyruvate kinase [Micractinium conductrix], PSC73194.1 Pyruvate kinase [Micractinium conductrix]	EIE21536.1 Phosphoenolpyruvate/pyruvate domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000088	PSC76198.1 pyruvate kinase [Micractinium conductrix]	EIE23527.1 pyruvate kinase [Coccomyxa subellipsoidea C-169]
OG0000089	PSC71117.1 hypothetical protein C2E20_5601 [Micractinium conductrix]	EIE21642.1 hypothetical protein COCSUDRAFT_48200 [Coccomyxa subellipsoidea C-169]
OG0000089	PSC69404.1 hypothetical protein C2E20_7081 [Micractinium conductrix]	EIE20580.1 hypothetical protein COCSUDRAFT_48569 [Coccomyxa subellipsoidea C-169], EIE27157.1 hypothetical protein COCSUDRAFT_64095 [Coccomyxa subellipsoidea C-169]
OG0000090	PSC75874.1 serine acetyltransferase [Micractinium conductrix]	EIE25492.1 serine O-acetyltransferase [Coccomyxa subellipsoidea C-169]
OG0000090	PSC73382.1 S-adenosyl-L-methionine-dependent methyltransferase [Micractinium conductrix]	EIE26347.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0000091	PSC68154.1 serine threonine-phosphatase 2A catalytic subunit beta isoform [Micractinium conductrix]	EIE24477.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0000091	PSC68812.1 phytochrome-associated serine threonine-phosphatase 3-like [Micractinium conductrix], PSC74604.1 serine threonine phosphatase 2A [Micractinium conductrix]	EIE19973.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0000092	PSC73164.1 Uric acid-xanthine permease [Micractinium conductrix], PSC68687.1 Uric acid-xanthine permease isoform A [Micractinium conductrix], PSC68688.1 Uric acid-xanthine permease isoform B [Micractinium conductrix]	EIE25766.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0000093	PSC69102.1 ubiquitin carboxyl-terminal hydrolase-related [Micractinium conductrix], PSC69177.1 Inactive ubiquitin carboxyl-terminal hydrolase 54 [Micractinium conductrix], PSC69089.1 ubiquitin carboxyl-terminal hydrolase-related [Micractinium conductrix], PSC69183.1 Inactive ubiquitin carboxyl-terminal hydrolase 54 [Micractinium conductrix], PSC69181.1 ubiquitin carboxyl-terminal hydrolase [Micractinium conductrix], PSC69129.1 hypothetical protein C2E20_7288 [Micractinium conductrix]	EIE26079.1 hypothetical protein COCSUDRAFT_61074 [Coccomyxa subellipsoidea C-169], EIE26077.1 hypothetical protein COCSUDRAFT_64969 [Coccomyxa subellipsoidea C-169]
OG0000095	PSC73930.1 U3 small nucleolar RNA-associated 25 [Micractinium conductrix]	EIE20398.1 DUF1253-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000095	PSC75641.1 carotene isomerase [Micractinium conductrix]	EIE19833.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000095	PSC69857.1 carotene isomerase [Micractinium conductrix]	EIE23231.1 amine oxidase [Coccomyxa subellipsoidea C-169]
OG0000096	PSC68384.1 ATP-binding cassette sub-family B member mitochondrial [Micractinium conductrix]	EIE24526.1 half-size ABC transporter [Coccomyxa subellipsoidea C-169]
OG0000096	PSC71845.1 serine threonine kinase [Micractinium conductrix]	EIE21885.1 hypothetical protein COCSUDRAFT_56332 [Coccomyxa subellipsoidea C-169]
OG0000097	PSC76362.1 DUF3456 domain [Micractinium conductrix], PSC76262.1 DUF3456 domain [Micractinium conductrix]	EIE23021.1 hypothetical protein COCSUDRAFT_6458_ partial [Coccomyxa subellipsoidea C-169]
OG0000098	PSC70533.1 malate mitochondrial isoform B [Micractinium conductrix], PSC70532.1 malate mitochondrial isoform A [Micractinium conductrix]	EIE25121.1 malate dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0000098	PSC72606.1 Malate glyoxysomal [Micractinium conductrix]	EIE20588.1 mitochondrial malate dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0000099	PSC71286.1 Endoglucanase A [Micractinium conductrix], PSC71377.1 Endoglucanase A [Micractinium conductrix], PSC72455.1 Endoglucanase A [Micractinium conductrix], PSC67746.1 endo-beta-1_4-glucanase 1 [Micractinium conductrix], PSC71291.1 helicase-like transcription factor [Micractinium conductrix]	EIE24867.1 glycoside hydrolase_ partial [Coccomyxa subellipsoidea C-169]
OG0000100	PSC74001.1 chaperonin 60A [Micractinium conductrix]	EIE19865.1 chaperonin 60A [Coccomyxa subellipsoidea C-169]
OG0000100	PSC70609.1 chaperonin 60B2 [Micractinium conductrix]	EIE22901.1 chaperonin 60B2 [Coccomyxa subellipsoidea C-169]
OG0000101	PSC73384.1 ATP-dependent Clp protease ATP-binding subunit clpA-like protein chloroplastic-like [Micractinium conductrix]	EIE24424.1 hypothetical protein COCSUDRAFT_28166 [Coccomyxa subellipsoidea C-169]
