Orthogroup	Micractinium_SAG24180	Scenedesmus_PABB004
OG0000085	PSC74374.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 [Micractinium conductrix], PSC74894.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3-like [Micractinium conductrix], PSC67035.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC69051.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC67335.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC67165.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC76837.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC72148.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC68864.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC70759.1 hypothetical protein C2E20_5837 [Micractinium conductrix], PSC68264.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC72179.1 NLR family member X1 isoform X1 [Micractinium conductrix], PSC67265.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC67479.1 xylose [Micractinium conductrix], PSC67767.1 isochorismate synthase [Micractinium conductrix], PSC76296.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC69708.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC68954.1 hypothetical protein C2E20_7492 [Micractinium conductrix], PSC71430.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC76086.1 serine threonine [Micractinium conductrix], PSC68887.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC71951.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC76423.1 Tcr1 transposon ORF2 [Micractinium conductrix], PSC68475.1 Tcr1 transposon ORF2 [Micractinium conductrix]	KAF8073178.1 ndufaf3 [Scenedesmus sp. PABB004]
OG0000087	PSC69542.1 peroxisomal membrane MPV17 PMP22 isoform 2 [Micractinium conductrix]	KAF8063701.1 SYM1 [Scenedesmus sp. PABB004]
OG0000087	PSC74706.1 major facilitator superfamily isoform A [Micractinium conductrix]	KAF8058038.1 uhpC [Scenedesmus sp. PABB004], KAF8068291.1 uhpC [Scenedesmus sp. PABB004]
OG0000088	PSC76511.1 Pyruvate kinase [Micractinium conductrix], PSC73194.1 Pyruvate kinase [Micractinium conductrix]	KAF8072753.1 pyruvate kinase 1 [Scenedesmus sp. PABB004]
OG0000088	PSC76198.1 pyruvate kinase [Micractinium conductrix]	KAF8058409.1 pyruvate kinase 2 [Scenedesmus sp. PABB004], KAF8062698.1 pyruvate kinase 1 [Scenedesmus sp. PABB004]
OG0000090	PSC73471.1 serine acetyltransferase 2 [Micractinium conductrix]	KAF8062922.1 SAT2 [Scenedesmus sp. PABB004]
OG0000090	PSC73382.1 S-adenosyl-L-methionine-dependent methyltransferase [Micractinium conductrix]	KAF8060021.1 WD repeat-containing protein [Scenedesmus sp. PABB004]
OG0000091	PSC68154.1 serine threonine-phosphatase 2A catalytic subunit beta isoform [Micractinium conductrix]	KAF8069632.1 PP2A4 [Scenedesmus sp. PABB004]
OG0000091	PSC68812.1 phytochrome-associated serine threonine-phosphatase 3-like [Micractinium conductrix], PSC74604.1 serine threonine phosphatase 2A [Micractinium conductrix]	KAF8068346.1 hypothetical protein HT031_002035 [Scenedesmus sp. PABB004]
OG0000092	PSC73164.1 Uric acid-xanthine permease [Micractinium conductrix]	KAF8067194.1 uapA [Scenedesmus sp. PABB004]
OG0000093	PSC69102.1 ubiquitin carboxyl-terminal hydrolase-related [Micractinium conductrix], PSC69177.1 Inactive ubiquitin carboxyl-terminal hydrolase 54 [Micractinium conductrix], PSC69089.1 ubiquitin carboxyl-terminal hydrolase-related [Micractinium conductrix], PSC69183.1 Inactive ubiquitin carboxyl-terminal hydrolase 54 [Micractinium conductrix], PSC69181.1 ubiquitin carboxyl-terminal hydrolase [Micractinium conductrix], PSC69129.1 hypothetical protein C2E20_7288 [Micractinium conductrix]	KAF8069443.1 hypothetical protein HT031_001558 [Scenedesmus sp. PABB004]
OG0000095	PSC69857.1 carotene isomerase [Micractinium conductrix]	KAF8062760.1 CRTISO2 [Scenedesmus sp. PABB004]
OG0000096	PSC68384.1 ATP-binding cassette sub-family B member mitochondrial [Micractinium conductrix]	KAF8054728.1 Abcb6 [Scenedesmus sp. PABB004], KAF8055403.1 Abcb6 [Scenedesmus sp. PABB004]
OG0000096	PSC71845.1 serine threonine kinase [Micractinium conductrix]	KAF8057280.1 Abcb6 [Scenedesmus sp. PABB004]
OG0000097	PSC76362.1 DUF3456 domain [Micractinium conductrix], PSC76262.1 DUF3456 domain [Micractinium conductrix]	KAF8062668.1 hypothetical protein HT031_003997 [Scenedesmus sp. PABB004]
OG0000098	PSC70533.1 malate mitochondrial isoform B [Micractinium conductrix], PSC70532.1 malate mitochondrial isoform A [Micractinium conductrix]	KAF8069427.1 malate dehydrogenase [Scenedesmus sp. PABB004]
OG0000098	PSC72606.1 Malate glyoxysomal [Micractinium conductrix]	KAF8061336.1 malate dehydrogenase [Scenedesmus sp. PABB004]
OG0000099	PSC71286.1 Endoglucanase A [Micractinium conductrix], PSC71377.1 Endoglucanase A [Micractinium conductrix], PSC72455.1 Endoglucanase A [Micractinium conductrix], PSC67746.1 endo-beta-1_4-glucanase 1 [Micractinium conductrix]	KAF8062061.1 celZ [Scenedesmus sp. PABB004], KAF8066338.1 celD [Scenedesmus sp. PABB004]
OG0000099	PSC71291.1 helicase-like transcription factor [Micractinium conductrix]	KAF8065756.1 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A [Scenedesmus sp. PABB004]
OG0000100	PSC74001.1 chaperonin 60A [Micractinium conductrix]	KAF8055929.1 RuBisCO large subunit-binding protein subunit alpha [Scenedesmus sp. PABB004]
OG0000100	PSC70609.1 chaperonin 60B2 [Micractinium conductrix]	KAF8065914.1 RuBisCO large subunit-binding protein subunit beta [Scenedesmus sp. PABB004]
OG0000101	PSC73384.1 ATP-dependent Clp protease ATP-binding subunit clpA-like protein chloroplastic-like [Micractinium conductrix]	KAF8059192.1 CD4A [Scenedesmus sp. PABB004]
OG0000101	PSC76879.1 Alpha-galactosidase [Micractinium conductrix]	KAF8070970.1 clpB [Scenedesmus sp. PABB004]
OG0000101	PSC72295.1 ATP-dependent Clp protease ATP-binding subunit [Micractinium conductrix]	KAF8057718.1 hypothetical protein HT031_005902 [Scenedesmus sp. PABB004]
OG0000102	PSC70556.1 ferredoxin-dependent glutamate synthase [Micractinium conductrix]	KAF8065477.1 hypothetical protein HT031_003078 [Scenedesmus sp. PABB004]
OG0000102	PSC68918.1 glutamate synthase 1 [NADH] chloroplastic isoform X1 [Micractinium conductrix]	KAF8066383.1 Glutamate synthase [NADH] [Scenedesmus sp. PABB004]
OG0000104	PSC68898.1 Calvin cycle CP12_ partial [Micractinium conductrix], PSC74899.1 Far upstream element-binding 2 [Micractinium conductrix], PSC67054.1 Calvin cycle CP12 [Micractinium conductrix]	KAF8072513.1 NUP50A [Scenedesmus sp. PABB004]
OG0000105	PSC73956.1 flagellar outer dynein arm heavy chain gamma [Micractinium conductrix]	KAF8057267.1 ODA2 [Scenedesmus sp. PABB004]
OG0000105	PSC71616.1 flagellar inner arm dynein 1 heavy chain alpha [Micractinium conductrix]	KAF8069431.1 DHC1 [Scenedesmus sp. PABB004]
OG0000106	PSC67689.1 galactose mutarotase [Micractinium conductrix]	KAF8067300.1 hypothetical protein HT031_002348 [Scenedesmus sp. PABB004]
OG0000106	PSC75034.1 Squalene synthase [Micractinium conductrix]	KAF8067278.1 hypothetical protein HT031_002325 [Scenedesmus sp. PABB004]
OG0000107	PSC73010.1 hypothetical protein C2E20_3709 [Micractinium conductrix], PSC73138.1 hypothetical protein C2E20_3704 [Micractinium conductrix], PSC76488.1 MATH domain and coiled-coil domain-containing protein [Micractinium conductrix], PSC67227.1 carboxymuconolactone decarboxylase [Micractinium conductrix], PSC67216.1 ubiquitin carboxyl-terminal hydrolase 12-like [Micractinium conductrix]	KAF8067328.1 RAB3GAP2 [Scenedesmus sp. PABB004]
OG0000111	PSC74536.1 Cell surface [Micractinium conductrix], PSC67450.1 Cell surface [Micractinium conductrix], PSC71031.1 Cell surface [Micractinium conductrix]	KAF8072944.1 ATXR2 [Scenedesmus sp. PABB004]
OG0000112	PSC72570.1 Prolyl 4-hydroxylase subunit alpha-1 isoform B [Micractinium conductrix], PSC72571.1 Prolyl 4-hydroxylase subunit alpha-1 isoform A [Micractinium conductrix], PSC72823.1 Prolyl 4-hydroxylase subunit alpha-1 [Micractinium conductrix]	KAF8065659.1 P4H2 [Scenedesmus sp. PABB004]
OG0000113	PSC74067.1 amino acid permease 4-like [Micractinium conductrix], PSC76661.1 amino acid permease 4-like [Micractinium conductrix], PSC75625.1 transmembrane amino acid transporter [Micractinium conductrix]	KAF8062021.1 AAP2 [Scenedesmus sp. PABB004], KAF8062023.1 AAP2 [Scenedesmus sp. PABB004]
OG0000114	PSC71405.1 zinc phosphodiesterase ELAC 2-like [Micractinium conductrix]	KAF8070965.1 TRZ4 [Scenedesmus sp. PABB004]
OG0000115	PSC69941.1 histone deacetylase [Micractinium conductrix]	KAF8061951.1 HDAC1 [Scenedesmus sp. PABB004]
OG0000115	PSC76205.1 histone deacetylase 9 isoform X1 [Micractinium conductrix]	KAF8061327.1 HDA9 [Scenedesmus sp. PABB004]
OG0000117	PSC67752.1 glucan endo-1_3-beta-D-glucosidase [Micractinium conductrix], PSC76960.1 _1-3_-beta-glucanase [Micractinium conductrix], PSC74883.1 _1-3_-beta-glucanase [Micractinium conductrix]	KAF8057138.1 glcA [Scenedesmus sp. PABB004], KAF8062630.1 hypothetical protein HT031_003959 [Scenedesmus sp. PABB004], KAF8071283.1 bglA [Scenedesmus sp. PABB004]
OG0000118	PSC75032.1 MORN repeat-containing 1 [Micractinium conductrix]	KAF8057944.1 pma1 [Scenedesmus sp. PABB004]
OG0000119	PSC68964.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Micractinium conductrix]	KAF8072977.1 DEAH3 [Scenedesmus sp. PABB004]
OG0000119	PSC75817.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Micractinium conductrix]	KAF8072436.1 DEAH5 [Scenedesmus sp. PABB004]
OG0000119	PSC75579.1 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 [Micractinium conductrix]	KAF8063657.1 ESP3 [Scenedesmus sp. PABB004]
OG0000120	PSC72357.1 translocase subunit chloroplastic [Micractinium conductrix]	KAF8068296.1 hypothetical protein HT031_001983 [Scenedesmus sp. PABB004], KAF8059116.1 TMEM230 [Scenedesmus sp. PABB004], KAF8065601.1 Ermp1 [Scenedesmus sp. PABB004], KAF8065827.1 SIP1-1 [Scenedesmus sp. PABB004], KAF8055589.1 hypothetical protein HT031_006708 [Scenedesmus sp. PABB004], KAF8068341.1 hypothetical protein HT031_002030 [Scenedesmus sp. PABB004], KAF8072736.1 ATG1B [Scenedesmus sp. PABB004], KAF8059140.1 hypothetical protein HT031_005312 [Scenedesmus sp. PABB004], KAF8061370.1 mannose-1-phosphate guanylyltransferase 2 [Scenedesmus sp. PABB004], KAF8069482.1 secA [Scenedesmus sp. PABB004], KAF8072721.1 hypothetical protein HT031_000381 [Scenedesmus sp. PABB004]
OG0000121	PSC75292.1 Pheophorbide a oxygenase [Micractinium conductrix]	KAF8055112.1 PTC52 [Scenedesmus sp. PABB004]
OG0000124	PSC70447.1 dnaJ-like protein subfamily B member 1-like [Micractinium conductrix]	KAF8063716.1 DNAJB4 [Scenedesmus sp. PABB004]
OG0000126	PSC71573.1 pollen-specific SF21-like [Micractinium conductrix]	KAF8062936.1 RASA4 [Scenedesmus sp. PABB004]
OG0000126	PSC74099.1 sulfolipid synthase [Micractinium conductrix]	KAF8059985.1 SQD2 [Scenedesmus sp. PABB004]
OG0000127	PSC68464.1 GPI inositol-deacylase PGAP1-like isoform A [Micractinium conductrix], PSC68465.1 GPI inositol-deacylase PGAP1-like isoform B [Micractinium conductrix], PSC68432.1 GPI inositol-deacylase PGAP1-like [Micractinium conductrix]	KAF8073250.1 METTL7A [Scenedesmus sp. PABB004]
OG0000128	PSC69883.1 obg-like ATPase 1 [Micractinium conductrix]	KAF8069375.1 YchF1 [Scenedesmus sp. PABB004]
OG0000129	PSC74384.1 P-loop containing nucleoside triphosphate hydrolase isoform A [Micractinium conductrix], PSC74385.1 P-loop containing nucleoside triphosphate hydrolase isoform B [Micractinium conductrix]	KAF8064567.1 abcG2 [Scenedesmus sp. PABB004]
OG0000130	PSC68632.1 Protease Do-like 9 [Micractinium conductrix]	KAF8067318.1 DEGP9 [Scenedesmus sp. PABB004]
OG0000130	PSC72431.1 Protease Do-like 9 isoform A [Micractinium conductrix], PSC72432.1 Protease Do-like 9 isoform B [Micractinium conductrix], PSC74876.1 Protease Do-like 9 [Micractinium conductrix]	KAF8056110.1 DEGP9 [Scenedesmus sp. PABB004]
OG0000131	PSC70780.1 zygote specific ZYS1 isoform A [Micractinium conductrix], PSC70781.1 zygote specific ZYS1 isoform B [Micractinium conductrix]	KAF8061141.1 hypothetical protein HT031_004602 [Scenedesmus sp. PABB004]
OG0000132	PSC77023.1 Stigma-specific Stig1 [Micractinium conductrix]	KAF8065458.1 hypothetical protein HT031_003059 [Scenedesmus sp. PABB004]
OG0000132	PSC74037.1 hypothetical protein C2E20_2624 [Micractinium conductrix], PSC70804.1 Zinc finger CCCH domain-containing [Micractinium conductrix]	KAF8062014.1 hypothetical protein HT031_004274 [Scenedesmus sp. PABB004]
OG0000133	PSC67309.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]	KAF8066232.1 ABC1K7 [Scenedesmus sp. PABB004]
OG0000133	PSC76669.1 ABC-1-like kinase [Micractinium conductrix]	KAF8056123.1 GTE1 [Scenedesmus sp. PABB004]
OG0000135	PSC67310.1 spastin [Micractinium conductrix]	KAF8058342.1 spast [Scenedesmus sp. PABB004]
OG0000135	PSC76075.1 fidgetin 1 [Micractinium conductrix]	KAF8061349.1 RPS9B [Scenedesmus sp. PABB004]
OG0000136	PSC69729.1 amino-acid permease BAT1-like protein isoform X2 [Micractinium conductrix], PSC69717.1 amino-acid permease [Micractinium conductrix]	KAF8071033.1 BAT1 [Scenedesmus sp. PABB004], KAF8069535.1 BAT1 [Scenedesmus sp. PABB004]
OG0000136	PSC72663.1 amino-acid permease BAT1-like protein isoform X1 [Micractinium conductrix]	KAF8058897.1 NAD kinase 3 [Scenedesmus sp. PABB004]
OG0000141	PSC73189.1 barwin-like endoglucanase [Micractinium conductrix], PSC67662.1 barwin-like endoglucanase [Micractinium conductrix]	KAF8072373.1 EXPA5 [Scenedesmus sp. PABB004]
OG0000144	PSC74663.1 Ethylene-responsive transcription factor RAP2-3 [Micractinium conductrix]	KAF8065472.1 EREBP1 [Scenedesmus sp. PABB004], KAF8061402.1 ERF118 [Scenedesmus sp. PABB004], KAF8058065.1 ERF098 [Scenedesmus sp. PABB004]
OG0000144	PSC74389.1 ethylene-responsive transcription factor RAP2-12-like isoform X2 [Micractinium conductrix]	KAF8068275.1 ERF071 [Scenedesmus sp. PABB004]
OG0000144	PSC73860.1 ethylene-responsive transcription factor ESR2-like [Micractinium conductrix]	KAF8068380.1 ERN3 [Scenedesmus sp. PABB004]
OG0000145	PSC70002.1 hypothetical protein C2E20_6489 [Micractinium conductrix], PSC69373.1 hypothetical protein C2E20_7087 [Micractinium conductrix]	KAF8069642.1 amyM [Scenedesmus sp. PABB004]
OG0000146	PSC75938.1 acetyl-synthetase [Micractinium conductrix]	KAF8060014.1 LACS4 [Scenedesmus sp. PABB004]
OG0000146	PSC74925.1 long chain acyl-synthetase 4-like [Micractinium conductrix], PSC70142.1 Long chain acyl-synthetase 4 [Micractinium conductrix]	KAF8060497.1 LACS4 [Scenedesmus sp. PABB004]
OG0000147	PSC75647.1 Triacylglycerol lipase SDP1 [Micractinium conductrix], PSC72827.1 Triacylglycerol lipase SDP1 [Micractinium conductrix], PSC75942.1 Triacylglycerol lipase SDP1 isoform C [Micractinium conductrix], PSC75940.1 Triacylglycerol lipase SDP1 isoform B [Micractinium conductrix], PSC75941.1 Triacylglycerol lipase SDP1 isoform A [Micractinium conductrix]	KAF8073194.1 SDP1 [Scenedesmus sp. PABB004]
OG0000148	PSC73408.1 cytochrome P450 isoform B [Micractinium conductrix], PSC73407.1 cytochrome P450 isoform A [Micractinium conductrix]	KAF8062011.1 CYP97B2 [Scenedesmus sp. PABB004]
OG0000149	PSC68285.1 Histone deacetylase 14 [Micractinium conductrix]	KAF8062896.1 hypothetical protein HT031_003734 [Scenedesmus sp. PABB004]
OG0000149	PSC69032.1 histone deacetylase 14 isoform X1 [Micractinium conductrix]	KAF8068351.1 HDA14 [Scenedesmus sp. PABB004]
OG0000150	PSC70086.1 alpha amylase domain [Micractinium conductrix], PSC74900.1 glycoside hydrolase [Micractinium conductrix]	KAF8066365.1 AMY2 [Scenedesmus sp. PABB004]
OG0000151	PSC76405.1 acetyl-synthetase [Micractinium conductrix]	KAF8061938.1 hypothetical protein HT031_004198 [Scenedesmus sp. PABB004]
OG0000151	PSC76014.1 acetyl-coenzyme A chloroplastic glyoxysomal-like [Micractinium conductrix]	KAF8061348.1 hypothetical protein HT031_004439 [Scenedesmus sp. PABB004]
OG0000152	PSC73017.1 serine threonine-kinase EDR1-like isoform X1 [Micractinium conductrix]	KAF8067119.1 SIS8 [Scenedesmus sp. PABB004]
OG0000153	PSC76252.1 sulfate transporter [Micractinium conductrix], PSC68854.1 Sulfate Permease Family [Micractinium conductrix], PSC75492.1 Sulfate Permease Family [Micractinium conductrix]	KAF8062987.1 hypothetical protein HT031_003826 [Scenedesmus sp. PABB004]
OG0000154	PSC72373.1 hydroxylamine reductase [Micractinium conductrix], PSC73565.1 Hydroxylamine reductase isoform A [Micractinium conductrix], PSC73564.1 Hydroxylamine reductase isoform B [Micractinium conductrix], PSC73563.1 Hydroxylamine reductase isoform C [Micractinium conductrix], PSC68490.1 hydroxylamine reductase [Micractinium conductrix]	KAF8063050.1 hcp [Scenedesmus sp. PABB004], KAF8063692.1 hcp [Scenedesmus sp. PABB004]
OG0000155	PSC68831.1 DUF21 domain-containing protein [Micractinium conductrix]	KAF8064507.1 CBSDUF1 [Scenedesmus sp. PABB004]
OG0000155	PSC76264.1 DUF21 domain plant [Micractinium conductrix]	KAF8055113.1 CBSDUF3 [Scenedesmus sp. PABB004], KAF8055602.1 CBSDUF1 [Scenedesmus sp. PABB004]
OG0000158	PSC69356.1 NADH dehydrogenase [Micractinium conductrix], PSC69403.1 NADH dehydrogenase [Micractinium conductrix]	KAF8066288.1 NDB1 [Scenedesmus sp. PABB004]
OG0000159	PSC69020.1 peptidyl serine alpha-galactosyltransferase [Micractinium conductrix], PSC68709.1 peptidyl serine alpha-galactosyltransferase [Micractinium conductrix], PSC76158.1 peptidyl serine alpha-galactosyltransferase [Micractinium conductrix]	KAF8067353.1 SGT1 [Scenedesmus sp. PABB004], KAF8073063.1 SGT1 [Scenedesmus sp. PABB004]
OG0000160	PSC68219.1 DNA-dependent metalloprotease WSS1 [Micractinium conductrix], PSC73013.1 glycosyltransferase family 77 [Micractinium conductrix], PSC75957.1 Nucleotide-diphospho-sugar transferase [Micractinium conductrix], PSC70011.1 Zn-finger CCCH type [Micractinium conductrix], PSC76658.1 glycosyltransferase family 77 [Micractinium conductrix], PSC68599.1 glycosyltransferase family 77 [Micractinium conductrix]	KAF8058877.1 hypothetical protein HT031_005445 [Scenedesmus sp. PABB004]
OG0000161	PSC74829.1 CHR family transporter_ chromate ion [Micractinium conductrix]	KAF8072953.1 hypothetical protein HT031_000613 [Scenedesmus sp. PABB004]
OG0000162	PSC76403.1 Zinc finger CCCH domain-containing 64 [Micractinium conductrix], PSC76459.1 band 7 [Micractinium conductrix], PSC67722.1 band 7 [Micractinium conductrix], PSC76210.1 band 7 [Micractinium conductrix]	KAF8057661.1 hypothetical protein HT031_006010 [Scenedesmus sp. PABB004]
OG0000163	PSC74229.1 ADP-ribosylation factor 2 [Micractinium conductrix]	KAF8069368.1 ARF1 [Scenedesmus sp. PABB004]
OG0000164	PSC69898.1 sulfate transporter [Micractinium conductrix], PSC69015.1 sulfate transporter [Micractinium conductrix]	KAF8066266.1 SULTR2 [Scenedesmus sp. PABB004], KAF8055590.1 SULTR2 [Scenedesmus sp. PABB004]
OG0000165	PSC69501.1 P-loop containing nucleoside triphosphate hydrolases superfamily [Micractinium conductrix]	KAF8071130.1 CHY1 [Scenedesmus sp. PABB004]
OG0000165	PSC69023.1 3-hydroxyisobutyryl-mitochondrial [Micractinium conductrix]	KAF8058896.1 E3 ubiquitin-protein ligase listerin [Scenedesmus sp. PABB004]
OG0000166	PSC67430.1 chitin binding domain-containing [Micractinium conductrix], PSC68094.1 chitin binding domain-containing [Micractinium conductrix], PSC68770.1 chitin binding domain-containing [Micractinium conductrix], PSC74252.1 chitin binding domain-containing [Micractinium conductrix], PSC73577.1 chitin binding domain-containing [Micractinium conductrix]	KAF8067199.1 hypothetical protein HT031_002246 [Scenedesmus sp. PABB004], KAF8060473.1 hypothetical protein HT031_004649 [Scenedesmus sp. PABB004]
