Orthogroup	Micractinium_SAG24180	Chlorella_KRBP
OG0003713	PSC74830.1 multifunctional methyltransferase subunit TRM112 At1g22270 [Micractinium conductrix]	QAXK01002432.1_4248-4930
OG0003731	PSC68266.1 p21-carboxy-terminal region-binding [Micractinium conductrix]	QAXK01017356.1_2411-500
OG0003744	PSC75636.1 hypothetical protein C2E20_1411 [Micractinium conductrix]	QAXK01009613.1_9396-10310
OG0003746	PSC76540.1 psbB mRNA maturation factor chloroplastic-like [Micractinium conductrix]	QAXK01004123.1_13625-15399
OG0003773	PSC72194.1 signal recognition particle 19 kDa -like [Micractinium conductrix]	QAXK01014932.1_4139-2485
OG0003784	PSC74367.1 50S ribosomal L24 [Micractinium conductrix]	QAXK01007229.1_11545-10178
OG0003794	PSC67944.1 phosphoserine aminotransferase [Micractinium conductrix]	QAXK01000557.1_206-3811
OG0003801	PSC67036.1 Coenzyme Q-binding COQ10 mitochondrial [Micractinium conductrix], PSC69318.1 coenzyme Q-binding COQ10 mitochondrial [Micractinium conductrix]	QAXK01000515.1_19189-19853
OG0003824	PSC75018.1 U3 small nucleolar RNA-interacting 2 [Micractinium conductrix]	QAXK01001158.1_26014-28604
OG0003826	PSC70258.1 ribonuclease HII [Micractinium conductrix]	QAXK01015643.1_1434-3404
OG0003838	PSC70203.1 Cwf15 Cwc15 cell cycle control [Micractinium conductrix]	QAXK01001081.1_3765-5510
OG0003841	PSC70145.1 Chaperone binding_ATPase activator [Micractinium conductrix]	QAXK01006012.1_2971-2223
OG0003847	PSC71949.1 YIPF6-like protein [Micractinium conductrix]	QAXK01000325.1_43378-42220
OG0003849	PSC71543.1 s-isoprenylcysteine o-methyltransferase [Micractinium conductrix]	QAXK01010227.1_9762-8151
OG0003850	PSC67611.1 NADH dehydrogenase [ubiquinone] complex assembly factor 7-like protein [Micractinium conductrix]	QAXK01003563.1_5026-2636
OG0003861	PSC74348.1 C-5 sterol desaturase [Micractinium conductrix]	QAXK01001160.1_34552-35942
OG0003947	PSC68774.1 WW domain-binding 11 [Micractinium conductrix]	QAXK01000042.1_9232-7900
OG0003958	PSC74922.1 putative rRNA-processing EBP2-like protein [Micractinium conductrix]	QAXK01001698.1_16624-15571
OG0003973	PSC70888.1 trafficking particle complex subunit 4-like [Micractinium conductrix]	QAXK01005150.1_10239-11440
OG0003976	PSC69769.1 FLUORESCENT IN BLUE chloroplastic [Micractinium conductrix]	QAXK01008391.1_3155-4981
OG0003980	PSC71442.1 thioredoxin chloroplastic [Micractinium conductrix]	QAXK01001710.1_16426-15281
OG0003985	PSC67461.1 hypothetical protein C2E20_8854 [Micractinium conductrix]	QAXK01006679.1_5844-7981
OG0003999	PSC75989.1 translational inhibitor [Micractinium conductrix]	QAXK01017848.1_6990-5867
OG0004036	PSC70515.1 nudix hydrolase chloroplastic-like isoform X1 [Micractinium conductrix]	QAXK01001182.1_6681-8037
OG0004052	PSC68889.1 Cytochrome b-c1 complex subunit 7 [Micractinium conductrix]	QAXK01018827.1_2147-2783
OG0004119	PSC74054.1 PELOTA 1 isoform X1 [Micractinium conductrix]	QAXK01011975.1_26427-25164
OG0004127	PSC75077.1 U3 small nucleolar ribonucleo IMP3 [Micractinium conductrix]	QAXK01002477.1_12495-11499
OG0004161	PSC72956.1 DUF1365-domain-containing protein [Micractinium conductrix]	QAXK01003741.1_3586-2152
OG0004173	PSC71444.1 outer envelope 61-like [Micractinium conductrix]	QAXK01003131.1_14822-17632
OG0004184	PSC70957.1 Carboxypeptidase Taq [Micractinium conductrix]	QAXK01001360.1_2587-7675
OG0004188	PSC75509.1 26S proteasome non-ATPase regulatory subunit 8-like protein A [Micractinium conductrix]	QAXK01000965.1_13792-15638
OG0004195	PSC69017.1 proline synthase co-transcribed bacterial-like protein -like [Micractinium conductrix]	QAXK01002159.1_9033-7570
OG0004221	PSC69832.1 proteasome maturation factor UMP1 family [Micractinium conductrix]	QAXK01006710.1_2565-2167
OG0004222	PSC72767.1 replication A 14 kDa subunit B [Micractinium conductrix]	QAXK01017090.1_773-1260
OG0004223	PSC67748.1 ataxin-10 [Micractinium conductrix]	QAXK01019447.1_2073-2396
OG0004224	PSC71189.1 riboflavin biosynthesis chloroplastic-like [Micractinium conductrix]	QAXK01003931.1_8204-3520
OG0004225	PSC75133.1 farnesyl diphosphate synthase [Micractinium conductrix]	QAXK01001471.1_7507-5855
OG0004226	PSC68991.1 rhodanese-like domain-containing chloroplastic [Micractinium conductrix]	QAXK01014810.1_5618-8818
OG0004227	PSC67581.1 DNA mismatch repair PMS1 isoform X3 [Micractinium conductrix]	QAXK01000804.1_324-1387
OG0004229	PSC72869.1 tRNA modification GTPase isoform X1 [Micractinium conductrix]	QAXK01014803.1_67-2405
OG0004230	PSC76877.1 protease Do-like chloroplastic isoform X1 [Micractinium conductrix]	QAXK01004000.1_7642-5232
OG0004231	PSC72675.1 oxidoreductase TDA3 [Micractinium conductrix]	QAXK01004677.1_1252-4060
OG0004232	PSC70667.1 mitochondrial substrate carrier [Micractinium conductrix]	QAXK01001218.1_22461-19740
OG0004233	PSC67110.1 3 -5 -exoribonuclease RNA binding [Micractinium conductrix]	QAXK01001871.1_3231-1985
OG0004234	PSC73308.1 ribosome maturation SBDS [Micractinium conductrix]	QAXK01003347.1_1758-3582
OG0004235	PSC74770.1 transcription initiation factor TFIID subunit 6-like isoform X1 [Micractinium conductrix]	QAXK01003902.1_8341-5830
OG0004236	PSC76284.1 3-oxoacyl-[acyl-carrier] mitochondrial [Micractinium conductrix]	QAXK01008198.1_2951-5520
OG0004237	PSC75892.1 Arginine N-methyltransferase 2 [Micractinium conductrix]	QAXK01011268.1_2959-4791
OG0004238	PSC70165.1 tilB-like protein [Micractinium conductrix]	QAXK01018044.1_1256-217
OG0004239	PSC68273.1 diphthamide biosynthesis 2 [Micractinium conductrix]	QAXK01009544.1_7380-9706
OG0004240	PSC73240.1 Anaphase-promoting complex subunit 10 [Micractinium conductrix]	QAXK01003572.1_4178-5128
OG0004241	PSC69962.1 plastid ribosomal S6 [Micractinium conductrix]	QAXK01011839.1_9-1697
OG0004242	PSC70506.1 U3 small nucleolar RNA-associated 11 [Micractinium conductrix]	QAXK01001749.1_8132-6905
OG0004243	PSC69757.1 Small RNA degrading nuclease [Micractinium conductrix]	QAXK01010227.1_10470-11308
OG0004244	PSC70750.1 PHD finger-like domain-containing 5B [Micractinium conductrix]	QAXK01015529.1_1845-2785
OG0004245	PSC74964.1 phosphoribosylanthranilate isomerase [Micractinium conductrix]	QAXK01011116.1_4220-2967
OG0004246	PSC76984.1 cation transport regulator 2 [Micractinium conductrix]	QAXK01001784.1_27630-25510
OG0004247	PSC70612.1 signal peptidase complex subunit 3B [Micractinium conductrix]	QAXK01003581.1_1217-562
OG0004248	PSC70776.1 peptidoglycan binding [Micractinium conductrix]	QAXK01004599.1_5331-3218
OG0004249	PSC68130.1 STAY-GREEN chloroplastic-like [Micractinium conductrix]	QAXK01000848.1_19191-20023
OG0004476	PSC74419.1 mRNA-decapping enzyme isoform A [Micractinium conductrix], PSC74420.1 mRNA-decapping enzyme isoform B [Micractinium conductrix]	QAXK01005761.1_5110-4061
OG0004571	PSC74432.1 transcription initiation factor TFIID subunit TAF9 [Micractinium conductrix]	QAXK01000171.1_2716-3341
OG0004622	PSC75662.1 H ACA ribonucleo complex subunit 3 [Micractinium conductrix]	QAXK01002638.1_6633-6327
OG0004656	PSC69977.1 Origin recognition complex subunit 2 [Micractinium conductrix]	QAXK01006388.1_12359-10899
OG0004681	PSC75512.1 26S proteasome non-ATPase regulatory subunit 9 [Micractinium conductrix]	QAXK01001495.1_31486-30283
OG0004710	PSC72475.1 Histone-lysine N-methyltransferase setd3 [Micractinium conductrix]	QAXK01006037.1_46307-44794
OG0004743	PSC72039.1 tRNA pseudouridine synthase Pus10 [Micractinium conductrix]	QAXK01002841.1_2718-1158
OG0004901	PSC68031.1 multi -bridging factor 1b [Micractinium conductrix]	QAXK01003939.1_11405-12434
OG0004922	PSC70931.1 eukaryotic translation initiation factor eIF2A family [Micractinium conductrix]	QAXK01009836.1_3189-307
OG0004939	PSC70689.1 Adenylyltransferase and sulfurtransferase MOCS3 [Micractinium conductrix]	QAXK01014925.1_5002-6648
OG0004941	PSC68999.1 GPN-loop GTPase 1-like isoform X1 [Micractinium conductrix]	QAXK01007127.1_5270-7296
OG0004942	PSC75225.1 phosphomannomutase A1 [Micractinium conductrix]	QAXK01005538.1_10163-11912
OG0004943	PSC75061.1 peptidyl-prolyl cis-trans cyclophilin-type [Micractinium conductrix]	QAXK01000526.1_11161-10180
OG0004944	PSC74788.1 exosome component [Micractinium conductrix]	QAXK01000032.1_16347-17734
OG0004945	PSC75728.1 peptidyl-prolyl cis-trans isomerase chloroplastic [Micractinium conductrix]	QAXK01002261.1_13670-14278
OG0004946	PSC67836.1 Ribonuclease Z [Micractinium conductrix]	QAXK01011417.1_18759-16577
OG0005404	PSC69302.1 regulatory particle non-ATPase [Micractinium conductrix]	QAXK01000570.1_1207-4057
OG0005615	PSC70340.1 TPR repeat [Micractinium conductrix]	QAXK01002408.1_3172-1756
