Orthogroup	Species	Chlorella_A99	Orthologs
OG0000005	Chlorella_Vulgaris2111P	PCFQ01000015.1 g2977 [Chlorella sp. A99]	KAI3424375.1 hypothetical protein D9Q98_009928 [Chlorella vulgaris], KAI3424432.1 hypothetical protein D9Q98_009984 [Chlorella vulgaris], KAI3424402.1 hypothetical protein D9Q98_009955 [Chlorella vulgaris], KAI3428571.1 hypothetical protein D9Q98_007393 [Chlorella vulgaris], KAI3424353.1 hypothetical protein D9Q98_009906 [Chlorella vulgaris], KAI3424410.1 hypothetical protein D9Q98_009962 [Chlorella vulgaris], KAI3424383.1 hypothetical protein D9Q98_009936 [Chlorella vulgaris], KAI3428592.1 hypothetical protein D9Q98_007415 [Chlorella vulgaris]
OG0000005	Chlorella_Sorokiniana1602	PCFQ01000015.1 g2977 [Chlorella sp. A99]	PRW32926.1 Histone H2A [Chlorella sorokiniana], PRW56969.1 Histone H2A [Chlorella sorokiniana], PRW57065.1 Histone H2A [Chlorella sorokiniana], PRW57122.1 Histone H2A [Chlorella sorokiniana], PRW32953.1 Histone H2A [Chlorella sorokiniana], PRW20373.1 Histone H2A [Chlorella sorokiniana], PRW33066.1 Histone H2A [Chlorella sorokiniana], PRW57339.1 Histone H2A [Chlorella sorokiniana], PRW57021.1 Histone H2A [Chlorella sorokiniana], PRW56948.1 Histone H2A [Chlorella sorokiniana], PRW20423.1 Histone H2A [Chlorella sorokiniana], PRW32875.1 Histone H2A [Chlorella sorokiniana]
OG0000005	Micractinium_SAG24180	PCFQ01000015.1 g2977 [Chlorella sp. A99]	PSC71167.1 Histone H2A [Micractinium conductrix], PSC72168.1 Histone H2A [Micractinium conductrix], PSC72080.1 Histone H2A [Micractinium conductrix], PSC72210.1 Histone H2A [Micractinium conductrix], PSC72098.1 Histone H2A [Micractinium conductrix], PSC72071.1 Histone H2A [Micractinium conductrix], PSC68321.1 Histone H2A [Micractinium conductrix], PSC71227.1 Histone H2A [Micractinium conductrix], PSC68329.1 Histone H2A [Micractinium conductrix], PSC71104.1 Histone H2A [Micractinium conductrix], PSC71088.1 Histone H2A [Micractinium conductrix], PSC72221.1 Histone H2A [Micractinium conductrix]
OG0000005	Chlorella_VariabilisNC64A	PCFQ01000015.1 g2977 [Chlorella sp. A99]	XP_005843647.1 hypothetical protein CHLNCDRAFT_54989 [Chlorella variabilis], XP_005843638.1 hypothetical protein CHLNCDRAFT_54972 [Chlorella variabilis], XP_005847129.1 hypothetical protein CHLNCDRAFT_52799 [Chlorella variabilis], XP_005843094.1 hypothetical protein CHLNCDRAFT_28450 [Chlorella variabilis], XP_005843702.1 hypothetical protein CHLNCDRAFT_27894 [Chlorella variabilis]
OG0000005	Auxenochlorella_protothecoides	PCFQ01000015.1 g2977 [Chlorella sp. A99]	RMZ53759.1 hypothetical protein APUTEX25_003898 [Auxenochlorella protothecoides], RMZ52566.1 hypothetical protein APUTEX25_003709 [Auxenochlorella protothecoides], RMZ52574.1 hypothetical protein APUTEX25_003717_ partial [Auxenochlorella protothecoides], RMZ55637.1 hypothetical protein APUTEX25_000220_ partial [Auxenochlorella protothecoides], RMZ53009.1 hypothetical protein APUTEX25_001128_ partial [Auxenochlorella protothecoides]
OG0000005	Chlorella_Vulgaris2111P	PCFQ01000015.1 g2985 [Chlorella sp. A99], PCFQ01000015.1 g3006 [Chlorella sp. A99], PCFQ01000015.1 g2995 [Chlorella sp. A99], PCFQ01000015.1 g3024 [Chlorella sp. A99], PCFQ01000015.1 g3044 [Chlorella sp. A99], PCFQ01000005.1 g820 [Chlorella sp. A99], PCFQ01000005.1 g826 [Chlorella sp. A99]	KAI3427071.1 hypothetical protein D9Q98_007011 [Chlorella vulgaris]
OG0000005	Chlorella_VariabilisNC64A	PCFQ01000015.1 g2985 [Chlorella sp. A99], PCFQ01000015.1 g3006 [Chlorella sp. A99], PCFQ01000015.1 g2995 [Chlorella sp. A99], PCFQ01000015.1 g3024 [Chlorella sp. A99], PCFQ01000015.1 g3044 [Chlorella sp. A99], PCFQ01000005.1 g820 [Chlorella sp. A99], PCFQ01000005.1 g826 [Chlorella sp. A99]	XP_005848689.1 hypothetical protein CHLNCDRAFT_21904 [Chlorella variabilis]
OG0000005	Chlorella_Sorokiniana1602	PCFQ01000015.1 g2985 [Chlorella sp. A99], PCFQ01000015.1 g3006 [Chlorella sp. A99], PCFQ01000015.1 g2995 [Chlorella sp. A99], PCFQ01000015.1 g3024 [Chlorella sp. A99], PCFQ01000015.1 g3044 [Chlorella sp. A99], PCFQ01000005.1 g820 [Chlorella sp. A99], PCFQ01000005.1 g826 [Chlorella sp. A99]	PRW50900.1 Histone H2A [Chlorella sorokiniana]
OG0000005	Micractinium_SAG24180	PCFQ01000001.1 g977 [Chlorella sp. A99]	PSC69436.1 Histone H2A [Micractinium conductrix]
OG0000005	Scenedesmus_PABB004	PCFQ01000001.1 g977 [Chlorella sp. A99]	KAF8069675.1 Histone H2A-IV [Scenedesmus sp. PABB004], KAF8069689.1 Histone H2A-IV [Scenedesmus sp. PABB004], KAF8069662.1 Histone H2A-IV [Scenedesmus sp. PABB004]
OG0000005	Scenedesmus_NREL	PCFQ01000001.1 g977 [Chlorella sp. A99]	KAF6252076.1 hypothetical protein COO60DRAFT_1251114_ partial [Scenedesmus sp. NREL 46B-D3], KAF6252084.1 hypothetical protein COO60DRAFT_1257178_ partial [Scenedesmus sp. NREL 46B-D3], KAF6263025.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254739.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6240835.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000005	Chlorella_Vulgaris2111P	PCFQ01000001.1 g977 [Chlorella sp. A99]	KAI3429597.1 hypothetical protein D9Q98_005683 [Chlorella vulgaris]
OG0000005	Chlorella_VariabilisNC64A	PCFQ01000001.1 g977 [Chlorella sp. A99]	XP_005852170.1 hypothetical protein CHLNCDRAFT_48410 [Chlorella variabilis]
OG0000005	Coccomyxa_SubellipsoideaC169	PCFQ01000001.1 g977 [Chlorella sp. A99]	EIE19073.1 histone-fold-containing protein_ partial [Coccomyxa subellipsoidea C-169], EIE19114.1 histone-fold-containing protein [Coccomyxa subellipsoidea C-169], EIE23631.1 histone-fold-containing protein [Coccomyxa subellipsoidea C-169], EIE19130.1 histone-fold-containing protein [Coccomyxa subellipsoidea C-169], EIE19099.1 histone-fold-containing protein [Coccomyxa subellipsoidea C-169], EIE21864.1 histone-fold-containing protein [Coccomyxa subellipsoidea C-169], EIE21867.1 histone-fold-containing protein [Coccomyxa subellipsoidea C-169], EIE20587.1 histone-fold-containing protein [Coccomyxa subellipsoidea C-169]
OG0000005	Auxenochlorella_protothecoides	PCFQ01000015.1 g3014 [Chlorella sp. A99]	RMZ54523.1 hypothetical protein APUTEX25_002099 [Auxenochlorella protothecoides]
OG0000005	Scenedesmus_NREL	PCFQ01000015.1 g3014 [Chlorella sp. A99]	KAF6262800.1 histone-fold-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0000006	Scenedesmus_PABB004	PCFQ01000079.1 g1425 [Chlorella sp. A99], PCFQ01000009.1 g1704 [Chlorella sp. A99], PCFQ01000002.1 g693 [Chlorella sp. A99], PCFQ01000015.1 g3051 [Chlorella sp. A99], PCFQ01000020.1 g891 [Chlorella sp. A99], PCFQ01000008.1 g1169 [Chlorella sp. A99], PCFQ01000082.1 g563 [Chlorella sp. A99]	KAF8069681.1 drkC [Scenedesmus sp. PABB004]
OG0000006	Scenedesmus_NREL	PCFQ01000079.1 g1425 [Chlorella sp. A99], PCFQ01000009.1 g1704 [Chlorella sp. A99], PCFQ01000002.1 g693 [Chlorella sp. A99], PCFQ01000015.1 g3051 [Chlorella sp. A99], PCFQ01000020.1 g891 [Chlorella sp. A99], PCFQ01000008.1 g1169 [Chlorella sp. A99], PCFQ01000082.1 g563 [Chlorella sp. A99]	KAF6263287.1 kinase-like domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6253127.1 hypothetical protein COO60DRAFT_1463350 [Scenedesmus sp. NREL 46B-D3]
OG0000006	Auxenochlorella_protothecoides	PCFQ01000079.1 g1425 [Chlorella sp. A99]	RMZ56115.1 hypothetical protein APUTEX25_004539 [Auxenochlorella protothecoides]
OG0000006	Micractinium_SAG24180	PCFQ01000079.1 g1425 [Chlorella sp. A99]	PSC74167.1 Serine threonine-kinase CTR1 [Micractinium conductrix]
OG0000006	Chlorella_VariabilisNC64A	PCFQ01000079.1 g1425 [Chlorella sp. A99]	XP_005845485.1 hypothetical protein CHLNCDRAFT_25821 [Chlorella variabilis], XP_005844803.1 hypothetical protein CHLNCDRAFT_13714_ partial [Chlorella variabilis], XP_005847493.1 hypothetical protein CHLNCDRAFT_12761_ partial [Chlorella variabilis], XP_005846952.1 hypothetical protein CHLNCDRAFT_23857 [Chlorella variabilis]
OG0000006	Chlorella_Vulgaris2111P	PCFQ01000079.1 g1425 [Chlorella sp. A99]	KAI3428490.1 hypothetical protein D9Q98_007315 [Chlorella vulgaris]
OG0000006	Chlorella_Sorokiniana1602	PCFQ01000079.1 g1425 [Chlorella sp. A99]	PRW57849.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
OG0000006	Coccomyxa_SubellipsoideaC169	PCFQ01000009.1 g1704 [Chlorella sp. A99]	EIE18296.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000006	Chlorella_VariabilisNC64A	PCFQ01000009.1 g1704 [Chlorella sp. A99]	XP_005847121.1 hypothetical protein CHLNCDRAFT_24126 [Chlorella variabilis]
OG0000006	Chlorella_Vulgaris2111P	PCFQ01000009.1 g1704 [Chlorella sp. A99]	KAI3438102.1 hypothetical protein D9Q98_000544 [Chlorella vulgaris]
OG0000006	Micractinium_SAG24180	PCFQ01000009.1 g1704 [Chlorella sp. A99]	PSC72144.1 kinase [Micractinium conductrix]
OG0000006	Chlorella_Sorokiniana1602	PCFQ01000009.1 g1704 [Chlorella sp. A99]	PRW57168.1 kinase [Chlorella sorokiniana]
OG0000006	Coccomyxa_SubellipsoideaC169	PCFQ01000002.1 g693 [Chlorella sp. A99], PCFQ01000015.1 g3051 [Chlorella sp. A99], PCFQ01000020.1 g891 [Chlorella sp. A99], PCFQ01000008.1 g1169 [Chlorella sp. A99], PCFQ01000082.1 g563 [Chlorella sp. A99]	EIE20275.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169], EIE20985.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0000006	Chlorella_Sorokiniana1602	PCFQ01000002.1 g693 [Chlorella sp. A99], PCFQ01000015.1 g3051 [Chlorella sp. A99]	PRW60943.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
OG0000006	Chlorella_VariabilisNC64A	PCFQ01000002.1 g693 [Chlorella sp. A99]	XP_005845996.1 expressed protein [Chlorella variabilis], XP_005848610.1 hypothetical protein CHLNCDRAFT_57467 [Chlorella variabilis]
OG0000006	Chlorella_Vulgaris2111P	PCFQ01000002.1 g693 [Chlorella sp. A99]	KAI3437831.1 hypothetical protein D9Q98_000278 [Chlorella vulgaris]
OG0000006	Chlorella_VariabilisNC64A	PCFQ01000015.1 g3051 [Chlorella sp. A99]	XP_005844574.1 hypothetical protein CHLNCDRAFT_26742 [Chlorella variabilis]
OG0000006	Chlorella_Vulgaris2111P	PCFQ01000020.1 g891 [Chlorella sp. A99], PCFQ01000008.1 g1169 [Chlorella sp. A99]	KAI3432762.1 hypothetical protein D9Q98_004302 [Chlorella vulgaris]
OG0000006	Chlorella_Sorokiniana1602	PCFQ01000020.1 g891 [Chlorella sp. A99], PCFQ01000008.1 g1169 [Chlorella sp. A99]	PRW33836.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
OG0000006	Micractinium_SAG24180	PCFQ01000082.1 g563 [Chlorella sp. A99]	PSC69274.1 Serine threonine-kinase CTR1 [Micractinium conductrix], PSC70242.1 Serine threonine-kinase CTR1 [Micractinium conductrix]
OG0000006	Chlorella_VariabilisNC64A	PCFQ01000082.1 g563 [Chlorella sp. A99]	XP_005844632.1 hypothetical protein CHLNCDRAFT_13628_ partial [Chlorella variabilis], XP_005844631.1 hypothetical protein CHLNCDRAFT_36848 [Chlorella variabilis], XP_005847536.1 hypothetical protein CHLNCDRAFT_133720 [Chlorella variabilis], XP_005847535.1 hypothetical protein CHLNCDRAFT_31062 [Chlorella variabilis], XP_005847828.1 hypothetical protein CHLNCDRAFT_134046 [Chlorella variabilis]
OG0000006	Chlorella_Sorokiniana1602	PCFQ01000082.1 g563 [Chlorella sp. A99]	PRW33827.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana], PRW58265.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana], PRW61238.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana], PRW33200.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana], PRW57831.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana], PRW57671.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana], PRW57695.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana], PRW45340.1 TKL DRK kinase [Chlorella sorokiniana], PRW33991.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
OG0000006	Chlorella_Vulgaris2111P	PCFQ01000082.1 g563 [Chlorella sp. A99]	KAI3430255.1 hypothetical protein D9Q98_004851 [Chlorella vulgaris], KAI3425719.1 hypothetical protein D9Q98_007695 [Chlorella vulgaris], KAI3425723.1 hypothetical protein D9Q98_007699 [Chlorella vulgaris], KAI3425720.1 hypothetical protein D9Q98_007696 [Chlorella vulgaris], KAI3425961.1 hypothetical protein D9Q98_007931 [Chlorella vulgaris]
OG0000007	Scenedesmus_NREL	PCFQ01000082.1 g581 [Chlorella sp. A99], PCFQ01000018.1 g423 [Chlorella sp. A99], PCFQ01000015.1 g3043 [Chlorella sp. A99], PCFQ01000015.1 g3021 [Chlorella sp. A99], PCFQ01000015.1 g3000 [Chlorella sp. A99], PCFQ01000015.1 g3005 [Chlorella sp. A99], PCFQ01000015.1 g3025 [Chlorella sp. A99]	KAF6252075.1 histone H2B [Scenedesmus sp. NREL 46B-D3], KAF6248398.1 histone H2B [Scenedesmus sp. NREL 46B-D3], KAF6252085.1 histone H2B [Scenedesmus sp. NREL 46B-D3], KAF6253507.1 histone H2B [Scenedesmus sp. NREL 46B-D3], KAF6253137.1 histone H2B [Scenedesmus sp. NREL 46B-D3], KAF6253540.1 histone H2B [Scenedesmus sp. NREL 46B-D3], KAF6253534.1 histone H2B type 1-C/E/F/G/I-like protein [Scenedesmus sp. NREL 46B-D3], KAF6240836.1 histone H2B [Scenedesmus sp. NREL 46B-D3], KAF6266598.1 putative histone [Scenedesmus sp. NREL 46B-D3]
OG0000007	Chlorella_Vulgaris2111P	PCFQ01000082.1 g581 [Chlorella sp. A99]	KAI3424460.1 hypothetical protein D9Q98_010011 [Chlorella vulgaris]
OG0000007	Auxenochlorella_protothecoides	PCFQ01000082.1 g581 [Chlorella sp. A99]	RMZ52176.1 hypothetical protein APUTEX25_001566 [Auxenochlorella protothecoides]
OG0000007	Chlorella_VariabilisNC64A	PCFQ01000082.1 g581 [Chlorella sp. A99]	XP_005843116.1 hypothetical protein CHLNCDRAFT_37593 [Chlorella variabilis]
OG0000007	Coccomyxa_SubellipsoideaC169	PCFQ01000018.1 g423 [Chlorella sp. A99], PCFQ01000015.1 g3043 [Chlorella sp. A99], PCFQ01000015.1 g3021 [Chlorella sp. A99], PCFQ01000015.1 g3000 [Chlorella sp. A99], PCFQ01000015.1 g3005 [Chlorella sp. A99], PCFQ01000015.1 g3025 [Chlorella sp. A99]	EIE19157.1 histone-fold-containing protein [Coccomyxa subellipsoidea C-169], EIE19113.1 putative histone H2B_ partial [Coccomyxa subellipsoidea C-169], EIE23632.1 putative histone H2B_ partial [Coccomyxa subellipsoidea C-169], EIE21863.1 putative histone H2B_ partial [Coccomyxa subellipsoidea C-169], EIE19131.1 putative histone H2B_ partial [Coccomyxa subellipsoidea C-169], EIE19100.1 putative histone H2B_ partial [Coccomyxa subellipsoidea C-169], EIE21868.1 putative histone H2B_ partial [Coccomyxa subellipsoidea C-169], EIE18782.1 putative histone H2B [Coccomyxa subellipsoidea C-169]
OG0000007	Auxenochlorella_protothecoides	PCFQ01000018.1 g423 [Chlorella sp. A99], PCFQ01000015.1 g3043 [Chlorella sp. A99], PCFQ01000015.1 g3021 [Chlorella sp. A99], PCFQ01000015.1 g3000 [Chlorella sp. A99], PCFQ01000015.1 g3005 [Chlorella sp. A99], PCFQ01000015.1 g3025 [Chlorella sp. A99]	RMZ53786.1 hypothetical protein APUTEX25_003925 [Auxenochlorella protothecoides], RMZ55468.1 hypothetical protein APUTEX25_000051 [Auxenochlorella protothecoides], RMZ52472.1 hypothetical protein APUTEX25_003615 [Auxenochlorella protothecoides], RMZ52594.1 hypothetical protein APUTEX25_000713 [Auxenochlorella protothecoides]
OG0000007	Chlorella_Vulgaris2111P	PCFQ01000018.1 g423 [Chlorella sp. A99], PCFQ01000015.1 g3043 [Chlorella sp. A99], PCFQ01000015.1 g3021 [Chlorella sp. A99], PCFQ01000015.1 g3000 [Chlorella sp. A99], PCFQ01000015.1 g3005 [Chlorella sp. A99], PCFQ01000015.1 g3025 [Chlorella sp. A99]	KAI3424352.1 hypothetical protein D9Q98_009905 [Chlorella vulgaris], KAI3424382.1 hypothetical protein D9Q98_009935 [Chlorella vulgaris], KAI3424433.1 hypothetical protein D9Q98_009985 [Chlorella vulgaris], KAI3424411.1 hypothetical protein D9Q98_009963 [Chlorella vulgaris], KAI3424401.1 hypothetical protein D9Q98_009954 [Chlorella vulgaris], KAI3424376.1 hypothetical protein D9Q98_009929 [Chlorella vulgaris], KAI3428572.1 hypothetical protein D9Q98_007394 [Chlorella vulgaris], KAI3428591.1 hypothetical protein D9Q98_007414 [Chlorella vulgaris]
OG0000007	Micractinium_SAG24180	PCFQ01000018.1 g423 [Chlorella sp. A99]	PSC69424.1 histone H2B [Micractinium conductrix]
OG0000007	Chlorella_VariabilisNC64A	PCFQ01000018.1 g423 [Chlorella sp. A99]	XP_005843694.1 hypothetical protein CHLNCDRAFT_27806 [Chlorella variabilis]
OG0000007	Chlorella_VariabilisNC64A	PCFQ01000015.1 g3043 [Chlorella sp. A99], PCFQ01000015.1 g3021 [Chlorella sp. A99], PCFQ01000015.1 g3000 [Chlorella sp. A99], PCFQ01000015.1 g3005 [Chlorella sp. A99], PCFQ01000015.1 g3025 [Chlorella sp. A99]	XP_005843134.1 hypothetical protein CHLNCDRAFT_28493 [Chlorella variabilis], XP_005843124.1 hypothetical protein CHLNCDRAFT_55388 [Chlorella variabilis], XP_005846939.1 hypothetical protein CHLNCDRAFT_23970 [Chlorella variabilis], XP_005843643.1 hypothetical protein CHLNCDRAFT_27834 [Chlorella variabilis], XP_005843706.1 hypothetical protein CHLNCDRAFT_27882 [Chlorella variabilis]
OG0000007	Micractinium_SAG24180	PCFQ01000015.1 g3043 [Chlorella sp. A99], PCFQ01000015.1 g3021 [Chlorella sp. A99], PCFQ01000015.1 g3000 [Chlorella sp. A99], PCFQ01000015.1 g3005 [Chlorella sp. A99], PCFQ01000015.1 g3025 [Chlorella sp. A99]	PSC71210.1 Histone [Micractinium conductrix], PSC72154.1 Histone [Micractinium conductrix], PSC71158.1 Histone [Micractinium conductrix], PSC72107.1 Histone [Micractinium conductrix], PSC72209.1 Histone [Micractinium conductrix], PSC72316.1 Histone [Micractinium conductrix], PSC71283.1 Histone [Micractinium conductrix], PSC68365.1 Histone [Micractinium conductrix], PSC68331.1 Histone [Micractinium conductrix], PSC72134.1 Histone [Micractinium conductrix], PSC72315.1 Histone [Micractinium conductrix]
OG0000007	Chlorella_Sorokiniana1602	PCFQ01000015.1 g3043 [Chlorella sp. A99], PCFQ01000015.1 g3021 [Chlorella sp. A99], PCFQ01000015.1 g3000 [Chlorella sp. A99], PCFQ01000015.1 g3005 [Chlorella sp. A99], PCFQ01000015.1 g3025 [Chlorella sp. A99]	PRW60378.1 histone H2B [Chlorella sorokiniana], PRW32979.1 Histone [Chlorella sorokiniana], PRW56968.1 Histone [Chlorella sorokiniana], PRW33072.1 Histone [Chlorella sorokiniana], PRW57308.1 Histone [Chlorella sorokiniana], PRW20324.1 Histone [Chlorella sorokiniana], PRW56937.1 Histone isoform A [Chlorella sorokiniana], PRW57408.1 Histone [Chlorella sorokiniana], PRW56936.1 Histone isoform B [Chlorella sorokiniana], PRW32997.1 Histone [Chlorella sorokiniana], PRW33046.1 Histone [Chlorella sorokiniana], PRW33081.1 Histone [Chlorella sorokiniana], PRW57429.1 Histone [Chlorella sorokiniana], PRW57107.1 Histone [Chlorella sorokiniana]
OG0000008	Scenedesmus_NREL	PCFQ01000015.1 g2986 [Chlorella sp. A99], PCFQ01000082.1 g615 [Chlorella sp. A99], PCFQ01000015.1 g3004 [Chlorella sp. A99], PCFQ01000082.1 g610 [Chlorella sp. A99], PCFQ01000015.1 g3013 [Chlorella sp. A99], PCFQ01000015.1 g3026 [Chlorella sp. A99], PCFQ01000015.1 g2978 [Chlorella sp. A99], PCFQ01000015.1 g3019 [Chlorella sp. A99], PCFQ01000015.1 g3022 [Chlorella sp. A99], PCFQ01000015.1 g3016 [Chlorella sp. A99]	KAF6253689.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6253539.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252081.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252086.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6248397.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6253533.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6248395.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6252074.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6253506.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3]
