Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_VariabilisNC64A
OG0000043	EIE23320.1 hypothetical protein COCSUDRAFT_53571 [Coccomyxa subellipsoidea C-169], EIE23322.1 hypothetical protein COCSUDRAFT_928_ partial [Coccomyxa subellipsoidea C-169], EIE27126.1 hypothetical protein COCSUDRAFT_21230 [Coccomyxa subellipsoidea C-169], EIE21337.1 hypothetical protein COCSUDRAFT_56560 [Coccomyxa subellipsoidea C-169], EIE19743.1 hypothetical protein COCSUDRAFT_31111 [Coccomyxa subellipsoidea C-169], EIE26263.1 hypothetical protein COCSUDRAFT_64412 [Coccomyxa subellipsoidea C-169]	XP_005843193.1 hypothetical protein CHLNCDRAFT_28370_ partial [Chlorella variabilis], XP_005845064.1 hypothetical protein CHLNCDRAFT_26299_ partial [Chlorella variabilis], XP_005843192.1 hypothetical protein CHLNCDRAFT_141480 [Chlorella variabilis], XP_005848336.1 hypothetical protein CHLNCDRAFT_57649 [Chlorella variabilis]
OG0000044	EIE27217.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	XP_005846909.1 hypothetical protein CHLNCDRAFT_134792_ partial [Chlorella variabilis]
OG0000046	EIE25620.1 hypothetical protein COCSUDRAFT_83627 [Coccomyxa subellipsoidea C-169]	XP_005851084.1 hypothetical protein CHLNCDRAFT_137604 [Chlorella variabilis], XP_005851377.1 hypothetical protein CHLNCDRAFT_137597 [Chlorella variabilis], XP_005845797.1 hypothetical protein CHLNCDRAFT_136507 [Chlorella variabilis], XP_005851085.1 hypothetical protein CHLNCDRAFT_137605 [Chlorella variabilis], XP_005851383.1 expressed protein [Chlorella variabilis], XP_005852310.1 hypothetical protein CHLNCDRAFT_143410 [Chlorella variabilis], XP_005843074.1 hypothetical protein CHLNCDRAFT_141610 [Chlorella variabilis], XP_005844674.1 hypothetical protein CHLNCDRAFT_138568 [Chlorella variabilis], XP_005843209.1 hypothetical protein CHLNCDRAFT_141452 [Chlorella variabilis], XP_005844670.1 hypothetical protein CHLNCDRAFT_138562 [Chlorella variabilis], XP_005851083.1 hypothetical protein CHLNCDRAFT_137603 [Chlorella variabilis], XP_005845033.1 hypothetical protein CHLNCDRAFT_137265 [Chlorella variabilis], XP_005844128.1 hypothetical protein CHLNCDRAFT_139617 [Chlorella variabilis], XP_005842747.1 hypothetical protein CHLNCDRAFT_15703_ partial [Chlorella variabilis], XP_005852017.1 hypothetical protein CHLNCDRAFT_132958 [Chlorella variabilis]
OG0000048	EIE25390.1 hypothetical protein COCSUDRAFT_40648 [Coccomyxa subellipsoidea C-169], EIE26410.1 hypothetical protein COCSUDRAFT_52327 [Coccomyxa subellipsoidea C-169], EIE25391.1 hypothetical protein COCSUDRAFT_65225 [Coccomyxa subellipsoidea C-169]	XP_005848864.1 hypothetical protein CHLNCDRAFT_144230 [Chlorella variabilis], XP_005850380.1 hypothetical protein CHLNCDRAFT_142251 [Chlorella variabilis], XP_005848675.1 hypothetical protein CHLNCDRAFT_144252 [Chlorella variabilis], XP_005848676.1 hypothetical protein CHLNCDRAFT_144253 [Chlorella variabilis], XP_005848441.1 hypothetical protein CHLNCDRAFT_51779 [Chlorella variabilis], XP_005851175.1 hypothetical protein CHLNCDRAFT_137815 [Chlorella variabilis]
OG0000049	EIE23933.1 hypothetical protein COCSUDRAFT_62462 [Coccomyxa subellipsoidea C-169]	XP_005849919.1 hypothetical protein CHLNCDRAFT_143222 [Chlorella variabilis]
OG0000049	EIE24013.1 hypothetical protein COCSUDRAFT_65695 [Coccomyxa subellipsoidea C-169]	XP_005850664.1 hypothetical protein CHLNCDRAFT_140697 [Chlorella variabilis]
OG0000050	EIE19187.1 UPF0187-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005843733.1 hypothetical protein CHLNCDRAFT_9818_ partial [Chlorella variabilis], XP_005845925.1 hypothetical protein CHLNCDRAFT_32075 [Chlorella variabilis], XP_005845811.1 hypothetical protein CHLNCDRAFT_58489 [Chlorella variabilis], XP_005843048.1 hypothetical protein CHLNCDRAFT_141619 [Chlorella variabilis], XP_005849238.1 hypothetical protein CHLNCDRAFT_34835 [Chlorella variabilis], XP_005849094.1 hypothetical protein CHLNCDRAFT_143620 [Chlorella variabilis], XP_005845524.1 hypothetical protein CHLNCDRAFT_136634 [Chlorella variabilis], XP_005848889.1 hypothetical protein CHLNCDRAFT_21860_ partial [Chlorella variabilis]
OG0000051	EIE25012.1 MATE efflux family protein [Coccomyxa subellipsoidea C-169]	XP_005851143.1 hypothetical protein CHLNCDRAFT_19008 [Chlorella variabilis], XP_005844999.1 hypothetical protein CHLNCDRAFT_26336_ partial [Chlorella variabilis], XP_005845653.1 hypothetical protein CHLNCDRAFT_58521 [Chlorella variabilis], XP_005851806.1 hypothetical protein CHLNCDRAFT_133260 [Chlorella variabilis], XP_005845002.1 hypothetical protein CHLNCDRAFT_54230 [Chlorella variabilis], XP_005850390.1 hypothetical protein CHLNCDRAFT_142267 [Chlorella variabilis]
OG0000052	EIE22213.1 hypothetical protein COCSUDRAFT_16438 [Coccomyxa subellipsoidea C-169]	XP_005848473.1 hypothetical protein CHLNCDRAFT_144874 [Chlorella variabilis]
OG0000053	EIE27332.1 DUF1295-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE22535.1 DUF1295-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005845146.1 hypothetical protein CHLNCDRAFT_137283 [Chlorella variabilis]
OG0000054	EIE26070.1 exostosin-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE25364.1 exostosin-like glycosyltransferase [Coccomyxa subellipsoidea C-169]	XP_005848639.1 hypothetical protein CHLNCDRAFT_51514 [Chlorella variabilis], XP_005852081.1 hypothetical protein CHLNCDRAFT_56485 [Chlorella variabilis], XP_005851742.1 hypothetical protein CHLNCDRAFT_133110 [Chlorella variabilis], XP_005844843.1 hypothetical protein CHLNCDRAFT_138314 [Chlorella variabilis], XP_005850568.1 hypothetical protein CHLNCDRAFT_140476 [Chlorella variabilis]
OG0000054	EIE25250.1 hypothetical protein COCSUDRAFT_40557 [Coccomyxa subellipsoidea C-169]	XP_005849619.1 hypothetical protein CHLNCDRAFT_143109 [Chlorella variabilis]
OG0000055	EIE25181.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	XP_005850181.1 hypothetical protein CHLNCDRAFT_142374 [Chlorella variabilis]
OG0000055	EIE22781.1 hypothetical protein COCSUDRAFT_47692 [Coccomyxa subellipsoidea C-169]	XP_005845763.1 hypothetical protein CHLNCDRAFT_58444 [Chlorella variabilis]
OG0000055	EIE21414.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	XP_005845290.1 expressed protein [Chlorella variabilis]
OG0000055	EIE21328.1 TPR-like protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005843273.1 hypothetical protein CHLNCDRAFT_141309 [Chlorella variabilis], XP_005850183.1 hypothetical protein CHLNCDRAFT_142385 [Chlorella variabilis]
OG0000057	EIE18329.1 ketoacyl-synt-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005843877.1 hypothetical protein CHLNCDRAFT_12241_ partial [Chlorella variabilis]
OG0000057	EIE18326.1 ketoacyl-synt-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005843876.1 hypothetical protein CHLNCDRAFT_32900_ partial [Chlorella variabilis], XP_005843883.1 hypothetical protein CHLNCDRAFT_9558_ partial [Chlorella variabilis], XP_005843880.1 hypothetical protein CHLNCDRAFT_27430_ partial [Chlorella variabilis], XP_005843879.1 hypothetical protein CHLNCDRAFT_27686_ partial [Chlorella variabilis]
OG0000059	EIE19800.1 cobW-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005842738.1 hypothetical protein CHLNCDRAFT_28926_ partial [Chlorella variabilis], XP_005844783.1 hypothetical protein CHLNCDRAFT_138656 [Chlorella variabilis]
OG0000059	EIE25747.1 cobW-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005843771.1 hypothetical protein CHLNCDRAFT_49195 [Chlorella variabilis], XP_005850074.1 hypothetical protein CHLNCDRAFT_142112 [Chlorella variabilis]
OG0000060	EIE21789.1 hypothetical protein COCSUDRAFT_17195 [Coccomyxa subellipsoidea C-169], EIE21790.1 hypothetical protein COCSUDRAFT_7070_ partial [Coccomyxa subellipsoidea C-169], EIE24815.1 hypothetical protein COCSUDRAFT_46955 [Coccomyxa subellipsoidea C-169]	XP_005844701.1 hypothetical protein CHLNCDRAFT_14999_ partial [Chlorella variabilis]
OG0000060	EIE21788.1 hypothetical protein COCSUDRAFT_42835 [Coccomyxa subellipsoidea C-169]	XP_005844700.1 hypothetical protein CHLNCDRAFT_138629 [Chlorella variabilis]
OG0000060	EIE21877.1 putative zinc finger protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005844698.1 hypothetical protein CHLNCDRAFT_138627 [Chlorella variabilis]
OG0000062	EIE22227.1 EF-hand [Coccomyxa subellipsoidea C-169]	XP_005847774.1 hypothetical protein CHLNCDRAFT_133902 [Chlorella variabilis]
OG0000062	EIE22210.1 hypothetical protein COCSUDRAFT_55906 [Coccomyxa subellipsoidea C-169]	XP_005848205.1 hypothetical protein CHLNCDRAFT_144696 [Chlorella variabilis]
OG0000063	EIE19699.1 hypothetical protein COCSUDRAFT_44530 [Coccomyxa subellipsoidea C-169]	XP_005850762.1 hypothetical protein CHLNCDRAFT_50486 [Chlorella variabilis]
OG0000063	EIE19534.1 hypothetical protein COCSUDRAFT_48772 [Coccomyxa subellipsoidea C-169]	XP_005842615.1 hypothetical protein CHLNCDRAFT_29058 [Chlorella variabilis], XP_005843458.1 hypothetical protein CHLNCDRAFT_59259 [Chlorella variabilis], XP_005850528.1 expressed protein [Chlorella variabilis], XP_005845519.1 hypothetical protein CHLNCDRAFT_136616 [Chlorella variabilis], XP_005843447.1 hypothetical protein CHLNCDRAFT_55168 [Chlorella variabilis], XP_005842754.1 hypothetical protein CHLNCDRAFT_144639 [Chlorella variabilis], XP_005851042.1 hypothetical protein CHLNCDRAFT_50487 [Chlorella variabilis], XP_005847720.1 hypothetical protein CHLNCDRAFT_52245 [Chlorella variabilis], XP_005844673.1 expressed protein [Chlorella variabilis], XP_005846096.1 hypothetical protein CHLNCDRAFT_135985 [Chlorella variabilis], XP_005852046.1 hypothetical protein CHLNCDRAFT_133020 [Chlorella variabilis], XP_005846333.1 hypothetical protein CHLNCDRAFT_135745 [Chlorella variabilis], XP_005850440.1 hypothetical protein CHLNCDRAFT_142380 [Chlorella variabilis], XP_005848398.1 hypothetical protein CHLNCDRAFT_144688 [Chlorella variabilis], XP_005842981.1 hypothetical protein CHLNCDRAFT_141678 [Chlorella variabilis], XP_005842673.1 hypothetical protein CHLNCDRAFT_137232 [Chlorella variabilis], XP_005849107.1 hypothetical protein CHLNCDRAFT_143663_ partial [Chlorella variabilis], XP_005843452.1 hypothetical protein CHLNCDRAFT_141072 [Chlorella variabilis], XP_005843419.1 hypothetical protein CHLNCDRAFT_141059 [Chlorella variabilis], XP_005849189.1 hypothetical protein CHLNCDRAFT_143868 [Chlorella variabilis], XP_005844546.1 hypothetical protein CHLNCDRAFT_138984 [Chlorella variabilis], XP_005849016.1 hypothetical protein CHLNCDRAFT_144604 [Chlorella variabilis]
OG0000064	EIE27388.1 initiation factor 2_ partial [Coccomyxa subellipsoidea C-169]	XP_005847246.1 hypothetical protein CHLNCDRAFT_31223 [Chlorella variabilis]
OG0000064	EIE20444.1 Cullin-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005843899.1 hypothetical protein CHLNCDRAFT_32941 [Chlorella variabilis]
OG0000064	EIE18972.1 Cullin-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005844634.1 hypothetical protein CHLNCDRAFT_138949 [Chlorella variabilis]
OG0000065	EIE24448.1 hypothetical protein COCSUDRAFT_65361 [Coccomyxa subellipsoidea C-169], EIE19959.1 hypothetical protein COCSUDRAFT_44355 [Coccomyxa subellipsoidea C-169]	XP_005846686.1 hypothetical protein CHLNCDRAFT_135415 [Chlorella variabilis]
OG0000066	EIE21898.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE21899.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE24952.1 MFS general substrate transporter_ partial [Coccomyxa subellipsoidea C-169]	XP_005847234.1 hypothetical protein CHLNCDRAFT_134195 [Chlorella variabilis]
OG0000066	EIE20526.1 MFS general substrate transporter_ partial [Coccomyxa subellipsoidea C-169]	XP_005848039.1 hypothetical protein CHLNCDRAFT_145219 [Chlorella variabilis]
OG0000066	EIE23112.1 MFS general substrate transporter_ partial [Coccomyxa subellipsoidea C-169], EIE24699.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	XP_005843274.1 hypothetical protein CHLNCDRAFT_141311 [Chlorella variabilis]
OG0000069	EIE18559.1 HSP90-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005848732.1 hypothetical protein CHLNCDRAFT_57527 [Chlorella variabilis]
OG0000069	EIE19325.1 heat shock protein Hsp90 [Coccomyxa subellipsoidea C-169]	XP_005843734.1 hypothetical protein CHLNCDRAFT_140066 [Chlorella variabilis]
OG0000069	EIE27138.1 heat shock protein Hsp90 [Coccomyxa subellipsoidea C-169]	XP_005851069.1 hypothetical protein CHLNCDRAFT_19360_ partial [Chlorella variabilis]
OG0000070	EIE19387.1 hypothetical protein COCSUDRAFT_58675 [Coccomyxa subellipsoidea C-169]	XP_005848820.1 hypothetical protein CHLNCDRAFT_51485 [Chlorella variabilis], XP_005847923.1 hypothetical protein CHLNCDRAFT_145338 [Chlorella variabilis], XP_005848597.1 hypothetical protein CHLNCDRAFT_144089 [Chlorella variabilis], XP_005848599.1 expressed protein [Chlorella variabilis], XP_005848598.1 expressed protein [Chlorella variabilis]
OG0000070	EIE20416.1 voltage-gated potassium channel [Coccomyxa subellipsoidea C-169]	XP_005848019.1 hypothetical protein CHLNCDRAFT_52200 [Chlorella variabilis]
OG0000071	EIE19137.1 Pkinase-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005845648.1 hypothetical protein CHLNCDRAFT_136678 [Chlorella variabilis]
OG0000073	EIE22545.1 hypothetical protein COCSUDRAFT_63696 [Coccomyxa subellipsoidea C-169]	XP_005845012.1 expressed protein [Chlorella variabilis], XP_005852125.1 hypothetical protein CHLNCDRAFT_133216 [Chlorella variabilis], XP_005851991.1 hypothetical protein CHLNCDRAFT_132900 [Chlorella variabilis], XP_005850391.1 hypothetical protein CHLNCDRAFT_142269 [Chlorella variabilis], XP_005849172.1 hypothetical protein CHLNCDRAFT_143823 [Chlorella variabilis], XP_005846834.1 hypothetical protein CHLNCDRAFT_53084 [Chlorella variabilis]
OG0000074	EIE19122.1 hypothetical protein COCSUDRAFT_38365 [Coccomyxa subellipsoidea C-169]	XP_005845679.1 hypothetical protein CHLNCDRAFT_136763 [Chlorella variabilis], XP_005845678.1 hypothetical protein CHLNCDRAFT_136762 [Chlorella variabilis]
OG0000074	EIE21908.1 tricorn protease N-terminal domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005843071.1 hypothetical protein CHLNCDRAFT_141607 [Chlorella variabilis]
OG0000075	EIE24329.1 hypothetical protein COCSUDRAFT_53293 [Coccomyxa subellipsoidea C-169]	XP_005845788.1 hypothetical protein CHLNCDRAFT_53614 [Chlorella variabilis], XP_005843090.1 hypothetical protein CHLNCDRAFT_55450 [Chlorella variabilis], XP_005848747.1 hypothetical protein CHLNCDRAFT_144450 [Chlorella variabilis], XP_005843135.1 hypothetical protein CHLNCDRAFT_59345 [Chlorella variabilis], XP_005843125.1 hypothetical protein CHLNCDRAFT_59342 [Chlorella variabilis], XP_005843642.1 hypothetical protein CHLNCDRAFT_139983 [Chlorella variabilis], XP_005843708.1 hypothetical protein CHLNCDRAFT_54991 [Chlorella variabilis], XP_005848989.1 expressed protein [Chlorella variabilis], XP_005845536.1 hypothetical protein CHLNCDRAFT_53708 [Chlorella variabilis]
OG0000076	EIE23603.1 hypothetical protein COCSUDRAFT_41793 [Coccomyxa subellipsoidea C-169]	XP_005843345.1 hypothetical protein CHLNCDRAFT_141263 [Chlorella variabilis], XP_005849314.1 hypothetical protein CHLNCDRAFT_143653 [Chlorella variabilis], XP_005849312.1 hypothetical protein CHLNCDRAFT_143650 [Chlorella variabilis], XP_005849313.1 hypothetical protein CHLNCDRAFT_143651 [Chlorella variabilis], XP_005846046.1 hypothetical protein CHLNCDRAFT_136187 [Chlorella variabilis]
OG0000078	EIE27764.1 phosphofructokinase family protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005848034.1 hypothetical protein CHLNCDRAFT_145205 [Chlorella variabilis]
OG0000079	EIE19893.1 heat shock protein 70 [Coccomyxa subellipsoidea C-169], EIE18906.1 heat shock protein 70 [Coccomyxa subellipsoidea C-169]	XP_005850065.1 heat shock protein 70 [Chlorella variabilis], XP_005843891.1 heat shock protein 70 [Chlorella variabilis]
OG0000079	EIE27137.1 binding protein 1 [Coccomyxa subellipsoidea C-169]	XP_005842772.1 hypothetical protein CHLNCDRAFT_144025_ partial [Chlorella variabilis]
OG0000080	EIE26869.1 hypothetical protein COCSUDRAFT_59376 [Coccomyxa subellipsoidea C-169]	XP_005848657.1 hypothetical protein CHLNCDRAFT_57487 [Chlorella variabilis], XP_005843258.1 hypothetical protein CHLNCDRAFT_141380 [Chlorella variabilis], XP_005850150.1 hypothetical protein CHLNCDRAFT_142285 [Chlorella variabilis], XP_005850149.1 hypothetical protein CHLNCDRAFT_142283 [Chlorella variabilis]
OG0000081	EIE23221.1 BASS family transporter_ sodium ion/bile acid_ partial [Coccomyxa subellipsoidea C-169], EIE25677.1 hypothetical protein COCSUDRAFT_35343 [Coccomyxa subellipsoidea C-169], EIE20487.1 hypothetical protein COCSUDRAFT_43922 [Coccomyxa subellipsoidea C-169]	XP_005850357.1 hypothetical protein CHLNCDRAFT_20234_ partial [Chlorella variabilis], XP_005849962.1 hypothetical protein CHLNCDRAFT_143322 [Chlorella variabilis], XP_005851503.1 hypothetical protein CHLNCDRAFT_49947 [Chlorella variabilis]
OG0000082	EIE22390.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	XP_005849820.1 hypothetical protein CHLNCDRAFT_20808 [Chlorella variabilis]
OG0000083	EIE24754.1 aminopeptidase N_ partial [Coccomyxa subellipsoidea C-169]	XP_005851028.1 hypothetical protein CHLNCDRAFT_19903 [Chlorella variabilis]
OG0000083	EIE27787.1 hypothetical protein COCSUDRAFT_64386 [Coccomyxa subellipsoidea C-169]	XP_005851027.1 hypothetical protein CHLNCDRAFT_17236_ partial [Chlorella variabilis]
OG0000084	EIE20906.1 cysteine synthase [Coccomyxa subellipsoidea C-169]	XP_005848464.1 hypothetical protein CHLNCDRAFT_10178_ partial [Chlorella variabilis]
OG0000084	EIE25691.1 cysteine synthase [Coccomyxa subellipsoidea C-169]	XP_005843968.1 hypothetical protein CHLNCDRAFT_27694 [Chlorella variabilis]
OG0000084	EIE25216.1 cysteine synthase A [Coccomyxa subellipsoidea C-169]	XP_005850314.1 hypothetical protein CHLNCDRAFT_57054 [Chlorella variabilis]
OG0000085	EIE21692.1 DUF498-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005843952.1 expressed protein [Chlorella variabilis]
OG0000087	EIE19175.1 hypothetical protein COCSUDRAFT_67996 [Coccomyxa subellipsoidea C-169], EIE25316.1 hypothetical protein COCSUDRAFT_40598 [Coccomyxa subellipsoidea C-169], EIE24943.1 hypothetical protein COCSUDRAFT_65606 [Coccomyxa subellipsoidea C-169], EIE25412.1 hypothetical protein COCSUDRAFT_65236 [Coccomyxa subellipsoidea C-169]	XP_005847969.1 hypothetical protein CHLNCDRAFT_145456 [Chlorella variabilis]
OG0000087	EIE26463.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE25599.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	XP_005843145.1 hypothetical protein CHLNCDRAFT_141550 [Chlorella variabilis]
OG0000088	EIE21536.1 Phosphoenolpyruvate/pyruvate domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005845266.1 hypothetical protein CHLNCDRAFT_36508 [Chlorella variabilis], XP_005849324.1 hypothetical protein CHLNCDRAFT_143689 [Chlorella variabilis], XP_005849325.1 hypothetical protein CHLNCDRAFT_143690 [Chlorella variabilis]
OG0000088	EIE23527.1 pyruvate kinase [Coccomyxa subellipsoidea C-169]	XP_005849112.1 hypothetical protein CHLNCDRAFT_34881 [Chlorella variabilis]
OG0000089	EIE21642.1 hypothetical protein COCSUDRAFT_48200 [Coccomyxa subellipsoidea C-169]	XP_005845365.1 expressed protein [Chlorella variabilis]
OG0000089	EIE18314.1 hypothetical protein COCSUDRAFT_60284 [Coccomyxa subellipsoidea C-169]	XP_005850244.1 hypothetical protein CHLNCDRAFT_50533 [Chlorella variabilis]
