Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_Sorokiniana1602
OG0000066	EIE21898.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE21899.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE24952.1 MFS general substrate transporter_ partial [Coccomyxa subellipsoidea C-169]	PRW44580.1 MFS general substrate transporter [Chlorella sorokiniana]
OG0000066	EIE20526.1 MFS general substrate transporter_ partial [Coccomyxa subellipsoidea C-169]	PRW57472.1 major facilitator family [Chlorella sorokiniana]
OG0000066	EIE23112.1 MFS general substrate transporter_ partial [Coccomyxa subellipsoidea C-169], EIE24699.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	PRW57891.1 hypothetical protein C2E21_3748 [Chlorella sorokiniana]
OG0000069	EIE18559.1 HSP90-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW51017.1 heat shock 83 isoform A [Chlorella sorokiniana], PRW51016.1 heat shock 83 isoform B [Chlorella sorokiniana], PRW51015.1 heat shock 83 isoform C [Chlorella sorokiniana]
OG0000069	EIE19325.1 heat shock protein Hsp90 [Coccomyxa subellipsoidea C-169]	PRW20326.1 heat shock 90C isoform B [Chlorella sorokiniana], PRW20328.1 heat shock 90C isoform C [Chlorella sorokiniana], PRW20327.1 heat shock 90C isoform A [Chlorella sorokiniana]
OG0000069	EIE27138.1 heat shock protein Hsp90 [Coccomyxa subellipsoidea C-169]	PRW58127.1 endoplasmin-like protein [Chlorella sorokiniana]
OG0000070	EIE19387.1 hypothetical protein COCSUDRAFT_58675 [Coccomyxa subellipsoidea C-169]	PRW51012.1 12-oxophytodienoate reductase 11 isoform B [Chlorella sorokiniana], PRW59660.1 cyclic nucleotide-binding [Chlorella sorokiniana], PRW57335.1 Potassium channel AKT1 [Chlorella sorokiniana], PRW57808.1 cyclic nucleotide-binding [Chlorella sorokiniana]
OG0000070	EIE20416.1 voltage-gated potassium channel [Coccomyxa subellipsoidea C-169]	PRW20924.1 potassium voltage-gated channel subfamily H member 6 isoform X1 [Chlorella sorokiniana], PRW33893.1 Cyclic nucleotide-gated ion channel 1 [Chlorella sorokiniana]
OG0000071	EIE19137.1 Pkinase-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PRW60879.1 Calcium calmodulin-dependent kinase type 1 [Chlorella sorokiniana]
OG0000073	EIE22545.1 hypothetical protein COCSUDRAFT_63696 [Coccomyxa subellipsoidea C-169]	PRW45604.1 cathepsin H [Chlorella sorokiniana], PRW45530.1 cathepsin h [Chlorella sorokiniana], PRW57488.1 thiol protease aleurain-like [Chlorella sorokiniana], PRW45427.1 thiol protease aleurain-like [Chlorella sorokiniana], PRW45707.1 Cathepsin [Chlorella sorokiniana], PRW56577.1 Cathepsin L [Chlorella sorokiniana], PRW56392.1 papain-like cysteine protease C1 [Chlorella sorokiniana], PRW45737.1 Maternal effect embryo arrest 18 [Chlorella sorokiniana], PRW21008.1 Cathepsin L [Chlorella sorokiniana]
OG0000074	EIE19122.1 hypothetical protein COCSUDRAFT_38365 [Coccomyxa subellipsoidea C-169]	PRW20365.1 endonuclease 2 isoform X1 [Chlorella sorokiniana], PRW61163.1 hypothetical protein C2E21_0045 [Chlorella sorokiniana]
OG0000075	EIE24329.1 hypothetical protein COCSUDRAFT_53293 [Coccomyxa subellipsoidea C-169]	PRW51076.1 SET and MYND domain-containing [Chlorella sorokiniana], PRW51040.1 histone lysine methyltransferase Set6 [Chlorella sorokiniana], PRW56765.1 HIT MYND zinc finger [Chlorella sorokiniana], PRW33761.1 Ankyrin repeat and MYND domain-containing 2 [Chlorella sorokiniana], PRW39186.1 histone lysine methyltransferase Set6 [Chlorella sorokiniana], PRW60540.1 histone-lysine N-methyltransferase SET domain containing [Chlorella sorokiniana], PRW34056.1 Tudor domain-containing [Chlorella sorokiniana], PRW60245.1 MYND finger domain [Chlorella sorokiniana], PRW33583.1 cre-set-18 [Chlorella sorokiniana], PRW50838.1 ubiquitin carboxyl-terminal hydrolase 18-like [Chlorella sorokiniana], PRW32982.1 MSS51 mitochondrial [Chlorella sorokiniana]
OG0000076	EIE23603.1 hypothetical protein COCSUDRAFT_41793 [Coccomyxa subellipsoidea C-169]	PRW60188.1 putative long-chain-alcohol O-fatty-acyltransferase 5 [Chlorella sorokiniana], PRW59291.1 putative long-chain-alcohol O-fatty-acyltransferase 5 [Chlorella sorokiniana], PRW57820.1 acyl- --sterol O-acyltransferase 1-like [Chlorella sorokiniana], PRW45129.1 Acyl- sterol acyl transferase [Chlorella sorokiniana], PRW56158.1 acyl- --sterol O-acyltransferase 1-like [Chlorella sorokiniana]
OG0000078	EIE27764.1 phosphofructokinase family protein_ partial [Coccomyxa subellipsoidea C-169]	PRW57277.1 phosphofructokinase family [Chlorella sorokiniana]
OG0000078	EIE26511.1 phosphofructokinase family protein [Coccomyxa subellipsoidea C-169]	PRW61573.1 phosphofructokinase family [Chlorella sorokiniana]
OG0000079	EIE19893.1 heat shock protein 70 [Coccomyxa subellipsoidea C-169], EIE18906.1 heat shock protein 70 [Coccomyxa subellipsoidea C-169]	PRW56493.1 heat shock 70 [Chlorella sorokiniana]
OG0000079	EIE27137.1 binding protein 1 [Coccomyxa subellipsoidea C-169]	PRW58244.1 luminal-binding 5-like [Chlorella sorokiniana]
OG0000080	EIE26869.1 hypothetical protein COCSUDRAFT_59376 [Coccomyxa subellipsoidea C-169]	PRW05945.1 MIS12-like protein [Chlorella sorokiniana], PRW51019.1 hypothetical protein C2E21_5409 [Chlorella sorokiniana], PRW50784.1 hypothetical protein C2E21_5410 [Chlorella sorokiniana], PRW56409.1 sulfotransferase [Chlorella sorokiniana], PRW61543.1 sulfotransferase [Chlorella sorokiniana], PRW44571.1 sulfotransferase [Chlorella sorokiniana]
OG0000081	EIE25078.1 acetyl-CoA synthetase-like protein [Coccomyxa subellipsoidea C-169]	PRW56561.1 non-ribosomal peptide synthetase [Chlorella sorokiniana]
OG0000081	EIE25220.1 hypothetical protein COCSUDRAFT_46640 [Coccomyxa subellipsoidea C-169]	PRW56611.1 putative sodium metabolite cotransporter chloroplastic [Chlorella sorokiniana]
OG0000083	EIE24754.1 aminopeptidase N_ partial [Coccomyxa subellipsoidea C-169]	PRW56146.1 puromycin-sensitive aminopeptidase isoform X1 isoform B [Chlorella sorokiniana], PRW56145.1 puromycin-sensitive aminopeptidase isoform X1 isoform A [Chlorella sorokiniana]
OG0000083	EIE27787.1 hypothetical protein COCSUDRAFT_64386 [Coccomyxa subellipsoidea C-169]	PRW56133.1 hypothetical protein C2E21_5250 [Chlorella sorokiniana]
OG0000084	EIE25216.1 cysteine synthase A [Coccomyxa subellipsoidea C-169]	PRW56601.1 cysteine synthase A [Chlorella sorokiniana]
OG0000087	EIE19175.1 hypothetical protein COCSUDRAFT_67996 [Coccomyxa subellipsoidea C-169], EIE25316.1 hypothetical protein COCSUDRAFT_40598 [Coccomyxa subellipsoidea C-169], EIE24943.1 hypothetical protein COCSUDRAFT_65606 [Coccomyxa subellipsoidea C-169], EIE25412.1 hypothetical protein COCSUDRAFT_65236 [Coccomyxa subellipsoidea C-169]	PRW20801.1 peroxisomal membrane PMP22 [Chlorella sorokiniana]
OG0000087	EIE26463.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169], EIE25599.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	PRW61348.1 hexose phosphate transport isoform B [Chlorella sorokiniana], PRW61349.1 hexose phosphate transport isoform A [Chlorella sorokiniana]
OG0000088	EIE21536.1 Phosphoenolpyruvate/pyruvate domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW59875.1 Pyruvate kinase [Chlorella sorokiniana], PRW57674.1 Pyruvate kinase [Chlorella sorokiniana]
OG0000088	EIE23527.1 pyruvate kinase [Coccomyxa subellipsoidea C-169]	PRW57773.1 pyruvate kinase isoform A [Chlorella sorokiniana], PRW57774.1 pyruvate kinase isoform B [Chlorella sorokiniana], PRW57775.1 pyruvate kinase isoform C [Chlorella sorokiniana]
OG0000089	EIE21642.1 hypothetical protein COCSUDRAFT_48200 [Coccomyxa subellipsoidea C-169]	PRW60011.1 hypothetical protein C2E21_1691 [Chlorella sorokiniana]
OG0000089	EIE18314.1 hypothetical protein COCSUDRAFT_60284 [Coccomyxa subellipsoidea C-169]	PRW56779.1 zinc finger CCHC domain-containing 10-like [Chlorella sorokiniana]
OG0000089	EIE20580.1 hypothetical protein COCSUDRAFT_48569 [Coccomyxa subellipsoidea C-169], EIE27157.1 hypothetical protein COCSUDRAFT_64095 [Coccomyxa subellipsoidea C-169]	PRW58095.1 CSE family protein [Chlorella sorokiniana], PRW45466.1 beta-carotene hydroxylase [Chlorella sorokiniana]
OG0000090	EIE25492.1 serine O-acetyltransferase [Coccomyxa subellipsoidea C-169]	PRW44297.1 serine acetyltransferase [Chlorella sorokiniana]
OG0000090	EIE26347.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	PRW61310.1 S-adenosyl-L-methionine-dependent methyltransferase [Chlorella sorokiniana]
OG0000091	EIE24477.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	PRW60266.1 Serine threonine- phosphatase 2A catalytic subunit beta isoform [Chlorella sorokiniana]
OG0000091	EIE19094.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	PRW20366.1 serine threonine- phosphatase PP-X isozyme 2 [Chlorella sorokiniana]
OG0000091	EIE19973.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	PRW20629.1 phytochrome-associated serine threonine- phosphatase 3-like [Chlorella sorokiniana]
OG0000092	EIE20505.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169], EIE20504.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	PRW39286.1 short-chain dehydrogenase [Chlorella sorokiniana]
OG0000092	EIE25766.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	PRW61045.1 Aspartic peptidase [Chlorella sorokiniana]
OG0000093	EIE26079.1 hypothetical protein COCSUDRAFT_61074 [Coccomyxa subellipsoidea C-169], EIE26077.1 hypothetical protein COCSUDRAFT_64969 [Coccomyxa subellipsoidea C-169]	PRW57986.1 ubiquitin carboxyl-terminal hydrolase [Chlorella sorokiniana], PRW20784.1 Acetylserotonin O-methyltransferase [Chlorella sorokiniana], PRW39333.1 uridylate kinase [Chlorella sorokiniana], PRW57860.1 Inactive ubiquitin carboxyl-terminal hydrolase 54 [Chlorella sorokiniana], PRW57909.1 ubiquitin carboxyl-terminal hydrolase [Chlorella sorokiniana], PRW57724.1 ubiquitin carboxyl-terminal hydrolase [Chlorella sorokiniana], PRW57916.1 ubiquitin carboxyl-terminal hydrolase [Chlorella sorokiniana], PRW58266.1 ubiquitin carboxyl-terminal hydrolase [Chlorella sorokiniana]
OG0000095	EIE20398.1 DUF1253-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PRW59313.1 U3 small nucleolar RNA-associated 25 [Chlorella sorokiniana]
OG0000095	EIE19833.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW44628.1 carotene isomerase [Chlorella sorokiniana]
OG0000095	EIE23231.1 amine oxidase [Coccomyxa subellipsoidea C-169]	PRW44291.1 ABC transporter A family member 7-like isoform B [Chlorella sorokiniana], PRW44290.1 ABC transporter A family member 7-like isoform C [Chlorella sorokiniana]
OG0000096	EIE24526.1 half-size ABC transporter [Coccomyxa subellipsoidea C-169]	PRW60015.1 ATP-binding cassette sub-family B member mitochondrial [Chlorella sorokiniana]
OG0000096	EIE21885.1 hypothetical protein COCSUDRAFT_56332 [Coccomyxa subellipsoidea C-169]	PRW21097.1 ATP-binding cassette sub-family B member mitochondrial isoform B [Chlorella sorokiniana]
OG0000097	EIE23134.1 hypothetical protein COCSUDRAFT_42072 [Coccomyxa subellipsoidea C-169]	PRW44590.1 CURVATURE THYLAKOID chloroplastic [Chlorella sorokiniana]
OG0000097	EIE21411.1 hypothetical protein COCSUDRAFT_66872 [Coccomyxa subellipsoidea C-169]	PRW59626.1 CURVATURE THYLAKOID chloroplastic-like isoform B [Chlorella sorokiniana], PRW59627.1 CURVATURE THYLAKOID chloroplastic-like isoform A [Chlorella sorokiniana]
OG0000098	EIE25121.1 malate dehydrogenase [Coccomyxa subellipsoidea C-169]	PRW61160.1 malate mitochondrial isoform B [Chlorella sorokiniana], PRW61159.1 malate mitochondrial isoform A [Chlorella sorokiniana]
OG0000098	EIE20588.1 mitochondrial malate dehydrogenase [Coccomyxa subellipsoidea C-169]	PRW18311.1 malate glyoxysomal-like [Chlorella sorokiniana]
OG0000099	EIE24867.1 glycoside hydrolase_ partial [Coccomyxa subellipsoidea C-169]	PRW57607.1 Endoglucanase A [Chlorella sorokiniana], PRW44265.1 Endoglucanase A [Chlorella sorokiniana], PRW59778.1 helicase-like transcription [Chlorella sorokiniana]
OG0000100	EIE25271.1 hypothetical protein COCSUDRAFT_13722_ partial [Coccomyxa subellipsoidea C-169]	PRW61091.1 TOC75- chloroplastic [Chlorella sorokiniana]
OG0000100	EIE19865.1 chaperonin 60A [Coccomyxa subellipsoidea C-169]	PRW61294.1 ru large subunit-binding subunit alpha [Chlorella sorokiniana]
OG0000100	EIE22901.1 chaperonin 60B2 [Coccomyxa subellipsoidea C-169]	PRW61354.1 ru large subunit-binding subunit chloroplastic isoform A [Chlorella sorokiniana], PRW61355.1 ru large subunit-binding subunit chloroplastic isoform B [Chlorella sorokiniana]
OG0000101	EIE24424.1 hypothetical protein COCSUDRAFT_28166 [Coccomyxa subellipsoidea C-169]	PRW61387.1 ATP-dependent Clp protease ATP-binding subunit-like protein chloroplastic [Chlorella sorokiniana]
OG0000101	EIE27350.1 ATP-dependent Clp protease ATPase subunit [Coccomyxa subellipsoidea C-169]	PRW57345.1 ATP-dependent Clp protease ATP-binding subunit [Chlorella sorokiniana]
OG0000102	EIE25370.1 ferredoxin-dependent glutamate synthase [Coccomyxa subellipsoidea C-169]	PRW56489.1 ferredoxin-dependent glutamate synthase isoform A [Chlorella sorokiniana], PRW56490.1 ferredoxin-dependent glutamate synthase isoform B [Chlorella sorokiniana]
OG0000102	EIE24001.1 glutamate synthase_ NADH-dependent [Coccomyxa subellipsoidea C-169]	PRW60858.1 glutamate synthase 1 [NADH] chloroplastic isoform X1 [Chlorella sorokiniana]
OG0000104	EIE25771.1 hypothetical protein COCSUDRAFT_40047 [Coccomyxa subellipsoidea C-169]	PRW58640.1 hypothetical protein C2E21_2985 [Chlorella sorokiniana]
OG0000104	EIE21323.1 hypothetical protein COCSUDRAFT_56546 [Coccomyxa subellipsoidea C-169]	PRW58084.1 Far upstream element-binding 2 isoform A [Chlorella sorokiniana], PRW58083.1 Far upstream element-binding 2 isoform B [Chlorella sorokiniana]
OG0000105	EIE26288.1 gamma heavy chain subunit of outer-arm dynein_ partial [Coccomyxa subellipsoidea C-169]	PRW61500.1 flagellar outer dynein arm heavy chain gamma [Chlorella sorokiniana]
OG0000105	EIE25538.1 hypothetical protein COCSUDRAFT_40751 [Coccomyxa subellipsoidea C-169]	PRW56454.1 flagellar inner arm dynein 1 heavy chain alpha [Chlorella sorokiniana]
OG0000106	EIE18881.1 aldose 1-epimerase [Coccomyxa subellipsoidea C-169]	PRW57248.1 galactose mutarotase [Chlorella sorokiniana], PRW56102.1 Aldose 1-epimerase [Chlorella sorokiniana]
OG0000107	EIE25866.1 hypothetical protein COCSUDRAFT_60876 [Coccomyxa subellipsoidea C-169]	PRW57579.1 Rab3 GTPase-activating non-catalytic subunit [Chlorella sorokiniana]
OG0000107	EIE21886.1 hypothetical protein COCSUDRAFT_42915 [Coccomyxa subellipsoidea C-169]	PRW57614.1 phospholipase _PEARLI 4_ with TRAF-like domain [Chlorella sorokiniana], PRW32490.1 MATH domain and coiled-coil domain-containing protein [Chlorella sorokiniana], PRW39059.1 hypothetical protein C2E21_7141 [Chlorella sorokiniana], PRW57719.1 DNA primase [Chlorella sorokiniana], PRW58293.1 hypothetical protein C2E21_2818 [Chlorella sorokiniana], PRW57219.1 DNA-binding [Chlorella sorokiniana], PRW57115.1 hypothetical protein C2E21_3975 [Chlorella sorokiniana], PRW45185.1 BTB POZ domain-containing 9 [Chlorella sorokiniana], PRW56132.1 BTB POZ and MATH domain-containing 3 isoform X2 [Chlorella sorokiniana], PRW33982.1 BTB POZ and MATH domain-containing 4-like [Chlorella sorokiniana], PRW58089.1 MATH domain and coiled-coil domain-containing protein [Chlorella sorokiniana]
OG0000111	EIE20987.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	PRW34034.1 Cell surface [Chlorella sorokiniana], PRW60105.1 Cell surface [Chlorella sorokiniana]
OG0000113	EIE23956.1 amino acid transporter [Coccomyxa subellipsoidea C-169]	PRW57358.1 amino acid permease 3-like [Chlorella sorokiniana], PRW56890.1 Amino acid permease 5 [Chlorella sorokiniana], PRW32581.1 Amino acid permease 2 [Chlorella sorokiniana]
OG0000114	EIE21088.1 Metallo-hydrolase/oxidoreductase_ partial [Coccomyxa subellipsoidea C-169]	PRW18410.1 zinc phosphodiesterase ELAC 2 [Chlorella sorokiniana]
OG0000114	EIE26661.1 hypothetical protein COCSUDRAFT_46179 [Coccomyxa subellipsoidea C-169]	PRW45195.1 zinc phosphodiesterase ELAC 2-like isoform X2 [Chlorella sorokiniana]
OG0000115	EIE23251.1 hypothetical protein COCSUDRAFT_66237 [Coccomyxa subellipsoidea C-169]	PRW44357.1 histone deacetylase [Chlorella sorokiniana]
OG0000115	EIE27745.1 class I RPD3 type histone deacetylase protein [Coccomyxa subellipsoidea C-169]	PRW20809.1 class I RPD3 type histone deacetylase [Chlorella sorokiniana]
OG0000115	EIE22949.1 histone deacetylase 3 [Coccomyxa subellipsoidea C-169]	PRW44250.1 histone deacetylase Rpd3 [Chlorella sorokiniana]
OG0000116	EIE27567.1 ferredoxin_ partial [Coccomyxa subellipsoidea C-169]	PRW57228.1 chloroplast precursor [Chlorella sorokiniana]
OG0000116	EIE20433.1 chloroplast ferredoxin [Coccomyxa subellipsoidea C-169]	PRW20534.1 chloroplast ferredoxin [Chlorella sorokiniana]
OG0000116	EIE19276.1 ferredoxin [Coccomyxa subellipsoidea C-169]	PRW33753.1 Ferredoxin [Chlorella sorokiniana]
OG0000117	EIE20377.1 concanavalin A-like lectin/glucanase [Coccomyxa subellipsoidea C-169]	PRW51178.1 glucan endo-1_3-beta-D-glucosidase [Chlorella sorokiniana], PRW05925.1 _1-3_-beta-glucanase [Chlorella sorokiniana], PRW59615.1 _1-3_-beta-glucanase [Chlorella sorokiniana], PRW33080.1 _1-3_-beta-glucanase [Chlorella sorokiniana], PRW60348.1 _1-3_-beta-glucanase [Chlorella sorokiniana]
OG0000118	EIE20256.1 histone H3 K4-specific methyltransferase SET7/9 N-terminal domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW33520.1 MORN repeat-containing [Chlorella sorokiniana]
OG0000118	EIE18741.1 hypothetical protein COCSUDRAFT_45205 [Coccomyxa subellipsoidea C-169]	PRW33533.1 PLANT CADMIUM RESISTANCE 2-like isoform X1 [Chlorella sorokiniana], PRW33678.1 PLANT CADMIUM RESISTANCE 2-like [Chlorella sorokiniana], PRW18367.1 short-chain dehydrogenase reductase family 42E member 1 isoform B [Chlorella sorokiniana], PRW18366.1 short-chain dehydrogenase reductase family 42E member 1 isoform A [Chlorella sorokiniana]
OG0000119	EIE24006.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PRW60688.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Chlorella sorokiniana]
OG0000119	EIE19374.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PRW58375.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Chlorella sorokiniana], PRW59127.1 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 isoform A [Chlorella sorokiniana], PRW59126.1 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 isoform B [Chlorella sorokiniana]
OG0000120	EIE26483.1 protein translocase subunit secA_ chloroplastic [Coccomyxa subellipsoidea C-169]	PRW56538.1 translocase subunit chloroplastic isoform B [Chlorella sorokiniana], PRW56540.1 translocase subunit chloroplastic isoform D [Chlorella sorokiniana], PRW56541.1 translocase subunit chloroplastic isoform C [Chlorella sorokiniana], PRW56539.1 translocase subunit chloroplastic isoform A [Chlorella sorokiniana]
OG0000124	EIE22272.1 DnaJ-like protein [Coccomyxa subellipsoidea C-169]	PRW44849.1 dnaJ-like protein subfamily B member 13-like [Chlorella sorokiniana]
OG0000124	EIE23114.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW61391.1 dnaJ-like protein subfamily B member 4-like isoform B [Chlorella sorokiniana], PRW61393.1 dnaJ-like protein subfamily B member 4-like isoform A [Chlorella sorokiniana], PRW61392.1 dnaJ-like protein subfamily B member 4-like isoform C [Chlorella sorokiniana]
OG0000125	EIE20245.1 hypothetical protein COCSUDRAFT_44178 [Coccomyxa subellipsoidea C-169]	PRW33600.1 hypothetical protein C2E21_7497 [Chlorella sorokiniana]
