Orthogroup	Coccomyxa_SubellipsoideaC169	Auxenochlorella_protothecoides
OG0000113	EIE23956.1 amino acid transporter [Coccomyxa subellipsoidea C-169]	RMZ57663.1 hypothetical protein APUTEX25_001863_ partial [Auxenochlorella protothecoides], RMZ52269.1 hypothetical protein APUTEX25_001659_ partial [Auxenochlorella protothecoides], RMZ53815.1 hypothetical protein APUTEX25_003954_ partial [Auxenochlorella protothecoides], RMZ54743.1 hypothetical protein APUTEX25_003121 [Auxenochlorella protothecoides], RMZ57652.1 hypothetical protein APUTEX25_001852 [Auxenochlorella protothecoides]
OG0000114	EIE21088.1 Metallo-hydrolase/oxidoreductase_ partial [Coccomyxa subellipsoidea C-169]	RMZ53860.1 hypothetical protein APUTEX25_005606_ partial [Auxenochlorella protothecoides]
OG0000114	EIE26920.1 hypothetical protein COCSUDRAFT_59422 [Coccomyxa subellipsoidea C-169]	RMZ53864.1 hypothetical protein APUTEX25_005610 [Auxenochlorella protothecoides]
OG0000114	EIE26661.1 hypothetical protein COCSUDRAFT_46179 [Coccomyxa subellipsoidea C-169]	RMZ52357.1 hypothetical protein APUTEX25_000632 [Auxenochlorella protothecoides]
OG0000115	EIE23251.1 hypothetical protein COCSUDRAFT_66237 [Coccomyxa subellipsoidea C-169]	RMZ52965.1 hypothetical protein APUTEX25_001084 [Auxenochlorella protothecoides]
OG0000115	EIE27745.1 class I RPD3 type histone deacetylase protein [Coccomyxa subellipsoidea C-169]	RMZ52361.1 hypothetical protein APUTEX25_000636 [Auxenochlorella protothecoides]
OG0000115	EIE22949.1 histone deacetylase 3 [Coccomyxa subellipsoidea C-169]	RMZ57215.1 hypothetical protein APUTEX25_004049_ partial [Auxenochlorella protothecoides]
OG0000116	EIE27567.1 ferredoxin_ partial [Coccomyxa subellipsoidea C-169]	RMZ52439.1 hypothetical protein APUTEX25_000018_ partial [Auxenochlorella protothecoides]
OG0000116	EIE20433.1 chloroplast ferredoxin [Coccomyxa subellipsoidea C-169]	RMZ56203.1 hypothetical protein APUTEX25_002393_ partial [Auxenochlorella protothecoides]
OG0000116	EIE19276.1 ferredoxin [Coccomyxa subellipsoidea C-169]	RMZ55643.1 hypothetical protein APUTEX25_000226 [Auxenochlorella protothecoides]
OG0000117	EIE20377.1 concanavalin A-like lectin/glucanase [Coccomyxa subellipsoidea C-169]	RMZ52648.1 hypothetical protein APUTEX25_000767_ partial [Auxenochlorella protothecoides]
OG0000118	EIE18741.1 hypothetical protein COCSUDRAFT_45205 [Coccomyxa subellipsoidea C-169]	RMZ52904.1 hypothetical protein APUTEX25_001023 [Auxenochlorella protothecoides], RMZ55125.1 hypothetical protein APUTEX25_005403 [Auxenochlorella protothecoides]
OG0000119	EIE24006.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	RMZ53986.1 hypothetical protein APUTEX25_002563 [Auxenochlorella protothecoides]
OG0000119	EIE19374.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	RMZ57498.1 hypothetical protein APUTEX25_003741 [Auxenochlorella protothecoides], RMZ55071.1 hypothetical protein APUTEX25_005697 [Auxenochlorella protothecoides]
OG0000120	EIE26483.1 protein translocase subunit secA_ chloroplastic [Coccomyxa subellipsoidea C-169]	RMZ56116.1 hypothetical protein APUTEX25_004540 [Auxenochlorella protothecoides]
OG0000124	EIE22272.1 DnaJ-like protein [Coccomyxa subellipsoidea C-169]	RMZ54156.1 hypothetical protein APUTEX25_005312 [Auxenochlorella protothecoides]
OG0000124	EIE19208.1 HSP40/DnaJ peptide-binding protein [Coccomyxa subellipsoidea C-169], EIE23114.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ52130.1 hypothetical protein APUTEX25_001520 [Auxenochlorella protothecoides]
OG0000125	EIE22020.1 hypothetical protein COCSUDRAFT_17170_ partial [Coccomyxa subellipsoidea C-169]	RMZ52696.1 hypothetical protein APUTEX25_000815 [Auxenochlorella protothecoides]
OG0000125	EIE20245.1 hypothetical protein COCSUDRAFT_44178 [Coccomyxa subellipsoidea C-169]	RMZ52898.1 hypothetical protein APUTEX25_001017_ partial [Auxenochlorella protothecoides]
OG0000126	EIE26385.1 hypothetical protein COCSUDRAFT_46068 [Coccomyxa subellipsoidea C-169]	RMZ54964.1 hypothetical protein APUTEX25_000481_ partial [Auxenochlorella protothecoides]
OG0000126	EIE27012.1 hypothetical protein COCSUDRAFT_83571 [Coccomyxa subellipsoidea C-169], EIE27011.1 hypothetical protein COCSUDRAFT_83570 [Coccomyxa subellipsoidea C-169]	RMZ54909.1 hypothetical protein APUTEX25_000426 [Auxenochlorella protothecoides]
OG0000126	EIE20061.1 UDP-Glycosyltransferase/glycogen phosphorylase [Coccomyxa subellipsoidea C-169]	RMZ53251.1 hypothetical protein APUTEX25_005240 [Auxenochlorella protothecoides]
OG0000127	EIE27676.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]	RMZ53271.1 hypothetical protein APUTEX25_005260 [Auxenochlorella protothecoides]
OG0000128	EIE26319.1 flagellar associated protein [Coccomyxa subellipsoidea C-169]	RMZ53355.1 hypothetical protein APUTEX25_004843_ partial [Auxenochlorella protothecoides]
OG0000128	EIE27123.1 peptidase C54 [Coccomyxa subellipsoidea C-169]	RMZ53549.1 hypothetical protein APUTEX25_003371 [Auxenochlorella protothecoides]
OG0000129	EIE19174.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169], EIE19224.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169], EIE26352.1 hypothetical protein COCSUDRAFT_39467 [Coccomyxa subellipsoidea C-169], EIE18756.1 ABC family transporter_ multidrug_ partial [Coccomyxa subellipsoidea C-169]	RMZ53810.1 hypothetical protein APUTEX25_003949_ partial [Auxenochlorella protothecoides]
OG0000129	EIE23970.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	RMZ57659.1 hypothetical protein APUTEX25_001859_ partial [Auxenochlorella protothecoides]
OG0000130	EIE25335.1 trypsin-like serine protease [Coccomyxa subellipsoidea C-169]	RMZ56112.1 hypothetical protein APUTEX25_004536 [Auxenochlorella protothecoides]
OG0000130	EIE20222.1 trypsin-like serine protease [Coccomyxa subellipsoidea C-169]	RMZ56724.1 hypothetical protein APUTEX25_002813_ partial [Auxenochlorella protothecoides]
OG0000131	EIE27501.1 hypothetical protein COCSUDRAFT_45889 [Coccomyxa subellipsoidea C-169], EIE27511.1 hypothetical protein COCSUDRAFT_11255_ partial [Coccomyxa subellipsoidea C-169], EIE27645.1 hypothetical protein COCSUDRAFT_64322 [Coccomyxa subellipsoidea C-169], EIE27844.1 hypothetical protein COCSUDRAFT_83464 [Coccomyxa subellipsoidea C-169]	RMZ54361.1 hypothetical protein APUTEX25_001937 [Auxenochlorella protothecoides]
OG0000132	EIE22653.1 hypothetical protein COCSUDRAFT_66327 [Coccomyxa subellipsoidea C-169]	RMZ54456.1 hypothetical protein APUTEX25_002032_ partial [Auxenochlorella protothecoides]
OG0000133	EIE27253.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54609.1 hypothetical protein APUTEX25_002195 [Auxenochlorella protothecoides]
OG0000133	EIE18886.1 hypothetical protein COCSUDRAFT_45033 [Coccomyxa subellipsoidea C-169]	RMZ54619.1 hypothetical protein APUTEX25_002205_ partial [Auxenochlorella protothecoides]
OG0000134	EIE27098.1 hypothetical protein COCSUDRAFT_45729 [Coccomyxa subellipsoidea C-169]	RMZ55528.1 hypothetical protein APUTEX25_000111_ partial [Auxenochlorella protothecoides]
OG0000135	EIE22784.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ55836.1 hypothetical protein APUTEX25_003802 [Auxenochlorella protothecoides]
OG0000135	EIE23907.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ56739.1 hypothetical protein APUTEX25_002828 [Auxenochlorella protothecoides]
OG0000135	EIE23938.1 ribosomal protein S9 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]	RMZ56787.1 hypothetical protein APUTEX25_002876 [Auxenochlorella protothecoides]
OG0000141	EIE27800.1 hypothetical protein COCSUDRAFT_46000 [Coccomyxa subellipsoidea C-169], EIE24495.1 hypothetical protein COCSUDRAFT_46828 [Coccomyxa subellipsoidea C-169], EIE26333.1 hypothetical protein COCSUDRAFT_58870 [Coccomyxa subellipsoidea C-169], EIE18780.1 barwin-like endoglucanase [Coccomyxa subellipsoidea C-169], EIE23848.1 hypothetical protein COCSUDRAFT_62378 [Coccomyxa subellipsoidea C-169], EIE23850.1 barwin-like endoglucanase [Coccomyxa subellipsoidea C-169], EIE23849.1 hypothetical protein COCSUDRAFT_62379 [Coccomyxa subellipsoidea C-169]	RMZ52075.1 hypothetical protein APUTEX25_001269 [Auxenochlorella protothecoides]
OG0000142	EIE25596.1 AP2-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ55052.1 hypothetical protein APUTEX25_005678_ partial [Auxenochlorella protothecoides]
OG0000142	EIE21625.1 hypothetical protein COCSUDRAFT_56831 [Coccomyxa subellipsoidea C-169], EIE22943.1 hypothetical protein COCSUDRAFT_15728_ partial [Coccomyxa subellipsoidea C-169]	RMZ57511.1 hypothetical protein APUTEX25_003754 [Auxenochlorella protothecoides]
OG0000142	EIE26480.1 AP2-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ52219.1 hypothetical protein APUTEX25_001609 [Auxenochlorella protothecoides]
OG0000142	EIE26470.1 AP2-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53716.1 hypothetical protein APUTEX25_003250 [Auxenochlorella protothecoides]
OG0000143	EIE27096.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	RMZ52918.1 hypothetical protein APUTEX25_001037_ partial [Auxenochlorella protothecoides]
OG0000143	EIE25875.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169], EIE20466.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	RMZ55653.1 hypothetical protein APUTEX25_000236_ partial [Auxenochlorella protothecoides]
OG0000144	EIE19983.1 AP2-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53824.1 hypothetical protein APUTEX25_003963 [Auxenochlorella protothecoides]
OG0000144	EIE22185.1 AP2-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53045.1 hypothetical protein APUTEX25_001164_ partial [Auxenochlorella protothecoides]
OG0000146	EIE19630.1 acetyl-CoA synthetase-like protein [Coccomyxa subellipsoidea C-169]	RMZ56588.1 hypothetical protein APUTEX25_003498_ partial [Auxenochlorella protothecoides]
OG0000146	EIE24423.1 acetyl-CoA synthetase-like protein [Coccomyxa subellipsoidea C-169], EIE18699.1 long chain acyl-CoA synthetase 4 [Coccomyxa subellipsoidea C-169]	RMZ53269.1 hypothetical protein APUTEX25_005258 [Auxenochlorella protothecoides]
OG0000147	EIE18504.1 patatin-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ56170.1 hypothetical protein APUTEX25_004594 [Auxenochlorella protothecoides], RMZ56436.1 hypothetical protein APUTEX25_004659 [Auxenochlorella protothecoides], RMZ54065.1 hypothetical protein APUTEX25_002642_ partial [Auxenochlorella protothecoides]
OG0000148	EIE23475.1 hypothetical protein COCSUDRAFT_41714 [Coccomyxa subellipsoidea C-169]	RMZ54474.1 hypothetical protein APUTEX25_002050 [Auxenochlorella protothecoides]
OG0000149	EIE20889.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54720.1 hypothetical protein APUTEX25_003098 [Auxenochlorella protothecoides]
OG0000149	EIE21900.1 Arginase/deacetylase [Coccomyxa subellipsoidea C-169], EIE18460.1 Arginase/deacetylase [Coccomyxa subellipsoidea C-169]	RMZ54729.1 hypothetical protein APUTEX25_003107 [Auxenochlorella protothecoides]
OG0000150	EIE19681.1 alpha-amylase [Coccomyxa subellipsoidea C-169], EIE21645.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]	RMZ54783.1 hypothetical protein APUTEX25_000300_ partial [Auxenochlorella protothecoides]
OG0000150	EIE22452.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]	RMZ54797.1 hypothetical protein APUTEX25_000314 [Auxenochlorella protothecoides]
OG0000150	EIE19497.1 hypothetical protein COCSUDRAFT_58773 [Coccomyxa subellipsoidea C-169]	RMZ54929.1 hypothetical protein APUTEX25_000446 [Auxenochlorella protothecoides]
OG0000151	EIE21675.1 acetate--CoA ligase [Coccomyxa subellipsoidea C-169]	RMZ55015.1 hypothetical protein APUTEX25_005641 [Auxenochlorella protothecoides]
OG0000152	EIE25415.1 kinase-like protein [Coccomyxa subellipsoidea C-169], EIE24779.1 mitogen activated protein kinase [Coccomyxa subellipsoidea C-169]	RMZ55975.1 hypothetical protein APUTEX25_004399 [Auxenochlorella protothecoides]
OG0000153	EIE21497.1 hypothetical protein COCSUDRAFT_43213 [Coccomyxa subellipsoidea C-169]	RMZ56343.1 hypothetical protein APUTEX25_004700_ partial [Auxenochlorella protothecoides], RMZ56128.1 hypothetical protein APUTEX25_004552 [Auxenochlorella protothecoides]
OG0000154	EIE26904.1 hypothetical protein COCSUDRAFT_39864 [Coccomyxa subellipsoidea C-169], EIE19957.1 hypothetical protein COCSUDRAFT_44353 [Coccomyxa subellipsoidea C-169]	RMZ56482.1 hypothetical protein APUTEX25_001329 [Auxenochlorella protothecoides]
OG0000155	EIE23447.1 DUF21-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE22558.1 DUF21-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ57319.1 hypothetical protein APUTEX25_004153 [Auxenochlorella protothecoides]
OG0000162	EIE21587.1 hypothetical protein COCSUDRAFT_17568 [Coccomyxa subellipsoidea C-169]	RMZ52254.1 hypothetical protein APUTEX25_001644 [Auxenochlorella protothecoides]
OG0000163	EIE18237.1 Arf6/ArfB-family small GTPase [Coccomyxa subellipsoidea C-169]	RMZ56933.1 hypothetical protein APUTEX25_004995 [Auxenochlorella protothecoides]
OG0000163	EIE19146.1 ADP-ribosylation factor 1 [Coccomyxa subellipsoidea C-169]	RMZ52287.1 hypothetical protein APUTEX25_001677 [Auxenochlorella protothecoides]
OG0000164	EIE25728.1 sulfate permease [Coccomyxa subellipsoidea C-169]	RMZ52296.1 hypothetical protein APUTEX25_001686 [Auxenochlorella protothecoides], RMZ56997.1 hypothetical protein APUTEX25_001506_ partial [Auxenochlorella protothecoides], RMZ56263.1 hypothetical protein APUTEX25_002453 [Auxenochlorella protothecoides]
OG0000165	EIE21929.1 ClpP/crotonase [Coccomyxa subellipsoidea C-169]	RMZ54827.1 hypothetical protein APUTEX25_000344 [Auxenochlorella protothecoides]
OG0000165	EIE27428.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE22247.1 hypothetical protein COCSUDRAFT_55943 [Coccomyxa subellipsoidea C-169]	RMZ52546.1 hypothetical protein APUTEX25_003689 [Auxenochlorella protothecoides]
OG0000167	EIE23993.1 alcohol dehydrogenase [Coccomyxa subellipsoidea C-169], EIE19170.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169], EIE19171.1 putative zinc-binding dehydrogenase [Coccomyxa subellipsoidea C-169]	RMZ52731.1 hypothetical protein APUTEX25_000850_ partial [Auxenochlorella protothecoides]
OG0000168	EIE19172.1 SHMT-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53908.1 hypothetical protein APUTEX25_004612 [Auxenochlorella protothecoides]
OG0000168	EIE24649.1 serine hydroxymethyltransferase 2 [Coccomyxa subellipsoidea C-169]	RMZ52893.1 hypothetical protein APUTEX25_001012_ partial [Auxenochlorella protothecoides]
OG0000169	EIE19623.1 bifunctional aspartokinase/homoserine dehydrogenase I [Coccomyxa subellipsoidea C-169]	RMZ53895.1 hypothetical protein APUTEX25_005577_ partial [Auxenochlorella protothecoides]
OG0000169	EIE19690.1 homoserine dehydrogenase [Coccomyxa subellipsoidea C-169]	RMZ54161.1 hypothetical protein APUTEX25_005317_ partial [Auxenochlorella protothecoides], RMZ53670.1 hypothetical protein APUTEX25_003204 [Auxenochlorella protothecoides]
OG0000170	EIE26449.1 ketoacyl-synt-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ57032.1 hypothetical protein APUTEX25_002264_ partial [Auxenochlorella protothecoides]
OG0000171	EIE27412.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	RMZ55346.1 hypothetical protein APUTEX25_003484 [Auxenochlorella protothecoides]
OG0000171	EIE22656.1 uroporphyrinogen-iii decarboxylase [Coccomyxa subellipsoidea C-169]	RMZ53806.1 hypothetical protein APUTEX25_003945 [Auxenochlorella protothecoides]
OG0000172	EIE26378.1 hypothetical protein COCSUDRAFT_64466 [Coccomyxa subellipsoidea C-169]	RMZ54418.1 hypothetical protein APUTEX25_001994 [Auxenochlorella protothecoides]
OG0000172	EIE21213.1 hypothetical protein COCSUDRAFT_43530 [Coccomyxa subellipsoidea C-169]	RMZ55974.1 hypothetical protein APUTEX25_004398 [Auxenochlorella protothecoides]
OG0000173	EIE22189.1 Clavaminate synthase-like protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ54595.1 hypothetical protein APUTEX25_002181 [Auxenochlorella protothecoides]
OG0000174	EIE18983.1 kinase-like protein [Coccomyxa subellipsoidea C-169], EIE20566.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	RMZ55156.1 hypothetical protein APUTEX25_005434 [Auxenochlorella protothecoides]
OG0000175	EIE26550.1 hypothetical protein COCSUDRAFT_39616 [Coccomyxa subellipsoidea C-169], EIE21189.1 hypothetical protein COCSUDRAFT_43511 [Coccomyxa subellipsoidea C-169], EIE24447.1 hypothetical protein COCSUDRAFT_61872 [Coccomyxa subellipsoidea C-169]	RMZ56829.1 hypothetical protein APUTEX25_002918 [Auxenochlorella protothecoides]
OG0000183	EIE20817.1 hypothetical protein COCSUDRAFT_48419 [Coccomyxa subellipsoidea C-169]	RMZ52035.1 hypothetical protein APUTEX25_001229 [Auxenochlorella protothecoides], RMZ55254.1 hypothetical protein APUTEX25_005532_ partial [Auxenochlorella protothecoides]
OG0000184	EIE18885.1 ribosomal protein S5 domain 2-like protein [Coccomyxa subellipsoidea C-169]	RMZ52053.1 hypothetical protein APUTEX25_001247_ partial [Auxenochlorella protothecoides]
OG0000185	EIE27568.1 hypothetical protein COCSUDRAFT_64292 [Coccomyxa subellipsoidea C-169]	RMZ52459.1 hypothetical protein APUTEX25_000038 [Auxenochlorella protothecoides]
OG0000185	EIE27305.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	RMZ52067.1 hypothetical protein APUTEX25_001261 [Auxenochlorella protothecoides]
OG0000186	EIE24350.1 hypothetical protein COCSUDRAFT_62850 [Coccomyxa subellipsoidea C-169]	RMZ56487.1 hypothetical protein APUTEX25_001334_ partial [Auxenochlorella protothecoides]
OG0000186	EIE24365.1 hypothetical protein COCSUDRAFT_41595 [Coccomyxa subellipsoidea C-169]	RMZ52220.1 hypothetical protein APUTEX25_001610 [Auxenochlorella protothecoides]
OG0000187	EIE22772.1 ATP-dependent DNA ligase_ partial [Coccomyxa subellipsoidea C-169]	RMZ54155.1 hypothetical protein APUTEX25_005311_ partial [Auxenochlorella protothecoides]
OG0000187	EIE18924.1 ATP-dependent DNA ligase [Coccomyxa subellipsoidea C-169]	RMZ52453.1 hypothetical protein APUTEX25_000032_ partial [Auxenochlorella protothecoides]
OG0000188	EIE19931.1 hypothetical protein COCSUDRAFT_58168 [Coccomyxa subellipsoidea C-169]	RMZ52662.1 hypothetical protein APUTEX25_000781_ partial [Auxenochlorella protothecoides]
OG0000189	EIE27550.1 hypothetical protein COCSUDRAFT_11455 [Coccomyxa subellipsoidea C-169]	RMZ53070.1 hypothetical protein APUTEX25_001189 [Auxenochlorella protothecoides]
OG0000190	EIE26807.1 hypothetical protein COCSUDRAFT_12255_ partial [Coccomyxa subellipsoidea C-169]	RMZ54429.1 hypothetical protein APUTEX25_002005_ partial [Auxenochlorella protothecoides]
OG0000190	EIE26784.1 histone acetyltransferase [Coccomyxa subellipsoidea C-169]	RMZ52717.1 hypothetical protein APUTEX25_000836_ partial [Auxenochlorella protothecoides]
