Orthogroup	Chlorella_A99	Micractinium_SAG24180
OG0000083	PCFQ01000031.1 g3095 [Chlorella sp. A99]	PSC69009.1 puromycin-sensitive aminopeptidase isoform X1 [Micractinium conductrix]
OG0000083	PCFQ01000011.1 g2851 [Chlorella sp. A99]	PSC69042.1 fanconi anemia group e [Micractinium conductrix]
OG0000084	PCFQ01000007.1 g1229 [Chlorella sp. A99]	PSC69513.1 cysteine synthase [Micractinium conductrix]
OG0000084	PCFQ01000058.1 g283 [Chlorella sp. A99]	PSC69447.1 cysteine synthase [Micractinium conductrix]
OG0000084	PCFQ01000008.1 g1137 [Chlorella sp. A99]	PSC72523.1 cysteine synthase A [Micractinium conductrix]
OG0000087	PCFQ01000082.1 g584 [Chlorella sp. A99]	PSC74706.1 major facilitator superfamily isoform A [Micractinium conductrix]
OG0000088	PCFQ01000078.1 g2187 [Chlorella sp. A99]	PSC76511.1 Pyruvate kinase [Micractinium conductrix], PSC73194.1 Pyruvate kinase [Micractinium conductrix]
OG0000088	PCFQ01000015.1 g3029 [Chlorella sp. A99]	PSC76198.1 pyruvate kinase [Micractinium conductrix]
OG0000089	PCFQ01000014.1 g1897 [Chlorella sp. A99], PCFQ01000001.1 g972 [Chlorella sp. A99]	PSC69404.1 hypothetical protein C2E20_7081 [Micractinium conductrix]
OG0000090	PCFQ01000018.1 g427 [Chlorella sp. A99]	PSC73471.1 serine acetyltransferase 2 [Micractinium conductrix], PSC74834.1 serine acetyltransferase [Micractinium conductrix]
OG0000090	PCFQ01000014.1 g1879 [Chlorella sp. A99]	PSC73382.1 S-adenosyl-L-methionine-dependent methyltransferase [Micractinium conductrix]
OG0000091	PCFQ01000013.1 g3307 [Chlorella sp. A99]	PSC68154.1 serine threonine-phosphatase 2A catalytic subunit beta isoform [Micractinium conductrix]
OG0000091	PCFQ01000006.1 g3243 [Chlorella sp. A99]	PSC68812.1 phytochrome-associated serine threonine-phosphatase 3-like [Micractinium conductrix], PSC74604.1 serine threonine phosphatase 2A [Micractinium conductrix]
OG0000092	PCFQ01000058.1 g159 [Chlorella sp. A99]	PSC73164.1 Uric acid-xanthine permease [Micractinium conductrix]
OG0000092	PCFQ01000001.1 g987 [Chlorella sp. A99]	PSC68687.1 Uric acid-xanthine permease isoform A [Micractinium conductrix], PSC68688.1 Uric acid-xanthine permease isoform B [Micractinium conductrix]
OG0000093	PCFQ01000046.1 g1856 [Chlorella sp. A99]	PSC69177.1 Inactive ubiquitin carboxyl-terminal hydrolase 54 [Micractinium conductrix]
OG0000095	PCFQ01000037.1 g2440 [Chlorella sp. A99]	PSC73930.1 U3 small nucleolar RNA-associated 25 [Micractinium conductrix]
OG0000095	PCFQ01000013.1 g3328 [Chlorella sp. A99]	PSC75641.1 carotene isomerase [Micractinium conductrix], PSC69857.1 carotene isomerase [Micractinium conductrix]
OG0000096	PCFQ01000046.1 g1869 [Chlorella sp. A99]	PSC68384.1 ATP-binding cassette sub-family B member mitochondrial [Micractinium conductrix]
OG0000096	PCFQ01000020.1 g942 [Chlorella sp. A99]	PSC71845.1 serine threonine kinase [Micractinium conductrix]
OG0000096	PCFQ01000004.1 g2575 [Chlorella sp. A99]	PSC71777.1 ATP-binding cassette sub-family B member mitochondrial [Micractinium conductrix]
OG0000097	PCFQ01000078.1 g2167 [Chlorella sp. A99]	PSC76362.1 DUF3456 domain [Micractinium conductrix], PSC76262.1 DUF3456 domain [Micractinium conductrix]
OG0000098	PCFQ01000011.1 g2754 [Chlorella sp. A99]	PSC70533.1 malate mitochondrial isoform B [Micractinium conductrix], PSC70532.1 malate mitochondrial isoform A [Micractinium conductrix]
OG0000098	PCFQ01000006.1 g3182 [Chlorella sp. A99]	PSC72606.1 Malate glyoxysomal [Micractinium conductrix]
OG0000100	PCFQ01000011.1 g2746 [Chlorella sp. A99]	PSC74001.1 chaperonin 60A [Micractinium conductrix]
OG0000100	PCFQ01000011.1 g2762 [Chlorella sp. A99]	PSC70609.1 chaperonin 60B2 [Micractinium conductrix]
OG0000101	PCFQ01000079.1 g1253 [Chlorella sp. A99]	PSC73384.1 ATP-dependent Clp protease ATP-binding subunit clpA-like protein chloroplastic-like [Micractinium conductrix]
OG0000101	PCFQ01000081.1 g1580 [Chlorella sp. A99]	PSC72295.1 ATP-dependent Clp protease ATP-binding subunit [Micractinium conductrix]
OG0000102	PCFQ01000008.1 g1125 [Chlorella sp. A99]	PSC70556.1 ferredoxin-dependent glutamate synthase [Micractinium conductrix]
OG0000102	PCFQ01000018.1 g437 [Chlorella sp. A99]	PSC68918.1 glutamate synthase 1 [NADH] chloroplastic isoform X1 [Micractinium conductrix]
OG0000105	PCFQ01000006.1 g3236 [Chlorella sp. A99]	PSC73956.1 flagellar outer dynein arm heavy chain gamma [Micractinium conductrix]
OG0000105	PCFQ01000003.1 g1032 [Chlorella sp. A99]	PSC71616.1 flagellar inner arm dynein 1 heavy chain alpha [Micractinium conductrix]
OG0000106	PCFQ01000013.1 g3273 [Chlorella sp. A99]	PSC74817.1 Galactose mutarotase [Micractinium conductrix], PSC67689.1 galactose mutarotase [Micractinium conductrix]
OG0000106	PCFQ01000013.1 g3272 [Chlorella sp. A99]	PSC75034.1 Squalene synthase [Micractinium conductrix]
OG0000107	PCFQ01000079.1 g1375 [Chlorella sp. A99]	PSC73010.1 hypothetical protein C2E20_3709 [Micractinium conductrix], PSC73138.1 hypothetical protein C2E20_3704 [Micractinium conductrix], PSC76488.1 MATH domain and coiled-coil domain-containing protein [Micractinium conductrix], PSC67227.1 carboxymuconolactone decarboxylase [Micractinium conductrix], PSC67216.1 ubiquitin carboxyl-terminal hydrolase 12-like [Micractinium conductrix]
OG0000108	PCFQ01000078.1 g2023 [Chlorella sp. A99]	PSC70286.1 ankyrin repeat and SOCS box 16 [Micractinium conductrix], PSC76689.1 hypothetical protein C2E20_0915 [Micractinium conductrix], PSC70148.1 histone H5 isoform X1 [Micractinium conductrix]
OG0000111	PCFQ01000058.1 g48 [Chlorella sp. A99]	PSC74536.1 Cell surface [Micractinium conductrix], PSC67450.1 Cell surface [Micractinium conductrix]
OG0000112	PCFQ01000011.1 g2842 [Chlorella sp. A99]	PSC72570.1 Prolyl 4-hydroxylase subunit alpha-1 isoform B [Micractinium conductrix], PSC72571.1 Prolyl 4-hydroxylase subunit alpha-1 isoform A [Micractinium conductrix], PSC72823.1 Prolyl 4-hydroxylase subunit alpha-1 [Micractinium conductrix]
OG0000113	PCFQ01000009.1 g1728 [Chlorella sp. A99]	PSC75625.1 transmembrane amino acid transporter [Micractinium conductrix]
OG0000114	PCFQ01000078.1 g1983 [Chlorella sp. A99]	PSC71405.1 zinc phosphodiesterase ELAC 2-like [Micractinium conductrix]
OG0000115	PCFQ01000037.1 g2489 [Chlorella sp. A99]	PSC69941.1 histone deacetylase [Micractinium conductrix]
OG0000115	PCFQ01000007.1 g1202 [Chlorella sp. A99]	PSC76205.1 histone deacetylase 9 isoform X1 [Micractinium conductrix]
OG0000115	PCFQ01000037.1 g2481 [Chlorella sp. A99]	PSC69949.1 histone deacetylase Rpd3 [Micractinium conductrix]
OG0000116	PCFQ01000002.1 g709 [Chlorella sp. A99]	PSC70124.1 chloroplast precursor [Micractinium conductrix]
OG0000117	PCFQ01000013.1 g3314 [Chlorella sp. A99]	PSC67752.1 glucan endo-1_3-beta-D-glucosidase [Micractinium conductrix], PSC76960.1 _1-3_-beta-glucanase [Micractinium conductrix], PSC74883.1 _1-3_-beta-glucanase [Micractinium conductrix]
OG0000118	PCFQ01000001.1 g1007 [Chlorella sp. A99]	PSC75032.1 MORN repeat-containing 1 [Micractinium conductrix]
OG0000119	PCFQ01000018.1 g443 [Chlorella sp. A99]	PSC68964.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Micractinium conductrix]
OG0000119	PCFQ01000048.1 g2274 [Chlorella sp. A99]	PSC75817.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Micractinium conductrix]
OG0000119	PCFQ01000040.1 g2301 [Chlorella sp. A99]	PSC75579.1 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 [Micractinium conductrix]
OG0000120	PCFQ01000008.1 g1136 [Chlorella sp. A99], PCFQ01000024.1 g2555 [Chlorella sp. A99]	PSC72357.1 translocase subunit chloroplastic [Micractinium conductrix]
OG0000124	PCFQ01000006.1 g3132 [Chlorella sp. A99]	PSC73411.1 dnaJ-like protein subfamily B member 1 isoform A [Micractinium conductrix], PSC73412.1 dnaJ-like protein subfamily B member 1 isoform B [Micractinium conductrix]
OG0000126	PCFQ01000005.1 g791 [Chlorella sp. A99]	PSC74099.1 sulfolipid synthase [Micractinium conductrix]
OG0000127	PCFQ01000005.1 g815 [Chlorella sp. A99]	PSC68464.1 GPI inositol-deacylase PGAP1-like isoform A [Micractinium conductrix], PSC68465.1 GPI inositol-deacylase PGAP1-like isoform B [Micractinium conductrix], PSC68432.1 GPI inositol-deacylase PGAP1-like [Micractinium conductrix]
OG0000128	PCFQ01000078.1 g2050 [Chlorella sp. A99]	PSC69883.1 obg-like ATPase 1 [Micractinium conductrix]
OG0000128	PCFQ01000004.1 g2639 [Chlorella sp. A99]	PSC75412.1 ribonuclease [Micractinium conductrix]
OG0000129	PCFQ01000082.1 g620 [Chlorella sp. A99], PCFQ01000002.1 g691 [Chlorella sp. A99]	PSC74384.1 P-loop containing nucleoside triphosphate hydrolase isoform A [Micractinium conductrix], PSC74385.1 P-loop containing nucleoside triphosphate hydrolase isoform B [Micractinium conductrix]
OG0000130	PCFQ01000018.1 g435 [Chlorella sp. A99]	PSC68632.1 Protease Do-like 9 [Micractinium conductrix]
OG0000130	PCFQ01000001.1 g1005 [Chlorella sp. A99]	PSC74876.1 Protease Do-like 9 [Micractinium conductrix]
OG0000131	PCFQ01000081.1 g1625 [Chlorella sp. A99]	PSC70702.1 Bromodomain adjacent to zinc finger domain 2A [Micractinium conductrix]
OG0000132	PCFQ01000079.1 g1364 [Chlorella sp. A99]	PSC74037.1 hypothetical protein C2E20_2624 [Micractinium conductrix]
OG0000132	PCFQ01000081.1 g1648 [Chlorella sp. A99]	PSC70804.1 Zinc finger CCCH domain-containing [Micractinium conductrix]
OG0000133	PCFQ01000002.1 g670 [Chlorella sp. A99]	PSC67309.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]
OG0000133	PCFQ01000058.1 g253 [Chlorella sp. A99]	PSC76669.1 ABC-1-like kinase [Micractinium conductrix]
OG0000135	PCFQ01000004.1 g2660 [Chlorella sp. A99]	PSC76075.1 fidgetin 1 [Micractinium conductrix]
OG0000136	PCFQ01000058.1 g59 [Chlorella sp. A99]	PSC69729.1 amino-acid permease BAT1-like protein isoform X2 [Micractinium conductrix], PSC69717.1 amino-acid permease [Micractinium conductrix]
OG0000136	PCFQ01000006.1 g3147 [Chlorella sp. A99]	PSC72663.1 amino-acid permease BAT1-like protein isoform X1 [Micractinium conductrix]
OG0000137	PCFQ01000018.1 g414 [Chlorella sp. A99]	PSC74076.1 E3 ubiquitin-ligase RNF185 isoform X1 [Micractinium conductrix], PSC70297.1 bifunctional apoptosis regulator [Micractinium conductrix]
OG0000138	PCFQ01000015.1 g3082 [Chlorella sp. A99]	PSC67884.1 trypsin alpha-4 [Micractinium conductrix], PSC75690.1 transmembrane protease serine 6 [Micractinium conductrix], PSC73752.1 Kallikrein-11 [Micractinium conductrix], PSC68222.1 trypsin isoform B [Micractinium conductrix], PSC68221.1 trypsin isoform A [Micractinium conductrix]
OG0000141	PCFQ01000015.1 g3093 [Chlorella sp. A99]	PSC67662.1 barwin-like endoglucanase [Micractinium conductrix]
OG0000142	PCFQ01000078.1 g2180 [Chlorella sp. A99]	PSC75719.1 pathogenesis-related genes transcriptional activator [Micractinium conductrix]
OG0000146	PCFQ01000005.1 g832 [Chlorella sp. A99]	PSC75938.1 acetyl-synthetase [Micractinium conductrix]
OG0000146	PCFQ01000013.1 g3294 [Chlorella sp. A99]	PSC74925.1 long chain acyl-synthetase 4-like [Micractinium conductrix]
OG0000146	PCFQ01000015.1 g2956 [Chlorella sp. A99]	PSC70142.1 Long chain acyl-synthetase 4 [Micractinium conductrix]
OG0000147	PCFQ01000005.1 g836 [Chlorella sp. A99]	PSC75647.1 Triacylglycerol lipase SDP1 [Micractinium conductrix]
OG0000147	PCFQ01000003.1 g1063 [Chlorella sp. A99]	PSC72827.1 Triacylglycerol lipase SDP1 [Micractinium conductrix]
OG0000148	PCFQ01000053.1 g2548 [Chlorella sp. A99]	PSC73408.1 cytochrome P450 isoform B [Micractinium conductrix], PSC73407.1 cytochrome P450 isoform A [Micractinium conductrix]
OG0000149	PCFQ01000002.1 g661 [Chlorella sp. A99]	PSC68285.1 Histone deacetylase 14 [Micractinium conductrix]
OG0000150	PCFQ01000082.1 g574 [Chlorella sp. A99]	PSC70086.1 alpha amylase domain [Micractinium conductrix], PSC74900.1 glycoside hydrolase [Micractinium conductrix]
OG0000151	PCFQ01000078.1 g2148 [Chlorella sp. A99]	PSC76405.1 acetyl-synthetase [Micractinium conductrix]
OG0000151	PCFQ01000078.1 g2128 [Chlorella sp. A99]	PSC76014.1 acetyl-coenzyme A chloroplastic glyoxysomal-like [Micractinium conductrix]
OG0000152	PCFQ01000079.1 g1426 [Chlorella sp. A99]	PSC77015.1 serine threonine-kinase EDR1 [Micractinium conductrix]
OG0000152	PCFQ01000002.1 g643 [Chlorella sp. A99]	PSC73017.1 serine threonine-kinase EDR1-like isoform X1 [Micractinium conductrix]
OG0000153	PCFQ01000058.1 g138 [Chlorella sp. A99]	PSC76252.1 sulfate transporter [Micractinium conductrix]
OG0000153	PCFQ01000058.1 g91 [Chlorella sp. A99]	PSC68854.1 Sulfate Permease Family [Micractinium conductrix]
OG0000153	PCFQ01000037.1 g2361 [Chlorella sp. A99]	PSC75492.1 Sulfate Permease Family [Micractinium conductrix]
OG0000154	PCFQ01000015.1 g3069 [Chlorella sp. A99], PCFQ01000034.1 g3261 [Chlorella sp. A99]	PSC72373.1 hydroxylamine reductase [Micractinium conductrix], PSC73565.1 Hydroxylamine reductase isoform A [Micractinium conductrix], PSC73564.1 Hydroxylamine reductase isoform B [Micractinium conductrix], PSC73563.1 Hydroxylamine reductase isoform C [Micractinium conductrix], PSC68490.1 hydroxylamine reductase [Micractinium conductrix]
OG0000155	PCFQ01000058.1 g83 [Chlorella sp. A99]	PSC68831.1 DUF21 domain-containing protein [Micractinium conductrix]
OG0000155	PCFQ01000011.1 g2929 [Chlorella sp. A99]	PSC76264.1 DUF21 domain plant [Micractinium conductrix]
OG0000156	PCFQ01000058.1 g216 [Chlorella sp. A99]	PSC74287.1 E3 ubiquitin-ligase RING1-like [Micractinium conductrix]
OG0000157	PCFQ01000020.1 g902 [Chlorella sp. A99], PCFQ01000020.1 g901 [Chlorella sp. A99]	PSC75566.1 hypothetical protein C2E20_1341 [Micractinium conductrix], PSC75811.1 hypothetical protein C2E20_1340 [Micractinium conductrix]
OG0000157	PCFQ01000058.1 g254 [Chlorella sp. A99]	PSC69850.1 Secretion-regulating guanine nucleotide exchange factor [Micractinium conductrix], PSC72576.1 hypothetical protein C2E20_4286 [Micractinium conductrix], PSC69852.1 hypothetical protein C2E20_6583 [Micractinium conductrix]
OG0000158	PCFQ01000037.1 g2366 [Chlorella sp. A99], PCFQ01000018.1 g438 [Chlorella sp. A99], PCFQ01000079.1 g1318 [Chlorella sp. A99]	PSC69356.1 NADH dehydrogenase [Micractinium conductrix], PSC69403.1 NADH dehydrogenase [Micractinium conductrix]
OG0000158	PCFQ01000011.1 g2850 [Chlorella sp. A99]	PSC75438.1 nucleotide-binding domain-containing [Micractinium conductrix]
OG0000159	PCFQ01000012.1 g1835 [Chlorella sp. A99]	PSC69020.1 peptidyl serine alpha-galactosyltransferase [Micractinium conductrix], PSC68709.1 peptidyl serine alpha-galactosyltransferase [Micractinium conductrix]
OG0000159	PCFQ01000005.1 g777 [Chlorella sp. A99]	PSC76158.1 peptidyl serine alpha-galactosyltransferase [Micractinium conductrix]
OG0000160	PCFQ01000079.1 g1489 [Chlorella sp. A99]	PSC68219.1 DNA-dependent metalloprotease WSS1 [Micractinium conductrix]
OG0000161	PCFQ01000079.1 g1522 [Chlorella sp. A99], PCFQ01000019.1 g1820 [Chlorella sp. A99], PCFQ01000079.1 g1521 [Chlorella sp. A99]	PSC74829.1 CHR family transporter_ chromate ion [Micractinium conductrix]
OG0000162	PCFQ01000078.1 g2163 [Chlorella sp. A99]	PSC76403.1 Zinc finger CCCH domain-containing 64 [Micractinium conductrix], PSC76459.1 band 7 [Micractinium conductrix], PSC67722.1 band 7 [Micractinium conductrix], PSC76210.1 band 7 [Micractinium conductrix]
OG0000163	PCFQ01000079.1 g1345 [Chlorella sp. A99]	PSC74229.1 ADP-ribosylation factor 2 [Micractinium conductrix]
OG0000164	PCFQ01000037.1 g2498 [Chlorella sp. A99]	PSC69898.1 sulfate transporter [Micractinium conductrix], PSC69015.1 sulfate transporter [Micractinium conductrix]
OG0000166	PCFQ01000005.1 g849 [Chlorella sp. A99]	PSC74252.1 chitin binding domain-containing [Micractinium conductrix]
OG0000167	PCFQ01000079.1 g1290 [Chlorella sp. A99]	PSC71602.1 NADPH_quinone reductase [Micractinium conductrix]
OG0000167	PCFQ01000005.1 g809 [Chlorella sp. A99]	PSC73044.1 NADPH_quinone reductase isoform B [Micractinium conductrix], PSC73045.1 NADPH_quinone reductase isoform A [Micractinium conductrix]
OG0000168	PCFQ01000082.1 g598 [Chlorella sp. A99]	PSC74475.1 serine hydroxymethyltransferase [Micractinium conductrix]
OG0000168	PCFQ01000018.1 g418 [Chlorella sp. A99]	PSC69541.1 serine hydroxymethyltransferase 2 [Micractinium conductrix]
OG0000169	PCFQ01000005.1 g844 [Chlorella sp. A99]	PSC76677.1 bifunctional aspartate kinase homoserine dehydrogenase [Micractinium conductrix]
OG0000169	PCFQ01000005.1 g769 [Chlorella sp. A99]	PSC75972.1 homoserine dehydrogenase isoform A [Micractinium conductrix], PSC75973.1 homoserine dehydrogenase isoform B [Micractinium conductrix]
OG0000170	PCFQ01000081.1 g1646 [Chlorella sp. A99]	PSC73613.1 type I polyketide synthase [Micractinium conductrix], PSC74551.1 beta-ketoacyl synthase [Micractinium conductrix]
OG0000170	PCFQ01000081.1 g1644 [Chlorella sp. A99]	PSC69473.1 type I fatty acid [Micractinium conductrix]
OG0000171	PCFQ01000009.1 g1701 [Chlorella sp. A99]	PSC72339.1 uroporphyrinogen decarboxylase [Micractinium conductrix], PSC72094.1 HIRA isoform X1 [Micractinium conductrix]
OG0000173	PCFQ01000015.1 g2976 [Chlorella sp. A99]	PSC72467.1 taurine catabolism dioxygenase [Micractinium conductrix]
OG0000174	PCFQ01000037.1 g2370 [Chlorella sp. A99]	PSC71935.1 aurora other [Micractinium conductrix]
OG0000174	PCFQ01000081.1 g1599 [Chlorella sp. A99]	PSC70705.1 aurora other [Micractinium conductrix]
OG0000175	PCFQ01000037.1 g2399 [Chlorella sp. A99]	PSC76898.1 60S ribosomal L9 [Micractinium conductrix]
OG0000177	PCFQ01000010.1 g297 [Chlorella sp. A99]	PSC71886.1 2-C-methyl-D-erythritol 2_4-cyclodiphosphate chloroplastic [Micractinium conductrix]
OG0000178	PCFQ01000081.1 g1600 [Chlorella sp. A99]	PSC71687.1 DNL-type zinc finger [Micractinium conductrix]
OG0000179	PCFQ01000011.1 g2788 [Chlorella sp. A99]	PSC71577.1 ubiquitin-ligase E3 A isoform A [Micractinium conductrix], PSC71576.1 ubiquitin-ligase E3 A isoform B [Micractinium conductrix]
OG0000183	PCFQ01000046.1 g1850 [Chlorella sp. A99]	PSC76872.1 Sodium hydrogen exchanger 7 [Micractinium conductrix]
OG0000187	PCFQ01000001.1 g994 [Chlorella sp. A99]	PSC70071.1 DNA ligase [Micractinium conductrix]
OG0000187	PCFQ01000002.1 g636 [Chlorella sp. A99]	PSC72994.1 DNA ligase 1-like [Micractinium conductrix]
OG0000188	PCFQ01000037.1 g2541 [Chlorella sp. A99]	PSC76146.1 potassium NKT2 [Micractinium conductrix]
OG0000189	PCFQ01000007.1 g1198 [Chlorella sp. A99]	PSC69560.1 nucleic acid binding [Micractinium conductrix], PSC69554.1 V-type proton ATPase subunit c1 [Micractinium conductrix]
OG0000190	PCFQ01000011.1 g2860 [Chlorella sp. A99]	PSC72698.1 HAM group [Micractinium conductrix]
OG0000191	PCFQ01000079.1 g1453 [Chlorella sp. A99]	PSC70738.1 glucose-1-phosphate adenylyltransferase large subunit chloroplastic amyloplastic [Micractinium conductrix]
OG0000191	PCFQ01000013.1 g3318 [Chlorella sp. A99]	PSC75178.1 ADP-glucose pyrophosphorylase small subunit isoform B [Micractinium conductrix], PSC75179.1 ADP-glucose pyrophosphorylase small subunit isoform C [Micractinium conductrix], PSC75177.1 ADP-glucose pyrophosphorylase small subunit isoform A [Micractinium conductrix]
