Orthogroup	Chlorella_A99	Chlorella_VariabilisNC64A
OG0000075	PCFQ01000081.1 g1616 [Chlorella sp. A99]	XP_005845788.1 hypothetical protein CHLNCDRAFT_53614 [Chlorella variabilis], XP_005843090.1 hypothetical protein CHLNCDRAFT_55450 [Chlorella variabilis], XP_005848747.1 hypothetical protein CHLNCDRAFT_144450 [Chlorella variabilis], XP_005843135.1 hypothetical protein CHLNCDRAFT_59345 [Chlorella variabilis], XP_005843125.1 hypothetical protein CHLNCDRAFT_59342 [Chlorella variabilis], XP_005843642.1 hypothetical protein CHLNCDRAFT_139983 [Chlorella variabilis], XP_005843708.1 hypothetical protein CHLNCDRAFT_54991 [Chlorella variabilis], XP_005848989.1 expressed protein [Chlorella variabilis], XP_005845536.1 hypothetical protein CHLNCDRAFT_53708 [Chlorella variabilis]
OG0000078	PCFQ01000081.1 g1620 [Chlorella sp. A99]	XP_005848034.1 hypothetical protein CHLNCDRAFT_145205 [Chlorella variabilis]
OG0000078	PCFQ01000011.1 g2872 [Chlorella sp. A99]	XP_005850730.1 hypothetical protein CHLNCDRAFT_29926 [Chlorella variabilis], XP_005851279.1 hypothetical protein CHLNCDRAFT_29590 [Chlorella variabilis]
OG0000079	PCFQ01000002.1 g739 [Chlorella sp. A99]	XP_005850065.1 heat shock protein 70 [Chlorella variabilis]
OG0000079	PCFQ01000006.1 g3202 [Chlorella sp. A99]	XP_005843891.1 heat shock protein 70 [Chlorella variabilis]
OG0000079	PCFQ01000079.1 g1274 [Chlorella sp. A99]	XP_005845752.1 hypothetical protein CHLNCDRAFT_48993 [Chlorella variabilis]
OG0000079	PCFQ01000058.1 g51 [Chlorella sp. A99]	XP_005842772.1 hypothetical protein CHLNCDRAFT_144025_ partial [Chlorella variabilis]
OG0000082	PCFQ01000004.1 g2633 [Chlorella sp. A99], PCFQ01000005.1 g842 [Chlorella sp. A99]	XP_005848697.1 hypothetical protein CHLNCDRAFT_144329 [Chlorella variabilis]
OG0000083	PCFQ01000031.1 g3095 [Chlorella sp. A99]	XP_005851028.1 hypothetical protein CHLNCDRAFT_19903 [Chlorella variabilis]
OG0000083	PCFQ01000011.1 g2851 [Chlorella sp. A99]	XP_005851024.1 hypothetical protein CHLNCDRAFT_140883 [Chlorella variabilis]
OG0000083	PCFQ01000011.1 g2844 [Chlorella sp. A99]	XP_005851027.1 hypothetical protein CHLNCDRAFT_17236_ partial [Chlorella variabilis]
OG0000084	PCFQ01000007.1 g1229 [Chlorella sp. A99]	XP_005847962.1 hypothetical protein CHLNCDRAFT_145435 [Chlorella variabilis]
OG0000084	PCFQ01000058.1 g283 [Chlorella sp. A99]	XP_005843968.1 hypothetical protein CHLNCDRAFT_27694 [Chlorella variabilis]
OG0000084	PCFQ01000001.1 g974 [Chlorella sp. A99]	XP_005843662.1 hypothetical protein CHLNCDRAFT_140033 [Chlorella variabilis]
OG0000084	PCFQ01000008.1 g1137 [Chlorella sp. A99]	XP_005850314.1 hypothetical protein CHLNCDRAFT_57054 [Chlorella variabilis]
OG0000087	PCFQ01000082.1 g584 [Chlorella sp. A99]	XP_005843145.1 hypothetical protein CHLNCDRAFT_141550 [Chlorella variabilis]
OG0000088	PCFQ01000078.1 g2187 [Chlorella sp. A99]	XP_005845266.1 hypothetical protein CHLNCDRAFT_36508 [Chlorella variabilis], XP_005849324.1 hypothetical protein CHLNCDRAFT_143689 [Chlorella variabilis], XP_005849325.1 hypothetical protein CHLNCDRAFT_143690 [Chlorella variabilis]
OG0000088	PCFQ01000015.1 g3029 [Chlorella sp. A99]	XP_005849112.1 hypothetical protein CHLNCDRAFT_34881 [Chlorella variabilis]
OG0000089	PCFQ01000014.1 g1897 [Chlorella sp. A99], PCFQ01000001.1 g972 [Chlorella sp. A99]	XP_005846631.1 expressed protein [Chlorella variabilis]
OG0000090	PCFQ01000018.1 g427 [Chlorella sp. A99]	XP_005844216.1 hypothetical protein CHLNCDRAFT_27053_ partial [Chlorella variabilis]
OG0000090	PCFQ01000014.1 g1879 [Chlorella sp. A99]	XP_005844298.1 hypothetical protein CHLNCDRAFT_37067 [Chlorella variabilis]
OG0000091	PCFQ01000013.1 g3307 [Chlorella sp. A99]	XP_005852059.1 protein phosphatase 2A catalytic subunit [Chlorella variabilis]
OG0000091	PCFQ01000006.1 g3243 [Chlorella sp. A99]	XP_005843955.1 phosphoprotein phosphatase [Chlorella variabilis]
OG0000092	PCFQ01000082.1 g621 [Chlorella sp. A99]	XP_005844845.1 hypothetical protein CHLNCDRAFT_138320 [Chlorella variabilis]
OG0000092	PCFQ01000058.1 g159 [Chlorella sp. A99]	XP_005848091.1 hypothetical protein CHLNCDRAFT_145360 [Chlorella variabilis]
OG0000092	PCFQ01000001.1 g987 [Chlorella sp. A99]	XP_005851774.1 expressed protein [Chlorella variabilis]
OG0000093	PCFQ01000046.1 g1856 [Chlorella sp. A99]	XP_005849226.1 hypothetical protein CHLNCDRAFT_21653_ partial [Chlorella variabilis]
OG0000093	PCFQ01000046.1 g1870 [Chlorella sp. A99], PCFQ01000046.1 g1867 [Chlorella sp. A99]	XP_005851100.1 hypothetical protein CHLNCDRAFT_137643 [Chlorella variabilis]
OG0000095	PCFQ01000037.1 g2440 [Chlorella sp. A99]	XP_005849513.1 hypothetical protein CHLNCDRAFT_142850 [Chlorella variabilis]
OG0000095	PCFQ01000013.1 g3328 [Chlorella sp. A99]	XP_005847243.1 hypothetical protein CHLNCDRAFT_35537 [Chlorella variabilis], XP_005847333.1 hypothetical protein CHLNCDRAFT_134505 [Chlorella variabilis]
OG0000096	PCFQ01000046.1 g1869 [Chlorella sp. A99]	XP_005846494.1 hypothetical protein CHLNCDRAFT_25066 [Chlorella variabilis]
OG0000096	PCFQ01000020.1 g942 [Chlorella sp. A99]	XP_005844767.1 hypothetical protein CHLNCDRAFT_138610 [Chlorella variabilis]
OG0000096	PCFQ01000004.1 g2575 [Chlorella sp. A99]	XP_005844768.1 hypothetical protein CHLNCDRAFT_58798 [Chlorella variabilis]
OG0000097	PCFQ01000078.1 g2167 [Chlorella sp. A99]	XP_005845438.1 hypothetical protein CHLNCDRAFT_137062 [Chlorella variabilis], XP_005845437.1 hypothetical protein CHLNCDRAFT_137061 [Chlorella variabilis]
OG0000097	PCFQ01000037.1 g2444 [Chlorella sp. A99]	XP_005847273.1 hypothetical protein CHLNCDRAFT_59680 [Chlorella variabilis]
OG0000098	PCFQ01000011.1 g2754 [Chlorella sp. A99]	XP_005843566.1 hypothetical protein CHLNCDRAFT_59812 [Chlorella variabilis]
OG0000098	PCFQ01000006.1 g3182 [Chlorella sp. A99]	XP_005850482.1 hypothetical protein CHLNCDRAFT_59566 [Chlorella variabilis]
OG0000100	PCFQ01000005.1 g864 [Chlorella sp. A99]	XP_005843553.1 hypothetical protein CHLNCDRAFT_140184 [Chlorella variabilis]
OG0000100	PCFQ01000011.1 g2746 [Chlorella sp. A99]	XP_005843628.1 hypothetical protein CHLNCDRAFT_59237 [Chlorella variabilis]
OG0000100	PCFQ01000011.1 g2762 [Chlorella sp. A99]	XP_005843554.1 hypothetical protein CHLNCDRAFT_59809 [Chlorella variabilis]
OG0000101	PCFQ01000079.1 g1253 [Chlorella sp. A99]	XP_005844402.1 hypothetical protein CHLNCDRAFT_32555 [Chlorella variabilis]
OG0000101	PCFQ01000081.1 g1580 [Chlorella sp. A99]	XP_005846914.1 hypothetical protein CHLNCDRAFT_58067 [Chlorella variabilis]
OG0000102	PCFQ01000008.1 g1125 [Chlorella sp. A99]	XP_005850093.1 hypothetical protein CHLNCDRAFT_142154 [Chlorella variabilis]
OG0000102	PCFQ01000018.1 g437 [Chlorella sp. A99]	XP_005851884.1 hypothetical protein CHLNCDRAFT_33619 [Chlorella variabilis]
OG0000105	PCFQ01000006.1 g3236 [Chlorella sp. A99]	XP_005843523.1 hypothetical protein CHLNCDRAFT_59252 [Chlorella variabilis], XP_005842773.1 hypothetical protein CHLNCDRAFT_144018_ partial [Chlorella variabilis]
OG0000105	PCFQ01000003.1 g1032 [Chlorella sp. A99]	XP_005850389.1 hypothetical protein CHLNCDRAFT_20468 [Chlorella variabilis]
OG0000106	PCFQ01000013.1 g3273 [Chlorella sp. A99]	XP_005852306.1 hypothetical protein CHLNCDRAFT_55668 [Chlorella variabilis], XP_005846592.1 hypothetical protein CHLNCDRAFT_9386_ partial [Chlorella variabilis], XP_005845071.1 hypothetical protein CHLNCDRAFT_58686 [Chlorella variabilis]
OG0000106	PCFQ01000013.1 g3272 [Chlorella sp. A99]	XP_005851990.1 hypothetical protein CHLNCDRAFT_18492 [Chlorella variabilis]
OG0000107	PCFQ01000079.1 g1375 [Chlorella sp. A99]	XP_005849181.1 hypothetical protein CHLNCDRAFT_143844 [Chlorella variabilis], XP_005849412.1 hypothetical protein CHLNCDRAFT_143926 [Chlorella variabilis]
OG0000108	PCFQ01000078.1 g2023 [Chlorella sp. A99]	XP_005849058.1 expressed protein [Chlorella variabilis], XP_005847858.1 hypothetical protein CHLNCDRAFT_134110 [Chlorella variabilis]
OG0000111	PCFQ01000058.1 g48 [Chlorella sp. A99]	XP_005849036.1 hypothetical protein CHLNCDRAFT_143466 [Chlorella variabilis], XP_005848325.1 hypothetical protein CHLNCDRAFT_35166 [Chlorella variabilis], XP_005842817.1 hypothetical protein CHLNCDRAFT_28788_ partial [Chlorella variabilis], XP_005842829.1 hypothetical protein CHLNCDRAFT_142575 [Chlorella variabilis], XP_005848326.1 hypothetical protein CHLNCDRAFT_35167 [Chlorella variabilis]
OG0000112	PCFQ01000011.1 g2842 [Chlorella sp. A99]	XP_005850039.1 hypothetical protein CHLNCDRAFT_142031 [Chlorella variabilis], XP_005850721.1 hypothetical protein CHLNCDRAFT_19485 [Chlorella variabilis]
OG0000113	PCFQ01000011.1 g2813 [Chlorella sp. A99]	XP_005846098.1 hypothetical protein CHLNCDRAFT_53357 [Chlorella variabilis]
OG0000113	PCFQ01000009.1 g1728 [Chlorella sp. A99]	XP_005846706.1 hypothetical protein CHLNCDRAFT_58128 [Chlorella variabilis]
OG0000114	PCFQ01000078.1 g1983 [Chlorella sp. A99]	XP_005846553.1 hypothetical protein CHLNCDRAFT_31874 [Chlorella variabilis]
OG0000115	PCFQ01000037.1 g2489 [Chlorella sp. A99]	XP_005847525.1 hypothetical protein CHLNCDRAFT_23482 [Chlorella variabilis]
OG0000115	PCFQ01000007.1 g1202 [Chlorella sp. A99]	XP_005848164.1 hypothetical protein CHLNCDRAFT_145535 [Chlorella variabilis]
OG0000115	PCFQ01000037.1 g2481 [Chlorella sp. A99]	XP_005847495.1 hypothetical protein CHLNCDRAFT_8472_ partial [Chlorella variabilis]
OG0000116	PCFQ01000002.1 g709 [Chlorella sp. A99]	XP_005844499.1 hypothetical protein CHLNCDRAFT_138861 [Chlorella variabilis]
OG0000116	PCFQ01000007.1 g1187 [Chlorella sp. A99]	XP_005849021.1 hypothetical protein CHLNCDRAFT_21597_ partial [Chlorella variabilis]
OG0000117	PCFQ01000013.1 g3314 [Chlorella sp. A99]	XP_005848054.1 hypothetical protein CHLNCDRAFT_145257 [Chlorella variabilis], XP_005849516.1 hypothetical protein CHLNCDRAFT_142854 [Chlorella variabilis], XP_005844076.1 hypothetical protein CHLNCDRAFT_139471 [Chlorella variabilis], XP_005842741.1 hypothetical protein CHLNCDRAFT_145185_ partial [Chlorella variabilis], XP_005851807.1 hypothetical protein CHLNCDRAFT_133261 [Chlorella variabilis]
OG0000118	PCFQ01000001.1 g1007 [Chlorella sp. A99]	XP_005845718.1 hypothetical protein CHLNCDRAFT_8997_ partial [Chlorella variabilis]
OG0000119	PCFQ01000018.1 g443 [Chlorella sp. A99]	XP_005852221.1 hypothetical protein CHLNCDRAFT_33628 [Chlorella variabilis]
OG0000119	PCFQ01000048.1 g2274 [Chlorella sp. A99]	XP_005851088.1 hypothetical protein CHLNCDRAFT_137613 [Chlorella variabilis]
OG0000120	PCFQ01000008.1 g1136 [Chlorella sp. A99], PCFQ01000024.1 g2555 [Chlorella sp. A99]	XP_005844383.1 hypothetical protein CHLNCDRAFT_26946_ partial [Chlorella variabilis]
OG0000124	PCFQ01000006.1 g3132 [Chlorella sp. A99]	XP_005851664.1 hypothetical protein CHLNCDRAFT_18104 [Chlorella variabilis]
OG0000125	PCFQ01000001.1 g1008 [Chlorella sp. A99]	XP_005845824.1 hypothetical protein CHLNCDRAFT_53489_ partial [Chlorella variabilis]
OG0000125	PCFQ01000001.1 g1010 [Chlorella sp. A99]	XP_005845721.1 expressed protein [Chlorella variabilis]
OG0000126	PCFQ01000005.1 g791 [Chlorella sp. A99]	XP_005843576.1 hypothetical protein CHLNCDRAFT_33086 [Chlorella variabilis]
OG0000127	PCFQ01000005.1 g815 [Chlorella sp. A99]	XP_005852045.1 hypothetical protein CHLNCDRAFT_133017 [Chlorella variabilis]
OG0000128	PCFQ01000078.1 g2050 [Chlorella sp. A99]	XP_005847323.1 hypothetical protein CHLNCDRAFT_56178 [Chlorella variabilis]
OG0000128	PCFQ01000004.1 g2639 [Chlorella sp. A99]	XP_005849583.1 hypothetical protein CHLNCDRAFT_143004 [Chlorella variabilis]
OG0000129	PCFQ01000082.1 g620 [Chlorella sp. A99], PCFQ01000002.1 g691 [Chlorella sp. A99]	XP_005843674.1 hypothetical protein CHLNCDRAFT_140061 [Chlorella variabilis], XP_005842827.1 hypothetical protein CHLNCDRAFT_142571 [Chlorella variabilis]
OG0000129	PCFQ01000079.1 g1337 [Chlorella sp. A99]	XP_005848660.1 hypothetical protein CHLNCDRAFT_10394_ partial [Chlorella variabilis]
OG0000130	PCFQ01000018.1 g435 [Chlorella sp. A99]	XP_005851872.1 hypothetical protein CHLNCDRAFT_56559 [Chlorella variabilis]
OG0000131	PCFQ01000081.1 g1625 [Chlorella sp. A99]	XP_005847892.1 hypothetical protein CHLNCDRAFT_57709 [Chlorella variabilis]
OG0000132	PCFQ01000079.1 g1364 [Chlorella sp. A99]	XP_005845594.1 hypothetical protein CHLNCDRAFT_58548 [Chlorella variabilis]
OG0000132	PCFQ01000081.1 g1648 [Chlorella sp. A99]	XP_005847908.1 hypothetical protein CHLNCDRAFT_145296 [Chlorella variabilis]
OG0000133	PCFQ01000002.1 g670 [Chlorella sp. A99]	XP_005844022.1 hypothetical protein CHLNCDRAFT_139566 [Chlorella variabilis]
OG0000133	PCFQ01000058.1 g253 [Chlorella sp. A99]	XP_005842662.1 expressed protein_ partial [Chlorella variabilis]
OG0000135	PCFQ01000004.1 g2660 [Chlorella sp. A99]	XP_005849917.1 hypothetical protein CHLNCDRAFT_56085 [Chlorella variabilis]
OG0000136	PCFQ01000058.1 g59 [Chlorella sp. A99]	XP_005850418.1 hypothetical protein CHLNCDRAFT_142334_ partial [Chlorella variabilis]
OG0000137	PCFQ01000018.1 g414 [Chlorella sp. A99]	XP_005852253.1 hypothetical protein CHLNCDRAFT_33679 [Chlorella variabilis], XP_005844633.1 hypothetical protein CHLNCDRAFT_138947 [Chlorella variabilis], XP_005844638.1 hypothetical protein CHLNCDRAFT_138957 [Chlorella variabilis], XP_005851936.1 hypothetical protein CHLNCDRAFT_12919_ partial [Chlorella variabilis], XP_005851937.1 hypothetical protein CHLNCDRAFT_133596 [Chlorella variabilis]
OG0000138	PCFQ01000015.1 g3082 [Chlorella sp. A99]	XP_005843782.1 hypothetical protein CHLNCDRAFT_139912 [Chlorella variabilis], XP_005843783.1 hypothetical protein CHLNCDRAFT_139913 [Chlorella variabilis], XP_005845807.1 hypothetical protein CHLNCDRAFT_53640 [Chlorella variabilis], XP_005847524.1 hypothetical protein CHLNCDRAFT_58008 [Chlorella variabilis], XP_005845001.1 hypothetical protein CHLNCDRAFT_54226 [Chlorella variabilis], XP_005850640.1 hypothetical protein CHLNCDRAFT_140642 [Chlorella variabilis], XP_005850639.1 hypothetical protein CHLNCDRAFT_140641 [Chlorella variabilis], XP_005845165.1 hypothetical protein CHLNCDRAFT_11918_ partial [Chlorella variabilis]
OG0000141	PCFQ01000015.1 g3093 [Chlorella sp. A99]	XP_005846210.1 hypothetical protein CHLNCDRAFT_136257 [Chlorella variabilis]
OG0000142	PCFQ01000078.1 g2180 [Chlorella sp. A99]	XP_005847221.1 hypothetical protein CHLNCDRAFT_23683_ partial [Chlorella variabilis]
OG0000146	PCFQ01000005.1 g832 [Chlorella sp. A99]	XP_005848690.1 hypothetical protein CHLNCDRAFT_22093 [Chlorella variabilis]
OG0000146	PCFQ01000013.1 g3294 [Chlorella sp. A99]	XP_005852102.1 hypothetical protein CHLNCDRAFT_29209 [Chlorella variabilis]
OG0000146	PCFQ01000015.1 g2956 [Chlorella sp. A99]	XP_005850942.1 hypothetical protein CHLNCDRAFT_29855 [Chlorella variabilis]
OG0000147	PCFQ01000005.1 g836 [Chlorella sp. A99]	XP_005848649.1 hypothetical protein CHLNCDRAFT_144196 [Chlorella variabilis]
OG0000147	PCFQ01000003.1 g1063 [Chlorella sp. A99]	XP_005850101.1 hypothetical protein CHLNCDRAFT_142167 [Chlorella variabilis]
OG0000148	PCFQ01000053.1 g2548 [Chlorella sp. A99]	XP_005845008.1 hypothetical protein CHLNCDRAFT_138471 [Chlorella variabilis]
OG0000149	PCFQ01000002.1 g661 [Chlorella sp. A99]	XP_005844105.1 hypothetical protein CHLNCDRAFT_27262 [Chlorella variabilis]
OG0000150	PCFQ01000082.1 g574 [Chlorella sp. A99]	XP_005846402.1 hypothetical protein CHLNCDRAFT_35990 [Chlorella variabilis], XP_005847652.1 hypothetical protein CHLNCDRAFT_31136 [Chlorella variabilis]
OG0000151	PCFQ01000078.1 g2148 [Chlorella sp. A99]	XP_005845354.1 hypothetical protein CHLNCDRAFT_26010 [Chlorella variabilis]
OG0000151	PCFQ01000005.1 g776 [Chlorella sp. A99]	XP_005843341.1 hypothetical protein CHLNCDRAFT_56405 [Chlorella variabilis]
OG0000151	PCFQ01000078.1 g2128 [Chlorella sp. A99]	XP_005845337.1 hypothetical protein CHLNCDRAFT_32259 [Chlorella variabilis]
OG0000152	PCFQ01000079.1 g1426 [Chlorella sp. A99]	XP_005843332.1 hypothetical protein CHLNCDRAFT_10735_ partial [Chlorella variabilis]
OG0000152	PCFQ01000002.1 g643 [Chlorella sp. A99]	XP_005844457.1 hypothetical protein CHLNCDRAFT_36812 [Chlorella variabilis]
OG0000153	PCFQ01000058.1 g138 [Chlorella sp. A99]	XP_005851613.1 hypothetical protein CHLNCDRAFT_50074 [Chlorella variabilis], XP_005851614.1 hypothetical protein CHLNCDRAFT_138155 [Chlorella variabilis]
OG0000153	PCFQ01000058.1 g91 [Chlorella sp. A99]	XP_005851483.1 hypothetical protein CHLNCDRAFT_137858 [Chlorella variabilis]
OG0000153	PCFQ01000037.1 g2361 [Chlorella sp. A99]	XP_005849502.1 hypothetical protein CHLNCDRAFT_50917 [Chlorella variabilis]
OG0000154	PCFQ01000007.1 g1228 [Chlorella sp. A99]	XP_005851259.1 hypothetical protein CHLNCDRAFT_50004 [Chlorella variabilis]
OG0000154	PCFQ01000015.1 g3069 [Chlorella sp. A99], PCFQ01000034.1 g3261 [Chlorella sp. A99]	XP_005851548.1 hypothetical protein CHLNCDRAFT_29581 [Chlorella variabilis]
OG0000155	PCFQ01000058.1 g83 [Chlorella sp. A99]	XP_005851471.1 hypothetical protein CHLNCDRAFT_137839 [Chlorella variabilis]
OG0000155	PCFQ01000011.1 g2929 [Chlorella sp. A99]	XP_005849355.1 hypothetical protein CHLNCDRAFT_16812_ partial [Chlorella variabilis]
OG0000156	PCFQ01000058.1 g216 [Chlorella sp. A99]	XP_005848905.1 hypothetical protein CHLNCDRAFT_51577 [Chlorella variabilis], XP_005842887.1 hypothetical protein CHLNCDRAFT_142491 [Chlorella variabilis]
OG0000157	PCFQ01000020.1 g902 [Chlorella sp. A99], PCFQ01000020.1 g901 [Chlorella sp. A99]	XP_005848936.1 hypothetical protein CHLNCDRAFT_144402 [Chlorella variabilis], XP_005848937.1 hypothetical protein CHLNCDRAFT_51615 [Chlorella variabilis]
OG0000157	PCFQ01000058.1 g254 [Chlorella sp. A99]	XP_005850266.1 hypothetical protein CHLNCDRAFT_141975 [Chlorella variabilis], XP_005847458.1 hypothetical protein CHLNCDRAFT_134385 [Chlorella variabilis], XP_005850014.1 hypothetical protein CHLNCDRAFT_141974 [Chlorella variabilis], XP_005847460.1 hypothetical protein CHLNCDRAFT_134387 [Chlorella variabilis], XP_005847459.1 hypothetical protein CHLNCDRAFT_134386 [Chlorella variabilis]
OG0000158	PCFQ01000037.1 g2366 [Chlorella sp. A99], PCFQ01000018.1 g438 [Chlorella sp. A99], PCFQ01000079.1 g1318 [Chlorella sp. A99]	XP_005849210.1 hypothetical protein CHLNCDRAFT_143930 [Chlorella variabilis]
OG0000158	PCFQ01000011.1 g2850 [Chlorella sp. A99]	XP_005846653.1 hypothetical protein CHLNCDRAFT_58189 [Chlorella variabilis]
OG0000159	PCFQ01000012.1 g1835 [Chlorella sp. A99]	XP_005843994.1 hypothetical protein CHLNCDRAFT_139484 [Chlorella variabilis], XP_005851344.1 hypothetical protein CHLNCDRAFT_138234 [Chlorella variabilis]
OG0000159	PCFQ01000005.1 g777 [Chlorella sp. A99]	XP_005848920.1 hypothetical protein CHLNCDRAFT_144362 [Chlorella variabilis]
OG0000160	PCFQ01000079.1 g1489 [Chlorella sp. A99]	XP_005849351.1 hypothetical protein CHLNCDRAFT_143778 [Chlorella variabilis]
OG0000161	PCFQ01000079.1 g1522 [Chlorella sp. A99], PCFQ01000019.1 g1820 [Chlorella sp. A99], PCFQ01000079.1 g1521 [Chlorella sp. A99]	XP_005845902.1 hypothetical protein CHLNCDRAFT_136488 [Chlorella variabilis], XP_005847808.1 hypothetical protein CHLNCDRAFT_133999 [Chlorella variabilis], XP_005847807.1 hypothetical protein CHLNCDRAFT_133998 [Chlorella variabilis], XP_005847806.1 hypothetical protein CHLNCDRAFT_133997 [Chlorella variabilis]
OG0000162	PCFQ01000078.1 g2163 [Chlorella sp. A99]	XP_005845448.1 hypothetical protein CHLNCDRAFT_137074 [Chlorella variabilis], XP_005845442.1 hypothetical protein CHLNCDRAFT_137068 [Chlorella variabilis], XP_005845446.1 hypothetical protein CHLNCDRAFT_137072 [Chlorella variabilis], XP_005845441.1 hypothetical protein CHLNCDRAFT_137067 [Chlorella variabilis], XP_005845443.1 hypothetical protein CHLNCDRAFT_137069 [Chlorella variabilis], XP_005845440.1 hypothetical protein CHLNCDRAFT_137066 [Chlorella variabilis], XP_005851900.1 hypothetical protein CHLNCDRAFT_133512 [Chlorella variabilis], XP_005845447.1 hypothetical protein CHLNCDRAFT_137073 [Chlorella variabilis]
OG0000163	PCFQ01000079.1 g1345 [Chlorella sp. A99]	XP_005845590.1 hypothetical protein CHLNCDRAFT_49011 [Chlorella variabilis]
OG0000164	PCFQ01000037.1 g2498 [Chlorella sp. A99]	XP_005847293.1 hypothetical protein CHLNCDRAFT_134369 [Chlorella variabilis], XP_005847603.1 expressed protein [Chlorella variabilis], XP_005850541.1 hypothetical protein CHLNCDRAFT_34049 [Chlorella variabilis], XP_005847604.1 hypothetical protein CHLNCDRAFT_133898 [Chlorella variabilis], XP_005850540.1 hypothetical protein CHLNCDRAFT_19800_ partial [Chlorella variabilis]
OG0000165	PCFQ01000011.1 g2876 [Chlorella sp. A99]	XP_005851011.1 hypothetical protein CHLNCDRAFT_140853 [Chlorella variabilis]
OG0000166	PCFQ01000005.1 g849 [Chlorella sp. A99]	XP_005845607.1 hypothetical protein CHLNCDRAFT_136838 [Chlorella variabilis]
