Orthogroup	Scenedesmus_PABB004	Coccomyxa_SubellipsoideaC169
OG0000098	KAF8064575.1 hypothetical protein HT031_003375 [Scenedesmus sp. PABB004]	EIE24005.1 malate dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0000098	KAF8061336.1 malate dehydrogenase [Scenedesmus sp. PABB004]	EIE20588.1 mitochondrial malate dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0000099	KAF8062061.1 celZ [Scenedesmus sp. PABB004], KAF8066338.1 celD [Scenedesmus sp. PABB004], KAF8065756.1 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A [Scenedesmus sp. PABB004], KAF8061121.1 celF [Scenedesmus sp. PABB004]	EIE24867.1 glycoside hydrolase_ partial [Coccomyxa subellipsoidea C-169]
OG0000100	KAF8055929.1 RuBisCO large subunit-binding protein subunit alpha [Scenedesmus sp. PABB004]	EIE19865.1 chaperonin 60A [Coccomyxa subellipsoidea C-169]
OG0000100	KAF8065914.1 RuBisCO large subunit-binding protein subunit beta [Scenedesmus sp. PABB004]	EIE22901.1 chaperonin 60B2 [Coccomyxa subellipsoidea C-169]
OG0000101	KAF8059192.1 CD4A [Scenedesmus sp. PABB004]	EIE24424.1 hypothetical protein COCSUDRAFT_28166 [Coccomyxa subellipsoidea C-169]
OG0000101	KAF8057718.1 hypothetical protein HT031_005902 [Scenedesmus sp. PABB004]	EIE27350.1 ATP-dependent Clp protease ATPase subunit [Coccomyxa subellipsoidea C-169]
OG0000102	KAF8065477.1 hypothetical protein HT031_003078 [Scenedesmus sp. PABB004]	EIE25370.1 ferredoxin-dependent glutamate synthase [Coccomyxa subellipsoidea C-169]
OG0000102	KAF8066383.1 Glutamate synthase [NADH] [Scenedesmus sp. PABB004]	EIE24001.1 glutamate synthase_ NADH-dependent [Coccomyxa subellipsoidea C-169]
OG0000104	KAF8072513.1 NUP50A [Scenedesmus sp. PABB004]	EIE25010.1 hypothetical protein COCSUDRAFT_65061 [Coccomyxa subellipsoidea C-169]
OG0000104	KAF8071110.1 CP12 [Scenedesmus sp. PABB004]	EIE19790.1 CP12-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000105	KAF8057267.1 ODA2 [Scenedesmus sp. PABB004]	EIE26288.1 gamma heavy chain subunit of outer-arm dynein_ partial [Coccomyxa subellipsoidea C-169]
OG0000105	KAF8069431.1 DHC1 [Scenedesmus sp. PABB004]	EIE25538.1 hypothetical protein COCSUDRAFT_40751 [Coccomyxa subellipsoidea C-169]
OG0000106	KAF8061163.1 hypothetical protein HT031_004625 [Scenedesmus sp. PABB004]	EIE24632.1 aldose 1-epimerase [Coccomyxa subellipsoidea C-169]
OG0000106	KAF8067300.1 hypothetical protein HT031_002348 [Scenedesmus sp. PABB004]	EIE18881.1 aldose 1-epimerase [Coccomyxa subellipsoidea C-169]
OG0000106	KAF8067278.1 hypothetical protein HT031_002325 [Scenedesmus sp. PABB004]	EIE26900.1 farnesyl-diphosphate farnesyltransferase [Coccomyxa subellipsoidea C-169]
OG0000107	KAF8067328.1 RAB3GAP2 [Scenedesmus sp. PABB004]	EIE25866.1 hypothetical protein COCSUDRAFT_60876 [Coccomyxa subellipsoidea C-169], EIE21886.1 hypothetical protein COCSUDRAFT_42915 [Coccomyxa subellipsoidea C-169]
OG0000111	KAF8072944.1 ATXR2 [Scenedesmus sp. PABB004]	EIE20987.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0000113	KAF8062021.1 AAP2 [Scenedesmus sp. PABB004], KAF8062023.1 AAP2 [Scenedesmus sp. PABB004]	EIE23956.1 amino acid transporter [Coccomyxa subellipsoidea C-169]
OG0000114	KAF8070965.1 TRZ4 [Scenedesmus sp. PABB004]	EIE21088.1 Metallo-hydrolase/oxidoreductase_ partial [Coccomyxa subellipsoidea C-169]
OG0000115	KAF8061951.1 HDAC1 [Scenedesmus sp. PABB004]	EIE23251.1 hypothetical protein COCSUDRAFT_66237 [Coccomyxa subellipsoidea C-169]
OG0000115	KAF8061327.1 HDA9 [Scenedesmus sp. PABB004]	EIE27745.1 class I RPD3 type histone deacetylase protein [Coccomyxa subellipsoidea C-169]
OG0000117	KAF8057138.1 glcA [Scenedesmus sp. PABB004], KAF8062630.1 hypothetical protein HT031_003959 [Scenedesmus sp. PABB004], KAF8071283.1 bglA [Scenedesmus sp. PABB004]	EIE20377.1 concanavalin A-like lectin/glucanase [Coccomyxa subellipsoidea C-169]
OG0000118	KAF8057944.1 pma1 [Scenedesmus sp. PABB004]	EIE20256.1 histone H3 K4-specific methyltransferase SET7/9 N-terminal domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000118	KAF8056830.1 sdr42e1 [Scenedesmus sp. PABB004]	EIE18741.1 hypothetical protein COCSUDRAFT_45205 [Coccomyxa subellipsoidea C-169]
OG0000119	KAF8072977.1 DEAH3 [Scenedesmus sp. PABB004]	EIE24006.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0000119	KAF8072436.1 DEAH5 [Scenedesmus sp. PABB004], KAF8063657.1 ESP3 [Scenedesmus sp. PABB004]	EIE19374.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0000120	KAF8068296.1 hypothetical protein HT031_001983 [Scenedesmus sp. PABB004], KAF8059116.1 TMEM230 [Scenedesmus sp. PABB004], KAF8065601.1 Ermp1 [Scenedesmus sp. PABB004], KAF8065827.1 SIP1-1 [Scenedesmus sp. PABB004], KAF8055589.1 hypothetical protein HT031_006708 [Scenedesmus sp. PABB004], KAF8068341.1 hypothetical protein HT031_002030 [Scenedesmus sp. PABB004], KAF8072736.1 ATG1B [Scenedesmus sp. PABB004], KAF8059140.1 hypothetical protein HT031_005312 [Scenedesmus sp. PABB004], KAF8061370.1 mannose-1-phosphate guanylyltransferase 2 [Scenedesmus sp. PABB004], KAF8069482.1 secA [Scenedesmus sp. PABB004]	EIE26483.1 protein translocase subunit secA_ chloroplastic [Coccomyxa subellipsoidea C-169]
OG0000121	KAF8061147.1 PTC52 [Scenedesmus sp. PABB004]	EIE25095.1 Rieske-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169], EIE25056.1 hypothetical protein COCSUDRAFT_46572 [Coccomyxa subellipsoidea C-169], EIE25057.1 hypothetical protein COCSUDRAFT_65076 [Coccomyxa subellipsoidea C-169], EIE23405.1 ISP domain-containing protein [Coccomyxa subellipsoidea C-169], EIE23397.1 hypothetical protein COCSUDRAFT_47272 [Coccomyxa subellipsoidea C-169], EIE19046.1 hypothetical protein COCSUDRAFT_67947 [Coccomyxa subellipsoidea C-169], EIE25673.1 hypothetical protein COCSUDRAFT_39968 [Coccomyxa subellipsoidea C-169], EIE23217.1 Rieske-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000121	KAF8060538.1 rutD [Scenedesmus sp. PABB004]	EIE19012.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]
OG0000124	KAF8063716.1 DNAJB4 [Scenedesmus sp. PABB004]	EIE22272.1 DnaJ-like protein [Coccomyxa subellipsoidea C-169]
OG0000125	KAF8058358.1 H1-I [Scenedesmus sp. PABB004]	EIE20201.1 hypothetical protein COCSUDRAFT_67530 [Coccomyxa subellipsoidea C-169]
OG0000126	KAF8062936.1 RASA4 [Scenedesmus sp. PABB004]	EIE27012.1 hypothetical protein COCSUDRAFT_83571 [Coccomyxa subellipsoidea C-169], EIE27011.1 hypothetical protein COCSUDRAFT_83570 [Coccomyxa subellipsoidea C-169]
OG0000126	KAF8059985.1 SQD2 [Scenedesmus sp. PABB004]	EIE20061.1 UDP-Glycosyltransferase/glycogen phosphorylase [Coccomyxa subellipsoidea C-169]
OG0000127	KAF8073250.1 METTL7A [Scenedesmus sp. PABB004]	EIE24439.1 hypothetical protein COCSUDRAFT_35925 [Coccomyxa subellipsoidea C-169]
OG0000128	KAF8069375.1 YchF1 [Scenedesmus sp. PABB004]	EIE26319.1 flagellar associated protein [Coccomyxa subellipsoidea C-169]
OG0000129	KAF8064567.1 abcG2 [Scenedesmus sp. PABB004]	EIE19174.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169], EIE19224.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169], EIE26352.1 hypothetical protein COCSUDRAFT_39467 [Coccomyxa subellipsoidea C-169], EIE18756.1 ABC family transporter_ multidrug_ partial [Coccomyxa subellipsoidea C-169]
OG0000129	KAF8057935.1 ABCG31 [Scenedesmus sp. PABB004]	EIE23970.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0000130	KAF8056110.1 DEGP9 [Scenedesmus sp. PABB004]	EIE25335.1 trypsin-like serine protease [Coccomyxa subellipsoidea C-169], EIE20222.1 trypsin-like serine protease [Coccomyxa subellipsoidea C-169]
OG0000131	KAF8061141.1 hypothetical protein HT031_004602 [Scenedesmus sp. PABB004]	EIE27501.1 hypothetical protein COCSUDRAFT_45889 [Coccomyxa subellipsoidea C-169]
OG0000131	KAF8062971.1 hypothetical protein HT031_003810 [Scenedesmus sp. PABB004]	EIE27511.1 hypothetical protein COCSUDRAFT_11255_ partial [Coccomyxa subellipsoidea C-169]
OG0000132	KAF8065458.1 hypothetical protein HT031_003059 [Scenedesmus sp. PABB004]	EIE23788.1 hypothetical protein COCSUDRAFT_66097 [Coccomyxa subellipsoidea C-169], EIE20551.1 hypothetical protein COCSUDRAFT_48555 [Coccomyxa subellipsoidea C-169], EIE20548.1 hypothetical protein COCSUDRAFT_57694 [Coccomyxa subellipsoidea C-169]
OG0000132	KAF8062014.1 hypothetical protein HT031_004274 [Scenedesmus sp. PABB004]	EIE22653.1 hypothetical protein COCSUDRAFT_66327 [Coccomyxa subellipsoidea C-169]
OG0000133	KAF8066232.1 ABC1K7 [Scenedesmus sp. PABB004]	EIE27253.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000133	KAF8056123.1 GTE1 [Scenedesmus sp. PABB004]	EIE18886.1 hypothetical protein COCSUDRAFT_45033 [Coccomyxa subellipsoidea C-169]
OG0000133	KAF8062086.1 ABC1K8 [Scenedesmus sp. PABB004]	EIE21811.1 ABC-1-like kinase [Coccomyxa subellipsoidea C-169]
OG0000135	KAF8058342.1 spast [Scenedesmus sp. PABB004]	EIE22784.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000135	KAF8063106.1 FIGL1 [Scenedesmus sp. PABB004]	EIE23907.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000135	KAF8061349.1 RPS9B [Scenedesmus sp. PABB004]	EIE23938.1 ribosomal protein S9 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]
OG0000136	KAF8071033.1 BAT1 [Scenedesmus sp. PABB004], KAF8069535.1 BAT1 [Scenedesmus sp. PABB004]	EIE25066.1 putative GABA-specific permease [Coccomyxa subellipsoidea C-169], EIE25065.1 amino acid transporter [Coccomyxa subellipsoidea C-169], EIE25067.1 amino acid transporter [Coccomyxa subellipsoidea C-169], EIE25031.1 hypothetical protein COCSUDRAFT_61280 [Coccomyxa subellipsoidea C-169], EIE25063.1 amino acid transporter [Coccomyxa subellipsoidea C-169], EIE25068.1 amino acid transporter [Coccomyxa subellipsoidea C-169], EIE19927.1 hypothetical protein COCSUDRAFT_48735 [Coccomyxa subellipsoidea C-169], EIE19926.1 hypothetical protein COCSUDRAFT_44328 [Coccomyxa subellipsoidea C-169], EIE25072.1 putative GABA-specific permease [Coccomyxa subellipsoidea C-169], EIE25071.1 amino acid transporter [Coccomyxa subellipsoidea C-169], EIE26938.1 hypothetical protein COCSUDRAFT_46288 [Coccomyxa subellipsoidea C-169]
OG0000137	KAF8073081.1 hypothetical protein HT031_000742 [Scenedesmus sp. PABB004]	EIE25580.1 hypothetical protein COCSUDRAFT_65314 [Coccomyxa subellipsoidea C-169]
OG0000141	KAF8072373.1 EXPA5 [Scenedesmus sp. PABB004]	EIE23732.1 hypothetical protein COCSUDRAFT_41892 [Coccomyxa subellipsoidea C-169], EIE27800.1 hypothetical protein COCSUDRAFT_46000 [Coccomyxa subellipsoidea C-169], EIE24495.1 hypothetical protein COCSUDRAFT_46828 [Coccomyxa subellipsoidea C-169], EIE26333.1 hypothetical protein COCSUDRAFT_58870 [Coccomyxa subellipsoidea C-169], EIE18780.1 barwin-like endoglucanase [Coccomyxa subellipsoidea C-169], EIE23848.1 hypothetical protein COCSUDRAFT_62378 [Coccomyxa subellipsoidea C-169], EIE23850.1 barwin-like endoglucanase [Coccomyxa subellipsoidea C-169], EIE23849.1 hypothetical protein COCSUDRAFT_62379 [Coccomyxa subellipsoidea C-169]
OG0000142	KAF8063710.1 BBM2 [Scenedesmus sp. PABB004]	EIE26470.1 AP2-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000143	KAF8059725.1 PAP15 [Scenedesmus sp. PABB004], KAF8059726.1 PAP15 [Scenedesmus sp. PABB004]	EIE24240.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169], EIE19892.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169], EIE18216.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169], EIE25875.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169], EIE20466.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0000144	KAF8065472.1 EREBP1 [Scenedesmus sp. PABB004], KAF8061402.1 ERF118 [Scenedesmus sp. PABB004], KAF8058065.1 ERF098 [Scenedesmus sp. PABB004]	EIE19983.1 AP2-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000144	KAF8069588.1 RAP2-3 [Scenedesmus sp. PABB004], KAF8068275.1 ERF071 [Scenedesmus sp. PABB004], KAF8068380.1 ERN3 [Scenedesmus sp. PABB004]	EIE22185.1 AP2-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000146	KAF8060014.1 LACS4 [Scenedesmus sp. PABB004]	EIE19630.1 acetyl-CoA synthetase-like protein [Coccomyxa subellipsoidea C-169]
OG0000146	KAF8060497.1 LACS4 [Scenedesmus sp. PABB004]	EIE24423.1 acetyl-CoA synthetase-like protein [Coccomyxa subellipsoidea C-169], EIE18699.1 long chain acyl-CoA synthetase 4 [Coccomyxa subellipsoidea C-169]
OG0000147	KAF8073194.1 SDP1 [Scenedesmus sp. PABB004]	EIE18504.1 patatin-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000148	KAF8062011.1 CYP97B2 [Scenedesmus sp. PABB004]	EIE26006.1 cytochrome P450 [Coccomyxa subellipsoidea C-169]
OG0000148	KAF8072979.1 CFAP53 [Scenedesmus sp. PABB004]	EIE23475.1 hypothetical protein COCSUDRAFT_41714 [Coccomyxa subellipsoidea C-169], EIE26240.1 hypothetical protein COCSUDRAFT_83615 [Coccomyxa subellipsoidea C-169]
OG0000149	KAF8062896.1 hypothetical protein HT031_003734 [Scenedesmus sp. PABB004]	EIE20889.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000149	KAF8068351.1 HDA14 [Scenedesmus sp. PABB004]	EIE18460.1 Arginase/deacetylase [Coccomyxa subellipsoidea C-169]
OG0000150	KAF8066365.1 AMY2 [Scenedesmus sp. PABB004]	EIE19681.1 alpha-amylase [Coccomyxa subellipsoidea C-169], EIE21645.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169], EIE22452.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]
OG0000151	KAF8061938.1 hypothetical protein HT031_004198 [Scenedesmus sp. PABB004]	EIE24449.1 acetyl CoA synthetase [Coccomyxa subellipsoidea C-169]
OG0000151	KAF8061348.1 hypothetical protein HT031_004439 [Scenedesmus sp. PABB004]	EIE21675.1 acetate--CoA ligase [Coccomyxa subellipsoidea C-169]
OG0000152	KAF8067119.1 SIS8 [Scenedesmus sp. PABB004]	EIE24779.1 mitogen activated protein kinase [Coccomyxa subellipsoidea C-169]
OG0000153	KAF8062987.1 hypothetical protein HT031_003826 [Scenedesmus sp. PABB004]	EIE21497.1 hypothetical protein COCSUDRAFT_43213 [Coccomyxa subellipsoidea C-169]
OG0000154	KAF8057723.1 UPF3 [Scenedesmus sp. PABB004]	EIE26904.1 hypothetical protein COCSUDRAFT_39864 [Coccomyxa subellipsoidea C-169], EIE19957.1 hypothetical protein COCSUDRAFT_44353 [Coccomyxa subellipsoidea C-169]
OG0000155	KAF8064507.1 CBSDUF1 [Scenedesmus sp. PABB004]	EIE23447.1 DUF21-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE22558.1 DUF21-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000158	KAF8059438.1 NDB1 [Scenedesmus sp. PABB004]	EIE19302.1 nucleotide-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000159	KAF8067353.1 SGT1 [Scenedesmus sp. PABB004], KAF8073063.1 SGT1 [Scenedesmus sp. PABB004]	EIE19229.1 hypothetical protein COCSUDRAFT_8175_ partial [Coccomyxa subellipsoidea C-169], EIE24386.1 hypothetical protein COCSUDRAFT_40799 [Coccomyxa subellipsoidea C-169], EIE18946.1 hypothetical protein COCSUDRAFT_68096 [Coccomyxa subellipsoidea C-169], EIE23449.1 hypothetical protein COCSUDRAFT_47298 [Coccomyxa subellipsoidea C-169], EIE24798.1 hypothetical protein COCSUDRAFT_41089 [Coccomyxa subellipsoidea C-169]
OG0000160	KAF8058877.1 hypothetical protein HT031_005445 [Scenedesmus sp. PABB004]	EIE23733.1 hypothetical protein COCSUDRAFT_63258 [Coccomyxa subellipsoidea C-169]
OG0000161	KAF8072734.1 ion channel POLLUX [Scenedesmus sp. PABB004]	EIE21554.1 hypothetical protein COCSUDRAFT_43253 [Coccomyxa subellipsoidea C-169]
OG0000161	KAF8072953.1 hypothetical protein HT031_000613 [Scenedesmus sp. PABB004]	EIE22287.1 hypothetical protein COCSUDRAFT_47815 [Coccomyxa subellipsoidea C-169], EIE20310.1 hypothetical protein COCSUDRAFT_67575 [Coccomyxa subellipsoidea C-169]
OG0000162	KAF8057661.1 hypothetical protein HT031_006010 [Scenedesmus sp. PABB004]	EIE21587.1 hypothetical protein COCSUDRAFT_17568 [Coccomyxa subellipsoidea C-169]
OG0000163	KAF8056009.1 ADP-ribosylation factor [Scenedesmus sp. PABB004]	EIE18237.1 Arf6/ArfB-family small GTPase [Coccomyxa subellipsoidea C-169]
OG0000163	KAF8069368.1 ARF1 [Scenedesmus sp. PABB004]	EIE19146.1 ADP-ribosylation factor 1 [Coccomyxa subellipsoidea C-169]
OG0000164	KAF8066266.1 SULTR2 [Scenedesmus sp. PABB004], KAF8055590.1 SULTR2 [Scenedesmus sp. PABB004]	EIE25728.1 sulfate permease [Coccomyxa subellipsoidea C-169]
OG0000165	KAF8071130.1 CHY1 [Scenedesmus sp. PABB004]	EIE27428.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000165	KAF8058896.1 E3 ubiquitin-protein ligase listerin [Scenedesmus sp. PABB004]	EIE22247.1 hypothetical protein COCSUDRAFT_55943 [Coccomyxa subellipsoidea C-169]
OG0000168	KAF8063057.1 SHM1 [Scenedesmus sp. PABB004]	EIE19172.1 SHMT-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000168	KAF8056339.1 SHM4 [Scenedesmus sp. PABB004]	EIE24649.1 serine hydroxymethyltransferase 2 [Coccomyxa subellipsoidea C-169]
OG0000169	KAF8069571.1 AKHSDH1 [Scenedesmus sp. PABB004]	EIE19623.1 bifunctional aspartokinase/homoserine dehydrogenase I [Coccomyxa subellipsoidea C-169]
OG0000170	KAF8068455.1 pikAI [Scenedesmus sp. PABB004]	EIE26449.1 ketoacyl-synt-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000171	KAF8057894.1 uroporphyrinogen decarboxylase 1 [Scenedesmus sp. PABB004]	EIE27413.1 uroporphyrinogen decarboxylase_ partial [Coccomyxa subellipsoidea C-169], EIE27412.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0000171	KAF8058343.1 uroporphyrinogen decarboxylase 2 [Scenedesmus sp. PABB004]	EIE22656.1 uroporphyrinogen-iii decarboxylase [Coccomyxa subellipsoidea C-169]
OG0000173	KAF8060336.1 SAT17 [Scenedesmus sp. PABB004]	EIE22189.1 Clavaminate synthase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0000174	KAF8072823.1 aurka-a [Scenedesmus sp. PABB004]	EIE27425.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0000175	KAF8070975.1 MSL9 [Scenedesmus sp. PABB004]	EIE26550.1 hypothetical protein COCSUDRAFT_39616 [Coccomyxa subellipsoidea C-169], EIE21189.1 hypothetical protein COCSUDRAFT_43511 [Coccomyxa subellipsoidea C-169], EIE24447.1 hypothetical protein COCSUDRAFT_61872 [Coccomyxa subellipsoidea C-169]
OG0000177	KAF8057885.1 GLG1 [Scenedesmus sp. PABB004]	EIE25020.1 hypothetical protein COCSUDRAFT_27748 [Coccomyxa subellipsoidea C-169]
OG0000177	KAF8068299.1 GLG1 [Scenedesmus sp. PABB004]	EIE26022.1 hypothetical protein COCSUDRAFT_27585 [Coccomyxa subellipsoidea C-169]
OG0000178	KAF8065751.1 fatty acyl-CoA reductase [Scenedesmus sp. PABB004], KAF8064620.1 fatty acyl-CoA reductase [Scenedesmus sp. PABB004], KAF8068243.1 fatty acyl-CoA reductase [Scenedesmus sp. PABB004], KAF8071189.1 fatty acyl-CoA reductase [Scenedesmus sp. PABB004], KAF8055926.1 fatty acyl-CoA reductase [Scenedesmus sp. PABB004]	EIE20590.1 hypothetical protein COCSUDRAFT_48572 [Coccomyxa subellipsoidea C-169], EIE27188.1 hypothetical protein COCSUDRAFT_55211 [Coccomyxa subellipsoidea C-169], EIE23357.1 hypothetical protein COCSUDRAFT_65878 [Coccomyxa subellipsoidea C-169], EIE26253.1 hypothetical protein COCSUDRAFT_46011 [Coccomyxa subellipsoidea C-169]
OG0000179	KAF8058354.1 UBE3A [Scenedesmus sp. PABB004]	EIE22646.1 HECT-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000179	KAF8072594.1 Ube3a [Scenedesmus sp. PABB004]	EIE25571.1 RCC1/BLIP-II_ partial [Coccomyxa subellipsoidea C-169]
OG0000183	KAF8062812.1 NHX7 [Scenedesmus sp. PABB004], KAF8065728.1 NHX8 [Scenedesmus sp. PABB004]	EIE20817.1 hypothetical protein COCSUDRAFT_48419 [Coccomyxa subellipsoidea C-169]
OG0000184	KAF8062952.1 RRP41L [Scenedesmus sp. PABB004]	EIE18885.1 ribosomal protein S5 domain 2-like protein [Coccomyxa subellipsoidea C-169]
OG0000185	KAF8073135.1 NSUN5 [Scenedesmus sp. PABB004]	EIE18290.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0000186	KAF8067254.1 pcmt [Scenedesmus sp. PABB004]	EIE24266.1 protein-L-isoaspartate O-methyltransferase [Coccomyxa subellipsoidea C-169], EIE24350.1 hypothetical protein COCSUDRAFT_62850 [Coccomyxa subellipsoidea C-169], EIE24365.1 hypothetical protein COCSUDRAFT_41595 [Coccomyxa subellipsoidea C-169]
OG0000187	KAF8072687.1 LIG6 [Scenedesmus sp. PABB004]	EIE22772.1 ATP-dependent DNA ligase_ partial [Coccomyxa subellipsoidea C-169]
OG0000187	KAF8067164.1 lig1 [Scenedesmus sp. PABB004]	EIE18924.1 ATP-dependent DNA ligase [Coccomyxa subellipsoidea C-169]
OG0000188	KAF8054945.1 AKT1 [Scenedesmus sp. PABB004]	EIE23030.1 hypothetical protein COCSUDRAFT_63413 [Coccomyxa subellipsoidea C-169]
OG0000190	KAF8058114.1 popC [Scenedesmus sp. PABB004]	EIE26807.1 hypothetical protein COCSUDRAFT_12255_ partial [Coccomyxa subellipsoidea C-169]
OG0000190	KAF8073006.1 HAM1 [Scenedesmus sp. PABB004]	EIE26792.1 MYST family histone acetyltransferase [Coccomyxa subellipsoidea C-169]
