Orthogroup	Chlorella_Sorokiniana1602	Scenedesmus_PABB004
OG0000082	PRW60771.1 hypothetical protein C2E21_1229 [Chlorella sorokiniana], PRW59159.1 kinase domain containing [Chlorella sorokiniana], PRW51136.1 hypothetical protein C2E21_5509 [Chlorella sorokiniana], PRW33292.1 hypothetical protein C2E21_7904 [Chlorella sorokiniana]	KAF8057866.1 nek2 [Scenedesmus sp. PABB004]
OG0000083	PRW56146.1 puromycin-sensitive aminopeptidase isoform X1 isoform B [Chlorella sorokiniana], PRW56145.1 puromycin-sensitive aminopeptidase isoform X1 isoform A [Chlorella sorokiniana]	KAF8061293.1 puromycin-sensitive aminopeptidase [Scenedesmus sp. PABB004]
OG0000083	PRW56133.1 hypothetical protein C2E21_5250 [Chlorella sorokiniana]	KAF8055757.1 Fam91a1 [Scenedesmus sp. PABB004]
OG0000087	PRW20801.1 peroxisomal membrane PMP22 [Chlorella sorokiniana]	KAF8063701.1 SYM1 [Scenedesmus sp. PABB004]
OG0000087	PRW61348.1 hexose phosphate transport isoform B [Chlorella sorokiniana], PRW61349.1 hexose phosphate transport isoform A [Chlorella sorokiniana]	KAF8058038.1 uhpC [Scenedesmus sp. PABB004], KAF8068291.1 uhpC [Scenedesmus sp. PABB004]
OG0000088	PRW59875.1 Pyruvate kinase [Chlorella sorokiniana], PRW57674.1 Pyruvate kinase [Chlorella sorokiniana]	KAF8072753.1 pyruvate kinase 1 [Scenedesmus sp. PABB004]
OG0000088	PRW57773.1 pyruvate kinase isoform A [Chlorella sorokiniana], PRW57774.1 pyruvate kinase isoform B [Chlorella sorokiniana], PRW57775.1 pyruvate kinase isoform C [Chlorella sorokiniana]	KAF8058409.1 pyruvate kinase 2 [Scenedesmus sp. PABB004], KAF8062698.1 pyruvate kinase 1 [Scenedesmus sp. PABB004]
OG0000089	PRW56779.1 zinc finger CCHC domain-containing 10-like [Chlorella sorokiniana]	KAF8073038.1 hypothetical protein HT031_000699 [Scenedesmus sp. PABB004]
OG0000090	PRW61457.1 serine acetyltransferase 2 [Chlorella sorokiniana]	KAF8062922.1 SAT2 [Scenedesmus sp. PABB004]
OG0000090	PRW61310.1 S-adenosyl-L-methionine-dependent methyltransferase [Chlorella sorokiniana]	KAF8060021.1 WD repeat-containing protein [Scenedesmus sp. PABB004]
OG0000091	PRW60266.1 Serine threonine- phosphatase 2A catalytic subunit beta isoform [Chlorella sorokiniana]	KAF8069632.1 PP2A4 [Scenedesmus sp. PABB004]
OG0000091	PRW20366.1 serine threonine- phosphatase PP-X isozyme 2 [Chlorella sorokiniana]	KAF8065498.1 PPX2 [Scenedesmus sp. PABB004]
OG0000091	PRW20629.1 phytochrome-associated serine threonine- phosphatase 3-like [Chlorella sorokiniana]	KAF8068346.1 hypothetical protein HT031_002035 [Scenedesmus sp. PABB004]
OG0000093	PRW57986.1 ubiquitin carboxyl-terminal hydrolase [Chlorella sorokiniana], PRW20784.1 Acetylserotonin O-methyltransferase [Chlorella sorokiniana], PRW39333.1 uridylate kinase [Chlorella sorokiniana], PRW57860.1 Inactive ubiquitin carboxyl-terminal hydrolase 54 [Chlorella sorokiniana], PRW57909.1 ubiquitin carboxyl-terminal hydrolase [Chlorella sorokiniana], PRW57724.1 ubiquitin carboxyl-terminal hydrolase [Chlorella sorokiniana], PRW57916.1 ubiquitin carboxyl-terminal hydrolase [Chlorella sorokiniana], PRW58266.1 ubiquitin carboxyl-terminal hydrolase [Chlorella sorokiniana]	KAF8069443.1 hypothetical protein HT031_001558 [Scenedesmus sp. PABB004]
OG0000095	PRW44291.1 ABC transporter A family member 7-like isoform B [Chlorella sorokiniana], PRW44290.1 ABC transporter A family member 7-like isoform C [Chlorella sorokiniana]	KAF8062760.1 CRTISO2 [Scenedesmus sp. PABB004]
OG0000096	PRW60015.1 ATP-binding cassette sub-family B member mitochondrial [Chlorella sorokiniana]	KAF8054728.1 Abcb6 [Scenedesmus sp. PABB004], KAF8055403.1 Abcb6 [Scenedesmus sp. PABB004]
OG0000096	PRW21097.1 ATP-binding cassette sub-family B member mitochondrial isoform B [Chlorella sorokiniana]	KAF8057280.1 Abcb6 [Scenedesmus sp. PABB004]
OG0000097	PRW59626.1 CURVATURE THYLAKOID chloroplastic-like isoform B [Chlorella sorokiniana], PRW59627.1 CURVATURE THYLAKOID chloroplastic-like isoform A [Chlorella sorokiniana]	KAF8066414.1 CURT1A [Scenedesmus sp. PABB004]
OG0000098	PRW61160.1 malate mitochondrial isoform B [Chlorella sorokiniana], PRW61159.1 malate mitochondrial isoform A [Chlorella sorokiniana]	KAF8069427.1 malate dehydrogenase [Scenedesmus sp. PABB004]
OG0000098	PRW18311.1 malate glyoxysomal-like [Chlorella sorokiniana]	KAF8061336.1 malate dehydrogenase [Scenedesmus sp. PABB004]
OG0000099	PRW57607.1 Endoglucanase A [Chlorella sorokiniana], PRW44265.1 Endoglucanase A [Chlorella sorokiniana]	KAF8062061.1 celZ [Scenedesmus sp. PABB004], KAF8066338.1 celD [Scenedesmus sp. PABB004]
OG0000099	PRW59778.1 helicase-like transcription [Chlorella sorokiniana]	KAF8065756.1 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A [Scenedesmus sp. PABB004]
OG0000100	PRW61294.1 ru large subunit-binding subunit alpha [Chlorella sorokiniana]	KAF8055929.1 RuBisCO large subunit-binding protein subunit alpha [Scenedesmus sp. PABB004]
OG0000100	PRW61354.1 ru large subunit-binding subunit chloroplastic isoform A [Chlorella sorokiniana], PRW61355.1 ru large subunit-binding subunit chloroplastic isoform B [Chlorella sorokiniana]	KAF8065914.1 RuBisCO large subunit-binding protein subunit beta [Scenedesmus sp. PABB004]
OG0000101	PRW61387.1 ATP-dependent Clp protease ATP-binding subunit-like protein chloroplastic [Chlorella sorokiniana]	KAF8059192.1 CD4A [Scenedesmus sp. PABB004]
OG0000101	PRW59843.1 ATP-dependent chaperone [Chlorella sorokiniana]	KAF8070970.1 clpB [Scenedesmus sp. PABB004]
OG0000101	PRW57345.1 ATP-dependent Clp protease ATP-binding subunit [Chlorella sorokiniana]	KAF8057718.1 hypothetical protein HT031_005902 [Scenedesmus sp. PABB004]
OG0000102	PRW56489.1 ferredoxin-dependent glutamate synthase isoform A [Chlorella sorokiniana], PRW56490.1 ferredoxin-dependent glutamate synthase isoform B [Chlorella sorokiniana]	KAF8065477.1 hypothetical protein HT031_003078 [Scenedesmus sp. PABB004]
OG0000102	PRW60858.1 glutamate synthase 1 [NADH] chloroplastic isoform X1 [Chlorella sorokiniana]	KAF8066383.1 Glutamate synthase [NADH] [Scenedesmus sp. PABB004]
OG0000105	PRW61500.1 flagellar outer dynein arm heavy chain gamma [Chlorella sorokiniana]	KAF8057267.1 ODA2 [Scenedesmus sp. PABB004]
OG0000105	PRW56454.1 flagellar inner arm dynein 1 heavy chain alpha [Chlorella sorokiniana]	KAF8069431.1 DHC1 [Scenedesmus sp. PABB004]
OG0000106	PRW57248.1 galactose mutarotase [Chlorella sorokiniana], PRW56102.1 Aldose 1-epimerase [Chlorella sorokiniana]	KAF8067300.1 hypothetical protein HT031_002348 [Scenedesmus sp. PABB004]
OG0000107	PRW57579.1 Rab3 GTPase-activating non-catalytic subunit [Chlorella sorokiniana], PRW57614.1 phospholipase _PEARLI 4_ with TRAF-like domain [Chlorella sorokiniana], PRW32490.1 MATH domain and coiled-coil domain-containing protein [Chlorella sorokiniana], PRW39059.1 hypothetical protein C2E21_7141 [Chlorella sorokiniana], PRW57719.1 DNA primase [Chlorella sorokiniana], PRW58293.1 hypothetical protein C2E21_2818 [Chlorella sorokiniana], PRW57219.1 DNA-binding [Chlorella sorokiniana], PRW57115.1 hypothetical protein C2E21_3975 [Chlorella sorokiniana], PRW45185.1 BTB POZ domain-containing 9 [Chlorella sorokiniana], PRW56132.1 BTB POZ and MATH domain-containing 3 isoform X2 [Chlorella sorokiniana], PRW33982.1 BTB POZ and MATH domain-containing 4-like [Chlorella sorokiniana], PRW58089.1 MATH domain and coiled-coil domain-containing protein [Chlorella sorokiniana]	KAF8067328.1 RAB3GAP2 [Scenedesmus sp. PABB004]
OG0000111	PRW34034.1 Cell surface [Chlorella sorokiniana], PRW60105.1 Cell surface [Chlorella sorokiniana]	KAF8072944.1 ATXR2 [Scenedesmus sp. PABB004]
OG0000112	PRW56805.1 Prolyl 4-hydroxylase subunit alpha-1 [Chlorella sorokiniana], PRW56157.1 Prolyl 4-hydroxylase subunit alpha-1 [Chlorella sorokiniana]	KAF8065659.1 P4H2 [Scenedesmus sp. PABB004]
OG0000112	PRW61425.1 Prolyl 4-hydroxylase subunit alpha-1 [Chlorella sorokiniana]	KAF8069685.1 P4H3 [Scenedesmus sp. PABB004]
OG0000113	PRW57358.1 amino acid permease 3-like [Chlorella sorokiniana], PRW56890.1 Amino acid permease 5 [Chlorella sorokiniana], PRW32581.1 Amino acid permease 2 [Chlorella sorokiniana]	KAF8062021.1 AAP2 [Scenedesmus sp. PABB004], KAF8062023.1 AAP2 [Scenedesmus sp. PABB004]
OG0000114	PRW18410.1 zinc phosphodiesterase ELAC 2 [Chlorella sorokiniana]	KAF8070965.1 TRZ4 [Scenedesmus sp. PABB004]
OG0000115	PRW44357.1 histone deacetylase [Chlorella sorokiniana]	KAF8061951.1 HDAC1 [Scenedesmus sp. PABB004]
OG0000115	PRW20809.1 class I RPD3 type histone deacetylase [Chlorella sorokiniana]	KAF8061327.1 HDA9 [Scenedesmus sp. PABB004]
OG0000117	PRW51178.1 glucan endo-1_3-beta-D-glucosidase [Chlorella sorokiniana], PRW05925.1 _1-3_-beta-glucanase [Chlorella sorokiniana], PRW59615.1 _1-3_-beta-glucanase [Chlorella sorokiniana], PRW33080.1 _1-3_-beta-glucanase [Chlorella sorokiniana], PRW60348.1 _1-3_-beta-glucanase [Chlorella sorokiniana]	KAF8057138.1 glcA [Scenedesmus sp. PABB004], KAF8062630.1 hypothetical protein HT031_003959 [Scenedesmus sp. PABB004], KAF8071283.1 bglA [Scenedesmus sp. PABB004]
OG0000118	PRW33520.1 MORN repeat-containing [Chlorella sorokiniana]	KAF8057944.1 pma1 [Scenedesmus sp. PABB004]
OG0000118	PRW18367.1 short-chain dehydrogenase reductase family 42E member 1 isoform B [Chlorella sorokiniana], PRW18366.1 short-chain dehydrogenase reductase family 42E member 1 isoform A [Chlorella sorokiniana]	KAF8056830.1 sdr42e1 [Scenedesmus sp. PABB004]
OG0000119	PRW60688.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Chlorella sorokiniana]	KAF8072977.1 DEAH3 [Scenedesmus sp. PABB004]
OG0000119	PRW58375.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Chlorella sorokiniana]	KAF8072436.1 DEAH5 [Scenedesmus sp. PABB004]
OG0000119	PRW59127.1 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 isoform A [Chlorella sorokiniana], PRW59126.1 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 isoform B [Chlorella sorokiniana]	KAF8063657.1 ESP3 [Scenedesmus sp. PABB004]
OG0000120	PRW56538.1 translocase subunit chloroplastic isoform B [Chlorella sorokiniana], PRW56540.1 translocase subunit chloroplastic isoform D [Chlorella sorokiniana], PRW56541.1 translocase subunit chloroplastic isoform C [Chlorella sorokiniana], PRW56539.1 translocase subunit chloroplastic isoform A [Chlorella sorokiniana]	KAF8068296.1 hypothetical protein HT031_001983 [Scenedesmus sp. PABB004], KAF8059116.1 TMEM230 [Scenedesmus sp. PABB004], KAF8065601.1 Ermp1 [Scenedesmus sp. PABB004], KAF8065827.1 SIP1-1 [Scenedesmus sp. PABB004], KAF8055589.1 hypothetical protein HT031_006708 [Scenedesmus sp. PABB004], KAF8068341.1 hypothetical protein HT031_002030 [Scenedesmus sp. PABB004], KAF8072736.1 ATG1B [Scenedesmus sp. PABB004], KAF8059140.1 hypothetical protein HT031_005312 [Scenedesmus sp. PABB004], KAF8061370.1 mannose-1-phosphate guanylyltransferase 2 [Scenedesmus sp. PABB004], KAF8069482.1 secA [Scenedesmus sp. PABB004], KAF8072721.1 hypothetical protein HT031_000381 [Scenedesmus sp. PABB004]
OG0000124	PRW44849.1 dnaJ-like protein subfamily B member 13-like [Chlorella sorokiniana]	KAF8063716.1 DNAJB4 [Scenedesmus sp. PABB004]
OG0000126	PRW56265.1 Thioredoxin chloroplastic [Chlorella sorokiniana], PRW55935.1 hypothetical protein C2E21_4946 [Chlorella sorokiniana]	KAF8062936.1 RASA4 [Scenedesmus sp. PABB004]
OG0000126	PRW61558.1 sulfoquinovosyl transferase SQD2-like [Chlorella sorokiniana]	KAF8059985.1 SQD2 [Scenedesmus sp. PABB004]
OG0000127	PRW56445.1 hypothetical protein C2E21_4659 [Chlorella sorokiniana], PRW60545.1 alpha beta-hydrolase isoform A [Chlorella sorokiniana], PRW60544.1 alpha beta-hydrolase isoform B [Chlorella sorokiniana], PRW60358.1 hypothetical protein C2E21_0827 [Chlorella sorokiniana]	KAF8073250.1 METTL7A [Scenedesmus sp. PABB004]
OG0000128	PRW44516.1 obg-like ATPase 1 isoform B [Chlorella sorokiniana], PRW44517.1 obg-like ATPase 1 isoform A [Chlorella sorokiniana]	KAF8069375.1 YchF1 [Scenedesmus sp. PABB004]
OG0000129	PRW20409.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana], PRW20329.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]	KAF8064567.1 abcG2 [Scenedesmus sp. PABB004]
OG0000129	PRW55890.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]	KAF8057935.1 ABCG31 [Scenedesmus sp. PABB004]
OG0000130	PRW60277.1 Protease Do-like 9 [Chlorella sorokiniana]	KAF8067318.1 DEGP9 [Scenedesmus sp. PABB004]
OG0000130	PRW56735.1 Protease Do-like 9 isoform A [Chlorella sorokiniana], PRW56734.1 Protease Do-like 9 isoform B [Chlorella sorokiniana], PRW33650.1 Protease Do-like 9 [Chlorella sorokiniana]	KAF8056110.1 DEGP9 [Scenedesmus sp. PABB004]
OG0000132	PRW32954.1 hypothetical protein C2E21_8007 [Chlorella sorokiniana]	KAF8065458.1 hypothetical protein HT031_003059 [Scenedesmus sp. PABB004]
OG0000132	PRW61044.1 hypothetical protein C2E21_0091 [Chlorella sorokiniana], PRW57218.1 hypothetical protein C2E21_4324 [Chlorella sorokiniana]	KAF8062014.1 hypothetical protein HT031_004274 [Scenedesmus sp. PABB004]
OG0000133	PRW20222.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]	KAF8066232.1 ABC1K7 [Scenedesmus sp. PABB004]
OG0000133	PRW32651.1 putative aarF domain-containing kinase chloroplastic isoform B [Chlorella sorokiniana]	KAF8056123.1 GTE1 [Scenedesmus sp. PABB004]
OG0000133	PRW32650.1 putative aarF domain-containing kinase chloroplastic isoform A [Chlorella sorokiniana]	KAF8062086.1 ABC1K8 [Scenedesmus sp. PABB004]
OG0000135	PRW33680.1 AAA-type ATPase family isoform B [Chlorella sorokiniana], PRW33679.1 AAA-type ATPase family isoform A [Chlorella sorokiniana]	KAF8058342.1 spast [Scenedesmus sp. PABB004]
OG0000135	PRW58729.1 fidgetin 1 [Chlorella sorokiniana]	KAF8061349.1 RPS9B [Scenedesmus sp. PABB004]
OG0000136	PRW60680.1 amino-acid permease BAT1-like protein [Chlorella sorokiniana]	KAF8071033.1 BAT1 [Scenedesmus sp. PABB004], KAF8069535.1 BAT1 [Scenedesmus sp. PABB004]
OG0000136	PRW56299.1 amino-acid permease BAT1-like protein [Chlorella sorokiniana]	KAF8058897.1 NAD kinase 3 [Scenedesmus sp. PABB004]
OG0000137	PRW60259.1 variable flagella 1 [Chlorella sorokiniana]	KAF8073081.1 hypothetical protein HT031_000742 [Scenedesmus sp. PABB004]
OG0000141	PRW57696.1 hypothetical protein C2E21_3455 [Chlorella sorokiniana], PRW39151.1 barwin-like endoglucanase [Chlorella sorokiniana], PRW39384.1 barwin-like endoglucanase [Chlorella sorokiniana], PRW45398.1 barwin-like endoglucanase [Chlorella sorokiniana]	KAF8072373.1 EXPA5 [Scenedesmus sp. PABB004]
OG0000144	PRW20347.1 ethylene response factor 3 [Chlorella sorokiniana]	KAF8065472.1 EREBP1 [Scenedesmus sp. PABB004], KAF8061402.1 ERF118 [Scenedesmus sp. PABB004], KAF8058065.1 ERF098 [Scenedesmus sp. PABB004]
OG0000144	PRW20606.1 ethylene-responsive transcription factor ERF113-like [Chlorella sorokiniana]	KAF8068275.1 ERF071 [Scenedesmus sp. PABB004]
OG0000145	PRW33615.1 ribonuclease E G chloroplastic [Chlorella sorokiniana], PRW33525.1 hypothetical protein C2E21_7668 [Chlorella sorokiniana], PRW33559.1 hypothetical protein C2E21_7685 [Chlorella sorokiniana], PRW56450.1 ribonuclease E G chloroplastic [Chlorella sorokiniana]	KAF8069642.1 amyM [Scenedesmus sp. PABB004]
OG0000146	PRW50751.1 long chain acyl- synthetase 4 [Chlorella sorokiniana]	KAF8060014.1 LACS4 [Scenedesmus sp. PABB004]
OG0000146	PRW60727.1 long chain acyl- synthetase 4 [Chlorella sorokiniana], PRW60134.1 acetyl- synthetase [Chlorella sorokiniana]	KAF8060497.1 LACS4 [Scenedesmus sp. PABB004]
OG0000147	PRW50981.1 Triacylglycerol lipase SDP1 [Chlorella sorokiniana], PRW56511.1 Triacylglycerol lipase SDP1 [Chlorella sorokiniana], PRW51140.1 Triacylglycerol lipase SDP1 [Chlorella sorokiniana]	KAF8073194.1 SDP1 [Scenedesmus sp. PABB004]
OG0000148	PRW39134.1 cytochrome P450 chloroplastic isoform A [Chlorella sorokiniana], PRW39133.1 cytochrome P450 chloroplastic isoform C [Chlorella sorokiniana], PRW39132.1 cytochrome P450 chloroplastic isoform B [Chlorella sorokiniana]	KAF8062011.1 CYP97B2 [Scenedesmus sp. PABB004]
OG0000148	PRW39353.1 phosphoglycerate mutase [Chlorella sorokiniana]	KAF8072979.1 CFAP53 [Scenedesmus sp. PABB004]
OG0000149	PRW32886.1 histone deacetylase 14 isoform X1 [Chlorella sorokiniana]	KAF8062896.1 hypothetical protein HT031_003734 [Scenedesmus sp. PABB004]
OG0000149	PRW56020.1 histone deacetylase 14 isoform X1 [Chlorella sorokiniana], PRW57706.1 histone deacetylase 14 [Chlorella sorokiniana]	KAF8068351.1 HDA14 [Scenedesmus sp. PABB004]
OG0000150	PRW59861.1 alpha amylase domain [Chlorella sorokiniana]	KAF8066365.1 AMY2 [Scenedesmus sp. PABB004]
OG0000151	PRW59544.1 acetyl- synthetase [Chlorella sorokiniana], PRW33544.1 acetyl-coenzyme A chloroplastic glyoxysomal isoform X1 isoform A [Chlorella sorokiniana], PRW33545.1 acetyl-coenzyme A chloroplastic glyoxysomal isoform X1 isoform B [Chlorella sorokiniana]	KAF8061938.1 hypothetical protein HT031_004198 [Scenedesmus sp. PABB004]
OG0000151	PRW20363.1 Acetyl-coenzyme A synthetase isoform B [Chlorella sorokiniana], PRW20362.1 Acetyl-coenzyme A synthetase isoform A [Chlorella sorokiniana], PRW59907.1 acetyl-coenzyme A chloroplastic glyoxysomal-like [Chlorella sorokiniana]	KAF8061348.1 hypothetical protein HT031_004439 [Scenedesmus sp. PABB004]
OG0000152	PRW32999.1 mitogen activated kinase [Chlorella sorokiniana]	KAF8067119.1 SIS8 [Scenedesmus sp. PABB004]
OG0000153	PRW60720.1 sulfate transporter [Chlorella sorokiniana], PRW58410.1 sulfate transporter [Chlorella sorokiniana], PRW58120.1 sulfate transporter [Chlorella sorokiniana], PRW58145.1 Sulfate Permease Family isoform B [Chlorella sorokiniana], PRW58144.1 Sulfate Permease Family isoform A [Chlorella sorokiniana], PRW58874.1 sulfate transporter [Chlorella sorokiniana]	KAF8062987.1 hypothetical protein HT031_003826 [Scenedesmus sp. PABB004]
OG0000154	PRW58278.1 Hydroxylamine reductase [Chlorella sorokiniana], PRW58172.1 Hydroxylamine reductase [Chlorella sorokiniana], PRW60486.1 Hydroxylamine reductase [Chlorella sorokiniana]	KAF8063050.1 hcp [Scenedesmus sp. PABB004], KAF8063692.1 hcp [Scenedesmus sp. PABB004]
OG0000155	PRW58558.1 DUF21 domain-containing protein isoform X2 [Chlorella sorokiniana]	KAF8064507.1 CBSDUF1 [Scenedesmus sp. PABB004]
OG0000155	PRW32510.1 Metal transporter CNNM4 [Chlorella sorokiniana], PRW58116.1 DUF21 domain-containing protein [Chlorella sorokiniana]	KAF8055113.1 CBSDUF3 [Scenedesmus sp. PABB004], KAF8055602.1 CBSDUF1 [Scenedesmus sp. PABB004]
OG0000158	PRW45688.1 NADH dehydrogenase [Chlorella sorokiniana], PRW45623.1 NADH dehydrogenase [Chlorella sorokiniana], PRW45411.1 NADH dehydrogenase [Chlorella sorokiniana]	KAF8066288.1 NDB1 [Scenedesmus sp. PABB004]
OG0000158	PRW59414.1 type-II calcium-dependent NADH dehydrogenase isoform A [Chlorella sorokiniana], PRW59413.1 type-II calcium-dependent NADH dehydrogenase isoform C [Chlorella sorokiniana], PRW59415.1 type-II calcium-dependent NADH dehydrogenase isoform B [Chlorella sorokiniana]	KAF8059438.1 NDB1 [Scenedesmus sp. PABB004]
OG0000159	PRW56335.1 peptidyl serine alpha-galactosyltransferase [Chlorella sorokiniana], PRW58341.1 peptidyl serine alpha-galactosyltransferase [Chlorella sorokiniana], PRW20500.1 peptidyl serine alpha-galactosyltransferase [Chlorella sorokiniana]	KAF8067353.1 SGT1 [Scenedesmus sp. PABB004], KAF8073063.1 SGT1 [Scenedesmus sp. PABB004]
OG0000160	PRW61124.1 arabinosyltransferase XEG113 [Chlorella sorokiniana], PRW57844.1 glycosyltransferase family 77 [Chlorella sorokiniana]	KAF8058877.1 hypothetical protein HT031_005445 [Scenedesmus sp. PABB004]
OG0000161	PRW58011.1 hypothetical protein C2E21_3586 [Chlorella sorokiniana], PRW57971.1 SAD1 UNC-84 domain 1- isoform B [Chlorella sorokiniana], PRW57972.1 SAD1 UNC-84 domain 1- isoform A [Chlorella sorokiniana], PRW57973.1 SAD1 UNC-84 domain 1- isoform C [Chlorella sorokiniana], PRW20573.1 NECAP endocytosis associated isoform [Chlorella sorokiniana]	KAF8072953.1 hypothetical protein HT031_000613 [Scenedesmus sp. PABB004]
OG0000162	PRW59972.1 Zinc finger CCCH domain-containing 64 [Chlorella sorokiniana], PRW60776.1 band 7 [Chlorella sorokiniana], PRW20382.1 PE-PGRS family [Chlorella sorokiniana]	KAF8057661.1 hypothetical protein HT031_006010 [Scenedesmus sp. PABB004]
OG0000163	PRW44304.1 Arf6 -family small GTPase [Chlorella sorokiniana]	KAF8056009.1 ADP-ribosylation factor [Scenedesmus sp. PABB004]
OG0000163	PRW56446.1 ADP-ribosylation factor [Chlorella sorokiniana]	KAF8069368.1 ARF1 [Scenedesmus sp. PABB004]
OG0000164	PRW44454.1 sulfate transporter isoform A [Chlorella sorokiniana], PRW44455.1 sulfate transporter isoform B [Chlorella sorokiniana], PRW56212.1 sulfate transporter [Chlorella sorokiniana], PRW61574.1 sulfate transporter [Chlorella sorokiniana]	KAF8066266.1 SULTR2 [Scenedesmus sp. PABB004], KAF8055590.1 SULTR2 [Scenedesmus sp. PABB004]
