Orthogroup	Chlorella_Sorokiniana1602	Micractinium_SAG24180
OG0000035	PRW61324.1 3-ketoacyl- synthase 4-like [Chlorella sorokiniana]	PSC74991.1 very-long-chain 3-ketoacyl-synthase [Micractinium conductrix], PSC75078.1 3-ketoacyl-synthase 20-like [Micractinium conductrix]
OG0000036	PRW33642.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]	PSC70418.1 Serine threonine-kinase CTR1 [Micractinium conductrix]
OG0000036	PRW58034.1 kinase [Chlorella sorokiniana]	PSC73115.1 kinase [Micractinium conductrix]
OG0000036	PRW61026.1 kinase [Chlorella sorokiniana]	PSC70592.1 kinase [Micractinium conductrix]
OG0000037	PRW60030.1 Chlorophyll a-b binding of LHCII type chloroplastic [Chlorella sorokiniana]	PSC69659.1 Chlorophyll a-b binding of LHCII type chloroplastic [Micractinium conductrix]
OG0000037	PRW50945.1 chlorophyll a b-binding [Chlorella sorokiniana], PRW20612.1 chlorophyll a b-binding [Chlorella sorokiniana]	PSC74553.1 chlorophyll a b-binding [Micractinium conductrix]
OG0000038	PRW33249.1 Transcription initiation factor TFIID subunit 13 isoform A [Chlorella sorokiniana], PRW33248.1 Transcription initiation factor TFIID subunit 13 isoform B [Chlorella sorokiniana]	PSC74255.1 pp1a replicase poly [Micractinium conductrix], PSC71330.1 beta-1_6-N-acetylglucosaminyltransferase enzyme [Micractinium conductrix]
OG0000038	PRW05940.1 beta-1_6-N-acetylglucosaminyltransferase enzyme [Chlorella sorokiniana]	PSC67186.1 beta-1_6-N-acetylglucosaminyltransferase enzyme [Micractinium conductrix]
OG0000038	PRW05935.1 beta-1_6-N-acetylglucosaminyltransferase enzyme [Chlorella sorokiniana]	PSC67183.1 beta-1_6-N-acetylglucosaminyltransferase enzyme [Micractinium conductrix]
OG0000038	PRW32548.1 Transcription initiation factor TFIID subunit 13 [Chlorella sorokiniana]	PSC73532.1 Transcription initiation factor TFIID subunit 13 [Micractinium conductrix]
OG0000039	PRW56247.1 band 7 [Chlorella sorokiniana]	PSC75203.1 band 7 [Micractinium conductrix]
OG0000039	PRW56123.1 band 7 [Chlorella sorokiniana]	PSC69079.1 band 7 [Micractinium conductrix]
OG0000040	PRW59495.1 HIT MYND zinc finger [Chlorella sorokiniana], PRW56827.1 hypothetical protein C2E21_4658 [Chlorella sorokiniana], PRW33756.1 hypothetical protein C2E21_7361 [Chlorella sorokiniana]	PSC77018.1 ankyrin repeat and MYND domain-containing [Micractinium conductrix]
OG0000040	PRW21076.1 transcriptional regulator [Chlorella sorokiniana], PRW55939.1 ubiquitin carboxyl-terminal hydrolase 18-like [Chlorella sorokiniana]	PSC67560.1 hypothetical protein C2E20_8769 [Micractinium conductrix]
OG0000040	PRW45512.1 hypothetical protein C2E21_5976 [Chlorella sorokiniana], PRW56574.1 Zinc finger MYND domain-containing 19 Q7TSV3 [Chlorella sorokiniana], PRW56662.1 MYND finger [Chlorella sorokiniana], PRW58358.1 hypothetical protein C2E21_2893 [Chlorella sorokiniana], PRW56289.1 PBS lyase [Chlorella sorokiniana], PRW56155.1 hypothetical protein C2E21_5198 [Chlorella sorokiniana], PRW56311.1 hypothetical protein C2E21_5126 [Chlorella sorokiniana], PRW56174.1 DNA-3-methyladenine glycosylase [Chlorella sorokiniana], PRW56081.1 hypothetical protein C2E21_5153 [Chlorella sorokiniana]	PSC73204.1 hypothetical protein C2E20_3582 [Micractinium conductrix]
OG0000041	PRW32643.1 TMV resistance N-like [Chlorella sorokiniana]	PSC77010.1 leucine-rich repeat containing [Micractinium conductrix]
OG0000041	PRW20977.1 2-isopropylmalate synthase homocitrate synthase family [Chlorella sorokiniana], PRW20972.1 p53-induced death domain-containing 1 isoform X1 [Chlorella sorokiniana], PRW21009.1 small GTP-binding [Chlorella sorokiniana], PRW20986.1 leucine-rich repeat transmembrane kinase [Chlorella sorokiniana], PRW21137.1 TMV resistance N-like [Chlorella sorokiniana], PRW21050.1 receptor 12 [Chlorella sorokiniana]	PSC70833.1 disease resistance RGA3 [Micractinium conductrix], PSC75388.1 zinc finger protein [Micractinium conductrix], PSC71860.1 LRR protein [Micractinium conductrix], PSC75505.1 Leucine rich repeat [Micractinium conductrix]
OG0000041	PRW32843.1 hypothetical protein C2E21_8154 [Chlorella sorokiniana], PRW45511.1 internalin A [Chlorella sorokiniana]	PSC75755.1 popC [Micractinium conductrix]
OG0000042	PRW33027.1 phosphate-repressible phosphate permease [Chlorella sorokiniana], PRW32920.1 phosphate transporter [Chlorella sorokiniana]	PSC76970.1 sodium phosphate symporter [Micractinium conductrix]
OG0000042	PRW60515.1 phosphate-repressible phosphate permease [Chlorella sorokiniana]	PSC68171.1 Phosphate-repressible phosphate permease isoform B [Micractinium conductrix], PSC68172.1 Phosphate-repressible phosphate permease isoform A [Micractinium conductrix]
OG0000042	PRW33684.1 2_3-bisphosphoglycerate-independent phosphoglycerate mutase isoform D [Chlorella sorokiniana]	PSC75854.1 sodium phosphate symporter [Micractinium conductrix], PSC75765.1 sodium phosphate symporter [Micractinium conductrix]
OG0000042	PRW33157.1 phosphate transporter [Chlorella sorokiniana]	PSC72363.1 sodium phosphate symporter [Micractinium conductrix], PSC76268.1 sodium phosphate symporter [Micractinium conductrix]
OG0000043	PRW45699.1 alpha-glucosidase isoform B [Chlorella sorokiniana], PRW45700.1 alpha-glucosidase isoform A [Chlorella sorokiniana]	PSC73588.1 putative alpha-glucosidase isoform X1 [Micractinium conductrix]
OG0000043	PRW44983.1 Glycosyl hydrolases family 31 isoform 1 [Chlorella sorokiniana]	PSC70424.1 alpha-xylosidase 1 [Micractinium conductrix]
OG0000044	PRW56980.1 ARM repeat-containing [Chlorella sorokiniana]	PSC72258.1 26S proteasome non-ATPase regulatory subunit 5 [Micractinium conductrix]
OG0000045	PRW60778.1 ATP-binding cassette transporter [Chlorella sorokiniana]	PSC69377.1 ATP-binding cassette transporter isoform A [Micractinium conductrix], PSC69376.1 ATP-binding cassette transporter isoform B [Micractinium conductrix]
OG0000045	PRW58352.1 ATP-binding cassette transporter [Chlorella sorokiniana]	PSC68161.1 Pleiotropic drug resistance 15 [Micractinium conductrix]
OG0000045	PRW58636.1 pleiotropic drug resistance 1-like [Chlorella sorokiniana]	PSC75525.1 pleiotropic drug resistance 5-like isoform A [Micractinium conductrix], PSC75526.1 pleiotropic drug resistance 5-like isoform B [Micractinium conductrix]
OG0000045	PRW60703.1 Pleiotropic drug resistance 1 [Chlorella sorokiniana], PRW60808.1 Pleiotropic drug resistance 1 [Chlorella sorokiniana]	PSC69400.1 Pleiotropic drug resistance 1 [Micractinium conductrix]
OG0000046	PRW45736.1 serine threonine- kinase receptor R831 [Chlorella sorokiniana]	PSC69555.1 serine threonine-kinase [Micractinium conductrix]
OG0000046	PRW58688.1 Amino acid permease 2 [Chlorella sorokiniana]	PSC74771.1 serine threonine-kinase [Micractinium conductrix], PSC74773.1 putative LRR receptor-like serine threonine-kinase [Micractinium conductrix], PSC75307.1 Serine threonine-kinase CTR1 [Micractinium conductrix], PSC67144.1 Serine threonine-kinase CTR1 [Micractinium conductrix]
OG0000047	PRW57571.1 hypothetical protein C2E21_3307 [Chlorella sorokiniana]	PSC68020.1 hypothetical protein C2E20_8323 [Micractinium conductrix]
OG0000048	PRW33180.1 oxygen evolving enhancer 3 isoform B [Chlorella sorokiniana], PRW33181.1 oxygen evolving enhancer 3 isoform C [Chlorella sorokiniana], PRW33182.1 oxygen evolving enhancer 3 isoform A [Chlorella sorokiniana]	PSC69304.1 protein TPLATE [Micractinium conductrix]
OG0000048	PRW50814.1 hypothetical protein C2E21_5439 [Chlorella sorokiniana]	PSC75638.1 hypothetical protein C2E20_1286 [Micractinium conductrix]
OG0000049	PRW58828.1 putative ubiquitin-like-specific protease 2B isoform X1 [Chlorella sorokiniana]	PSC75423.1 ubiquitin-like-specific protease 2A [Micractinium conductrix]
OG0000049	PRW55925.1 translation initiation factor fusion with methylthioribose kinase [Chlorella sorokiniana]	PSC71619.1 translation initiation factor fusion with methylthioribose kinase [Micractinium conductrix]
OG0000050	PRW32665.1 UPF0187 chloroplastic [Chlorella sorokiniana]	PSC76825.1 UPF0187 chloroplastic [Micractinium conductrix]
OG0000050	PRW20392.1 UPF0187 chloroplastic [Chlorella sorokiniana]	PSC74369.1 UPF0187 chloroplastic [Micractinium conductrix]
OG0000050	PRW51063.1 UPF0187 chloroplastic [Chlorella sorokiniana]	PSC75458.1 UPF0187 chloroplastic [Micractinium conductrix]
OG0000051	PRW58610.1 DETOXIFICATION 16-like [Chlorella sorokiniana]	PSC75850.1 MATE efflux family [Micractinium conductrix]
OG0000051	PRW56780.1 DETOXIFICATION 16-like [Chlorella sorokiniana]	PSC71531.1 MATE efflux family [Micractinium conductrix]
OG0000052	PRW45252.1 zinc finger protein [Chlorella sorokiniana]	PSC70432.1 zinc finger protein [Micractinium conductrix]
OG0000053	PRW45586.1 hypothetical protein C2E21_6086 [Chlorella sorokiniana]	PSC67318.1 hypothetical protein C2E20_8998 [Micractinium conductrix]
OG0000054	PRW60973.1 exostosin-like glycosyltransferase [Chlorella sorokiniana]	PSC76174.1 exostosin-like glycosyltransferase [Micractinium conductrix], PSC68519.1 exostosin-like glycosyltransferase [Micractinium conductrix]
OG0000055	PRW56793.1 Pentatricopeptide repeat-containing isoform A [Chlorella sorokiniana], PRW56794.1 Pentatricopeptide repeat-containing isoform B [Chlorella sorokiniana]	PSC69755.1 Pentatricopeptide repeat-containing [Micractinium conductrix]
OG0000055	PRW33527.1 Pentatricopeptide repeat-containing [Chlorella sorokiniana]	PSC75199.1 Pentatricopeptide repeat-containing [Micractinium conductrix]
OG0000055	PRW59967.1 Pentatricopeptide repeat-containing [Chlorella sorokiniana]	PSC77032.1 Pentatricopeptide repeat-containing [Micractinium conductrix]
OG0000057	PRW20711.1 polyketide synthase [Chlorella sorokiniana]	PSC67706.1 polyketide synthase [Micractinium conductrix], PSC74592.1 Polyketide synthase isoform A [Micractinium conductrix]
OG0000059	PRW21133.1 putative GTP-binding -like isoform B [Chlorella sorokiniana], PRW21134.1 putative GTP-binding -like isoform A [Chlorella sorokiniana]	PSC71846.1 putative GTP-binding [Micractinium conductrix]
OG0000059	PRW58648.1 cobalamin biosynthesis [Chlorella sorokiniana]	PSC69152.1 cobalamin biosynthesis [Micractinium conductrix]
OG0000059	PRW32945.1 zinc metalloprotease [Chlorella sorokiniana]	PSC73198.1 zinc metalloprotease [Micractinium conductrix]
OG0000060	PRW58431.1 LOV domain-containing [Chlorella sorokiniana]	PSC73702.1 LOV domain-containing [Micractinium conductrix]
OG0000062	PRW57843.1 sorcin-like [Chlorella sorokiniana]	PSC74407.1 Calcium-dependent kinase 23 isoform 1 [Micractinium conductrix]
OG0000062	PRW45037.1 hypothetical protein C2E21_6480 [Chlorella sorokiniana]	PSC67528.1 Penta-EF hand domain-containing 1 isoform B [Micractinium conductrix], PSC67529.1 Penta-EF hand domain-containing 1 isoform A [Micractinium conductrix], PSC67527.1 Penta-EF hand domain-containing 1 isoform C [Micractinium conductrix]
OG0000062	PRW44943.1 Coiled-coil domain-containing 40 isoform B [Chlorella sorokiniana], PRW44942.1 Coiled-coil domain-containing 40 isoform A [Chlorella sorokiniana], PRW44941.1 Coiled-coil domain-containing 40 isoform C [Chlorella sorokiniana]	PSC67537.1 Coiled-coil domain-containing 40 [Micractinium conductrix]
OG0000063	PRW50752.1 peroxisomal membrane PEX14-like isoform X1 [Chlorella sorokiniana]	PSC69773.1 Peroxisomal membrane PEX14 [Micractinium conductrix]
OG0000064	PRW44490.1 translation initiation factor [Chlorella sorokiniana]	PSC75863.1 translation initiation factor [Micractinium conductrix]
OG0000064	PRW20747.1 Cullin-4 [Chlorella sorokiniana]	PSC74717.1 cullin 4 [Micractinium conductrix]
OG0000064	PRW20452.1 cullin family [Chlorella sorokiniana]	PSC70166.1 cullin 3 [Micractinium conductrix]
OG0000065	PRW20917.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana], PRW50851.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana], PRW50880.1 GPR1 FUN34 family [Chlorella sorokiniana], PRW33699.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana], PRW33593.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana]	PSC69988.1 GPR1 FUN34 yaaH protein [Micractinium conductrix], PSC70112.1 GPR1 FUN34 yaaH protein [Micractinium conductrix]
OG0000066	PRW44580.1 MFS general substrate transporter [Chlorella sorokiniana]	PSC75618.1 MFS transporter [Micractinium conductrix]
OG0000066	PRW57472.1 major facilitator family [Chlorella sorokiniana]	PSC74031.1 MFS transporter isoform A [Micractinium conductrix], PSC74030.1 MFS transporter isoform B [Micractinium conductrix]
OG0000069	PRW51017.1 heat shock 83 isoform A [Chlorella sorokiniana], PRW51016.1 heat shock 83 isoform B [Chlorella sorokiniana], PRW51015.1 heat shock 83 isoform C [Chlorella sorokiniana]	PSC75952.1 heat shock 83 [Micractinium conductrix]
OG0000069	PRW20326.1 heat shock 90C isoform B [Chlorella sorokiniana], PRW20328.1 heat shock 90C isoform C [Chlorella sorokiniana], PRW20327.1 heat shock 90C isoform A [Chlorella sorokiniana]	PSC74731.1 heat shock 90C [Micractinium conductrix]
OG0000069	PRW58127.1 endoplasmin-like protein [Chlorella sorokiniana]	PSC75445.1 endoplasmin-like protein [Micractinium conductrix]
OG0000070	PRW51012.1 12-oxophytodienoate reductase 11 isoform B [Chlorella sorokiniana]	PSC73713.1 squamosa promoter-binding 11 [Micractinium conductrix]
OG0000070	PRW57335.1 Potassium channel AKT1 [Chlorella sorokiniana]	PSC68857.1 Potassium channel AKT1 [Micractinium conductrix]
OG0000070	PRW20924.1 potassium voltage-gated channel subfamily H member 6 isoform X1 [Chlorella sorokiniana]	PSC69222.1 dihydrolipoamide succinyltransferase [Micractinium conductrix]
OG0000071	PRW61198.1 Calcium calmodulin-dependent kinase type 1 [Chlorella sorokiniana], PRW61339.1 Pkinase-domain-containing [Chlorella sorokiniana]	PSC74088.1 CAMK CAMK1 kinase [Micractinium conductrix]
OG0000071	PRW60879.1 Calcium calmodulin-dependent kinase type 1 [Chlorella sorokiniana]	PSC73989.1 CAMK CAMK1 kinase [Micractinium conductrix]
OG0000072	PRW58312.1 beta-Ig-H3 fasciclin [Chlorella sorokiniana]	PSC74857.1 beta-Ig-H3 fasciclin [Micractinium conductrix]
OG0000073	PRW45604.1 cathepsin H [Chlorella sorokiniana], PRW45530.1 cathepsin h [Chlorella sorokiniana], PRW57488.1 thiol protease aleurain-like [Chlorella sorokiniana], PRW45427.1 thiol protease aleurain-like [Chlorella sorokiniana], PRW45707.1 Cathepsin [Chlorella sorokiniana], PRW56577.1 Cathepsin L [Chlorella sorokiniana], PRW56392.1 papain-like cysteine protease C1 [Chlorella sorokiniana], PRW45737.1 Maternal effect embryo arrest 18 [Chlorella sorokiniana], PRW21008.1 Cathepsin L [Chlorella sorokiniana]	PSC74345.1 Thiol protease aleurain-like [Micractinium conductrix], PSC74018.1 cathepsin L [Micractinium conductrix], PSC74150.1 cathepsin L1D [Micractinium conductrix], PSC67255.1 cathepsin L 1 precursor [Micractinium conductrix], PSC75510.1 oryzain gamma chain [Micractinium conductrix], PSC76854.1 papain family cysteine protease [Micractinium conductrix]
OG0000074	PRW20365.1 endonuclease 2 isoform X1 [Chlorella sorokiniana], PRW61163.1 hypothetical protein C2E21_0045 [Chlorella sorokiniana]	PSC74182.1 UPF0160 -like [Micractinium conductrix]
OG0000075	PRW51076.1 SET and MYND domain-containing [Chlorella sorokiniana]	PSC68948.1 orotidine 5 -phosphate decarboxylase [Micractinium conductrix], PSC73095.1 MYND finger [Micractinium conductrix]
OG0000075	PRW51040.1 histone lysine methyltransferase Set6 [Chlorella sorokiniana]	PSC71190.1 histone-lysine N-methyltransferase SMYD3-like [Micractinium conductrix]
OG0000075	PRW34056.1 Tudor domain-containing [Chlorella sorokiniana]	PSC70015.1 tudor domain-containing 1 [Micractinium conductrix]
OG0000075	PRW60245.1 MYND finger domain [Chlorella sorokiniana], PRW33583.1 cre-set-18 [Chlorella sorokiniana]	PSC73249.1 hypothetical protein C2E20_3337 [Micractinium conductrix]
OG0000076	PRW20388.1 acyl- --sterol O-acyltransferase 1-like isoform A [Chlorella sorokiniana], PRW20389.1 acyl- --sterol O-acyltransferase 1-like isoform B [Chlorella sorokiniana]	PSC74403.1 putative long-chain-alcohol O-fatty-acyltransferase 5 [Micractinium conductrix]
OG0000076	PRW60188.1 putative long-chain-alcohol O-fatty-acyltransferase 5 [Chlorella sorokiniana]	PSC73168.1 hypothetical protein C2E20_3736 [Micractinium conductrix]
OG0000076	PRW45129.1 Acyl- sterol acyl transferase [Chlorella sorokiniana]	PSC70830.1 acyl-sterol O-acyltransferase 1-like [Micractinium conductrix]
OG0000076	PRW56158.1 acyl- --sterol O-acyltransferase 1-like [Chlorella sorokiniana]	PSC74393.1 acyl-sterol O-acyltransferase 1-like [Micractinium conductrix]
OG0000077	PRW33130.1 ankyrin repeat PH and SEC7 domain containing [Chlorella sorokiniana], PRW33131.1 ankyrin repeat PH and SEC7 domain containing [Chlorella sorokiniana]	PSC70817.1 ankyrin repeat PH and SEC7 domain containing [Micractinium conductrix]
OG0000077	PRW33268.1 hypothetical protein C2E21_7900 [Chlorella sorokiniana]	PSC70319.1 ankyrin repeat PH and SEC7 domain containing [Micractinium conductrix], PSC70341.1 ankyrin repeat PH and SEC7 domain containing [Micractinium conductrix]
OG0000077	PRW45725.1 ankyrin repeat family [Chlorella sorokiniana], PRW33587.1 ankyrin repeat PH and SEC7 domain containing [Chlorella sorokiniana]	PSC75847.1 ankyrin 2_3 unc44 [Micractinium conductrix]
OG0000078	PRW57277.1 phosphofructokinase family [Chlorella sorokiniana]	PSC70696.1 phosphofructokinase family [Micractinium conductrix]
OG0000078	PRW61573.1 phosphofructokinase family [Chlorella sorokiniana]	PSC73510.1 phosphofructokinase family [Micractinium conductrix]
OG0000078	PRW56044.1 phosphofructokinase family isoform B [Chlorella sorokiniana], PRW56045.1 phosphofructokinase family isoform A [Chlorella sorokiniana]	PSC69047.1 phosphofructokinase family [Micractinium conductrix]
OG0000079	PRW56493.1 heat shock 70 [Chlorella sorokiniana]	PSC74693.1 heat shock 70 [Micractinium conductrix]
OG0000079	PRW45026.1 heat shock 70 kDa [Chlorella sorokiniana]	PSC70405.1 heat shock 70 kDa isoform A [Micractinium conductrix], PSC70406.1 heat shock 70 kDa isoform B [Micractinium conductrix]
OG0000079	PRW58244.1 luminal-binding 5-like [Chlorella sorokiniana]	PSC75643.1 luminal-binding 5 [Micractinium conductrix]
OG0000080	PRW51019.1 hypothetical protein C2E21_5409 [Chlorella sorokiniana]	PSC75434.1 sulfotransferase [Micractinium conductrix]
