Orthogroup	Chlorella_Sorokiniana1602	Chlorella_A99
OG0000101	PRW57345.1 ATP-dependent Clp protease ATP-binding subunit [Chlorella sorokiniana]	PCFQ01000081.1 g1580 [Chlorella sp. A99]
OG0000102	PRW56489.1 ferredoxin-dependent glutamate synthase isoform A [Chlorella sorokiniana], PRW56490.1 ferredoxin-dependent glutamate synthase isoform B [Chlorella sorokiniana]	PCFQ01000008.1 g1125 [Chlorella sp. A99]
OG0000102	PRW60858.1 glutamate synthase 1 [NADH] chloroplastic isoform X1 [Chlorella sorokiniana]	PCFQ01000018.1 g437 [Chlorella sp. A99]
OG0000105	PRW61500.1 flagellar outer dynein arm heavy chain gamma [Chlorella sorokiniana]	PCFQ01000006.1 g3236 [Chlorella sp. A99]
OG0000105	PRW56454.1 flagellar inner arm dynein 1 heavy chain alpha [Chlorella sorokiniana]	PCFQ01000003.1 g1032 [Chlorella sp. A99]
OG0000106	PRW60803.1 Squalene synthase isoform A [Chlorella sorokiniana], PRW60802.1 Squalene synthase isoform B [Chlorella sorokiniana], PRW57248.1 galactose mutarotase [Chlorella sorokiniana], PRW56102.1 Aldose 1-epimerase [Chlorella sorokiniana]	PCFQ01000013.1 g3273 [Chlorella sp. A99]
OG0000107	PRW57614.1 phospholipase _PEARLI 4_ with TRAF-like domain [Chlorella sorokiniana], PRW32490.1 MATH domain and coiled-coil domain-containing protein [Chlorella sorokiniana], PRW39059.1 hypothetical protein C2E21_7141 [Chlorella sorokiniana], PRW57719.1 DNA primase [Chlorella sorokiniana], PRW58293.1 hypothetical protein C2E21_2818 [Chlorella sorokiniana], PRW57219.1 DNA-binding [Chlorella sorokiniana], PRW57115.1 hypothetical protein C2E21_3975 [Chlorella sorokiniana], PRW45185.1 BTB POZ domain-containing 9 [Chlorella sorokiniana], PRW56132.1 BTB POZ and MATH domain-containing 3 isoform X2 [Chlorella sorokiniana], PRW33982.1 BTB POZ and MATH domain-containing 4-like [Chlorella sorokiniana], PRW58089.1 MATH domain and coiled-coil domain-containing protein [Chlorella sorokiniana]	PCFQ01000079.1 g1375 [Chlorella sp. A99]
OG0000108	PRW45069.1 von Hippel-Lindau disease tumor suppressor beta alpha domain [Chlorella sorokiniana], PRW60827.1 hypothetical protein C2E21_0708 [Chlorella sorokiniana], PRW32621.1 XRE family transcriptional regulator [Chlorella sorokiniana], PRW32946.1 acylamide amidohydrolase [Chlorella sorokiniana], PRW57373.1 Ankyrin repeat-containing domain [Chlorella sorokiniana], PRW59763.1 hypothetical protein C2E21_1800 [Chlorella sorokiniana], PRW57466.1 von Hippel-Lindau disease tumor suppressor_beta alpha domain [Chlorella sorokiniana], PRW57256.1 ankyrin repeat [Chlorella sorokiniana], PRW20716.1 hypothetical protein C2E21_8712 [Chlorella sorokiniana], PRW33961.1 Serine threonine- phosphatase 6 regulatory ankyrin repeat subunit A isoform A [Chlorella sorokiniana], PRW33960.1 Serine threonine- phosphatase 6 regulatory ankyrin repeat subunit A isoform B [Chlorella sorokiniana], PRW33843.1 hypothetical protein C2E21_7255 [Chlorella sorokiniana], PRW33854.1 hypothetical protein C2E21_7256 [Chlorella sorokiniana], PRW44441.1 leucyl phenylalanyl-tRNA-- transferase [Chlorella sorokiniana], PRW59858.1 hypothetical protein C2E21_1816 [Chlorella sorokiniana], PRW58322.1 cytochrome P450 [Chlorella sorokiniana], PRW58189.1 coproporphyrinogen III oxidase [Chlorella sorokiniana], PRW33771.1 hypothetical protein C2E21_7246 [Chlorella sorokiniana], PRW34070.1 ankyrin repeat [Chlorella sorokiniana]	PCFQ01000078.1 g2023 [Chlorella sp. A99]
OG0000111	PRW34034.1 Cell surface [Chlorella sorokiniana]	PCFQ01000058.1 g48 [Chlorella sp. A99]
OG0000112	PRW56805.1 Prolyl 4-hydroxylase subunit alpha-1 [Chlorella sorokiniana], PRW56157.1 Prolyl 4-hydroxylase subunit alpha-1 [Chlorella sorokiniana]	PCFQ01000011.1 g2842 [Chlorella sp. A99]
OG0000113	PRW56890.1 Amino acid permease 5 [Chlorella sorokiniana]	PCFQ01000011.1 g2813 [Chlorella sp. A99]
OG0000113	PRW32581.1 Amino acid permease 2 [Chlorella sorokiniana]	PCFQ01000009.1 g1728 [Chlorella sp. A99]
OG0000114	PRW18410.1 zinc phosphodiesterase ELAC 2 [Chlorella sorokiniana]	PCFQ01000078.1 g1983 [Chlorella sp. A99]
OG0000115	PRW44357.1 histone deacetylase [Chlorella sorokiniana]	PCFQ01000037.1 g2489 [Chlorella sp. A99]
OG0000115	PRW20809.1 class I RPD3 type histone deacetylase [Chlorella sorokiniana]	PCFQ01000007.1 g1202 [Chlorella sp. A99]
OG0000115	PRW44250.1 histone deacetylase Rpd3 [Chlorella sorokiniana]	PCFQ01000037.1 g2481 [Chlorella sp. A99]
OG0000116	PRW20534.1 chloroplast ferredoxin [Chlorella sorokiniana]	PCFQ01000002.1 g709 [Chlorella sp. A99]
OG0000116	PRW58415.1 leaf L-A-like [Chlorella sorokiniana]	PCFQ01000078.1 g2185 [Chlorella sp. A99]
OG0000116	PRW33753.1 Ferredoxin [Chlorella sorokiniana]	PCFQ01000007.1 g1187 [Chlorella sp. A99]
OG0000117	PRW51178.1 glucan endo-1_3-beta-D-glucosidase [Chlorella sorokiniana], PRW05925.1 _1-3_-beta-glucanase [Chlorella sorokiniana], PRW59615.1 _1-3_-beta-glucanase [Chlorella sorokiniana], PRW33080.1 _1-3_-beta-glucanase [Chlorella sorokiniana], PRW60348.1 _1-3_-beta-glucanase [Chlorella sorokiniana]	PCFQ01000013.1 g3314 [Chlorella sp. A99]
OG0000118	PRW33520.1 MORN repeat-containing [Chlorella sorokiniana]	PCFQ01000001.1 g1007 [Chlorella sp. A99]
OG0000119	PRW60688.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Chlorella sorokiniana]	PCFQ01000018.1 g443 [Chlorella sp. A99]
OG0000119	PRW58375.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Chlorella sorokiniana]	PCFQ01000048.1 g2274 [Chlorella sp. A99]
OG0000119	PRW59127.1 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 isoform A [Chlorella sorokiniana], PRW59126.1 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 isoform B [Chlorella sorokiniana]	PCFQ01000040.1 g2301 [Chlorella sp. A99]
OG0000120	PRW56538.1 translocase subunit chloroplastic isoform B [Chlorella sorokiniana], PRW56540.1 translocase subunit chloroplastic isoform D [Chlorella sorokiniana], PRW56541.1 translocase subunit chloroplastic isoform C [Chlorella sorokiniana], PRW56539.1 translocase subunit chloroplastic isoform A [Chlorella sorokiniana]	PCFQ01000008.1 g1136 [Chlorella sp. A99], PCFQ01000024.1 g2555 [Chlorella sp. A99]
OG0000124	PRW61391.1 dnaJ-like protein subfamily B member 4-like isoform B [Chlorella sorokiniana], PRW61393.1 dnaJ-like protein subfamily B member 4-like isoform A [Chlorella sorokiniana], PRW61392.1 dnaJ-like protein subfamily B member 4-like isoform C [Chlorella sorokiniana]	PCFQ01000006.1 g3132 [Chlorella sp. A99]
OG0000126	PRW61558.1 sulfoquinovosyl transferase SQD2-like [Chlorella sorokiniana]	PCFQ01000005.1 g791 [Chlorella sp. A99]
OG0000127	PRW56445.1 hypothetical protein C2E21_4659 [Chlorella sorokiniana], PRW60545.1 alpha beta-hydrolase isoform A [Chlorella sorokiniana], PRW60544.1 alpha beta-hydrolase isoform B [Chlorella sorokiniana], PRW60358.1 hypothetical protein C2E21_0827 [Chlorella sorokiniana]	PCFQ01000005.1 g815 [Chlorella sp. A99]
OG0000128	PRW44516.1 obg-like ATPase 1 isoform B [Chlorella sorokiniana], PRW44517.1 obg-like ATPase 1 isoform A [Chlorella sorokiniana]	PCFQ01000078.1 g2050 [Chlorella sp. A99]
OG0000128	PRW58916.1 ribonuclease [Chlorella sorokiniana]	PCFQ01000004.1 g2639 [Chlorella sp. A99]
OG0000129	PRW20409.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana], PRW20329.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]	PCFQ01000082.1 g620 [Chlorella sp. A99], PCFQ01000002.1 g691 [Chlorella sp. A99]
OG0000129	PRW55890.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]	PCFQ01000079.1 g1337 [Chlorella sp. A99]
OG0000130	PRW60277.1 Protease Do-like 9 [Chlorella sorokiniana]	PCFQ01000018.1 g435 [Chlorella sp. A99]
OG0000130	PRW33650.1 Protease Do-like 9 [Chlorella sorokiniana]	PCFQ01000001.1 g1005 [Chlorella sp. A99]
OG0000131	PRW57197.1 Bromodomain adjacent to zinc finger domain 2A [Chlorella sorokiniana]	PCFQ01000081.1 g1625 [Chlorella sp. A99]
OG0000132	PRW61044.1 hypothetical protein C2E21_0091 [Chlorella sorokiniana]	PCFQ01000079.1 g1364 [Chlorella sp. A99]
OG0000132	PRW57218.1 hypothetical protein C2E21_4324 [Chlorella sorokiniana]	PCFQ01000081.1 g1648 [Chlorella sp. A99]
OG0000133	PRW20222.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]	PCFQ01000002.1 g670 [Chlorella sp. A99]
OG0000133	PRW32651.1 putative aarF domain-containing kinase chloroplastic isoform B [Chlorella sorokiniana]	PCFQ01000058.1 g253 [Chlorella sp. A99]
OG0000135	PRW58729.1 fidgetin 1 [Chlorella sorokiniana]	PCFQ01000004.1 g2660 [Chlorella sp. A99]
OG0000136	PRW60680.1 amino-acid permease BAT1-like protein [Chlorella sorokiniana]	PCFQ01000058.1 g59 [Chlorella sp. A99]
OG0000136	PRW56299.1 amino-acid permease BAT1-like protein [Chlorella sorokiniana]	PCFQ01000006.1 g3147 [Chlorella sp. A99]
OG0000137	PRW60485.1 E3 ubiquitin- ligase RNF185 isoform X1 [Chlorella sorokiniana], PRW20581.1 MMS19 nucleotide excision repair [Chlorella sorokiniana], PRW60259.1 variable flagella 1 [Chlorella sorokiniana]	PCFQ01000018.1 g414 [Chlorella sp. A99]
OG0000138	PRW57207.1 chymotrypsin-1-like isoform X1 [Chlorella sorokiniana], PRW60387.1 Transmembrane protease serine [Chlorella sorokiniana], PRW45673.1 serine protease 27-like [Chlorella sorokiniana], PRW59900.1 peptidase S1 [Chlorella sorokiniana], PRW59458.1 atrial natriuretic peptide-converting enzyme isoform X1 [Chlorella sorokiniana], PRW60162.1 hypothetical protein C2E21_1735 [Chlorella sorokiniana]	PCFQ01000015.1 g3082 [Chlorella sp. A99]
OG0000141	PRW39151.1 barwin-like endoglucanase [Chlorella sorokiniana], PRW39384.1 barwin-like endoglucanase [Chlorella sorokiniana], PRW45398.1 barwin-like endoglucanase [Chlorella sorokiniana]	PCFQ01000015.1 g3093 [Chlorella sp. A99]
OG0000142	PRW05820.1 pathogenesis-related genes transcriptional activator [Chlorella sorokiniana]	PCFQ01000078.1 g2180 [Chlorella sp. A99]
OG0000146	PRW50751.1 long chain acyl- synthetase 4 [Chlorella sorokiniana]	PCFQ01000005.1 g832 [Chlorella sp. A99]
OG0000146	PRW60727.1 long chain acyl- synthetase 4 [Chlorella sorokiniana]	PCFQ01000013.1 g3294 [Chlorella sp. A99]
OG0000146	PRW60134.1 acetyl- synthetase [Chlorella sorokiniana]	PCFQ01000015.1 g2956 [Chlorella sp. A99]
OG0000147	PRW50981.1 Triacylglycerol lipase SDP1 [Chlorella sorokiniana]	PCFQ01000005.1 g836 [Chlorella sp. A99]
OG0000147	PRW56511.1 Triacylglycerol lipase SDP1 [Chlorella sorokiniana]	PCFQ01000003.1 g1063 [Chlorella sp. A99]
OG0000148	PRW39134.1 cytochrome P450 chloroplastic isoform A [Chlorella sorokiniana], PRW39133.1 cytochrome P450 chloroplastic isoform C [Chlorella sorokiniana], PRW39132.1 cytochrome P450 chloroplastic isoform B [Chlorella sorokiniana]	PCFQ01000053.1 g2548 [Chlorella sp. A99]
OG0000149	PRW32886.1 histone deacetylase 14 isoform X1 [Chlorella sorokiniana]	PCFQ01000002.1 g661 [Chlorella sp. A99]
OG0000150	PRW59861.1 alpha amylase domain [Chlorella sorokiniana]	PCFQ01000082.1 g574 [Chlorella sp. A99]
OG0000151	PRW59544.1 acetyl- synthetase [Chlorella sorokiniana]	PCFQ01000078.1 g2148 [Chlorella sp. A99]
OG0000151	PRW33544.1 acetyl-coenzyme A chloroplastic glyoxysomal isoform X1 isoform A [Chlorella sorokiniana], PRW33545.1 acetyl-coenzyme A chloroplastic glyoxysomal isoform X1 isoform B [Chlorella sorokiniana]	PCFQ01000005.1 g776 [Chlorella sp. A99]
OG0000151	PRW20363.1 Acetyl-coenzyme A synthetase isoform B [Chlorella sorokiniana], PRW20362.1 Acetyl-coenzyme A synthetase isoform A [Chlorella sorokiniana], PRW59907.1 acetyl-coenzyme A chloroplastic glyoxysomal-like [Chlorella sorokiniana]	PCFQ01000078.1 g2128 [Chlorella sp. A99]
OG0000152	PRW33012.1 Ubiquinone biosynthesis COQ4 mitochondrial [Chlorella sorokiniana]	PCFQ01000079.1 g1426 [Chlorella sp. A99]
OG0000152	PRW32999.1 mitogen activated kinase [Chlorella sorokiniana]	PCFQ01000002.1 g643 [Chlorella sp. A99]
OG0000153	PRW60720.1 sulfate transporter [Chlorella sorokiniana], PRW58410.1 sulfate transporter [Chlorella sorokiniana], PRW58120.1 sulfate transporter [Chlorella sorokiniana]	PCFQ01000058.1 g138 [Chlorella sp. A99]
OG0000153	PRW58145.1 Sulfate Permease Family isoform B [Chlorella sorokiniana], PRW58144.1 Sulfate Permease Family isoform A [Chlorella sorokiniana]	PCFQ01000058.1 g91 [Chlorella sp. A99]
OG0000153	PRW58874.1 sulfate transporter [Chlorella sorokiniana]	PCFQ01000037.1 g2361 [Chlorella sp. A99]
OG0000154	PRW58278.1 Hydroxylamine reductase [Chlorella sorokiniana], PRW58172.1 Hydroxylamine reductase [Chlorella sorokiniana], PRW60486.1 Hydroxylamine reductase [Chlorella sorokiniana]	PCFQ01000015.1 g3069 [Chlorella sp. A99], PCFQ01000034.1 g3261 [Chlorella sp. A99]
OG0000155	PRW58558.1 DUF21 domain-containing protein isoform X2 [Chlorella sorokiniana]	PCFQ01000058.1 g83 [Chlorella sp. A99]
OG0000155	PRW32510.1 Metal transporter CNNM4 [Chlorella sorokiniana], PRW58116.1 DUF21 domain-containing protein [Chlorella sorokiniana]	PCFQ01000011.1 g2929 [Chlorella sp. A99]
OG0000156	PRW32596.1 SET domain-containing [Chlorella sorokiniana]	PCFQ01000058.1 g216 [Chlorella sp. A99]
OG0000157	PRW50823.1 hypothetical protein C2E21_5559 [Chlorella sorokiniana]	PCFQ01000020.1 g902 [Chlorella sp. A99], PCFQ01000020.1 g901 [Chlorella sp. A99]
OG0000157	PRW44276.1 hypothetical protein C2E21_6653 [Chlorella sorokiniana], PRW56859.1 Secretion-regulating guanine nucleotide exchange factor [Chlorella sorokiniana], PRW44483.1 hypothetical protein C2E21_6654 [Chlorella sorokiniana]	PCFQ01000058.1 g254 [Chlorella sp. A99]
OG0000158	PRW45688.1 NADH dehydrogenase [Chlorella sorokiniana], PRW45623.1 NADH dehydrogenase [Chlorella sorokiniana], PRW45411.1 NADH dehydrogenase [Chlorella sorokiniana]	PCFQ01000037.1 g2366 [Chlorella sp. A99], PCFQ01000018.1 g438 [Chlorella sp. A99], PCFQ01000079.1 g1318 [Chlorella sp. A99]
OG0000159	PRW56335.1 peptidyl serine alpha-galactosyltransferase [Chlorella sorokiniana], PRW58341.1 peptidyl serine alpha-galactosyltransferase [Chlorella sorokiniana]	PCFQ01000012.1 g1835 [Chlorella sp. A99]
OG0000159	PRW20500.1 peptidyl serine alpha-galactosyltransferase [Chlorella sorokiniana]	PCFQ01000005.1 g777 [Chlorella sp. A99]
OG0000161	PRW58011.1 hypothetical protein C2E21_3586 [Chlorella sorokiniana], PRW57971.1 SAD1 UNC-84 domain 1- isoform B [Chlorella sorokiniana], PRW57972.1 SAD1 UNC-84 domain 1- isoform A [Chlorella sorokiniana], PRW57973.1 SAD1 UNC-84 domain 1- isoform C [Chlorella sorokiniana], PRW20573.1 NECAP endocytosis associated isoform [Chlorella sorokiniana]	PCFQ01000079.1 g1522 [Chlorella sp. A99], PCFQ01000019.1 g1820 [Chlorella sp. A99], PCFQ01000079.1 g1521 [Chlorella sp. A99]
OG0000162	PRW59972.1 Zinc finger CCCH domain-containing 64 [Chlorella sorokiniana], PRW60776.1 band 7 [Chlorella sorokiniana], PRW20382.1 PE-PGRS family [Chlorella sorokiniana]	PCFQ01000078.1 g2163 [Chlorella sp. A99]
OG0000163	PRW56446.1 ADP-ribosylation factor [Chlorella sorokiniana]	PCFQ01000079.1 g1345 [Chlorella sp. A99]
OG0000164	PRW44454.1 sulfate transporter isoform A [Chlorella sorokiniana], PRW44455.1 sulfate transporter isoform B [Chlorella sorokiniana], PRW56212.1 sulfate transporter [Chlorella sorokiniana]	PCFQ01000037.1 g2498 [Chlorella sp. A99]
OG0000165	PRW56006.1 3-hydroxyisobutyryl- mitochondrial [Chlorella sorokiniana]	PCFQ01000011.1 g2876 [Chlorella sp. A99]
OG0000166	PRW61560.1 chitin binding domain-containing [Chlorella sorokiniana]	PCFQ01000005.1 g849 [Chlorella sp. A99]
OG0000167	PRW56865.1 NADPH_quinone reductase [Chlorella sorokiniana]	PCFQ01000079.1 g1290 [Chlorella sp. A99]
OG0000168	PRW61055.1 serine hydroxymethyltransferase [Chlorella sorokiniana]	PCFQ01000082.1 g598 [Chlorella sp. A99]
OG0000169	PRW51128.1 bifunctional aspartokinase homoserine dehydrogenase chloroplastic-like [Chlorella sorokiniana]	PCFQ01000005.1 g844 [Chlorella sp. A99]
OG0000169	PRW51144.1 homoserine dehydrogenase [Chlorella sorokiniana], PRW50815.1 magnesium transporter MRS2-I-like [Chlorella sorokiniana]	PCFQ01000005.1 g769 [Chlorella sp. A99]
OG0000170	PRW58009.1 type I fatty acid [Chlorella sorokiniana], PRW61437.1 type I polyketide synthase [Chlorella sorokiniana]	PCFQ01000081.1 g1646 [Chlorella sp. A99]
OG0000170	PRW57359.1 Polyketide synthase [Chlorella sorokiniana]	PCFQ01000081.1 g1644 [Chlorella sp. A99]
OG0000171	PRW57352.1 uroporphyrinogen decarboxylase [Chlorella sorokiniana]	PCFQ01000009.1 g1701 [Chlorella sp. A99]
OG0000172	PRW57379.1 Glycosyltransferase LARGE2 [Chlorella sorokiniana]	PCFQ01000011.1 g2759 [Chlorella sp. A99]
OG0000173	PRW45620.1 taurine catabolism dioxygenase [Chlorella sorokiniana], PRW45329.1 taurine catabolism dioxygenase [Chlorella sorokiniana]	PCFQ01000015.1 g2976 [Chlorella sp. A99]
OG0000174	PRW59122.1 aurora-like kinase [Chlorella sorokiniana]	PCFQ01000037.1 g2370 [Chlorella sp. A99]
OG0000174	PRW57075.1 aurora other [Chlorella sorokiniana]	PCFQ01000081.1 g1599 [Chlorella sp. A99]
OG0000175	PRW58897.1 60S ribosomal L9 [Chlorella sorokiniana], PRW58872.1 Mechanosensitive ion channel 10 [Chlorella sorokiniana], PRW44384.1 Mechanosensitive ion channel 10 [Chlorella sorokiniana]	PCFQ01000037.1 g2399 [Chlorella sp. A99]
OG0000177	PRW39185.1 2-C-methyl-D-erythritol 2_4-cyclodiphosphate synthase [Chlorella sorokiniana]	PCFQ01000010.1 g297 [Chlorella sp. A99]
OG0000178	PRW21116.1 Hsp70 escorting 2 [Chlorella sorokiniana]	PCFQ01000081.1 g1600 [Chlorella sp. A99]
OG0000179	PRW56419.1 ubiquitin- ligase E3 A [Chlorella sorokiniana]	PCFQ01000011.1 g2788 [Chlorella sp. A99]
OG0000183	PRW32594.1 Sodium hydrogen exchanger 7 [Chlorella sorokiniana]	PCFQ01000046.1 g1850 [Chlorella sp. A99]
OG0000184	PRW58604.1 alkaline phosphatase isoform B [Chlorella sorokiniana], PRW58605.1 alkaline phosphatase isoform A [Chlorella sorokiniana]	PCFQ01000058.1 g94 [Chlorella sp. A99]
OG0000187	PRW33716.1 DNA ligase 1 isoform X1 [Chlorella sorokiniana]	PCFQ01000001.1 g994 [Chlorella sp. A99]
OG0000187	PRW32907.1 DNA ligase 1-like isoform A [Chlorella sorokiniana], PRW32906.1 DNA ligase 1-like isoform B [Chlorella sorokiniana]	PCFQ01000002.1 g636 [Chlorella sp. A99]
OG0000188	PRW59566.1 potassium NKT2 [Chlorella sorokiniana]	PCFQ01000037.1 g2541 [Chlorella sp. A99]
OG0000189	PRW56914.1 V-type proton ATPase 16 kDa proteolipid subunit [Chlorella sorokiniana], PRW57393.1 phosphatidylinositol_ceramide inositolphosphotransferase 1 isoform B [Chlorella sorokiniana], PRW57392.1 phosphatidylinositol_ceramide inositolphosphotransferase 1 isoform A [Chlorella sorokiniana]	PCFQ01000007.1 g1198 [Chlorella sp. A99]
OG0000190	PRW56304.1 HAM group [Chlorella sorokiniana]	PCFQ01000011.1 g2860 [Chlorella sp. A99]
OG0000191	PRW20302.1 adp-glucose pyrophosphorylase [Chlorella sorokiniana]	PCFQ01000079.1 g1453 [Chlorella sp. A99]
OG0000191	PRW60444.1 ADP-glucose pyrophosphorylase small subunit isoform A [Chlorella sorokiniana], PRW60443.1 ADP-glucose pyrophosphorylase small subunit isoform B [Chlorella sorokiniana]	PCFQ01000013.1 g3318 [Chlorella sp. A99]
OG0000192	PRW20727.1 cell division control 2-like protein A isoform X1 [Chlorella sorokiniana]	PCFQ01000006.1 g3216 [Chlorella sp. A99]
OG0000193	PRW56019.1 copper oxidase [Chlorella sorokiniana]	PCFQ01000005.1 g805 [Chlorella sp. A99]
OG0000195	PRW39343.1 transient receptor potential channel [Chlorella sorokiniana]	PCFQ01000003.1 g1051 [Chlorella sp. A99]
OG0000196	PRW57572.1 ornithine decarboxylase [Chlorella sorokiniana]	PCFQ01000082.1 g536 [Chlorella sp. A99]
OG0000198	PRW57386.1 FAN isoform X1 [Chlorella sorokiniana]	PCFQ01000081.1 g1553 [Chlorella sp. A99]
OG0000199	PRW58470.1 Clavaminate synthase [Chlorella sorokiniana]	PCFQ01000058.1 g27 [Chlorella sp. A99]
OG0000200	PRW58554.1 Tubulin alpha chain [Chlorella sorokiniana]	PCFQ01000058.1 g64 [Chlorella sp. A99]
OG0000200	PRW61116.1 Tubulin beta chain [Chlorella sorokiniana], PRW39078.1 tubulin beta chain [Chlorella sorokiniana]	PCFQ01000079.1 g1266 [Chlorella sp. A99], PCFQ01000010.1 g295 [Chlorella sp. A99]
OG0000201	PRW56130.1 U5 small nuclear ribonucleo 200 kDa helicase-like [Chlorella sorokiniana]	PCFQ01000011.1 g2928 [Chlorella sp. A99]
OG0000201	PRW32955.1 activating signal cointegrator 1 complex subunit 3 isoform A [Chlorella sorokiniana], PRW32956.1 activating signal cointegrator 1 complex subunit 3 isoform B [Chlorella sorokiniana], PRW32957.1 activating signal cointegrator 1 complex subunit 3 isoform C [Chlorella sorokiniana], PRW33009.1 leucine-rich alpha-2-glyco -like [Chlorella sorokiniana]	PCFQ01000002.1 g657 [Chlorella sp. A99]
OG0000202	PRW33989.1 glutathione peroxidase [Chlorella sorokiniana]	PCFQ01000079.1 g1529 [Chlorella sp. A99]
OG0000202	PRW44568.1 glutathione peroxidase [Chlorella sorokiniana]	PCFQ01000037.1 g2501 [Chlorella sp. A99]
OG0000203	PRW58806.1 glycoside hydrolase [Chlorella sorokiniana], PRW58744.1 ASYNAPTIC 3 [Chlorella sorokiniana]	PCFQ01000004.1 g2681 [Chlorella sp. A99]
OG0000205	PRW45215.1 WD SAM and U-box domain-containing 1-like isoform X2 [Chlorella sorokiniana], PRW56162.1 hypothetical protein C2E21_4915 [Chlorella sorokiniana], PRW44577.1 hypothetical protein C2E21_6619 [Chlorella sorokiniana], PRW44583.1 hypothetical protein C2E21_6625 [Chlorella sorokiniana], PRW57471.1 TKL kinase [Chlorella sorokiniana], PRW58695.1 TKL kinase [Chlorella sorokiniana]	PCFQ01000010.1 g332 [Chlorella sp. A99]
