Orthogroup	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A
OG0000032	PRW57195.1 hypothetical protein C2E21_4079 [Chlorella sorokiniana]	XP_005846961.1 expressed protein [Chlorella variabilis]
OG0000032	PRW59320.1 hypothetical protein C2E21_2437 [Chlorella sorokiniana]	XP_005844780.1 expressed protein [Chlorella variabilis], XP_005844782.1 hypothetical protein CHLNCDRAFT_54331 [Chlorella variabilis]
OG0000035	PRW59728.1 3-ketoacyl- synthase 11 isoform A [Chlorella sorokiniana]	XP_005846504.1 hypothetical protein CHLNCDRAFT_48950 [Chlorella variabilis]
OG0000035	PRW61324.1 3-ketoacyl- synthase 4-like [Chlorella sorokiniana]	XP_005843528.1 hypothetical protein CHLNCDRAFT_141048 [Chlorella variabilis]
OG0000036	PRW33642.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]	XP_005848312.1 hypothetical protein CHLNCDRAFT_144971 [Chlorella variabilis]
OG0000036	PRW61254.1 kinase [Chlorella sorokiniana], PRW51042.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]	XP_005848446.1 hypothetical protein CHLNCDRAFT_144815 [Chlorella variabilis]
OG0000036	PRW61026.1 kinase [Chlorella sorokiniana]	XP_005844389.1 expressed protein [Chlorella variabilis]
OG0000037	PRW60030.1 Chlorophyll a-b binding of LHCII type chloroplastic [Chlorella sorokiniana]	XP_005846357.1 hypothetical protein CHLNCDRAFT_56227 [Chlorella variabilis], XP_005846356.1 hypothetical protein CHLNCDRAFT_59709 [Chlorella variabilis]
OG0000037	PRW50945.1 chlorophyll a b-binding [Chlorella sorokiniana]	XP_005845510.1 hypothetical protein CHLNCDRAFT_137219 [Chlorella variabilis]
OG0000037	PRW20612.1 chlorophyll a b-binding [Chlorella sorokiniana]	XP_005843949.1 hypothetical protein CHLNCDRAFT_59790 [Chlorella variabilis]
OG0000038	PRW50834.1 Transcription initiation factor TFIID subunit 13 [Chlorella sorokiniana]	XP_005850360.1 hypothetical protein CHLNCDRAFT_142202 [Chlorella variabilis]
OG0000038	PRW33249.1 Transcription initiation factor TFIID subunit 13 isoform A [Chlorella sorokiniana], PRW33248.1 Transcription initiation factor TFIID subunit 13 isoform B [Chlorella sorokiniana]	XP_005843688.1 hypothetical protein CHLNCDRAFT_55044 [Chlorella variabilis], XP_005844847.1 hypothetical protein CHLNCDRAFT_54159 [Chlorella variabilis]
OG0000038	PRW05940.1 beta-1_6-N-acetylglucosaminyltransferase enzyme [Chlorella sorokiniana]	XP_005843195.1 hypothetical protein CHLNCDRAFT_55340 [Chlorella variabilis]
OG0000038	PRW05935.1 beta-1_6-N-acetylglucosaminyltransferase enzyme [Chlorella sorokiniana]	XP_005843162.1 hypothetical protein CHLNCDRAFT_141408 [Chlorella variabilis]
OG0000038	PRW45079.1 Transcription initiation factor TFIID subunit 13 [Chlorella sorokiniana]	XP_005848332.1 hypothetical protein CHLNCDRAFT_145020 [Chlorella variabilis]
OG0000039	PRW56320.1 lysine-specific demethylase 8 [Chlorella sorokiniana]	XP_005851046.1 hypothetical protein CHLNCDRAFT_140939 [Chlorella variabilis]
OG0000039	PRW56247.1 band 7 [Chlorella sorokiniana]	XP_005852139.1 hypothetical protein CHLNCDRAFT_133254 [Chlorella variabilis], XP_005851799.1 hypothetical protein CHLNCDRAFT_133242 [Chlorella variabilis], XP_005848147.1 hypothetical protein CHLNCDRAFT_145493 [Chlorella variabilis]
OG0000039	PRW58679.1 band 7 [Chlorella sorokiniana], PRW33721.1 band 7 [Chlorella sorokiniana]	XP_005848978.1 hypothetical protein CHLNCDRAFT_144516 [Chlorella variabilis]
OG0000039	PRW56123.1 band 7 [Chlorella sorokiniana]	XP_005851040.1 hypothetical protein CHLNCDRAFT_140922_ partial [Chlorella variabilis]
OG0000040	PRW60632.1 ankyrin repeat and MYND domain-containing [Chlorella sorokiniana], PRW60463.1 hypothetical protein C2E21_1279 [Chlorella sorokiniana], PRW60340.1 hypothetical protein C2E21_1283 [Chlorella sorokiniana], PRW60239.1 Zinc finger domain-containing MYND finger domain [Chlorella sorokiniana], PRW20904.1 hypothetical protein C2E21_8584 [Chlorella sorokiniana], PRW20905.1 hypothetical protein C2E21_8584 [Chlorella sorokiniana], PRW59495.1 HIT MYND zinc finger [Chlorella sorokiniana], PRW56827.1 hypothetical protein C2E21_4658 [Chlorella sorokiniana], PRW33756.1 hypothetical protein C2E21_7361 [Chlorella sorokiniana], PRW56127.1 Zinc finger domain-containing MYND finger domain [Chlorella sorokiniana], PRW59997.1 Zinc finger MYND domain-containing 19 Q7TSV3 [Chlorella sorokiniana]	XP_005845587.1 hypothetical protein CHLNCDRAFT_136778 [Chlorella variabilis], XP_005845588.1 hypothetical protein CHLNCDRAFT_136779 [Chlorella variabilis]
OG0000040	PRW21076.1 transcriptional regulator [Chlorella sorokiniana], PRW55939.1 ubiquitin carboxyl-terminal hydrolase 18-like [Chlorella sorokiniana]	XP_005848711.1 hypothetical protein CHLNCDRAFT_144367 [Chlorella variabilis]
OG0000040	PRW60147.1 HIT MYND zinc finger [Chlorella sorokiniana]	XP_005843490.1 hypothetical protein CHLNCDRAFT_141006 [Chlorella variabilis]
OG0000040	PRW56289.1 PBS lyase [Chlorella sorokiniana]	XP_005850050.1 hypothetical protein CHLNCDRAFT_142053 [Chlorella variabilis]
OG0000040	PRW56155.1 hypothetical protein C2E21_5198 [Chlorella sorokiniana], PRW56311.1 hypothetical protein C2E21_5126 [Chlorella sorokiniana], PRW56174.1 DNA-3-methyladenine glycosylase [Chlorella sorokiniana], PRW56081.1 hypothetical protein C2E21_5153 [Chlorella sorokiniana]	XP_005851397.1 hypothetical protein CHLNCDRAFT_137646 [Chlorella variabilis], XP_005842620.1 hypothetical protein CHLNCDRAFT_141578 [Chlorella variabilis]
OG0000041	PRW32643.1 TMV resistance N-like [Chlorella sorokiniana]	XP_005843058.1 hypothetical protein CHLNCDRAFT_141643 [Chlorella variabilis]
OG0000041	PRW51148.1 putative LRR receptor-like serine threonine- kinase [Chlorella sorokiniana], PRW33266.1 small GTP-binding [Chlorella sorokiniana], PRW56545.1 leucine-rich repeat SHOC-2-like [Chlorella sorokiniana]	XP_005846817.1 hypothetical protein CHLNCDRAFT_135388 [Chlorella variabilis], XP_005843085.1 hypothetical protein CHLNCDRAFT_141633 [Chlorella variabilis], XP_005843086.1 hypothetical protein CHLNCDRAFT_141634 [Chlorella variabilis], XP_005843055.1 hypothetical protein CHLNCDRAFT_141640 [Chlorella variabilis], XP_005843060.1 hypothetical protein CHLNCDRAFT_141648 [Chlorella variabilis], XP_005843054.1 hypothetical protein CHLNCDRAFT_141639 [Chlorella variabilis], XP_005843056.1 hypothetical protein CHLNCDRAFT_55445 [Chlorella variabilis]
OG0000042	PRW39173.1 sodium phosphate symporter [Chlorella sorokiniana]	XP_005842984.1 hypothetical protein CHLNCDRAFT_8635_ partial [Chlorella variabilis]
OG0000042	PRW60515.1 phosphate-repressible phosphate permease [Chlorella sorokiniana]	XP_005852067.1 hypothetical protein CHLNCDRAFT_133070 [Chlorella variabilis]
OG0000042	PRW33684.1 2_3-bisphosphoglycerate-independent phosphoglycerate mutase isoform D [Chlorella sorokiniana]	XP_005843014.1 hypothetical protein CHLNCDRAFT_141686 [Chlorella variabilis], XP_005843015.1 hypothetical protein CHLNCDRAFT_33297 [Chlorella variabilis]
OG0000043	PRW45699.1 alpha-glucosidase isoform B [Chlorella sorokiniana], PRW45700.1 alpha-glucosidase isoform A [Chlorella sorokiniana]	XP_005845064.1 hypothetical protein CHLNCDRAFT_26299_ partial [Chlorella variabilis], XP_005843192.1 hypothetical protein CHLNCDRAFT_141480 [Chlorella variabilis]
OG0000043	PRW44983.1 Glycosyl hydrolases family 31 isoform 1 [Chlorella sorokiniana]	XP_005848336.1 hypothetical protein CHLNCDRAFT_57649 [Chlorella variabilis]
OG0000044	PRW56980.1 ARM repeat-containing [Chlorella sorokiniana]	XP_005846909.1 hypothetical protein CHLNCDRAFT_134792_ partial [Chlorella variabilis]
OG0000045	PRW60778.1 ATP-binding cassette transporter [Chlorella sorokiniana]	XP_005851822.1 hypothetical protein CHLNCDRAFT_133292 [Chlorella variabilis]
OG0000045	PRW58352.1 ATP-binding cassette transporter [Chlorella sorokiniana]	XP_005851238.1 hypothetical protein CHLNCDRAFT_137957 [Chlorella variabilis]
OG0000045	PRW58636.1 pleiotropic drug resistance 1-like [Chlorella sorokiniana]	XP_005851131.1 hypothetical protein CHLNCDRAFT_56680 [Chlorella variabilis]
OG0000045	PRW60703.1 Pleiotropic drug resistance 1 [Chlorella sorokiniana], PRW60808.1 Pleiotropic drug resistance 1 [Chlorella sorokiniana], PRW33630.1 Pleiotropic drug resistance 1 [Chlorella sorokiniana]	XP_005845426.1 hypothetical protein CHLNCDRAFT_58610 [Chlorella variabilis], XP_005845298.1 hypothetical protein CHLNCDRAFT_36538 [Chlorella variabilis]
OG0000046	PRW58688.1 Amino acid permease 2 [Chlorella sorokiniana]	XP_005851084.1 hypothetical protein CHLNCDRAFT_137604 [Chlorella variabilis], XP_005851377.1 hypothetical protein CHLNCDRAFT_137597 [Chlorella variabilis], XP_005845797.1 hypothetical protein CHLNCDRAFT_136507 [Chlorella variabilis], XP_005851085.1 hypothetical protein CHLNCDRAFT_137605 [Chlorella variabilis], XP_005851383.1 expressed protein [Chlorella variabilis], XP_005852310.1 hypothetical protein CHLNCDRAFT_143410 [Chlorella variabilis], XP_005843074.1 hypothetical protein CHLNCDRAFT_141610 [Chlorella variabilis], XP_005844674.1 hypothetical protein CHLNCDRAFT_138568 [Chlorella variabilis], XP_005843209.1 hypothetical protein CHLNCDRAFT_141452 [Chlorella variabilis]
OG0000046	PRW58712.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana], PRW58414.1 serine threonine- kinase [Chlorella sorokiniana]	XP_005844670.1 hypothetical protein CHLNCDRAFT_138562 [Chlorella variabilis], XP_005851083.1 hypothetical protein CHLNCDRAFT_137603 [Chlorella variabilis], XP_005845033.1 hypothetical protein CHLNCDRAFT_137265 [Chlorella variabilis]
OG0000047	PRW05902.1 16S rRNA methyltransferase G [Chlorella sorokiniana], PRW05921.1 hypothetical protein C2E21_9392 [Chlorella sorokiniana], PRW05910.1 RNA polymerase subunit sigma [Chlorella sorokiniana]	XP_005843183.1 hypothetical protein CHLNCDRAFT_141458 [Chlorella variabilis]
OG0000048	PRW33180.1 oxygen evolving enhancer 3 isoform B [Chlorella sorokiniana], PRW33181.1 oxygen evolving enhancer 3 isoform C [Chlorella sorokiniana], PRW33182.1 oxygen evolving enhancer 3 isoform A [Chlorella sorokiniana]	XP_005843234.1 hypothetical protein CHLNCDRAFT_141330 [Chlorella variabilis]
OG0000048	PRW50814.1 hypothetical protein C2E21_5439 [Chlorella sorokiniana]	XP_005848864.1 hypothetical protein CHLNCDRAFT_144230 [Chlorella variabilis]
OG0000048	PRW33015.1 hypothetical protein C2E21_8112 [Chlorella sorokiniana]	XP_005848441.1 hypothetical protein CHLNCDRAFT_51779 [Chlorella variabilis], XP_005851175.1 hypothetical protein CHLNCDRAFT_137815 [Chlorella variabilis]
OG0000049	PRW58828.1 putative ubiquitin-like-specific protease 2B isoform X1 [Chlorella sorokiniana]	XP_005849919.1 hypothetical protein CHLNCDRAFT_143222 [Chlorella variabilis]
OG0000049	PRW55925.1 translation initiation factor fusion with methylthioribose kinase [Chlorella sorokiniana]	XP_005850664.1 hypothetical protein CHLNCDRAFT_140697 [Chlorella variabilis]
OG0000050	PRW33726.1 UPF0187 chloroplastic [Chlorella sorokiniana]	XP_005845925.1 hypothetical protein CHLNCDRAFT_32075 [Chlorella variabilis], XP_005845811.1 hypothetical protein CHLNCDRAFT_58489 [Chlorella variabilis]
OG0000050	PRW32665.1 UPF0187 chloroplastic [Chlorella sorokiniana]	XP_005843048.1 hypothetical protein CHLNCDRAFT_141619 [Chlorella variabilis]
OG0000050	PRW33245.1 UPF0187 chloroplastic [Chlorella sorokiniana]	XP_005849094.1 hypothetical protein CHLNCDRAFT_143620 [Chlorella variabilis]
OG0000050	PRW20392.1 UPF0187 chloroplastic [Chlorella sorokiniana]	XP_005845524.1 hypothetical protein CHLNCDRAFT_136634 [Chlorella variabilis]
OG0000050	PRW51063.1 UPF0187 chloroplastic [Chlorella sorokiniana]	XP_005848889.1 hypothetical protein CHLNCDRAFT_21860_ partial [Chlorella variabilis]
OG0000051	PRW58610.1 DETOXIFICATION 16-like [Chlorella sorokiniana]	XP_005851143.1 hypothetical protein CHLNCDRAFT_19008 [Chlorella variabilis]
OG0000051	PRW56350.1 MATE efflux family [Chlorella sorokiniana]	XP_005844999.1 hypothetical protein CHLNCDRAFT_26336_ partial [Chlorella variabilis], XP_005845653.1 hypothetical protein CHLNCDRAFT_58521 [Chlorella variabilis]
OG0000051	PRW56780.1 DETOXIFICATION 16-like [Chlorella sorokiniana]	XP_005845002.1 hypothetical protein CHLNCDRAFT_54230 [Chlorella variabilis], XP_005850390.1 hypothetical protein CHLNCDRAFT_142267 [Chlorella variabilis]
OG0000052	PRW45252.1 zinc finger protein [Chlorella sorokiniana]	XP_005848473.1 hypothetical protein CHLNCDRAFT_144874 [Chlorella variabilis]
OG0000053	PRW45586.1 hypothetical protein C2E21_6086 [Chlorella sorokiniana]	XP_005845146.1 hypothetical protein CHLNCDRAFT_137283 [Chlorella variabilis]
OG0000054	PRW60973.1 exostosin-like glycosyltransferase [Chlorella sorokiniana]	XP_005844280.1 hypothetical protein CHLNCDRAFT_59023 [Chlorella variabilis], XP_005846949.1 hypothetical protein CHLNCDRAFT_134888 [Chlorella variabilis], XP_005849619.1 hypothetical protein CHLNCDRAFT_143109 [Chlorella variabilis], XP_005851973.1 hypothetical protein CHLNCDRAFT_133704 [Chlorella variabilis]
OG0000055	PRW56793.1 Pentatricopeptide repeat-containing isoform A [Chlorella sorokiniana], PRW56794.1 Pentatricopeptide repeat-containing isoform B [Chlorella sorokiniana]	XP_005850181.1 hypothetical protein CHLNCDRAFT_142374 [Chlorella variabilis]
OG0000055	PRW33527.1 Pentatricopeptide repeat-containing [Chlorella sorokiniana]	XP_005845763.1 hypothetical protein CHLNCDRAFT_58444 [Chlorella variabilis]
OG0000055	PRW59967.1 Pentatricopeptide repeat-containing [Chlorella sorokiniana]	XP_005845290.1 expressed protein [Chlorella variabilis]
OG0000057	PRW20711.1 polyketide synthase [Chlorella sorokiniana]	XP_005843875.1 hypothetical protein CHLNCDRAFT_12211_ partial [Chlorella variabilis]
OG0000059	PRW21133.1 putative GTP-binding -like isoform B [Chlorella sorokiniana], PRW21134.1 putative GTP-binding -like isoform A [Chlorella sorokiniana]	XP_005842738.1 hypothetical protein CHLNCDRAFT_28926_ partial [Chlorella variabilis], XP_005844783.1 hypothetical protein CHLNCDRAFT_138656 [Chlorella variabilis]
OG0000059	PRW59349.1 cobalamin biosynthesis [Chlorella sorokiniana]	XP_005843771.1 hypothetical protein CHLNCDRAFT_49195 [Chlorella variabilis]
OG0000059	PRW58648.1 cobalamin biosynthesis [Chlorella sorokiniana]	XP_005850074.1 hypothetical protein CHLNCDRAFT_142112 [Chlorella variabilis]
OG0000059	PRW32945.1 zinc metalloprotease [Chlorella sorokiniana]	XP_005843349.1 hypothetical protein CHLNCDRAFT_141273 [Chlorella variabilis]
OG0000060	PRW58431.1 LOV domain-containing [Chlorella sorokiniana]	XP_005844701.1 hypothetical protein CHLNCDRAFT_14999_ partial [Chlorella variabilis]
OG0000062	PRW57843.1 sorcin-like [Chlorella sorokiniana]	XP_005847774.1 hypothetical protein CHLNCDRAFT_133902 [Chlorella variabilis]
OG0000062	PRW45037.1 hypothetical protein C2E21_6480 [Chlorella sorokiniana]	XP_005848218.1 hypothetical protein CHLNCDRAFT_51740 [Chlorella variabilis]
OG0000062	PRW44943.1 Coiled-coil domain-containing 40 isoform B [Chlorella sorokiniana], PRW44942.1 Coiled-coil domain-containing 40 isoform A [Chlorella sorokiniana], PRW44941.1 Coiled-coil domain-containing 40 isoform C [Chlorella sorokiniana]	XP_005848205.1 hypothetical protein CHLNCDRAFT_144696 [Chlorella variabilis]
OG0000063	PRW50752.1 peroxisomal membrane PEX14-like isoform X1 [Chlorella sorokiniana]	XP_005849016.1 hypothetical protein CHLNCDRAFT_144604 [Chlorella variabilis]
OG0000064	PRW44490.1 translation initiation factor [Chlorella sorokiniana]	XP_005847246.1 hypothetical protein CHLNCDRAFT_31223 [Chlorella variabilis]
OG0000064	PRW20747.1 Cullin-4 [Chlorella sorokiniana]	XP_005843899.1 hypothetical protein CHLNCDRAFT_32941 [Chlorella variabilis]
OG0000064	PRW20452.1 cullin family [Chlorella sorokiniana]	XP_005844634.1 hypothetical protein CHLNCDRAFT_138949 [Chlorella variabilis]
OG0000065	PRW20917.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana], PRW50851.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana], PRW50880.1 GPR1 FUN34 family [Chlorella sorokiniana], PRW33699.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana], PRW33593.1 GPR1 FUN34 yaaH family [Chlorella sorokiniana]	XP_005848887.1 hypothetical protein CHLNCDRAFT_144274 [Chlorella variabilis], XP_005848680.1 hypothetical protein CHLNCDRAFT_144272 [Chlorella variabilis], XP_005845896.1 hypothetical protein CHLNCDRAFT_53601 [Chlorella variabilis]
OG0000066	PRW44580.1 MFS general substrate transporter [Chlorella sorokiniana]	XP_005847234.1 hypothetical protein CHLNCDRAFT_134195 [Chlorella variabilis]
OG0000066	PRW57472.1 major facilitator family [Chlorella sorokiniana]	XP_005848039.1 hypothetical protein CHLNCDRAFT_145219 [Chlorella variabilis]
OG0000066	PRW57891.1 hypothetical protein C2E21_3748 [Chlorella sorokiniana]	XP_005843274.1 hypothetical protein CHLNCDRAFT_141311 [Chlorella variabilis]
OG0000069	PRW51017.1 heat shock 83 isoform A [Chlorella sorokiniana], PRW51016.1 heat shock 83 isoform B [Chlorella sorokiniana], PRW51015.1 heat shock 83 isoform C [Chlorella sorokiniana]	XP_005848732.1 hypothetical protein CHLNCDRAFT_57527 [Chlorella variabilis]
OG0000069	PRW20326.1 heat shock 90C isoform B [Chlorella sorokiniana], PRW20328.1 heat shock 90C isoform C [Chlorella sorokiniana], PRW20327.1 heat shock 90C isoform A [Chlorella sorokiniana]	XP_005843734.1 hypothetical protein CHLNCDRAFT_140066 [Chlorella variabilis]
OG0000069	PRW58127.1 endoplasmin-like protein [Chlorella sorokiniana]	XP_005851069.1 hypothetical protein CHLNCDRAFT_19360_ partial [Chlorella variabilis]
OG0000070	PRW51012.1 12-oxophytodienoate reductase 11 isoform B [Chlorella sorokiniana]	XP_005848820.1 hypothetical protein CHLNCDRAFT_51485 [Chlorella variabilis]
OG0000070	PRW57808.1 cyclic nucleotide-binding [Chlorella sorokiniana]	XP_005848597.1 hypothetical protein CHLNCDRAFT_144089 [Chlorella variabilis], XP_005848599.1 expressed protein [Chlorella variabilis], XP_005848598.1 expressed protein [Chlorella variabilis]
OG0000070	PRW20924.1 potassium voltage-gated channel subfamily H member 6 isoform X1 [Chlorella sorokiniana]	XP_005848019.1 hypothetical protein CHLNCDRAFT_52200 [Chlorella variabilis]
OG0000071	PRW61198.1 Calcium calmodulin-dependent kinase type 1 [Chlorella sorokiniana], PRW61339.1 Pkinase-domain-containing [Chlorella sorokiniana]	XP_005845612.1 hypothetical protein CHLNCDRAFT_136852 [Chlorella variabilis], XP_005845710.1 hypothetical protein CHLNCDRAFT_32147 [Chlorella variabilis]
OG0000071	PRW60879.1 Calcium calmodulin-dependent kinase type 1 [Chlorella sorokiniana]	XP_005845648.1 hypothetical protein CHLNCDRAFT_136678 [Chlorella variabilis]
OG0000072	PRW58312.1 beta-Ig-H3 fasciclin [Chlorella sorokiniana]	XP_005851221.1 hypothetical protein CHLNCDRAFT_49959 [Chlorella variabilis]
OG0000072	PRW58483.1 beta-Ig-H3 fasciclin [Chlorella sorokiniana], PRW56406.1 beta-Ig-H3 fasciclin [Chlorella sorokiniana]	XP_005851219.1 hypothetical protein CHLNCDRAFT_49957 [Chlorella variabilis], XP_005851220.1 hypothetical protein CHLNCDRAFT_137918 [Chlorella variabilis]
OG0000073	PRW45604.1 cathepsin H [Chlorella sorokiniana], PRW45530.1 cathepsin h [Chlorella sorokiniana], PRW57488.1 thiol protease aleurain-like [Chlorella sorokiniana], PRW45427.1 thiol protease aleurain-like [Chlorella sorokiniana], PRW45707.1 Cathepsin [Chlorella sorokiniana], PRW56577.1 Cathepsin L [Chlorella sorokiniana], PRW56392.1 papain-like cysteine protease C1 [Chlorella sorokiniana], PRW45737.1 Maternal effect embryo arrest 18 [Chlorella sorokiniana], PRW21008.1 Cathepsin L [Chlorella sorokiniana]	XP_005845012.1 expressed protein [Chlorella variabilis], XP_005852125.1 hypothetical protein CHLNCDRAFT_133216 [Chlorella variabilis], XP_005851991.1 hypothetical protein CHLNCDRAFT_132900 [Chlorella variabilis], XP_005850391.1 hypothetical protein CHLNCDRAFT_142269 [Chlorella variabilis], XP_005849172.1 hypothetical protein CHLNCDRAFT_143823 [Chlorella variabilis]
