Orthogroup	Chlorella_Sorokiniana1602	Chlorella_KRBP
OG0003196	PRW44903.1 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase _ferredoxin_ chloroplastic [Chlorella sorokiniana]	QAXK01000596.1_17342-21595
OG0003197	PRW45205.1 conserved oligomeric Golgi complex subunit 3 [Chlorella sorokiniana]	QAXK01003298.1_5048-551
OG0003198	PRW45196.1 26S proteasome non-ATPase regulatory subunit 1-like protein A-like [Chlorella sorokiniana]	QAXK01002898.1_4695-10345
OG0003204	PRW05865.1 Cleavage and polyadenylation specificity factor subunit 3 [Chlorella sorokiniana]	QAXK01006378.1_2719-127
OG0003209	PRW45145.1 putative DNA helicase MCM8 isoform X1 [Chlorella sorokiniana]	QAXK01011390.1_6757-10508
OG0003212	PRW45412.1 violaxanthin de- chloroplastic [Chlorella sorokiniana]	QAXK01003629.1_5946-3703
OG0003217	PRW59758.1 ferrous iron transporter A [Chlorella sorokiniana]	QAXK01017651.1_111-3535
OG0003218	PRW59803.1 26S proteasome non-ATPase regulatory subunit 7 [Chlorella sorokiniana]	QAXK01003131.1_36278-34367
OG0003219	PRW59801.1 UBA and UBX domain-containing protein [Chlorella sorokiniana]	QAXK01002499.1_5466-6313
OG0003220	PRW60165.1 Pre-rRNA-processing PNO1 [Chlorella sorokiniana]	QAXK01004108.1_13829-15654
OG0003226	PRW57087.1 Pre-mRNA-splicing factor SYF1 [Chlorella sorokiniana]	QAXK01003220.1_8522-13953
OG0003227	PRW44564.1 putative Xaa-Pro aminopeptidase P [Chlorella sorokiniana]	QAXK01003375.1_5219-43
OG0003230	PRW61594.1 F1F0 ATP synthase gamma subunit [Chlorella sorokiniana]	QAXK01000382.1_1570-3458
OG0003235	PRW56327.1 nicotinate-nucleotide pyrophosphorylase [carboxylating] chloroplastic [Chlorella sorokiniana]	QAXK01014478.1_11654-8522
OG0003239	PRW57624.1 family membrane [Chlorella sorokiniana]	QAXK01009911.1_3900-1880
OG0003243	PRW56270.1 Deoxyhypusine synthase [Chlorella sorokiniana]	QAXK01012462.1_308-2720
OG0003245	PRW60459.1 ribosome production factor 2-like protein [Chlorella sorokiniana]	QAXK01014831.1_1377-156
OG0003248	PRW18407.1 glucosamine 6-phosphate N-acetyltransferase [Chlorella sorokiniana]	QAXK01003339.1_1231-2678
OG0003249	PRW57085.1 hypothetical protein C2E21_3921 [Chlorella sorokiniana]	QAXK01001710.1_3704-3307
OG0003250	PRW59037.1 splicing factor 3B subunit 3-like [Chlorella sorokiniana]	QAXK01003319.1_3618-13354
OG0003251	PRW58875.1 UVR3 3-like 6-4 DNA photolyase [Chlorella sorokiniana]	QAXK01015706.1_7236-11105
OG0003252	PRW61222.1 Origin recognition complex subunit 1 [Chlorella sorokiniana]	QAXK01000655.1_17305-22319
OG0003253	PRW45127.1 RNA binding [Chlorella sorokiniana]	QAXK01000965.1_18464-16425
OG0003254	PRW56218.1 hypothetical protein C2E21_5015 [Chlorella sorokiniana]	QAXK01000983.1_27514-29192
OG0003255	PRW39201.1 glutathione S-transferase [Chlorella sorokiniana]	QAXK01010066.1_5264-7166
OG0003256	PRW59926.1 HD repeat domain-containing isoform B [Chlorella sorokiniana], PRW59927.1 HD repeat domain-containing isoform A [Chlorella sorokiniana]	QAXK01014762.1_15208-13635
OG0003257	PRW58515.1 nudix hydrolase 4 [Chlorella sorokiniana]	QAXK01001567.1_22308-20679
OG0003258	PRW44287.1 ubiquitin carboxyl-terminal hydrolase isozyme L3 isoform X2 [Chlorella sorokiniana]	QAXK01005019.1_6054-4921
OG0003259	PRW34016.1 60S ribosomal L23A [Chlorella sorokiniana]	QAXK01003400.1_3813-5064
OG0003357	PRW57707.1 Cytochrome b5 [Chlorella sorokiniana]	QAXK01001354.1_4891-5217
OG0003361	PRW57220.1 Prefoldin subunit 2 [Chlorella sorokiniana]	QAXK01008796.1_1534-1839
OG0003363	PRW61516.1 ABC transporter I family member chloroplastic [Chlorella sorokiniana]	QAXK01009044.1_6855-8605
OG0003378	PRW61173.1 40S ribosomal S11 [Chlorella sorokiniana]	QAXK01007832.1_7613-8663
OG0003389	PRW56252.1 TBC1 domain family member 20 [Chlorella sorokiniana]	QAXK01000807.1_2417-1282
OG0003390	PRW61461.1 rRNA methyltransferase mitochondrial [Chlorella sorokiniana]	QAXK01002975.1_1945-3061
OG0003400	PRW60492.1 geranylgeranyl transferase type-2 subunit beta-like isoform X1 [Chlorella sorokiniana]	QAXK01011269.1_6226-3244
OG0003418	PRW58892.1 hypothetical protein C2E21_2084 [Chlorella sorokiniana]	QAXK01004430.1_3720-2428
OG0003427	PRW56099.1 TRNA--methyltransferase isoform 1 [Chlorella sorokiniana]	QAXK01017428.1_6517-5288
OG0003460	PRW50955.1 exportin-4 isoform X1 [Chlorella sorokiniana]	QAXK01010334.1_16568-22208
OG0003465	PRW59166.1 ribosomal L17 [Chlorella sorokiniana]	QAXK01007075.1_15495-16375
OG0003474	PRW20877.1 NHP2 1 [Chlorella sorokiniana]	QAXK01010270.1_2969-2237
OG0003481	PRW60274.1 sm LSM8 [Chlorella sorokiniana]	QAXK01002106.1_10876-11265
OG0003502	PRW59692.1 DNA-directed RNA polymerase II subunit RPB7 [Chlorella sorokiniana]	QAXK01000365.1_3565-4942
OG0003509	PRW59464.1 trafficking particle complex subunit 2-like [Chlorella sorokiniana]	QAXK01011852.1_1562-2354
OG0003538	PRW61129.1 CGLD23 required for cyt b6 assembly [Chlorella sorokiniana]	QAXK01008337.1_3990-5243
OG0003540	PRW60503.1 60S ribosomal L14 [Chlorella sorokiniana]	QAXK01001088.1_16015-14943
OG0003568	PRW55908.1 cytochrome b561 domain-containing 2 [Chlorella sorokiniana]	QAXK01002228.1_1968-3201
OG0003579	PRW56018.1 hypothetical protein C2E21_5013 [Chlorella sorokiniana]	QAXK01005668.1_9092-7561
OG0003597	PRW61199.1 Poly_A_ RNA polymerase [Chlorella sorokiniana]	QAXK01004574.1_6183-8163
OG0003598	PRW60561.1 dnaJ-like protein subfamily C member 2-like [Chlorella sorokiniana]	QAXK01002968.1_5239-542
OG0003625	PRW39057.1 indole-3-glycerol phosphate synthase [Chlorella sorokiniana]	QAXK01001997.1_7467-5438
OG0003643	PRW59450.1 farnesyltransferase subunit beta [Chlorella sorokiniana]	QAXK01000249.1_16165-13537
OG0003644	PRW59616.1 ubiquitin receptor RAD23b-like [Chlorella sorokiniana]	QAXK01008360.1_3542-5458
OG0003666	PRW32518.1 family tRNA rRNA methyltransferase [Chlorella sorokiniana]	QAXK01003616.1_6090-7285
OG0003671	PRW32623.1 hypothetical protein C2E21_8205 [Chlorella sorokiniana]	QAXK01000459.1_9787-9028
OG0003672	PRW56549.1 Peptidyl-tRNA hydrolase mitochondrial [Chlorella sorokiniana]	QAXK01004402.1_2407-3301
OG0003677	PRW32558.1 transcription factor S [Chlorella sorokiniana]	QAXK01010442.1_6499-5620
OG0003687	PRW58007.1 DUF1279-domain-containing [Chlorella sorokiniana]	QAXK01006494.1_1594-1032
OG0003693	PRW58683.1 Suf-domain-containing [Chlorella sorokiniana]	QAXK01003706.1_3896-8573
OG0003697	PRW20256.1 DEAD-box ATP-dependent RNA helicase 22 [Chlorella sorokiniana]	QAXK01004373.1_28195-25392
OG0003713	PRW33595.1 multifunctional methyltransferase subunit TRM112 At1g22270 [Chlorella sorokiniana]	QAXK01002432.1_4248-4930
OG0003731	PRW58681.1 p21-carboxy-terminal region-binding [Chlorella sorokiniana]	QAXK01017356.1_2411-500
OG0003744	PRW59177.1 hypothetical protein C2E21_2638 [Chlorella sorokiniana]	QAXK01009613.1_9396-10310
OG0003746	PRW59680.1 TPR [Chlorella sorokiniana]	QAXK01004123.1_13625-15399
OG0003755	PRW61076.1 short-chain dehydrogenase reductase SDR [Chlorella sorokiniana]	QAXK01002565.1_12559-10828
OG0003771	PRW33095.1 hypothetical protein C2E21_7871 [Chlorella sorokiniana]	QAXK01010052.1_3190-4640
OG0003773	PRW57351.1 signal recognition particle 19 kDa -like [Chlorella sorokiniana]	QAXK01014932.1_4139-2485
OG0003784	PRW20692.1 50S ribosomal chloroplastic [Chlorella sorokiniana]	QAXK01007229.1_11545-10178
OG0003794	PRW58734.1 phosphoserine aminotransferase [Chlorella sorokiniana]	QAXK01000557.1_206-3811
OG0003801	PRW60701.1 coenzyme Q-binding COQ10 mitochondrial-like [Chlorella sorokiniana]	QAXK01000515.1_19189-19853
OG0003813	PRW60585.1 Outer envelope of 80 kDa isoform 2 [Chlorella sorokiniana]	QAXK01000036.1_13891-8955
OG0003824	PRW20874.1 U3 small nucleolar RNA-interacting 2 [Chlorella sorokiniana]	QAXK01001158.1_26014-28604
OG0003826	PRW34053.1 Ribonuclease HII [Chlorella sorokiniana]	QAXK01015643.1_1434-3404
OG0003841	PRW33793.1 hypothetical protein C2E21_7400 [Chlorella sorokiniana]	QAXK01006012.1_2971-2223
OG0003847	PRW39233.1 YIPF6-like protein [Chlorella sorokiniana]	QAXK01000325.1_43378-42220
OG0003849	PRW56178.1 hypothetical protein C2E21_5053 [Chlorella sorokiniana]	QAXK01010227.1_9762-8151
OG0003850	PRW05767.1 S-adenosyl-L-methionine-dependent methyltransferase [Chlorella sorokiniana]	QAXK01003563.1_5026-2636
OG0003861	PRW61264.1 C-5 sterol desaturase [Chlorella sorokiniana]	QAXK01001160.1_34552-35942
OG0003904	PRW45558.1 Proteasome subunit alpha type-4 [Chlorella sorokiniana]	QAXK01003852.1_2138-563
OG0003944	PRW57430.1 PITH domain-containing 1 [Chlorella sorokiniana]	QAXK01005846.1_7514-8614
OG0003947	PRW20667.1 basic proline-rich -like [Chlorella sorokiniana]	QAXK01000042.1_9232-7900
OG0003954	PRW57160.1 phosphopantetheine adenylyltransferase-like isoform X1 [Chlorella sorokiniana]	QAXK01004732.1_20335-21271
OG0003958	PRW33635.1 putative rRNA-processing EBP2-like protein [Chlorella sorokiniana]	QAXK01001698.1_16624-15571
OG0003964	PRW33810.1 10 kDa chaperonin-like [Chlorella sorokiniana]	QAXK01001551.1_63875-64499
OG0003973	PRW45237.1 trafficking particle complex subunit 4 [Chlorella sorokiniana]	QAXK01005150.1_10239-11440
OG0003976	PRW56470.1 FLU chloroplast alternative spliced version l-FLP [Chlorella sorokiniana]	QAXK01008391.1_3155-4981
OG0003980	PRW60095.1 thioredoxin chloroplastic [Chlorella sorokiniana]	QAXK01001710.1_16426-15281
OG0003985	PRW56147.1 putative magnesium transporter NIPA4 [Chlorella sorokiniana]	QAXK01006679.1_5844-7981
OG0003999	PRW44406.1 translational inhibitor [Chlorella sorokiniana]	QAXK01017848.1_6990-5867
OG0004036	PRW61448.1 nudix hydrolase chloroplastic-like [Chlorella sorokiniana]	QAXK01001182.1_6681-8037
OG0004052	PRW58608.1 cytochrome b-c1 complex subunit 7-2 [Chlorella sorokiniana]	QAXK01018827.1_2147-2783
OG0004119	PRW60647.1 PELOTA 1 isoform X1 [Chlorella sorokiniana]	QAXK01011975.1_26427-25164
OG0004127	PRW32864.1 U3 small nucleolar ribonucleo IMP3_ partial [Chlorella sorokiniana]	QAXK01002477.1_12495-11499
OG0004131	PRW45059.1 Adenylate kinase isoenzyme 6 [Chlorella sorokiniana]	QAXK01008931.1_8768-10630
OG0004161	PRW33082.1 Plasmid partition [Chlorella sorokiniana]	QAXK01003741.1_3586-2152
OG0004173	PRW59870.1 outer envelope 61 [Chlorella sorokiniana]	QAXK01003131.1_14822-17632
OG0004184	PRW44339.1 Carboxypeptidase Taq [Chlorella sorokiniana]	QAXK01001360.1_2587-7675
OG0004188	PRW59293.1 26S proteasome non-ATPase regulatory subunit 8-like protein A [Chlorella sorokiniana]	QAXK01000965.1_13792-15638
OG0004195	PRW55987.1 proline synthase co-transcribed bacterial-like protein -like [Chlorella sorokiniana]	QAXK01002159.1_9033-7570
OG0004221	PRW05823.1 Proteasome maturation isoform B [Chlorella sorokiniana], PRW05822.1 Proteasome maturation isoform A [Chlorella sorokiniana]	QAXK01006710.1_2565-2167
OG0004222	PRW56128.1 replication A 14 kDa subunit B [Chlorella sorokiniana]	QAXK01017090.1_773-1260
OG0004223	PRW34036.1 ataxin-10-like [Chlorella sorokiniana]	QAXK01019447.1_2073-2396
OG0004224	PRW57243.1 riboflavin biosynthesis chloroplastic [Chlorella sorokiniana]	QAXK01003931.1_8204-3520
OG0004225	PRW60267.1 farnesyl diphosphate synthase [Chlorella sorokiniana]	QAXK01001471.1_7507-5855
OG0004227	PRW39172.1 mismatch repair endonuclease PMS2 [Chlorella sorokiniana]	QAXK01000804.1_324-1387
OG0004228	PRW33193.1 ribosome biogenesis WDR12-like protein [Chlorella sorokiniana]	QAXK01010701.1_10887-7922
OG0004229	PRW56064.1 putative tRNA modification GTPase [Chlorella sorokiniana]	QAXK01014803.1_67-2405
OG0004230	PRW59774.1 protease Do-like chloroplastic isoform X1 [Chlorella sorokiniana]	QAXK01004000.1_7642-5232
OG0004231	PRW56176.1 oxidoreductase TDA3 [Chlorella sorokiniana]	QAXK01004677.1_1252-4060
OG0004232	PRW56944.1 mitochondrial substrate carrier [Chlorella sorokiniana]	QAXK01001218.1_22461-19740
OG0004233	PRW45550.1 exosome complex component RRP43 isoform B [Chlorella sorokiniana], PRW45551.1 exosome complex component RRP43 isoform A [Chlorella sorokiniana]	QAXK01001871.1_3231-1985
OG0004234	PRW61221.1 ribosome maturation SBDS [Chlorella sorokiniana]	QAXK01003347.1_1758-3582
OG0004235	PRW20666.1 transcription initiation factor TFIID subunit 6-like isoform X1 [Chlorella sorokiniana]	QAXK01003902.1_8341-5830
OG0004236	PRW60116.1 3-oxoacyl-[acyl-carrier] mitochondrial [Chlorella sorokiniana]	QAXK01008198.1_2951-5520
OG0004237	PRW50850.1 arginine N-methyltransferase 2 [Chlorella sorokiniana]	QAXK01011268.1_2959-4791
OG0004238	PRW34002.1 tilB-like protein [Chlorella sorokiniana]	QAXK01018044.1_1256-217
OG0004239	PRW20179.1 diphthamide biosynthesis 2 [Chlorella sorokiniana]	QAXK01009544.1_7380-9706
OG0004240	PRW59299.1 Anaphase-promoting complex subunit 10 [Chlorella sorokiniana]	QAXK01003572.1_4178-5128
OG0004241	PRW44592.1 hypothetical protein C2E21_6681 [Chlorella sorokiniana]	QAXK01011839.1_9-1697
OG0004242	PRW61182.1 U3 small nucleolar RNA-associated 11 [Chlorella sorokiniana]	QAXK01001749.1_8132-6905
OG0004243	PRW05824.1 Small RNA degrading nuclease [Chlorella sorokiniana]	QAXK01010227.1_10470-11308
OG0004244	PRW20272.1 PHD finger-like domain-containing 5B [Chlorella sorokiniana]	QAXK01015529.1_1845-2785
OG0004245	PRW61333.1 N-_5 -phosphoribosyl_anthranilate isomerase chloroplastic-like [Chlorella sorokiniana]	QAXK01011116.1_4220-2967
OG0004246	PRW58191.1 Cation transport regulator 2 isoform A [Chlorella sorokiniana], PRW58192.1 Cation transport regulator 2 isoform B [Chlorella sorokiniana]	QAXK01001784.1_27630-25510
OG0004247	PRW61286.1 hypothetical protein C2E21_0224 [Chlorella sorokiniana]	QAXK01003581.1_1217-562
OG0004248	PRW57487.1 peptidoglycan binding [Chlorella sorokiniana]	QAXK01004599.1_5331-3218
OG0004249	PRW56547.1 Histone-lysine N-methyltransferase ASHR1 [Chlorella sorokiniana]	QAXK01000848.1_19191-20023
OG0004423	PRW32608.1 rRNA methyltransferase mitochondrial [Chlorella sorokiniana]	QAXK01000899.1_12678-10778
OG0004476	PRW20768.1 mRNA-decapping enzyme [Chlorella sorokiniana]	QAXK01005761.1_5110-4061
OG0004571	PRW20377.1 transcription initiation factor TFIID subunit 9 [Chlorella sorokiniana]	QAXK01000171.1_2716-3341
OG0004581	PRW45035.1 Homeodomain [Chlorella sorokiniana]	QAXK01003359.1_6916-7635
OG0004622	PRW50882.1 H ACA ribonucleo complex subunit 3 [Chlorella sorokiniana]	QAXK01002638.1_6633-6327
OG0004710	PRW59421.1 Histone-lysine N-methyltransferase setd3 [Chlorella sorokiniana]	QAXK01006037.1_46307-44794
OG0004743	PRW39241.1 tRNA pseudouridine synthase Pus10 [Chlorella sorokiniana]	QAXK01002841.1_2718-1158
OG0004765	PRW20717.1 coiled-coil domain-containing 12-like [Chlorella sorokiniana]	QAXK01013662.1_15761-16601
OG0004825	PRW39113.1 subfamily B member 14 [Chlorella sorokiniana]	QAXK01012785.1_94-624
OG0004901	PRW05944.1 multi -bridging factor 1b-like [Chlorella sorokiniana]	QAXK01003939.1_11405-12434
OG0004922	PRW44612.1 eukaryotic translation initiation factor eIF2A family [Chlorella sorokiniana]	QAXK01009836.1_3189-307
OG0004939	PRW57410.1 Adenylyltransferase and sulfurtransferase MOCS3 [Chlorella sorokiniana]	QAXK01014925.1_5002-6648
OG0004942	PRW60215.1 phosphomannomutase [Chlorella sorokiniana]	QAXK01005538.1_10163-11912
OG0004943	PRW60415.1 peptidyl-prolyl cis-trans isomerase CYP26- chloroplastic [Chlorella sorokiniana]	QAXK01000526.1_11161-10180
OG0004944	PRW57807.1 Exosome component 10 [Chlorella sorokiniana]	QAXK01000032.1_16347-17734
OG0004945	PRW44615.1 peptidyl-prolyl cis-trans isomerase chloroplastic [Chlorella sorokiniana]	QAXK01002261.1_13670-14278
OG0004946	PRW39326.1 Metallo-hydrolase oxidoreductase [Chlorella sorokiniana]	QAXK01011417.1_18759-16577
OG0005364	PRW32601.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2-like [Chlorella sorokiniana]	QAXK01008706.1_11935-11020
OG0005372	PRW61253.1 septum formation MAF [Chlorella sorokiniana]	QAXK01012603.1_2052-3066
OG0005404	PRW33310.1 adhesion molecule [Chlorella sorokiniana]	QAXK01000570.1_1207-4057
OG0005613	PRW58446.1 ubiquitin domain-containing DSK2b-like isoform X1 [Chlorella sorokiniana]	QAXK01006058.1_8137-6433
OG0005614	PRW57704.1 nicastrin isoform X2 isoform A [Chlorella sorokiniana], PRW57703.1 nicastrin isoform X2 isoform B [Chlorella sorokiniana]	QAXK01012020.1_2254-4849
